Timestamp,position,BLMTI.07R3.B1I10_TCLA.7R3.B1
1459601216090,-7.9,0.0
1459601216100,-7.9,3.6200000000000004e-07
1459601216110,-7.9,3.6200000000000004e-07
1459601216120,-7.9,0.0
1459601216130,-7.9,7.240000000000001e-07
1459601216140,-7.9,0.0
1459601216150,-7.9,3.6200000000000004e-07
1459601216160,-7.9,3.6200000000000004e-07
1459601216170,-7.9,3.6200000000000004e-07
1459601216180,-7.9,0.0
1459601216190,-7.9,1.0859999999999999e-06
1459601216200,-7.9,7.240000000000001e-07
1459601216210,-7.9,3.6200000000000004e-07
1459601216220,-7.9,7.240000000000001e-07
1459601216230,-7.9,1.4480000000000002e-06
1459601216240,-7.9,0.0
1459601216250,-7.9,5.792000000000001e-06
1459601216260,-7.9,4.343999999999999e-06
1459601216270,-7.9,0.0
1459601216280,-7.9,0.0
1459601216290,-7.9,0.0
1459601216300,-7.9,0.0
1459601216310,-7.9,0.0
1459601216320,-7.9,0.0
1459601216330,-7.9,0.0
1459601216340,-7.9,0.0
1459601216350,-7.9,0.0
1459601216360,-7.9,0.0
1459601216370,-7.9,0.0
1459601216380,-7.9,0.0
1459601216390,-7.9,0.0
1459601216400,-7.9,0.0
1459601216410,-7.9,2.1719999999999997e-06
1459601216420,-7.9,3.258e-06
1459601216430,-7.9,0.0
1459601216440,-7.9,0.0
1459601216450,-7.9,0.0
1459601216460,-7.9,0.0
1459601216470,-7.9,0.0
1459601216480,-7.9,0.0
1459601216490,-7.9,0.0
1459601216500,-7.9,0.0
1459601216510,-7.9,0.0
1459601216520,-7.9,0.0
1459601216530,-7.9,0.0
1459601216540,-7.9,0.0
1459601216550,-7.9,0.0
1459601216560,-7.9,0.0
1459601216570,-7.9,0.0
1459601216580,-7.9,0.0
1459601216590,-7.9,0.0
1459601216600,-7.9,0.0
1459601216610,-7.9,1.4480000000000002e-06
1459601216620,-7.9,0.0
1459601216630,-7.9,1.0859999999999999e-06
1459601216640,-7.9,0.0
1459601216650,-7.9,7.240000000000001e-07
1459601216660,-7.9,0.0
1459601216670,-7.9,3.6200000000000004e-07
1459601216680,-7.9,0.0
1459601216690,-7.9,0.0
1459601216700,-7.9,3.6200000000000004e-07
1459601216710,-7.9,1.0859999999999999e-06
1459601216720,-7.9,0.0
1459601216730,-7.9,7.240000000000001e-07
1459601216740,-7.9,0.0
1459601216750,-7.9,3.6200000000000004e-07
1459601216760,-7.9,0.0
1459601216770,-7.9,0.0
1459601216780,-7.9,0.0
1459601216790,-7.9,1.81e-06
1459601216800,-7.9,0.0
1459601216810,-7.9,0.0
1459601216820,-7.9,0.0
1459601216830,-7.9,1.0859999999999999e-06
1459601216840,-7.9,0.0
1459601216850,-7.9,1.0859999999999999e-06
1459601216860,-7.9,0.0
1459601216870,-7.9,0.0
1459601216880,-7.9,0.0
1459601216890,-7.9,1.4480000000000002e-06
1459601216900,-7.9,0.0
1459601216910,-7.9,7.240000000000001e-07
1459601216920,-7.9,0.0
1459601216930,-7.9,0.0
1459601216940,-7.9,0.0
1459601216950,-7.9,1.0859999999999999e-06
1459601216960,-7.9,3.6200000000000004e-07
1459601216970,-7.9,1.4480000000000002e-06
1459601216980,-7.9,0.0
1459601216990,-7.9,7.240000000000001e-07
1459601217000,-7.9,0.0
1459601217010,-7.9,3.6200000000000004e-07
1459601217020,-7.9,0.0
1459601217030,-7.9,1.0859999999999999e-06
1459601217040,-7.9,0.0
1459601217050,-7.9,0.0
1459601217060,-7.9,0.0
1459601217070,-7.9,3.6200000000000004e-07
1459601217080,-7.9,0.0
1459601217090,-7.9,1.0859999999999999e-06
1459601217100,-7.9,0.0
1459601217110,-7.9,0.0
1459601217120,-7.9,0.0
1459601217130,-7.9,7.240000000000001e-07
1459601217140,-7.9,0.0
1459601217150,-7.9,7.240000000000001e-07
1459601217160,-7.9,0.0
1459601217170,-7.9,3.6200000000000004e-07
1459601217180,-7.9,0.0
1459601217190,-7.9,1.4480000000000002e-06
1459601217200,-7.9,7.240000000000001e-07
1459601217210,-7.9,0.0
1459601217220,-7.9,0.0
1459601217230,-7.9,3.6200000000000004e-07
1459601217240,-7.9,0.0
1459601217250,-7.9,6.154e-06
1459601217260,-7.9,0.0
1459601217270,-7.9,0.0
1459601217280,-7.9,0.0
1459601217290,-7.9,0.0
1459601217300,-7.9,0.0
1459601217310,-7.9,0.0
1459601217320,-7.9,0.0
1459601217330,-7.9,0.0
1459601217340,-7.9,0.0
1459601217350,-7.9,0.0
1459601217360,-7.9,0.0
1459601217370,-7.9,0.0
1459601217380,-7.9,0.0
1459601217390,-7.9,0.0
1459601217400,-7.9,0.0
1459601217410,-7.9,5.43e-06
1459601217420,-7.9,3.6200000000000004e-07
1459601217430,-7.9,0.0
1459601217440,-7.9,0.0
1459601217450,-7.9,0.0
1459601217460,-7.9,0.0
1459601217470,-7.9,0.0
1459601217480,-7.9,0.0
1459601217490,-7.9,0.0
1459601217500,-7.9,0.0
1459601217510,-7.9,0.0
1459601217520,-7.9,0.0
1459601217530,-7.9,0.0
1459601217540,-7.9,0.0
1459601217550,-7.9,0.0
1459601217560,-7.9,0.0
1459601217570,-7.9,3.6200000000000004e-07
1459601217580,-7.9,0.0
1459601217590,-7.9,7.240000000000001e-07
1459601217600,-7.9,0.0
1459601217610,-7.9,3.6200000000000004e-07
1459601217620,-7.9,3.6200000000000004e-07
1459601217630,-7.9,1.4480000000000002e-06
1459601217640,-7.9,0.0
1459601217650,-7.9,7.240000000000001e-07
1459601217660,-7.9,0.0
1459601217670,-7.9,0.0
1459601217680,-7.9,0.0
1459601217690,-7.9,7.240000000000001e-07
1459601217700,-7.9,0.0
1459601217710,-7.9,7.240000000000001e-07
1459601217720,-7.9,0.0
1459601217730,-7.9,7.240000000000001e-07
1459601217740,-7.9,0.0
1459601217750,-7.9,7.240000000000001e-07
1459601217760,-7.9,0.0
1459601217770,-7.9,7.240000000000001e-07
1459601217780,-7.9,0.0
1459601217790,-7.9,7.240000000000001e-07
1459601217800,-7.9,0.0
1459601217810,-7.9,7.240000000000001e-07
1459601217820,-7.9,0.0
1459601217830,-7.9,7.240000000000001e-07
1459601217840,-7.9,0.0
1459601217850,-7.9,3.6200000000000004e-07
1459601217860,-7.9,0.0
1459601217870,-7.9,7.240000000000001e-07
1459601217880,-7.9,0.0
1459601217890,-7.9,7.240000000000001e-07
1459601217900,-7.9,0.0
1459601217910,-7.9,3.6200000000000004e-07
1459601217920,-7.9,0.0
1459601217930,-7.9,1.0859999999999999e-06
1459601217940,-7.9,0.0
1459601217950,-7.9,3.6200000000000004e-07
1459601217960,-7.9,0.0
1459601217970,-7.9,1.0859999999999999e-06
1459601217980,-7.9,0.0
1459601217990,-7.9,0.0
1459601218000,-7.9,0.0
1459601218010,-7.9,2.1719999999999997e-06
1459601218020,-7.9,0.0
1459601218030,-7.9,3.6200000000000004e-07
1459601218040,-7.9,0.0
1459601218050,-7.9,3.6200000000000004e-07
1459601218060,-7.9,0.0
1459601218070,-7.9,1.0859999999999999e-06
1459601218080,-7.9,0.0
1459601218090,-7.9,3.6200000000000004e-07
1459601218100,-7.9,0.0
1459601218110,-7.9,1.4480000000000002e-06
1459601218120,-7.9,0.0
1459601218130,-7.9,7.240000000000001e-07
1459601218140,-7.9,0.0
1459601218150,-7.9,0.0
1459601218160,-7.9,0.0
1459601218170,-7.9,1.4480000000000002e-06
1459601218180,-7.9,0.0
1459601218190,-7.9,1.0859999999999999e-06
1459601218200,-7.9,0.0
1459601218210,-7.9,0.0
1459601218220,-7.9,0.0
1459601218230,-7.9,7.240000000000001e-07
1459601218240,-7.9,0.0
1459601218250,-7.9,6.154e-06
1459601218260,-7.9,0.0
1459601218270,-7.9,0.0
1459601218280,-7.9,0.0
1459601218290,-7.9,0.0
1459601218300,-7.9,0.0
1459601218310,-7.9,0.0
1459601218320,-7.9,0.0
1459601218330,-7.9,0.0
1459601218340,-7.9,0.0
1459601218350,-7.9,0.0
1459601218360,-7.9,0.0
1459601218370,-7.9,0.0
1459601218380,-7.9,0.0
1459601218390,-7.9,0.0
1459601218400,-7.9,0.0
1459601218410,-7.9,3.982e-06
1459601218420,-7.9,0.0
1459601218430,-7.9,0.0
1459601218440,-7.9,0.0
1459601218450,-7.9,0.0
1459601218460,-7.9,0.0
1459601218470,-7.9,0.0
1459601218480,-7.9,0.0
1459601218490,-7.9,0.0
1459601218500,-7.9,0.0
1459601218510,-7.9,0.0
1459601218520,-7.9,0.0
1459601218530,-7.9,0.0
1459601218540,-7.9,0.0
1459601218550,-7.9,3.6200000000000004e-07
1459601218560,-7.9,0.0
1459601218570,-7.9,7.240000000000001e-07
1459601218580,-7.9,0.0
1459601218590,-7.9,3.6200000000000004e-07
1459601218600,-7.9,0.0
1459601218610,-7.9,1.0859999999999999e-06
1459601218620,-7.9,0.0
1459601218630,-7.9,3.6200000000000004e-07
1459601218640,-7.9,0.0
1459601218650,-7.9,1.4480000000000002e-06
1459601218660,-7.9,0.0
1459601218670,-7.9,0.0
1459601218680,-7.9,0.0
1459601218690,-7.9,7.240000000000001e-07
1459601218700,-7.9,0.0
1459601218710,-7.9,0.0
1459601218720,-7.9,0.0
1459601218730,-7.9,3.6200000000000004e-07
1459601218740,-7.9,0.0
1459601218750,-7.9,2.5340000000000002e-06
1459601218760,-7.9,0.0
1459601218770,-7.9,0.0
1459601218780,-7.9,0.0
1459601218790,-7.9,1.4480000000000002e-06
1459601218800,-7.9,0.0
1459601218810,-7.9,1.4480000000000002e-06
1459601218820,-7.9,0.0
1459601218830,-7.9,0.0
1459601218840,-7.9,0.0
1459601218850,-7.9,3.6200000000000004e-07
1459601218860,-7.9,0.0
1459601218870,-7.9,3.6200000000000004e-07
1459601218880,-7.9,0.0
1459601218890,-7.9,7.240000000000001e-07
1459601218900,-7.9,0.0
1459601218910,-7.9,7.240000000000001e-07
1459601218920,-7.9,0.0
1459601218930,-7.9,1.0859999999999999e-06
1459601218940,-7.9,0.0
1459601218950,-7.9,0.0
1459601218960,-7.9,0.0
1459601218970,-7.9,1.0859999999999999e-06
1459601218980,-7.9,0.0
1459601218990,-7.9,3.6200000000000004e-07
1459601219000,-7.9,0.0
1459601219010,-7.9,1.4480000000000002e-06
1459601219020,-7.9,0.0
1459601219030,-7.9,3.6200000000000004e-07
1459601219040,-7.9,0.0
1459601219050,-7.9,0.0
1459601219060,-7.9,0.0
1459601219070,-7.9,1.0859999999999999e-06
1459601219080,-7.9,0.0
1459601219090,-7.9,1.0859999999999999e-06
1459601219100,-7.9,0.0
1459601219110,-7.9,7.240000000000001e-07
1459601219120,-7.9,0.0
1459601219130,-7.9,3.6200000000000004e-07
1459601219140,-7.9,0.0
1459601219150,-7.9,3.6200000000000004e-07
1459601219160,-7.9,0.0
1459601219170,-7.9,0.0
1459601219180,-7.9,0.0
1459601219190,-7.9,1.4480000000000002e-06
1459601219200,-7.9,0.0
1459601219210,-7.9,7.240000000000001e-07
1459601219220,-7.9,0.0
1459601219230,-7.9,1.4480000000000002e-06
1459601219240,-7.9,0.0
1459601219250,-7.9,5.792000000000001e-06
1459601219260,-7.9,0.0
1459601219270,-7.9,0.0
1459601219280,-7.9,0.0
1459601219290,-7.9,0.0
1459601219300,-7.9,0.0
1459601219310,-7.9,0.0
1459601219320,-7.9,0.0
1459601219330,-7.9,0.0
1459601219340,-7.9,0.0
1459601219350,-7.9,0.0
1459601219360,-7.9,0.0
1459601219370,-7.9,0.0
1459601219380,-7.9,0.0
1459601219390,-7.9,0.0
1459601219400,-7.9,0.0
1459601219410,-7.9,0.0
1459601219420,-7.9,0.0
1459601219430,-7.9,1.0859999999999999e-06
1459601219440,-7.9,0.0
1459601219450,-7.9,0.0
1459601219460,-7.9,0.0
1459601219470,-7.9,1.4480000000000002e-06
1459601219480,-7.9,0.0
1459601219490,-7.9,0.0
1459601219500,-7.9,0.0
1459601219510,-7.9,0.0
1459601219520,-7.9,0.0
1459601219530,-7.9,0.0
1459601219540,-7.9,0.0
1459601219550,-7.9,3.6200000000000004e-07
1459601219560,-7.9,0.0
1459601219570,-7.9,7.240000000000001e-07
1459601219580,-7.9,0.0
1459601219590,-7.9,7.240000000000001e-07
1459601219600,-7.9,0.0
1459601219610,-7.9,1.0859999999999999e-06
1459601219620,-7.9,0.0
1459601219630,-7.9,7.240000000000001e-07
1459601219640,-7.9,0.0
1459601219650,-7.9,0.0
1459601219660,-7.9,0.0
1459601219670,-7.9,7.240000000000001e-07
1459601219680,-7.9,0.0
1459601219690,-7.9,1.0859999999999999e-06
1459601219700,-7.9,0.0
1459601219710,-7.9,1.4480000000000002e-06
1459601219720,-7.9,0.0
1459601219730,-7.9,3.6200000000000004e-07
1459601219740,-7.9,0.0
1459601219750,-7.9,0.0
1459601219760,-7.9,0.0
1459601219770,-7.9,1.0859999999999999e-06
1459601219780,-7.9,0.0
1459601219790,-7.9,7.240000000000001e-07
1459601219800,-7.9,0.0
1459601219810,-7.9,3.6200000000000004e-07
1459601219820,-7.9,0.0
1459601219830,-7.9,3.6200000000000004e-07
1459601219840,-7.9,0.0
1459601219850,-7.9,1.4480000000000002e-06
1459601219860,-7.9,0.0
1459601219870,-7.9,3.6200000000000004e-07
1459601219880,-7.9,0.0
1459601219890,-7.9,7.240000000000001e-07
1459601219900,-7.9,0.0
1459601219910,-7.9,7.240000000000001e-07
1459601219920,-7.9,0.0
1459601219930,-7.9,7.240000000000001e-07
1459601219940,-7.9,0.0
1459601219950,-7.9,7.240000000000001e-07
1459601219960,-7.9,0.0
1459601219970,-7.9,7.240000000000001e-07
1459601219980,-7.9,0.0
1459601219990,-7.9,7.240000000000001e-07
1459601220000,-7.9,0.0
1459601220010,-7.9,7.240000000000001e-07
1459601220020,-7.9,0.0
1459601220030,-7.9,7.240000000000001e-07
1459601220040,-7.9,0.0
1459601220050,-7.9,3.6200000000000004e-07
1459601220060,-7.9,0.0
1459601220070,-7.9,1.4480000000000002e-06
1459601220080,-7.9,0.0
1459601220090,-7.9,7.240000000000001e-07
