Timestamp,position,BLMTI.07L7.B2I10_TCLA.A7L7.B2
1459603738140,-7.43,3.6200000000000004e-07
1459603738150,-7.43,0.0
1459603738160,-7.43,7.240000000000001e-07
1459603738170,-7.43,0.0
1459603738180,-7.43,3.6200000000000004e-07
1459603738190,-7.43,0.0
1459603738200,-7.43,1.4480000000000002e-06
1459603738210,-7.43,0.0
1459603738220,-7.43,3.6200000000000004e-07
1459603738230,-7.43,0.0
1459603738240,-7.43,0.0
1459603738250,-7.43,0.0
1459603738260,-7.43,1.0859999999999999e-06
1459603738270,-7.43,0.0
1459603738280,-7.43,1.0859999999999999e-06
1459603738290,-7.43,0.0
1459603738300,-7.43,3.6200000000000004e-07
1459603738310,-7.43,0.0
1459603738320,-7.43,1.4480000000000002e-06
1459603738330,-7.43,0.0
1459603738340,-7.43,7.240000000000001e-07
1459603738350,-7.43,0.0
1459603738360,-7.43,1.0859999999999999e-06
1459603738370,-7.43,0.0
1459603738380,-7.43,7.240000000000001e-07
1459603738390,-7.43,0.0
1459603738400,-7.43,0.0
1459603738410,-7.43,0.0
1459603738420,-7.43,7.240000000000001e-07
1459603738430,-7.43,0.0
1459603738440,-7.43,1.81e-06
1459603738450,-7.43,0.0
1459603738460,-7.43,3.6200000000000004e-07
1459603738470,-7.43,0.0
1459603738480,-7.43,7.240000000000001e-07
1459603738490,-7.43,0.0
1459603738500,-7.43,3.6200000000000004e-07
1459603738510,-7.43,0.0
1459603738520,-7.43,1.0859999999999999e-06
1459603738530,-7.43,0.0
1459603738540,-7.43,3.6200000000000004e-07
1459603738550,-7.43,0.0
1459603738560,-7.43,7.240000000000001e-07
1459603738570,-7.43,0.0
1459603738580,-7.43,7.240000000000001e-07
1459603738590,-7.43,0.0
1459603738600,-7.43,7.240000000000001e-07
1459603738610,-7.43,0.0
1459603738620,-7.43,1.0859999999999999e-06
1459603738630,-7.43,0.0
1459603738640,-7.43,0.0
1459603738650,-7.43,0.0
1459603738660,-7.43,7.240000000000001e-07
1459603738670,-7.43,0.0
1459603738680,-7.43,7.240000000000001e-07
1459603738690,-7.43,0.0
1459603738700,-7.43,7.240000000000001e-07
1459603738710,-7.43,0.0
1459603738720,-7.43,0.0
1459603738730,-7.43,0.0
1459603738740,-7.43,1.4480000000000002e-06
