Timestamp,position,BLMTI.07R3.B1I10_TCLA.7R3.B1
1459601213090,8.56,0.0
1459601213100,8.56,0.0
1459601213110,8.56,7.240000000000001e-07
1459601213120,8.56,0.0
1459601213130,8.56,0.0
1459601213140,8.56,0.0
1459601213150,8.56,7.240000000000001e-07
1459601213160,8.56,0.0
1459601213170,8.56,3.6200000000000004e-07
1459601213180,8.56,7.240000000000001e-07
1459601213190,8.56,0.0
1459601213200,8.56,7.240000000000001e-07
1459601213210,8.56,3.6200000000000004e-07
1459601213220,8.56,3.6200000000000004e-07
1459601213230,8.56,0.0
1459601213240,8.56,0.0
1459601213250,8.56,2.5340000000000002e-06
1459601213260,8.56,5.792000000000001e-06
1459601213270,8.56,0.0
1459601213280,8.56,0.0
1459601213290,8.56,0.0
1459601213300,8.56,0.0
1459601213310,8.56,0.0
1459601213320,8.56,0.0
1459601213330,8.56,0.0
1459601213340,8.56,0.0
1459601213350,8.56,0.0
1459601213360,8.56,0.0
1459601213370,8.56,0.0
1459601213380,8.56,0.0
1459601213390,8.56,0.0
1459601213400,8.56,0.0
1459601213410,8.56,0.0
1459601213420,8.56,4.706e-06
1459601213430,8.56,0.0
1459601213440,8.56,0.0
1459601213450,8.56,0.0
1459601213460,8.56,0.0
1459601213470,8.56,0.0
1459601213480,8.56,0.0
1459601213490,8.56,0.0
1459601213500,8.56,0.0
1459601213510,8.56,0.0
1459601213520,8.56,0.0
1459601213530,8.56,0.0
1459601213540,8.56,0.0
1459601213550,8.56,0.0
1459601213560,8.56,3.6200000000000004e-07
1459601213570,8.56,7.240000000000001e-07
1459601213580,8.56,0.0
1459601213590,8.56,3.6200000000000004e-07
1459601213600,8.56,7.240000000000001e-07
1459601213610,8.56,0.0
1459601213620,8.56,1.0859999999999999e-06
1459601213630,8.56,0.0
1459601213640,8.56,3.6200000000000004e-07
1459601213650,8.56,0.0
1459601213660,8.56,3.6200000000000004e-07
1459601213670,8.56,3.6200000000000004e-07
1459601213680,8.56,7.240000000000001e-07
1459601213690,8.56,3.6200000000000004e-07
1459601213700,8.56,0.0
1459601213710,8.56,3.6200000000000004e-07
1459601213720,8.56,3.6200000000000004e-07
1459601213730,8.56,7.240000000000001e-07
1459601213740,8.56,0.0
1459601213750,8.56,0.0
1459601213760,8.56,7.240000000000001e-07
1459601213770,8.56,0.0
1459601213780,8.56,1.0859999999999999e-06
1459601213790,8.56,0.0
1459601213800,8.56,3.6200000000000004e-07
1459601213810,8.56,7.240000000000001e-07
1459601213820,8.56,1.0859999999999999e-06
1459601213830,8.56,0.0
1459601213840,8.56,7.240000000000001e-07
1459601213850,8.56,0.0
