Timestamp,position,BLMTI.04R5.B2I10_TCTPV.4R5.B2
1459604816140,-8.87,0.0
1459604816150,-8.87,7.240000000000001e-07
1459604816160,-8.87,0.0
1459604816170,-8.87,3.6200000000000004e-07
1459604816180,-8.87,3.6200000000000004e-07
1459604816190,-8.87,7.240000000000001e-07
1459604816200,-8.87,0.0
1459604816210,-8.87,3.6200000000000004e-07
1459604816220,-8.87,3.6200000000000004e-07
1459604816230,-8.87,0.0
1459604816240,-8.87,0.0
1459604816250,-8.87,1.4480000000000002e-06
1459604816260,-8.87,0.0
1459604816270,-8.87,0.0
1459604816280,-8.87,3.6200000000000004e-07
1459604816290,-8.87,1.4480000000000002e-06
1459604816300,-8.87,0.0
1459604816310,-8.87,3.6200000000000004e-07
1459604816320,-8.87,0.0
1459604816330,-8.87,0.0
1459604816340,-8.87,0.0
1459604816350,-8.87,1.0859999999999999e-06
1459604816360,-8.87,0.0
1459604816370,-8.87,3.6200000000000004e-07
1459604816380,-8.87,0.0
1459604816390,-8.87,0.0
1459604816400,-8.87,0.0
1459604816410,-8.87,7.240000000000001e-07
1459604816420,-8.87,0.0
1459604816430,-8.87,3.6200000000000004e-07
1459604816440,-8.87,0.0
1459604816450,-8.87,1.81e-06
1459604816460,-8.87,0.0
1459604816470,-8.87,0.0
1459604816480,-8.87,3.6200000000000004e-07
1459604816490,-8.87,1.0859999999999999e-06
1459604816500,-8.87,0.0
1459604816510,-8.87,0.0
1459604816520,-8.87,0.0
1459604816530,-8.87,3.6200000000000004e-07
1459604816540,-8.87,7.240000000000001e-07
1459604816550,-8.87,1.4480000000000002e-06
1459604816560,-8.87,0.0
1459604816570,-8.87,0.0
1459604816580,-8.87,0.0
1459604816590,-8.87,7.240000000000001e-07
1459604816600,-8.87,0.0
1459604816610,-8.87,1.0859999999999999e-06
1459604816620,-8.87,0.0
1459604816630,-8.87,3.6200000000000004e-07
1459604816640,-8.87,0.0
1459604816650,-8.87,1.4480000000000002e-06
1459604816660,-8.87,0.0
1459604816670,-8.87,0.0
1459604816680,-8.87,0.0
1459604816690,-8.87,3.6200000000000004e-07
1459604816700,-8.87,0.0
1459604816710,-8.87,0.0
1459604816720,-8.87,3.6200000000000004e-07
1459604816730,-8.87,7.240000000000001e-07
1459604816740,-8.87,0.0
1459604816750,-8.87,7.240000000000001e-07
1459604816760,-8.87,0.0
1459604816770,-8.87,7.240000000000001e-07
1459604816780,-8.87,0.0
1459604816790,-8.87,3.6200000000000004e-07
1459604816800,-8.87,0.0
1459604816810,-8.87,1.4480000000000002e-06
1459604816820,-8.87,0.0
1459604816830,-8.87,0.0
1459604816840,-8.87,0.0
1459604816850,-8.87,7.240000000000001e-07
1459604816860,-8.87,0.0
1459604816870,-8.87,3.6200000000000004e-07
1459604816880,-8.87,0.0
1459604816890,-8.87,3.6200000000000004e-07
1459604816900,-8.87,0.0
1459604816910,-8.87,7.240000000000001e-07
1459604816920,-8.87,0.0
1459604816930,-8.87,7.240000000000001e-07
1459604816940,-8.87,0.0
1459604816950,-8.87,0.0
1459604816960,-8.87,0.0
1459604816970,-8.87,1.4480000000000002e-06
1459604816980,-8.87,0.0
1459604816990,-8.87,0.0
1459604817000,-8.87,0.0
1459604817010,-8.87,1.0859999999999999e-06
1459604817020,-8.87,3.6200000000000004e-07
1459604817030,-8.87,0.0
1459604817040,-8.87,0.0
1459604817050,-8.87,0.0
1459604817060,-8.87,3.6200000000000004e-07
1459604817070,-8.87,3.6200000000000004e-07
1459604817080,-8.87,0.0
1459604817090,-8.87,3.6200000000000004e-07
1459604817100,-8.87,0.0
1459604817110,-8.87,7.240000000000001e-07
1459604817120,-8.87,3.6200000000000004e-07
1459604817130,-8.87,3.6200000000000004e-07
1459604817140,-8.87,3.6200000000000004e-07
1459604817150,-8.87,7.240000000000001e-07
1459604817160,-8.87,0.0
1459604817170,-8.87,3.6200000000000004e-07
1459604817180,-8.87,0.0
1459604817190,-8.87,3.6200000000000004e-07
1459604817200,-8.87,0.0
1459604817210,-8.87,7.240000000000001e-07
1459604817220,-8.87,0.0
1459604817230,-8.87,0.0
1459604817240,-8.87,0.0
1459604817250,-8.87,3.6200000000000004e-07
1459604817260,-8.87,0.0
1459604817270,-8.87,3.6200000000000004e-07
1459604817280,-8.87,3.6200000000000004e-07
1459604817290,-8.87,0.0
1459604817300,-8.87,3.6200000000000004e-07
1459604817310,-8.87,3.6200000000000004e-07
1459604817320,-8.87,3.6200000000000004e-07
1459604817330,-8.87,7.240000000000001e-07
