Timestamp,position,BLMTI.05R3.B1I10_TCSG.B5R3.B1
1459601573630,-7.67,1.0859999999999999e-06
1459601573640,-7.67,0.0
1459601573650,-7.67,7.240000000000001e-07
1459601573660,-7.67,0.0
1459601573670,-7.67,7.240000000000001e-07
1459601573680,-7.67,0.0
1459601573690,-7.67,3.6200000000000004e-07
1459601573700,-7.67,0.0
1459601573710,-7.67,1.0859999999999999e-06
1459601573720,-7.67,0.0
1459601573730,-7.67,1.0859999999999999e-06
1459601573740,-7.67,0.0
1459601573750,-7.67,0.0
1459601573760,-7.67,0.0
1459601573770,-7.67,7.240000000000001e-07
1459601573780,-7.67,0.0
1459601573790,-7.67,3.6200000000000004e-07
1459601573800,-7.67,0.0
1459601573810,-7.67,0.0
1459601573820,-7.67,0.0
1459601573830,-7.67,1.0859999999999999e-06
1459601573840,-7.67,0.0
1459601573850,-7.67,3.6200000000000004e-07
1459601573860,-7.67,3.6200000000000004e-07
1459601573870,-7.67,7.240000000000001e-07
1459601573880,-7.67,0.0
1459601573890,-7.67,7.240000000000001e-07
1459601573900,-7.67,7.240000000000001e-07
1459601573910,-7.67,3.6200000000000004e-07
1459601573920,-7.67,0.0
1459601573930,-7.67,3.6200000000000004e-07
1459601573940,-7.67,3.6200000000000004e-07
1459601573950,-7.67,1.0859999999999999e-06
1459601573960,-7.67,0.0
1459601573970,-7.67,0.0
1459601573980,-7.67,3.6200000000000004e-07
1459601573990,-7.67,0.0
1459601574000,-7.67,3.6200000000000004e-07
1459601574010,-7.67,3.6200000000000004e-07
1459601574020,-7.67,0.0
1459601574030,-7.67,7.240000000000001e-07
1459601574040,-7.67,0.0
1459601574050,-7.67,7.240000000000001e-07
1459601574060,-7.67,3.6200000000000004e-07
1459601574070,-7.67,3.6200000000000004e-07
1459601574080,-7.67,3.6200000000000004e-07
1459601574090,-7.67,3.6200000000000004e-07
1459601574100,-7.67,0.0
1459601574110,-7.67,1.0859999999999999e-06
1459601574120,-7.67,0.0
1459601574130,-7.67,3.6200000000000004e-07
1459601574140,-7.67,7.240000000000001e-07
1459601574150,-7.67,7.240000000000001e-07
1459601574160,-7.67,0.0
1459601574170,-7.67,7.240000000000001e-07
1459601574180,-7.67,0.0
1459601574190,-7.67,1.0859999999999999e-06
1459601574200,-7.67,0.0
1459601574210,-7.67,7.240000000000001e-07
1459601574220,-7.67,0.0
1459601574230,-7.67,7.240000000000001e-07
1459601574240,-7.67,0.0
1459601574250,-7.67,3.6200000000000004e-07
1459601574260,-7.67,0.0
1459601574270,-7.67,3.6200000000000004e-07
1459601574280,-7.67,7.240000000000001e-07
1459601574290,-7.67,0.0
1459601574300,-7.67,3.6200000000000004e-07
1459601574310,-7.67,7.240000000000001e-07
1459601574320,-7.67,3.6200000000000004e-07
1459601574330,-7.67,3.6200000000000004e-07
1459601574340,-7.67,0.0
1459601574350,-7.67,3.6200000000000004e-07
1459601574360,-7.67,7.240000000000001e-07
1459601574370,-7.67,3.6200000000000004e-07
1459601574380,-7.67,7.240000000000001e-07
1459601574390,-7.67,0.0
1459601574400,-7.67,7.240000000000001e-07
1459601574410,-7.67,0.0
1459601574420,-7.67,0.0
1459601574430,-7.67,3.6200000000000004e-07
1459601574440,-7.67,0.0
1459601574450,-7.67,3.6200000000000004e-07
1459601574460,-7.67,0.0
1459601574470,-7.67,1.0859999999999999e-06
1459601574480,-7.67,0.0
1459601574490,-7.67,3.6200000000000004e-07
1459601574500,-7.67,3.6200000000000004e-07
1459601574510,-7.67,3.6200000000000004e-07
1459601574520,-7.67,0.0
1459601574530,-7.67,3.6200000000000004e-07
1459601574540,-7.67,0.0
1459601574550,-7.67,7.240000000000001e-07
1459601574560,-7.67,3.6200000000000004e-07
1459601574570,-7.67,0.0
1459601574580,-7.67,3.6200000000000004e-07
1459601574590,-7.67,1.4480000000000002e-06
1459601574600,-7.67,0.0
1459601574610,-7.67,1.4480000000000002e-06
1459601574620,-7.67,0.0
1459601574630,-7.67,3.6200000000000004e-07
1459601574640,-7.67,0.0
1459601574650,-7.67,0.0
1459601574660,-7.67,0.0
1459601574670,-7.67,1.0859999999999999e-06
1459601574680,-7.67,0.0
1459601574690,-7.67,3.6200000000000004e-07
1459601574700,-7.67,3.6200000000000004e-07
1459601574710,-7.67,3.6200000000000004e-07
1459601574720,-7.67,3.6200000000000004e-07
1459601574730,-7.67,7.240000000000001e-07
1459601574740,-7.67,0.0
1459601574750,-7.67,3.6200000000000004e-07
1459601574760,-7.67,3.6200000000000004e-07
1459601574770,-7.67,3.6200000000000004e-07
1459601574780,-7.67,0.0
1459601574790,-7.67,3.6200000000000004e-07
1459601574800,-7.67,3.6200000000000004e-07
1459601574810,-7.67,1.0859999999999999e-06
1459601574820,-7.67,0.0
