Timestamp,position,BLMTI.05R7.B1E10_TCSG.E5R7.B1
1459607653460,-7.2,0.0
1459607653470,-7.2,3.6200000000000004e-07
1459607653480,-7.2,0.0
1459607653490,-7.2,1.0859999999999999e-06
1459607653500,-7.2,0.0
1459607653510,-7.2,1.0859999999999999e-06
1459607653520,-7.2,0.0
1459607653530,-7.2,3.6200000000000004e-07
1459607653540,-7.2,1.4480000000000002e-06
1459607653550,-7.2,7.240000000000001e-07
1459607653560,-7.2,0.0
1459607653570,-7.2,0.0
1459607653580,-7.2,1.4480000000000002e-06
1459607653590,-7.2,0.0
1459607653600,-7.2,0.0
1459607653610,-7.2,7.240000000000001e-07
1459607653620,-7.2,0.0
1459607653630,-7.2,7.240000000000001e-07
1459607653640,-7.2,2.1719999999999997e-06
1459607653650,-7.2,7.240000000000001e-07
1459607653660,-7.2,0.0
1459607653670,-7.2,0.0
1459607653680,-7.2,0.0
1459607653690,-7.2,0.0
1459607653700,-7.2,1.4480000000000002e-06
1459607653710,-7.2,1.4480000000000002e-06
1459607653720,-7.2,0.0
1459607653730,-7.2,0.0
1459607653740,-7.2,0.0
1459607653750,-7.2,1.4480000000000002e-06
1459607653760,-7.2,0.0
1459607653770,-7.2,0.0
1459607653780,-7.2,0.0
1459607653790,-7.2,0.0
1459607653800,-7.2,0.0
1459607653810,-7.2,7.240000000000001e-07
1459607653820,-7.2,3.6200000000000004e-07
1459607653830,-7.2,1.4480000000000002e-06
1459607653840,-7.2,1.4480000000000002e-06
1459607653850,-7.2,7.240000000000001e-07
1459607653860,-7.2,0.0
1459607653870,-7.2,1.4480000000000002e-06
1459607653880,-7.2,0.0
1459607653890,-7.2,4.706e-06
1459607653900,-7.2,0.0
1459607653910,-7.2,1.0859999999999999e-06
1459607653920,-7.2,0.0
1459607653930,-7.2,1.4480000000000002e-06
1459607653940,-7.2,0.0
1459607653950,-7.2,7.240000000000001e-07
1459607653960,-7.2,0.0
1459607653970,-7.2,1.4480000000000002e-06
1459607653980,-7.2,0.0
1459607653990,-7.2,1.4480000000000002e-06
1459607654000,-7.2,0.0
1459607654010,-7.2,1.0859999999999999e-06
1459607654020,-7.2,0.0
1459607654030,-7.2,0.0
1459607654040,-7.2,0.0
1459607654050,-7.2,7.240000000000001e-07
1459607654060,-7.2,0.0
1459607654070,-7.2,7.240000000000001e-07
1459607654080,-7.2,0.0
1459607654090,-7.2,1.0859999999999999e-06
1459607654100,-7.2,0.0
1459607654110,-7.2,0.0
1459607654120,-7.2,0.0
1459607654130,-7.2,0.0
1459607654140,-7.2,0.0
1459607654150,-7.2,0.0
1459607654160,-7.2,0.0
1459607654170,-7.2,0.0
1459607654180,-7.2,0.0
1459607654190,-7.2,0.0
1459607654200,-7.2,1.0859999999999999e-06
1459607654210,-7.2,1.81e-06
1459607654220,-7.2,0.0
1459607654230,-7.2,7.240000000000001e-07
1459607654240,-7.2,0.0
1459607654250,-7.2,0.0
1459607654260,-7.2,0.0
1459607654270,-7.2,7.240000000000001e-07
1459607654280,-7.2,0.0
1459607654290,-7.2,1.81e-06
1459607654300,-7.2,0.0
1459607654310,-7.2,1.4480000000000002e-06
1459607654320,-7.2,0.0
1459607654330,-7.2,1.0859999999999999e-06
1459607654340,-7.2,0.0
1459607654350,-7.2,1.81e-06
1459607654360,-7.2,0.0
1459607654370,-7.2,0.0
1459607654380,-7.2,0.0
1459607654390,-7.2,3.6200000000000004e-07
1459607654400,-7.2,0.0
1459607654410,-7.2,7.240000000000001e-07
1459607654420,-7.2,0.0
1459607654430,-7.2,1.81e-06
1459607654440,-7.2,0.0
1459607654450,-7.2,1.0859999999999999e-06
1459607654460,-7.2,0.0
1459607654470,-7.2,3.6200000000000004e-07
1459607654480,-7.2,1.0859999999999999e-06
1459607654490,-7.2,0.0
1459607654500,-7.2,0.0
1459607654510,-7.2,0.0
1459607654520,-7.2,0.0
1459607654530,-7.2,1.0859999999999999e-06
1459607654540,-7.2,0.0
1459607654550,-7.2,2.1719999999999997e-06
1459607654560,-7.2,0.0
1459607654570,-7.2,0.0
1459607654580,-7.2,0.0
1459607654590,-7.2,3.982e-06
1459607654600,-7.2,0.0
1459607654610,-7.2,0.0
1459607654620,-7.2,0.0
1459607654630,-7.2,3.6200000000000004e-07
1459607654640,-7.2,2.5340000000000002e-06
1459607654650,-7.2,1.81e-06
1459607654660,-7.2,0.0
1459607654670,-7.2,2.5340000000000002e-06
1459607654680,-7.2,0.0
1459607654690,-7.2,3.6200000000000004e-07
1459607654700,-7.2,0.0
1459607654710,-7.2,1.4480000000000002e-06
1459607654720,-7.2,0.0
1459607654730,-7.2,0.0
1459607654740,-7.2,0.0
1459607654750,-7.2,3.6200000000000004e-07
1459607654760,-7.2,0.0
1459607654770,-7.2,3.6200000000000004e-07
1459607654780,-7.2,7.240000000000001e-07
1459607654790,-7.2,1.81e-06
1459607654800,-7.2,0.0
1459607654810,-7.2,0.0
1459607654820,-7.2,0.0
1459607654830,-7.2,0.0
1459607654840,-7.2,0.0
1459607654850,-7.2,7.240000000000001e-07
1459607654860,-7.2,0.0
1459607654870,-7.2,1.0859999999999999e-06
1459607654880,-7.2,0.0
1459607654890,-7.2,1.4480000000000002e-06
1459607654900,-7.2,0.0
1459607654910,-7.2,0.0
1459607654920,-7.2,0.0
1459607654930,-7.2,0.0
1459607654940,-7.2,0.0
1459607654950,-7.2,0.0
1459607654960,-7.2,0.0
1459607654970,-7.2,0.0
1459607654980,-7.2,3.6200000000000004e-07
1459607654990,-7.2,7.240000000000001e-07
1459607655000,-7.2,0.0
1459607655010,-7.2,2.5340000000000002e-06
1459607655020,-7.2,3.6200000000000004e-07
1459607655030,-7.2,1.0859999999999999e-06
1459607655040,-7.2,0.0
1459607655050,-7.2,1.0859999999999999e-06
1459607655060,-7.2,0.0
1459607655070,-7.2,0.0
1459607655080,-7.2,0.0
1459607655090,-7.2,2.5340000000000002e-06
1459607655100,-7.2,0.0
1459607655110,-7.2,1.81e-06
1459607655120,-7.2,0.0
1459607655130,-7.2,1.81e-06
1459607655140,-7.2,0.0
1459607655150,-7.2,1.0859999999999999e-06
1459607655160,-7.2,0.0
1459607655170,-7.2,3.6200000000000004e-07
1459607655180,-7.2,0.0
1459607655190,-7.2,0.0
1459607655200,-7.2,0.0
1459607655210,-7.2,7.240000000000001e-07
1459607655220,-7.2,0.0
1459607655230,-7.2,3.62e-06
1459607655240,-7.2,0.0
1459607655250,-7.2,0.0
1459607655260,-7.2,0.0
1459607655270,-7.2,0.0
1459607655280,-7.2,0.0
1459607655290,-7.2,1.4480000000000002e-06
1459607655300,-7.2,0.0
1459607655310,-7.2,7.240000000000001e-07
1459607655320,-7.2,0.0
1459607655330,-7.2,3.258e-06
1459607655340,-7.2,0.0
1459607655350,-7.2,0.0
1459607655360,-7.2,0.0
1459607655370,-7.2,0.0
1459607655380,-7.2,0.0
1459607655390,-7.2,0.0
1459607655400,-7.2,0.0
1459607655410,-7.2,2.5340000000000002e-06
1459607655420,-7.2,0.0
1459607655430,-7.2,0.0
1459607655440,-7.2,0.0
1459607655450,-7.2,1.4480000000000002e-06
1459607655460,-7.2,0.0
1459607655470,-7.2,0.0
1459607655480,-7.2,0.0
1459607655490,-7.2,3.6200000000000004e-07
1459607655500,-7.2,0.0
1459607655510,-7.2,3.258e-06
1459607655520,-7.2,0.0
1459607655530,-7.2,7.240000000000001e-07
1459607655540,-7.2,0.0
1459607655550,-7.2,1.4480000000000002e-06
1459607655560,-7.2,0.0
1459607655570,-7.2,0.0
1459607655580,-7.2,0.0
1459607655590,-7.2,0.0
1459607655600,-7.2,0.0
1459607655610,-7.2,3.6200000000000004e-07
1459607655620,-7.2,3.6200000000000004e-07
1459607655630,-7.2,3.62e-06
1459607655640,-7.2,0.0
1459607655650,-7.2,3.6200000000000004e-07
1459607655660,-7.2,0.0
1459607655670,-7.2,0.0
1459607655680,-7.2,0.0
1459607655690,-7.2,0.0
1459607655700,-7.2,1.0859999999999999e-06
1459607655710,-7.2,0.0
1459607655720,-7.2,2.1719999999999997e-06
1459607655730,-7.2,7.240000000000001e-07
1459607655740,-7.2,1.0859999999999999e-06
1459607655750,-7.2,7.240000000000001e-07
1459607655760,-7.2,0.0
1459607655770,-7.2,1.0859999999999999e-06
1459607655780,-7.2,0.0
1459607655790,-7.2,7.240000000000001e-07
1459607655800,-7.2,0.0
1459607655810,-7.2,3.6200000000000004e-07
1459607655820,-7.2,0.0
1459607655830,-7.2,1.4480000000000002e-06
1459607655840,-7.2,0.0
1459607655850,-7.2,2.5340000000000002e-06
1459607655860,-7.2,0.0
1459607655870,-7.2,3.6200000000000004e-07
1459607655880,-7.2,0.0
1459607655890,-7.2,1.4480000000000002e-06
1459607655900,-7.2,0.0
1459607655910,-7.2,2.5340000000000002e-06
1459607655920,-7.2,0.0
1459607655930,-7.2,0.0
1459607655940,-7.2,0.0
1459607655950,-7.2,3.982e-06
1459607655960,-7.2,0.0
1459607655970,-7.2,1.4480000000000002e-06
1459607655980,-7.2,0.0
1459607655990,-7.2,7.240000000000001e-07
1459607656000,-7.2,0.0
1459607656010,-7.2,1.0859999999999999e-06
1459607656020,-7.2,0.0
1459607656030,-7.2,1.81e-06
1459607656040,-7.2,0.0
1459607656050,-7.2,0.0
1459607656060,-7.2,0.0
1459607656070,-7.2,3.6200000000000004e-07
1459607656080,-7.2,0.0
1459607656090,-7.2,1.0859999999999999e-06
1459607656100,-7.2,0.0
1459607656110,-7.2,1.4480000000000002e-06
1459607656120,-7.2,0.0
1459607656130,-7.2,3.6200000000000004e-07
1459607656140,-7.2,0.0
1459607656150,-7.2,3.6200000000000004e-07
1459607656160,-7.2,0.0
1459607656170,-7.2,0.0
1459607656180,-7.2,0.0
1459607656190,-7.2,0.0
1459607656200,-7.2,0.0
1459607656210,-7.2,0.0
1459607656220,-7.2,0.0
1459607656230,-7.2,0.0
1459607656240,-7.2,0.0
1459607656250,-7.2,0.0
1459607656260,-7.2,3.6200000000000004e-07
1459607656270,-7.2,1.0859999999999999e-06
1459607656280,-6.98,0.0
1459607656290,-6.98,3.6200000000000004e-07
1459607656300,-6.98,7.240000000000001e-07
1459607656310,-6.98,3.6200000000000004e-07
1459607656320,-6.98,0.0
1459607656330,-6.98,7.240000000000001e-07
1459607656340,-6.98,0.0
1459607656350,-6.98,2.1719999999999997e-06
1459607656360,-6.98,0.0
1459607656370,-6.98,3.6200000000000004e-07
1459607656380,-6.98,0.0
1459607656390,-6.98,0.0
1459607656400,-6.98,1.4480000000000002e-06
1459607656410,-6.98,7.240000000000001e-07
1459607656420,-6.98,0.0
1459607656430,-6.98,0.0
1459607656440,-6.98,0.0
1459607656450,-6.98,3.6200000000000004e-07
1459607656460,-6.98,1.81e-06
1459607656470,-6.98,2.1719999999999997e-06
1459607656480,-6.98,0.0
1459607656490,-6.98,0.0
1459607656500,-6.98,1.4480000000000002e-06
1459607656510,-6.98,1.0859999999999999e-06
1459607656520,-6.98,0.0
1459607656530,-6.98,0.0
1459607656540,-6.98,0.0
1459607656550,-6.98,1.0859999999999999e-06
1459607656560,-6.98,0.0
1459607656570,-6.98,1.0859999999999999e-06
1459607656580,-6.98,0.0
1459607656590,-6.98,1.0859999999999999e-06
1459607656600,-6.98,3.6200000000000004e-07
