Timestamp,position,BLMTI.04R1.B2I10_TCTPH.4R1.B2
1459601357050,6.525,2.5340000000000002e-06
1459601357060,6.525,3.6200000000000004e-07
1459601357070,6.525,0.0
1459601357080,6.525,7.240000000000001e-07
1459601357090,6.525,1.81e-06
1459601357100,6.525,0.0
1459601357110,6.525,0.0
1459601357120,6.525,0.0
1459601357130,6.525,7.240000000000001e-07
1459601357140,6.525,3.6200000000000004e-07
1459601357150,6.525,0.0
1459601357160,6.525,0.0
1459601357170,6.525,0.0
1459601357180,6.525,0.0
1459601357190,6.525,0.0
1459601357200,6.525,0.0
1459601357210,6.525,0.0
1459601357220,6.525,0.0
1459601357230,6.525,0.0
1459601357240,6.525,0.0
1459601357250,6.525,0.0
1459601357260,6.525,0.0
1459601357270,6.525,0.0
1459601357280,6.525,0.0
1459601357290,6.525,0.0
1459601357300,6.525,0.0
1459601357310,6.525,0.0
1459601357320,6.525,0.0
1459601357330,6.525,0.0
1459601357340,6.525,0.0
1459601357350,6.525,0.0
1459601357360,6.525,0.0
1459601357370,6.525,1.0859999999999999e-06
1459601357380,6.525,1.4480000000000002e-06
1459601357390,6.525,7.240000000000001e-07
1459601357400,6.525,0.0
1459601357410,6.525,3.6200000000000004e-07
1459601357420,6.525,3.6200000000000004e-07
1459601357430,6.525,0.0
1459601357440,6.525,0.0
1459601357450,6.525,0.0
1459601357460,6.525,0.0
1459601357470,6.525,0.0
1459601357480,6.525,0.0
1459601357490,6.525,0.0
1459601357500,6.525,7.240000000000001e-07
1459601357510,6.525,0.0
1459601357520,6.525,0.0
1459601357530,6.525,0.0
1459601357540,6.525,0.0
1459601357550,6.525,0.0
1459601357560,6.525,0.0
1459601357570,6.525,2.5340000000000002e-06
1459601357580,6.525,3.6200000000000004e-07
1459601357590,6.525,7.240000000000001e-07
1459601357600,6.525,0.0
1459601357610,6.525,0.0
1459601357620,6.525,0.0
1459601357630,6.525,0.0
1459601357640,6.525,3.6200000000000004e-07
1459601357650,6.525,7.240000000000001e-07
1459601357660,6.525,0.0
1459601357670,6.525,0.0
1459601357680,6.525,0.0
1459601357690,6.525,0.0
1459601357700,6.525,1.81e-06
1459601357710,6.525,0.0
1459601357720,6.525,0.0
1459601357730,6.525,7.240000000000001e-07
1459601357740,6.525,7.240000000000001e-07
1459601357750,6.525,0.0
1459601357760,6.525,0.0
1459601357770,6.525,0.0
1459601357780,6.525,0.0
1459601357790,6.525,0.0
1459601357800,6.525,0.0
1459601357810,6.525,0.0
1459601357820,6.525,0.0
1459601357830,6.525,0.0
1459601357840,6.525,0.0
1459601357850,6.525,0.0
1459601357860,6.525,7.240000000000001e-07
1459601357870,6.525,7.240000000000001e-07
1459601357880,6.525,2.1719999999999997e-06
1459601357890,6.525,7.240000000000001e-07
1459601357900,6.525,1.0859999999999999e-06
1459601357910,6.525,7.240000000000001e-07
1459601357920,6.525,0.0
1459601357930,6.525,0.0
1459601357940,6.525,3.6200000000000004e-07
1459601357950,6.525,0.0
1459601357960,6.525,0.0
1459601357970,6.525,0.0
1459601357980,6.525,0.0
1459601357990,6.525,0.0
1459601358000,6.525,0.0
1459601358010,6.525,0.0
1459601358020,6.525,0.0
1459601358030,6.525,4.343999999999999e-06
1459601358040,6.525,0.0
1459601358050,6.525,0.0
1459601358060,6.525,0.0
1459601358070,6.525,0.0
1459601358080,6.525,0.0
1459601358090,6.525,0.0
1459601358100,6.525,0.0
1459601358110,6.525,0.0
1459601358120,6.525,0.0
1459601358130,6.525,0.0
1459601358140,6.525,0.0
1459601358150,6.525,0.0
1459601358160,6.525,0.0
1459601358170,6.525,0.0
1459601358180,6.525,0.0
1459601358190,6.525,0.0
1459601358200,6.525,2.5340000000000002e-06
1459601358210,6.525,0.0
1459601358220,6.525,0.0
1459601358230,6.525,0.0
1459601358240,6.525,0.0
1459601358250,6.525,0.0
1459601358260,6.525,0.0
1459601358270,6.525,0.0
1459601358280,6.525,0.0
1459601358290,6.525,0.0
1459601358300,6.525,0.0
1459601358310,6.525,0.0
1459601358320,6.525,3.6200000000000004e-07
1459601358330,6.525,0.0
1459601358340,6.525,0.0
1459601358350,6.525,0.0
1459601358360,6.525,0.0
1459601358370,6.525,0.0
1459601358380,6.525,0.0
1459601358390,6.525,0.0
1459601358400,6.525,1.81e-06
1459601358410,6.525,0.0
1459601358420,6.525,0.0
1459601358430,6.525,0.0
1459601358440,6.525,0.0
1459601358450,6.525,0.0
1459601358460,6.525,0.0
1459601358470,6.525,0.0
1459601358480,6.525,7.240000000000001e-07
1459601358490,6.525,3.6200000000000004e-07
1459601358500,6.525,0.0
1459601358510,6.525,3.6200000000000004e-07
1459601358520,6.525,0.0
1459601358530,6.525,1.81e-06
1459601358540,6.525,1.0859999999999999e-06
1459601358550,6.525,3.6200000000000004e-07
1459601358560,6.525,0.0
1459601358570,6.525,1.81e-06
1459601358580,6.525,0.0
1459601358590,6.525,0.0
1459601358600,6.525,0.0
1459601358610,6.525,0.0
1459601358620,6.525,0.0
