Timestamp,position,BLMTI.06R7.B1E10_TCLA.C6R7.B1
1459607001940,8.055,0.0
1459607001950,8.055,7.240000000000001e-07
1459607001960,8.055,7.240000000000001e-07
1459607001970,8.055,1.0859999999999999e-06
1459607001980,8.055,0.0
1459607001990,8.055,1.0859999999999999e-06
1459607002000,8.055,1.0859999999999999e-06
1459607002010,8.055,3.6200000000000004e-07
1459607002020,8.055,7.240000000000001e-07
1459607002030,8.055,3.6200000000000004e-07
1459607002040,8.055,3.6200000000000004e-07
1459607002050,8.055,1.0859999999999999e-06
1459607002060,8.055,0.0
1459607002070,8.055,7.240000000000001e-07
1459607002080,8.055,7.240000000000001e-07
1459607002090,8.055,7.240000000000001e-07
1459607002100,8.055,3.6200000000000004e-07
1459607002110,8.055,1.0859999999999999e-06
1459607002120,8.055,7.240000000000001e-07
1459607002130,8.055,1.0859999999999999e-06
1459607002140,8.055,3.6200000000000004e-07
1459607002150,8.055,3.6200000000000004e-07
1459607002160,8.055,0.0
1459607002170,8.055,7.240000000000001e-07
1459607002180,8.055,7.240000000000001e-07
1459607002190,8.055,0.0
1459607002200,8.055,7.240000000000001e-07
1459607002210,8.055,3.6200000000000004e-07
1459607002220,8.055,3.6200000000000004e-07
1459607002230,8.055,7.240000000000001e-07
1459607002240,8.055,0.0
1459607002250,8.055,7.240000000000001e-07
1459607002260,8.055,3.6200000000000004e-07
1459607002270,8.055,3.6200000000000004e-07
1459607002280,8.055,0.0
1459607002290,8.055,1.4480000000000002e-06
1459607002300,8.055,0.0
1459607002310,8.055,1.0859999999999999e-06
1459607002320,8.055,0.0
1459607002330,8.055,1.4480000000000002e-06
1459607002340,8.055,0.0
1459607002350,8.055,7.240000000000001e-07
1459607002360,8.055,3.6200000000000004e-07
1459607002370,8.055,7.240000000000001e-07
1459607002380,8.055,3.6200000000000004e-07
1459607002390,8.055,3.6200000000000004e-07
1459607002400,8.055,1.0859999999999999e-06
1459607002410,8.055,1.0859999999999999e-06
1459607002420,8.055,0.0
1459607002430,8.055,7.240000000000001e-07
1459607002440,8.055,3.6200000000000004e-07
1459607002450,8.055,3.6200000000000004e-07
1459607002460,8.055,3.6200000000000004e-07
1459607002470,8.055,3.6200000000000004e-07
1459607002480,8.055,0.0
1459607002490,8.055,7.240000000000001e-07
1459607002500,8.055,3.6200000000000004e-07
1459607002510,8.055,0.0
1459607002520,8.055,7.240000000000001e-07
1459607002530,8.055,7.240000000000001e-07
1459607002540,8.055,3.6200000000000004e-07
1459607002550,8.055,7.240000000000001e-07
1459607002560,8.055,3.6200000000000004e-07
1459607002570,8.055,3.6200000000000004e-07
1459607002580,8.055,7.240000000000001e-07
1459607002590,8.055,7.240000000000001e-07
1459607002600,8.055,7.240000000000001e-07
1459607002610,8.055,3.6200000000000004e-07
1459607002620,8.055,3.6200000000000004e-07
1459607002630,8.055,1.0859999999999999e-06
1459607002640,8.055,3.6200000000000004e-07
1459607002650,8.055,7.240000000000001e-07
1459607002660,8.055,7.240000000000001e-07
1459607002670,8.055,1.4480000000000002e-06
1459607002680,8.055,0.0
1459607002690,8.055,3.6200000000000004e-07
1459607002700,8.055,7.240000000000001e-07
1459607002710,8.055,3.6200000000000004e-07
1459607002720,8.055,3.6200000000000004e-07
1459607002730,8.055,7.240000000000001e-07
1459607002740,8.055,0.0
1459607002750,8.055,7.240000000000001e-07
1459607002760,8.055,3.6200000000000004e-07
1459607002770,8.055,3.6200000000000004e-07
1459607002780,8.055,3.6200000000000004e-07
1459607002790,8.055,7.240000000000001e-07
1459607002800,8.055,3.6200000000000004e-07
1459607002810,8.055,1.0859999999999999e-06
1459607002820,8.055,0.0
1459607002830,8.055,1.0859999999999999e-06
1459607002840,8.055,0.0
1459607002850,8.055,7.240000000000001e-07
1459607002860,8.055,3.6200000000000004e-07
1459607002870,8.055,7.240000000000001e-07
1459607002880,8.055,3.6200000000000004e-07
1459607002890,8.055,3.6200000000000004e-07
1459607002900,8.055,3.6200000000000004e-07
1459607002910,8.055,0.0
1459607002920,8.055,3.6200000000000004e-07
1459607002930,8.055,7.240000000000001e-07
1459607002940,8.055,0.0
1459607002950,8.055,3.6200000000000004e-07
1459607002960,8.055,1.0859999999999999e-06
1459607002970,8.055,0.0
1459607002980,8.055,3.6200000000000004e-07
1459607002990,8.055,0.0
1459607003000,8.055,7.240000000000001e-07
1459607003010,8.055,3.6200000000000004e-07
1459607003020,8.055,1.0859999999999999e-06
1459607003030,8.055,1.0859999999999999e-06
1459607003040,8.055,0.0
1459607003050,8.055,7.240000000000001e-07
1459607003060,8.055,3.6200000000000004e-07
1459607003070,8.055,1.4480000000000002e-06
1459607003080,8.055,0.0
1459607003090,8.055,7.240000000000001e-07
1459607003100,8.055,3.6200000000000004e-07
1459607003110,8.055,7.240000000000001e-07
1459607003120,8.055,0.0
1459607003130,8.055,0.0
1459607003140,8.055,1.0859999999999999e-06
1459607003150,8.055,7.240000000000001e-07
1459607003160,8.055,7.240000000000001e-07
1459607003170,8.055,3.6200000000000004e-07
1459607003180,8.055,1.0859999999999999e-06
1459607003190,8.055,1.0859999999999999e-06
1459607003200,8.055,3.6200000000000004e-07
1459607003210,8.055,3.6200000000000004e-07
1459607003220,8.055,7.240000000000001e-07
1459607003230,8.055,1.0859999999999999e-06
1459607003240,8.055,0.0
1459607003250,8.055,7.240000000000001e-07
1459607003260,8.055,3.6200000000000004e-07
1459607003270,8.055,1.0859999999999999e-06
1459607003280,8.055,3.6200000000000004e-07
1459607003290,8.055,7.240000000000001e-07
1459607003300,8.055,0.0
1459607003310,8.055,1.0859999999999999e-06
1459607003320,8.055,0.0
1459607003330,8.055,7.240000000000001e-07
1459607003340,8.055,7.240000000000001e-07
1459607003350,8.055,0.0
1459607003360,8.055,7.240000000000001e-07
1459607003370,8.055,0.0
1459607003380,8.055,7.240000000000001e-07
1459607003390,8.055,3.6200000000000004e-07
1459607003400,8.055,1.0859999999999999e-06
1459607003410,8.055,3.6200000000000004e-07
1459607003420,8.055,0.0
1459607003430,8.055,3.6200000000000004e-07
1459607003440,8.055,7.240000000000001e-07
1459607003450,8.055,7.240000000000001e-07
1459607003460,8.055,0.0
1459607003470,8.055,3.6200000000000004e-07
1459607003480,8.055,3.6200000000000004e-07
1459607003490,8.055,1.4480000000000002e-06
1459607003500,8.055,0.0
1459607003510,8.055,1.0859999999999999e-06
1459607003520,8.055,0.0
1459607003530,8.055,0.0
1459607003540,8.055,3.6200000000000004e-07
1459607003550,8.055,3.6200000000000004e-07
1459607003560,8.055,3.6200000000000004e-07
1459607003570,8.055,3.6200000000000004e-07
1459607003580,8.055,7.240000000000001e-07
1459607003590,8.055,3.6200000000000004e-07
1459607003600,8.055,3.6200000000000004e-07
1459607003610,8.055,0.0
1459607003620,8.055,1.0859999999999999e-06
1459607003630,8.055,3.6200000000000004e-07
1459607003640,8.055,0.0
1459607003650,8.055,7.240000000000001e-07
1459607003660,8.055,3.6200000000000004e-07
1459607003670,8.055,1.0859999999999999e-06
1459607003680,8.055,0.0
1459607003690,8.055,7.240000000000001e-07
1459607003700,8.055,1.0859999999999999e-06
1459607003710,8.055,7.240000000000001e-07
1459607003720,8.055,0.0
1459607003730,8.055,3.6200000000000004e-07
1459607003740,8.055,3.6200000000000004e-07
1459607003750,8.055,1.4480000000000002e-06
1459607003760,8.055,0.0
1459607003770,8.055,7.240000000000001e-07
1459607003780,8.055,0.0
1459607003790,8.055,7.240000000000001e-07
1459607003800,8.055,1.0859999999999999e-06
1459607003810,8.055,0.0
1459607003820,8.055,3.6200000000000004e-07
1459607003830,8.055,3.6200000000000004e-07
1459607003840,8.055,1.0859999999999999e-06
1459607003850,8.055,7.240000000000001e-07
1459607003860,8.055,0.0
1459607003870,8.055,1.0859999999999999e-06
1459607003880,8.055,3.6200000000000004e-07
1459607003890,8.055,1.0859999999999999e-06
1459607003900,8.055,0.0
1459607003910,8.055,7.240000000000001e-07
1459607003920,8.055,0.0
1459607003930,8.055,1.0859999999999999e-06
1459607003940,8.055,7.240000000000001e-07
1459607003950,8.055,3.6200000000000004e-07
1459607003960,8.055,3.6200000000000004e-07
1459607003970,8.055,1.0859999999999999e-06
1459607003980,8.055,0.0
1459607003990,8.055,7.240000000000001e-07
1459607004000,8.055,3.6200000000000004e-07
1459607004010,8.055,3.6200000000000004e-07
1459607004020,8.055,3.6200000000000004e-07
1459607004030,8.055,7.240000000000001e-07
1459607004040,8.055,0.0
1459607004050,8.055,7.240000000000001e-07
1459607004060,8.055,3.6200000000000004e-07
1459607004070,8.055,3.6200000000000004e-07
1459607004080,8.055,1.0859999999999999e-06
1459607004090,8.055,7.240000000000001e-07
1459607004100,8.055,0.0
1459607004110,8.055,1.0859999999999999e-06
1459607004120,8.055,0.0
1459607004130,8.055,3.6200000000000004e-07
1459607004140,8.055,7.240000000000001e-07
1459607004150,8.055,0.0
1459607004160,8.055,7.240000000000001e-07
1459607004170,8.055,7.240000000000001e-07
1459607004180,8.055,3.6200000000000004e-07
1459607004190,8.055,7.240000000000001e-07
1459607004200,8.055,1.0859999999999999e-06
1459607004210,8.055,1.0859999999999999e-06
1459607004220,8.055,3.6200000000000004e-07
1459607004230,8.055,3.6200000000000004e-07
1459607004240,8.055,7.240000000000001e-07
1459607004250,8.055,3.6200000000000004e-07
1459607004260,8.055,3.6200000000000004e-07
1459607004270,8.055,3.6200000000000004e-07
1459607004280,8.055,1.4480000000000002e-06
1459607004290,8.055,7.240000000000001e-07
1459607004300,8.055,3.6200000000000004e-07
1459607004310,8.055,1.0859999999999999e-06
1459607004320,8.055,0.0
1459607004330,8.055,7.240000000000001e-07
1459607004340,8.055,3.6200000000000004e-07
1459607004350,8.055,3.6200000000000004e-07
1459607004360,8.055,1.0859999999999999e-06
1459607004370,8.055,0.0
1459607004380,8.055,1.0859999999999999e-06
1459607004390,8.055,3.6200000000000004e-07
1459607004400,8.055,7.240000000000001e-07
1459607004410,8.055,7.240000000000001e-07
1459607004420,8.055,1.0859999999999999e-06
1459607004430,8.055,7.240000000000001e-07
1459607004440,8.055,0.0
1459607004450,8.055,1.0859999999999999e-06
1459607004460,8.055,0.0
1459607004470,8.055,3.6200000000000004e-07
1459607004480,8.055,0.0
1459607004490,8.055,7.240000000000001e-07
1459607004500,8.055,0.0
1459607004510,8.055,1.4480000000000002e-06
1459607004520,8.055,0.0
1459607004530,8.055,1.0859999999999999e-06
1459607004540,8.055,3.6200000000000004e-07
1459607004550,8.055,7.240000000000001e-07
1459607004560,8.055,3.6200000000000004e-07
1459607004570,8.055,3.6200000000000004e-07
1459607004580,8.055,1.4480000000000002e-06
1459607004590,8.055,0.0
1459607004600,8.055,7.240000000000001e-07
1459607004610,8.055,3.6200000000000004e-07
1459607004620,8.055,3.6200000000000004e-07
1459607004630,8.055,1.0859999999999999e-06
1459607004640,8.055,3.6200000000000004e-07
1459607004650,8.055,3.6200000000000004e-07
1459607004660,8.055,3.6200000000000004e-07
1459607004670,8.055,1.0859999999999999e-06
1459607004680,8.055,3.6200000000000004e-07
1459607004690,8.055,1.0859999999999999e-06
1459607004700,8.055,0.0
1459607004710,8.055,7.240000000000001e-07
1459607004720,8.055,0.0
1459607004730,8.055,7.240000000000001e-07
1459607004740,8.055,7.240000000000001e-07
1459607004750,8.055,0.0
1459607004760,8.055,3.6200000000000004e-07
1459607004770,8.055,1.0859999999999999e-06
1459607004780,8.055,0.0
1459607004790,8.055,7.240000000000001e-07
1459607004800,8.055,0.0
1459607004810,8.055,1.0859999999999999e-06
1459607004820,8.055,3.6200000000000004e-07
1459607004830,8.055,7.240000000000001e-07
1459607004840,8.055,0.0
1459607004850,8.055,7.240000000000001e-07
1459607004860,8.055,7.240000000000001e-07
1459607004870,8.055,7.240000000000001e-07
1459607004880,8.055,0.0
1459607004890,8.055,1.0859999999999999e-06
1459607004900,8.055,0.0
1459607004910,8.055,7.240000000000001e-07
1459607004920,8.055,0.0
1459607004930,8.055,1.4480000000000002e-06
1459607004940,8.055,0.0
1459607004950,8.055,7.240000000000001e-07
1459607004960,8.055,3.6200000000000004e-07
1459607004970,8.055,0.0
1459607004980,8.055,3.6200000000000004e-07
1459607004990,8.055,1.0859999999999999e-06
1459607005000,8.055,7.240000000000001e-07
1459607005010,8.055,0.0
1459607005020,8.055,7.240000000000001e-07
1459607005030,8.055,1.0859999999999999e-06
1459607005040,8.055,0.0
1459607005050,8.055,3.6200000000000004e-07
1459607005060,8.055,3.6200000000000004e-07
1459607005070,8.055,7.240000000000001e-07
1459607005080,8.055,0.0
1459607005090,8.055,1.0859999999999999e-06
1459607005100,8.055,3.6200000000000004e-07
1459607005110,8.055,1.0859999999999999e-06
1459607005120,8.055,0.0
1459607005130,8.055,7.240000000000001e-07
1459607005140,8.055,3.6200000000000004e-07
1459607005150,8.055,7.240000000000001e-07
1459607005160,8.055,7.240000000000001e-07
1459607005170,8.055,7.240000000000001e-07
1459607005180,8.055,0.0
1459607005190,8.055,7.240000000000001e-07
1459607005200,8.055,0.0
1459607005210,8.055,7.240000000000001e-07
1459607005220,8.055,3.6200000000000004e-07
1459607005230,8.055,3.6200000000000004e-07
1459607005240,8.055,7.240000000000001e-07
1459607005250,8.055,0.0
1459607005260,8.055,0.0
1459607005270,8.055,1.4480000000000002e-06
1459607005280,8.055,0.0
1459607005290,8.055,1.4480000000000002e-06
1459607005300,8.055,0.0
1459607005310,8.055,3.6200000000000004e-07
1459607005320,8.055,0.0
1459607005330,8.055,3.6200000000000004e-07
1459607005340,8.055,7.240000000000001e-07
1459607005350,8.055,3.6200000000000004e-07
1459607005360,8.055,0.0
1459607005370,8.055,7.240000000000001e-07
1459607005380,8.055,0.0
1459607005390,8.055,7.240000000000001e-07
1459607005400,8.055,3.6200000000000004e-07
1459607005410,8.055,3.6200000000000004e-07
1459607005420,8.055,3.6200000000000004e-07
1459607005430,8.055,3.6200000000000004e-07
1459607005440,8.055,3.6200000000000004e-07
1459607005450,8.055,3.6200000000000004e-07
1459607005460,8.055,7.240000000000001e-07
1459607005470,8.055,3.6200000000000004e-07
1459607005480,8.055,3.6200000000000004e-07
1459607005490,8.055,7.240000000000001e-07
1459607005500,8.055,7.240000000000001e-07
1459607005510,8.055,3.6200000000000004e-07
1459607005520,8.055,3.6200000000000004e-07
1459607005530,8.055,7.240000000000001e-07
1459607005540,8.055,3.6200000000000004e-07
1459607005550,8.055,1.0859999999999999e-06
1459607005560,8.055,0.0
1459607005570,8.055,7.240000000000001e-07
1459607005580,8.055,0.0
1459607005590,8.055,7.240000000000001e-07
1459607005600,8.055,0.0
1459607005610,8.055,3.6200000000000004e-07
1459607005620,8.055,3.6200000000000004e-07
1459607005630,8.055,1.0859999999999999e-06
1459607005640,8.055,0.0
1459607005650,8.055,1.0859999999999999e-06
1459607005660,8.055,0.0
1459607005670,8.055,1.0859999999999999e-06
1459607005680,8.055,3.6200000000000004e-07
1459607005690,8.055,3.6200000000000004e-07
1459607005700,8.055,7.240000000000001e-07
1459607005710,8.055,3.6200000000000004e-07
1459607005720,8.055,0.0
1459607005730,8.055,3.6200000000000004e-07
1459607005740,8.055,7.240000000000001e-07
1459607005750,8.055,7.240000000000001e-07
1459607005760,8.055,7.240000000000001e-07
1459607005770,8.055,0.0
1459607005780,8.055,1.0859999999999999e-06
1459607005790,8.055,0.0
1459607005800,8.055,3.6200000000000004e-07
1459607005810,8.055,7.240000000000001e-07
1459607005820,8.055,1.0859999999999999e-06
1459607005830,8.055,3.6200000000000004e-07
1459607005840,8.055,3.6200000000000004e-07
1459607005850,8.055,0.0
1459607005860,8.055,1.0859999999999999e-06
1459607005870,8.055,7.240000000000001e-07
1459607005880,8.055,7.240000000000001e-07
1459607005890,8.055,7.240000000000001e-07
1459607005900,8.055,3.6200000000000004e-07
1459607005910,8.055,1.0859999999999999e-06
1459607005920,8.055,3.6200000000000004e-07
1459607005930,8.055,7.240000000000001e-07
1459607005940,8.055,3.6200000000000004e-07
1459607005950,8.055,3.6200000000000004e-07
1459607005960,8.055,7.240000000000001e-07
1459607005970,8.055,0.0
1459607005980,8.055,1.0859999999999999e-06
1459607005990,8.055,3.6200000000000004e-07
1459607006000,8.055,1.81e-06
1459607006010,8.055,7.240000000000001e-07
1459607006020,8.055,7.240000000000001e-07
1459607006030,8.055,3.6200000000000004e-07
1459607006040,8.055,1.0859999999999999e-06
1459607006050,8.055,0.0
1459607006060,8.055,0.0
1459607006070,8.055,7.240000000000001e-07
1459607006080,8.055,1.0859999999999999e-06
1459607006090,8.055,7.240000000000001e-07
1459607006100,8.055,0.0
1459607006110,8.055,1.0859999999999999e-06
1459607006120,8.055,3.6200000000000004e-07
1459607006130,8.055,0.0
1459607006140,8.055,3.6200000000000004e-07
1459607006150,8.055,1.4480000000000002e-06
1459607006160,8.055,0.0
1459607006170,8.055,7.240000000000001e-07
1459607006180,8.055,3.6200000000000004e-07
1459607006190,8.055,1.0859999999999999e-06
1459607006200,8.055,3.6200000000000004e-07
1459607006210,8.055,7.240000000000001e-07
1459607006220,8.055,3.6200000000000004e-07
1459607006230,8.055,1.0859999999999999e-06
1459607006240,8.055,7.240000000000001e-07
1459607006250,8.055,0.0
1459607006260,8.055,7.240000000000001e-07
1459607006270,8.055,1.0859999999999999e-06
1459607006280,8.055,3.6200000000000004e-07
1459607006290,8.055,7.240000000000001e-07
1459607006300,8.055,3.6200000000000004e-07
1459607006310,8.055,7.240000000000001e-07
1459607006320,8.055,0.0
1459607006330,8.055,1.0859999999999999e-06
1459607006340,8.055,0.0
1459607006350,8.055,7.240000000000001e-07
1459607006360,8.055,0.0
1459607006370,8.055,3.6200000000000004e-07
1459607006380,8.055,0.0
1459607006390,8.055,1.4480000000000002e-06
1459607006400,8.055,0.0
1459607006410,8.055,3.6200000000000004e-07
1459607006420,8.055,0.0
1459607006430,8.055,7.240000000000001e-07
1459607006440,8.055,0.0
1459607006450,8.055,7.240000000000001e-07
1459607006460,8.055,0.0
1459607006470,8.055,7.240000000000001e-07
1459607006480,8.055,3.6200000000000004e-07
1459607006490,8.055,7.240000000000001e-07
1459607006500,8.055,3.6200000000000004e-07
1459607006510,8.055,1.0859999999999999e-06
1459607006520,8.055,0.0
1459607006530,8.055,7.240000000000001e-07
1459607006540,8.055,0.0
1459607006550,8.055,3.6200000000000004e-07
1459607006560,8.055,7.240000000000001e-07
1459607006570,8.055,7.240000000000001e-07
1459607006580,8.055,0.0
1459607006590,8.055,7.240000000000001e-07
1459607006600,8.055,3.6200000000000004e-07
1459607006610,8.055,7.240000000000001e-07
1459607006620,8.055,0.0
1459607006630,8.055,1.81e-06
1459607006640,8.055,0.0
1459607006650,8.055,0.0
1459607006660,8.055,0.0
1459607006670,8.055,1.0859999999999999e-06
1459607006680,8.055,0.0
1459607006690,8.055,7.240000000000001e-07
1459607006700,8.055,3.6200000000000004e-07
1459607006710,8.055,7.240000000000001e-07
1459607006720,8.055,0.0
1459607006730,8.055,0.0
1459607006740,8.055,1.0859999999999999e-06
1459607006750,8.055,1.0859999999999999e-06
1459607006760,8.055,0.0
1459607006770,8.055,3.6200000000000004e-07
1459607006780,8.055,7.240000000000001e-07
1459607006790,8.055,3.6200000000000004e-07
1459607006800,8.055,3.6200000000000004e-07
1459607006810,8.055,1.0859999999999999e-06
1459607006820,8.055,0.0
1459607006830,8.055,1.0859999999999999e-06
1459607006840,8.055,3.6200000000000004e-07
1459607006850,8.055,7.240000000000001e-07
1459607006860,8.055,3.6200000000000004e-07
1459607006870,8.055,7.240000000000001e-07
1459607006880,8.055,0.0
1459607006890,8.055,7.240000000000001e-07
1459607006900,8.055,0.0
1459607006910,8.055,3.6200000000000004e-07
1459607006920,8.055,3.6200000000000004e-07
1459607006930,8.055,3.6200000000000004e-07
1459607006940,8.055,3.6200000000000004e-07
1459607006950,8.055,3.6200000000000004e-07
1459607006960,8.055,7.240000000000001e-07
1459607006970,8.055,3.6200000000000004e-07
1459607006980,8.055,3.6200000000000004e-07
1459607006990,8.055,3.6200000000000004e-07
1459607007000,8.055,7.240000000000001e-07
1459607007010,8.055,0.0
1459607007020,8.055,7.240000000000001e-07
1459607007030,8.055,0.0
1459607007040,8.055,1.0859999999999999e-06
1459607007050,8.055,0.0
1459607007060,8.055,3.6200000000000004e-07
1459607007070,8.055,1.0859999999999999e-06
1459607007080,8.055,0.0
1459607007090,8.055,7.240000000000001e-07
1459607007100,8.055,0.0
1459607007110,8.055,3.6200000000000004e-07
1459607007120,8.055,7.240000000000001e-07
1459607007130,8.055,0.0
1459607007140,8.055,7.240000000000001e-07
1459607007150,8.055,0.0
1459607007160,8.055,1.0859999999999999e-06
1459607007170,8.055,3.6200000000000004e-07
1459607007180,8.055,1.4480000000000002e-06
1459607007190,8.055,0.0
1459607007200,8.055,0.0
1459607007210,8.055,3.6200000000000004e-07
1459607007220,8.055,7.240000000000001e-07
1459607007230,8.055,7.240000000000001e-07
1459607007240,8.055,0.0
1459607007250,8.055,1.0859999999999999e-06
1459607007260,8.055,0.0
1459607007270,8.055,1.0859999999999999e-06
1459607007280,8.055,0.0
1459607007290,8.055,1.0859999999999999e-06
1459607007300,8.055,0.0
1459607007310,8.055,1.0859999999999999e-06
1459607007320,8.055,0.0
1459607007330,8.055,1.0859999999999999e-06
1459607007340,8.055,0.0
1459607007350,8.055,0.0
1459607007360,8.055,1.0859999999999999e-06
1459607007370,8.055,3.6200000000000004e-07
1459607007380,8.055,0.0
1459607007390,8.055,7.240000000000001e-07
1459607007400,8.055,7.240000000000001e-07
1459607007410,8.055,3.6200000000000004e-07
1459607007420,8.055,7.240000000000001e-07
1459607007430,8.055,1.0859999999999999e-06
1459607007440,8.055,7.240000000000001e-07
1459607007450,8.055,3.6200000000000004e-07
1459607007460,8.055,3.6200000000000004e-07
1459607007470,8.055,3.6200000000000004e-07
1459607007480,8.055,0.0
1459607007490,8.055,1.0859999999999999e-06
1459607007500,8.055,0.0
1459607007510,8.055,1.4480000000000002e-06
1459607007520,8.055,0.0
1459607007530,8.055,7.240000000000001e-07
1459607007540,8.055,0.0
1459607007550,8.055,1.0859999999999999e-06
1459607007560,8.055,0.0
1459607007570,8.055,3.6200000000000004e-07
1459607007580,8.055,3.6200000000000004e-07
1459607007590,8.055,7.240000000000001e-07
1459607007600,8.055,3.6200000000000004e-07
1459607007610,8.055,0.0
1459607007620,8.055,7.240000000000001e-07
1459607007630,8.055,1.0859999999999999e-06
1459607007640,8.055,0.0
1459607007650,8.055,7.240000000000001e-07
1459607007660,8.055,7.240000000000001e-07
1459607007670,8.055,3.6200000000000004e-07
1459607007680,8.055,0.0
1459607007690,8.055,1.0859999999999999e-06
1459607007700,8.055,0.0
1459607007710,8.055,3.6200000000000004e-07
1459607007720,8.055,0.0
1459607007730,8.055,1.0859999999999999e-06
1459607007740,8.055,0.0
1459607007750,8.055,3.6200000000000004e-07
1459607007760,8.055,3.6200000000000004e-07
1459607007770,8.055,1.4480000000000002e-06
1459607007780,8.055,3.6200000000000004e-07
1459607007790,8.055,7.240000000000001e-07
1459607007800,8.055,0.0
1459607007810,8.055,7.240000000000001e-07
1459607007820,8.055,0.0
1459607007830,8.055,7.240000000000001e-07
1459607007840,8.055,7.240000000000001e-07
1459607007850,8.055,7.240000000000001e-07
1459607007860,8.055,0.0
1459607007870,8.055,1.4480000000000002e-06
1459607007880,8.055,0.0
1459607007890,8.055,3.6200000000000004e-07
1459607007900,8.055,3.6200000000000004e-07
1459607007910,8.055,1.0859999999999999e-06
1459607007920,8.055,0.0
1459607007930,8.055,7.240000000000001e-07
1459607007940,8.055,0.0
1459607007950,8.055,3.6200000000000004e-07
1459607007960,8.055,3.6200000000000004e-07
1459607007970,8.055,1.81e-06
1459607007980,8.055,0.0
1459607007990,8.055,7.240000000000001e-07
1459607008000,8.055,3.6200000000000004e-07
1459607008010,8.055,7.240000000000001e-07
1459607008020,8.055,0.0
1459607008030,8.055,1.0859999999999999e-06
1459607008040,8.055,0.0
1459607008050,8.055,7.240000000000001e-07
1459607008060,8.055,0.0
1459607008070,8.055,7.240000000000001e-07
1459607008080,8.055,0.0
1459607008090,8.055,1.81e-06
1459607008100,8.055,3.6200000000000004e-07
1459607008110,8.055,7.240000000000001e-07
1459607008120,8.055,0.0
1459607008130,8.055,1.0859999999999999e-06
1459607008140,8.055,7.240000000000001e-07
1459607008150,8.055,0.0
1459607008160,8.055,3.6200000000000004e-07
1459607008170,8.055,7.240000000000001e-07
1459607008180,8.055,0.0
1459607008190,8.055,1.0859999999999999e-06
1459607008200,8.055,3.6200000000000004e-07
1459607008210,8.055,1.0859999999999999e-06
1459607008220,8.055,0.0
1459607008230,8.055,1.4480000000000002e-06
1459607008240,8.055,0.0
1459607008250,8.055,3.6200000000000004e-07
1459607008260,8.055,3.6200000000000004e-07
1459607008270,8.055,3.6200000000000004e-07
1459607008280,8.055,0.0
1459607008290,8.055,7.240000000000001e-07
1459607008300,8.055,7.240000000000001e-07
1459607008310,8.055,1.81e-06
1459607008320,8.055,0.0
1459607008330,8.055,0.0
1459607008340,8.055,7.240000000000001e-07
1459607008350,8.055,7.240000000000001e-07
1459607008360,8.055,0.0
1459607008370,8.055,3.6200000000000004e-07
1459607008380,8.055,7.240000000000001e-07
1459607008390,8.055,3.6200000000000004e-07
1459607008400,8.055,1.4480000000000002e-06
1459607008410,8.055,3.6200000000000004e-07
1459607008420,8.055,3.6200000000000004e-07
1459607008430,8.055,1.0859999999999999e-06
1459607008440,8.055,3.6200000000000004e-07
1459607008450,8.055,1.0859999999999999e-06
1459607008460,8.055,0.0
1459607008470,8.055,3.6200000000000004e-07
1459607008480,8.055,3.6200000000000004e-07
1459607008490,8.055,3.6200000000000004e-07
