Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1459604079910,-9.315,1.0859999999999999e-06
1459604079920,-9.315,7.240000000000001e-07
1459604079930,-9.315,7.240000000000001e-07
1459604079940,-9.315,0.0
1459604079950,-9.315,0.0
1459604079960,-9.315,3.6200000000000004e-07
1459604079970,-9.315,0.0
1459604079980,-9.315,7.240000000000001e-07
1459604079990,-9.315,3.6200000000000004e-07
1459604080000,-9.315,7.240000000000001e-07
1459604080010,-9.315,1.0859999999999999e-06
1459604080020,-9.315,1.4480000000000002e-06
1459604080030,-9.315,2.1719999999999997e-06
1459604080040,-9.315,3.6200000000000004e-07
1459604080050,-9.315,7.240000000000001e-07
1459604080060,-9.315,1.0859999999999999e-06
1459604080070,-9.315,1.4480000000000002e-06
1459604080080,-9.315,2.1719999999999997e-06
1459604080090,-9.315,4.706e-06
1459604080100,-9.315,2.1719999999999997e-06
1459604080110,-9.315,4.343999999999999e-06
1459604080120,-9.315,4.343999999999999e-06
1459604080130,-9.315,3.258e-06
1459604080140,-9.315,2.1719999999999997e-06
1459604080150,-9.315,2.1719999999999997e-06
1459604080160,-9.315,1.0859999999999999e-06
1459604080170,-9.315,2.8960000000000003e-06
1459604080180,-9.315,3.258e-06
1459604080190,-9.315,2.5340000000000002e-06
1459604080200,-9.315,2.1719999999999997e-06
1459604080210,-9.315,1.81e-06
1459604080220,-9.315,1.0859999999999999e-06
1459604080230,-9.315,7.240000000000001e-07
1459604080240,-9.315,7.240000000000001e-07
1459604080250,-9.315,7.240000000000001e-07
1459604080260,-9.315,1.0859999999999999e-06
1459604080270,-9.315,7.240000000000001e-07
1459604080280,-9.315,7.240000000000001e-07
1459604080290,-9.315,3.6200000000000004e-07
1459604080300,-9.315,3.6200000000000004e-07
1459604080310,-9.315,3.6200000000000004e-07
1459604080320,-9.315,3.6200000000000004e-07
1459604080330,-9.315,3.6200000000000004e-07
1459604080340,-9.315,3.6200000000000004e-07
1459604080350,-9.315,3.6200000000000004e-07
1459604080360,-9.315,7.240000000000001e-07
1459604080370,-9.315,7.240000000000001e-07
1459604080380,-9.315,3.6200000000000004e-07
1459604080390,-9.315,7.240000000000001e-07
1459604080400,-9.315,7.240000000000001e-07
1459604080410,-9.315,7.240000000000001e-07
1459604080420,-9.315,1.0859999999999999e-06
1459604080430,-9.315,0.0
1459604080440,-9.315,1.0859999999999999e-06
1459604080450,-9.315,1.81e-06
1459604080460,-9.315,1.4480000000000002e-06
1459604080470,-9.315,1.0859999999999999e-06
1459604080480,-9.315,1.0859999999999999e-06
1459604080490,-9.315,1.4480000000000002e-06
1459604080500,-9.315,1.0859999999999999e-06
1459604080510,-9.315,1.0859999999999999e-06
1459604080520,-9.315,1.4480000000000002e-06
1459604080530,-9.315,1.81e-06
1459604080540,-9.315,1.0859999999999999e-06
1459604080550,-9.315,2.1719999999999997e-06
1459604080560,-9.315,1.0859999999999999e-06
1459604080570,-9.315,1.0859999999999999e-06
1459604080580,-9.315,3.6200000000000004e-07
1459604080590,-9.315,7.240000000000001e-07
1459604080600,-9.315,7.240000000000001e-07
1459604080610,-9.315,1.4480000000000002e-06
1459604080620,-9.315,7.240000000000001e-07
1459604080630,-9.315,1.0859999999999999e-06
1459604080640,-9.315,7.240000000000001e-07
1459604080650,-9.315,7.240000000000001e-07
1459604080660,-9.315,7.240000000000001e-07
1459604080670,-9.315,1.0859999999999999e-06
1459604080680,-9.315,1.4480000000000002e-06
1459604080690,-9.315,1.4480000000000002e-06
1459604080700,-9.315,3.258e-06
1459604080710,-9.315,3.982e-06
1459604080720,-9.315,3.62e-06
1459604080730,-9.315,1.81e-06
1459604080740,-9.315,1.4480000000000002e-06
1459604080750,-9.315,1.0859999999999999e-06
1459604080760,-9.315,7.240000000000001e-07
1459604080770,-9.315,1.4480000000000002e-06
1459604080780,-9.315,1.0859999999999999e-06
1459604080790,-9.315,1.81e-06
1459604080800,-9.315,1.0859999999999999e-06
1459604080810,-9.315,2.1719999999999997e-06
1459604080820,-9.315,1.0859999999999999e-06
1459604080830,-9.315,1.0859999999999999e-06
1459604080840,-9.315,0.0
1459604080850,-9.315,3.6200000000000004e-07
1459604080860,-9.315,1.0859999999999999e-06
1459604080870,-9.315,7.240000000000001e-07
1459604080880,-9.315,7.240000000000001e-07
1459604080890,-9.315,1.0859999999999999e-06
1459604080900,-9.315,3.6200000000000004e-07
1459604080910,-9.315,1.4480000000000002e-06
1459604080920,-9.315,3.6200000000000004e-07
1459604080930,-9.315,3.6200000000000004e-07
1459604080940,-9.315,1.0859999999999999e-06
1459604080950,-9.315,0.0
1459604080960,-9.315,7.240000000000001e-07
1459604080970,-9.315,7.240000000000001e-07
1459604080980,-9.315,1.4480000000000002e-06
1459604080990,-9.315,1.0859999999999999e-06
1459604081000,-9.315,1.0859999999999999e-06
1459604081010,-9.315,3.6200000000000004e-07
1459604081020,-9.315,1.0859999999999999e-06
1459604081030,-9.315,1.81e-06
1459604081040,-9.315,7.240000000000001e-07
1459604081050,-9.315,2.1719999999999997e-06
1459604081060,-9.315,1.4480000000000002e-06
1459604081070,-9.315,1.0859999999999999e-06
1459604081080,-9.315,7.240000000000001e-07
1459604081090,-9.315,3.6200000000000004e-07
1459604081100,-9.315,0.0
1459604081110,-9.315,7.240000000000001e-07
1459604081120,-9.315,1.4480000000000002e-06
1459604081130,-9.315,1.0859999999999999e-06
1459604081140,-9.315,1.0859999999999999e-06
1459604081150,-9.315,3.6200000000000004e-07
1459604081160,-9.315,7.240000000000001e-07
1459604081170,-9.315,1.0859999999999999e-06
1459604081180,-9.315,3.6200000000000004e-07
1459604081190,-9.315,3.6200000000000004e-07
1459604081200,-9.315,0.0
1459604081210,-9.315,7.240000000000001e-07
1459604081220,-9.315,3.6200000000000004e-07
1459604081230,-9.315,1.0859999999999999e-06
1459604081240,-9.315,1.0859999999999999e-06
1459604081250,-9.315,0.0
1459604081260,-9.315,7.240000000000001e-07
1459604081270,-9.315,7.240000000000001e-07
1459604081280,-9.315,7.240000000000001e-07
1459604081290,-9.315,3.6200000000000004e-07
1459604081300,-9.315,3.6200000000000004e-07
1459604081310,-9.315,1.0859999999999999e-06
1459604081320,-9.315,1.0859999999999999e-06
1459604081330,-9.315,7.240000000000001e-07
1459604081340,-9.315,7.240000000000001e-07
1459604081350,-9.315,7.240000000000001e-07
1459604081360,-9.315,3.6200000000000004e-07
1459604081370,-9.315,7.240000000000001e-07
1459604081380,-9.315,3.6200000000000004e-07
1459604081390,-9.315,3.6200000000000004e-07
1459604081400,-9.315,3.6200000000000004e-07
1459604081410,-9.315,3.6200000000000004e-07
1459604081420,-9.315,1.0859999999999999e-06
1459604081430,-9.315,0.0
1459604081440,-9.315,3.6200000000000004e-07
1459604081450,-9.315,7.240000000000001e-07
1459604081460,-9.315,0.0
