Timestamp,position,BLMTI.04L2.B1E10_TCTPV.4L2.B1
1459604776600,9.66,0.0
1459604776610,9.66,0.0
1459604776620,9.66,3.6200000000000004e-07
1459604776630,9.66,7.240000000000001e-07
1459604776640,9.66,0.0
1459604776650,9.66,7.240000000000001e-07
1459604776660,9.66,0.0
1459604776670,9.66,7.240000000000001e-07
1459604776680,9.66,3.6200000000000004e-07
1459604776690,9.66,3.6200000000000004e-07
1459604776700,9.66,0.0
1459604776710,9.66,7.240000000000001e-07
1459604776720,9.66,0.0
1459604776730,9.66,3.6200000000000004e-07
1459604776740,9.66,0.0
1459604776750,9.66,3.6200000000000004e-07
1459604776760,9.66,3.6200000000000004e-07
1459604776770,9.66,7.240000000000001e-07
1459604776780,9.66,0.0
1459604776790,9.66,0.0
1459604776800,9.66,3.6200000000000004e-07
1459604776810,9.66,7.240000000000001e-07
1459604776820,9.66,0.0
1459604776830,9.66,7.240000000000001e-07
1459604776840,9.66,0.0
1459604776850,9.66,7.240000000000001e-07
1459604776860,9.66,0.0
1459604776870,9.66,7.240000000000001e-07
1459604776880,9.66,0.0
1459604776890,9.66,7.240000000000001e-07
1459604776900,9.66,0.0
1459604776910,9.66,1.0859999999999999e-06
1459604776920,9.66,0.0
1459604776930,9.66,1.4480000000000002e-06
1459604776940,9.66,0.0
1459604776950,9.66,0.0
1459604776960,9.66,0.0
1459604776970,9.66,3.6200000000000004e-07
1459604776980,9.66,3.6200000000000004e-07
1459604776990,9.66,3.6200000000000004e-07
1459604777000,9.66,0.0
1459604777010,9.66,0.0
1459604777020,9.66,7.240000000000001e-07
1459604777030,9.66,0.0
1459604777040,9.66,7.240000000000001e-07
1459604777050,9.66,3.6200000000000004e-07
1459604777060,9.66,0.0
1459604777070,9.66,3.6200000000000004e-07
1459604777080,9.66,0.0
1459604777090,9.66,7.240000000000001e-07
1459604777100,9.66,0.0
1459604777110,9.66,7.240000000000001e-07
1459604777120,9.66,0.0
1459604777130,9.66,1.0859999999999999e-06
1459604777140,9.66,0.0
1459604777150,9.66,0.0
1459604777160,9.66,3.6200000000000004e-07
1459604777170,9.66,3.6200000000000004e-07
1459604777180,9.66,3.6200000000000004e-07
1459604777190,9.66,0.0
1459604777200,9.66,1.0859999999999999e-06
1459604777210,9.66,0.0
1459604777220,9.66,0.0
1459604777230,9.66,7.240000000000001e-07
1459604777240,9.66,0.0
1459604777250,9.66,0.0
1459604777260,9.66,0.0
1459604777270,9.66,7.240000000000001e-07
1459604777280,9.66,0.0
1459604777290,9.66,3.6200000000000004e-07
1459604777300,9.66,0.0
1459604777310,9.66,1.0859999999999999e-06
1459604777320,9.66,0.0
1459604777330,9.66,3.6200000000000004e-07
1459604777340,9.66,0.0
1459604777350,9.66,7.240000000000001e-07
1459604777360,9.66,0.0
1459604777370,9.66,0.0
