Timestamp,position,BLMTI.04R7.B2I10_TCSG.B4R7.B2
1459604280510,9.82,7.240000000000001e-07
1459604280520,9.82,3.6200000000000004e-07
1459604280530,9.82,0.0
1459604280540,9.82,0.0
1459604280550,9.82,7.240000000000001e-07
1459604280560,9.82,3.6200000000000004e-07
1459604280570,9.82,0.0
1459604280580,9.82,7.240000000000001e-07
1459604280590,9.82,3.6200000000000004e-07
1459604280600,9.82,0.0
1459604280610,9.82,3.6200000000000004e-07
1459604280620,9.82,1.81e-06
1459604280630,9.82,0.0
1459604280640,9.82,1.0859999999999999e-06
1459604280650,9.82,7.240000000000001e-07
1459604280660,9.82,7.240000000000001e-07
1459604280670,9.82,0.0
1459604280680,9.82,7.240000000000001e-07
1459604280690,9.82,0.0
1459604280700,9.82,0.0
1459604280710,9.82,1.0859999999999999e-06
1459604280720,9.82,0.0
1459604280730,9.82,3.6200000000000004e-07
1459604280740,9.82,0.0
1459604280750,9.82,1.81e-06
1459604280760,9.82,1.4480000000000002e-06
1459604280770,9.82,0.0
1459604280780,9.82,0.0
1459604280790,9.82,2.1719999999999997e-06
1459604280800,9.82,3.6200000000000004e-07
1459604280810,9.82,0.0
1459604280820,9.82,0.0
1459604280830,9.82,0.0
1459604280840,9.82,0.0
1459604280850,9.82,0.0
1459604280860,9.82,1.0859999999999999e-06
1459604280870,9.82,0.0
1459604280880,9.82,7.240000000000001e-07
1459604280890,9.82,0.0
1459604280900,9.82,7.240000000000001e-07
1459604280910,9.82,0.0
1459604280920,9.82,0.0
1459604280930,9.82,3.6200000000000004e-07
1459604280940,9.82,1.81e-06
1459604280950,9.82,0.0
1459604280960,9.82,0.0
1459604280970,9.82,0.0
1459604280980,9.82,1.0859999999999999e-06
1459604280990,9.82,0.0
1459604281000,9.82,1.0859999999999999e-06
1459604281010,9.82,0.0
1459604281020,9.82,0.0
1459604281030,9.82,0.0
1459604281040,9.82,3.6200000000000004e-07
1459604281050,9.82,0.0
1459604281060,9.82,1.0859999999999999e-06
1459604281070,9.82,0.0
1459604281080,9.82,0.0
1459604281090,9.82,3.6200000000000004e-07
1459604281100,9.82,2.8960000000000003e-06
1459604281110,9.82,0.0
1459604281120,9.82,0.0
1459604281130,9.82,0.0
1459604281140,9.82,0.0
1459604281150,9.82,0.0
1459604281160,9.82,0.0
1459604281170,9.82,0.0
1459604281180,9.82,0.0
1459604281190,9.82,2.1719999999999997e-06
1459604281200,9.82,0.0
1459604281210,9.82,0.0
1459604281220,9.82,3.6200000000000004e-07
1459604281230,9.82,0.0
1459604281240,9.82,7.240000000000001e-07
1459604281250,9.82,0.0
1459604281260,9.82,0.0
1459604281270,9.82,0.0
1459604281280,9.82,7.240000000000001e-07
1459604281290,9.82,0.0
1459604281300,9.82,3.6200000000000004e-07
1459604281310,9.82,1.4480000000000002e-06
1459604281320,9.82,1.81e-06
1459604281330,9.82,7.240000000000001e-07
1459604281340,9.82,0.0
1459604281350,9.82,1.0859999999999999e-06
1459604281360,9.82,3.6200000000000004e-07
1459604281370,9.82,1.4480000000000002e-06
1459604281380,9.82,0.0
1459604281390,9.82,0.0
1459604281400,9.82,1.4480000000000002e-06
1459604281410,9.82,0.0
1459604281420,9.82,0.0
1459604281430,9.82,1.0859999999999999e-06
1459604281440,9.82,0.0
1459604281450,9.82,1.0859999999999999e-06
1459604281460,9.82,0.0
1459604281470,9.82,7.240000000000001e-07
1459604281480,9.82,1.81e-06
1459604281490,9.82,0.0
1459604281500,9.82,3.6200000000000004e-07
1459604281510,9.82,0.0
1459604281520,9.82,0.0
1459604281530,9.82,0.0
1459604281540,9.82,0.0
1459604281550,9.82,0.0
1459604281560,9.82,0.0
1459604281570,9.82,0.0
1459604281580,9.82,1.81e-06
1459604281590,9.82,0.0
1459604281600,9.82,3.6200000000000004e-07
1459604281610,9.82,0.0
1459604281620,9.82,0.0
1459604281630,9.82,0.0
1459604281640,9.82,0.0
1459604281650,9.82,0.0
