Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1459603917840,-8.27,3.6200000000000004e-07
1459603917850,-8.27,7.240000000000001e-07
1459603917860,-8.27,0.0
1459603917870,-8.27,3.6200000000000004e-07
1459603917880,-8.27,7.240000000000001e-07
1459603917890,-8.27,3.6200000000000004e-07
1459603917900,-8.27,3.6200000000000004e-07
1459603917910,-8.27,0.0
1459603917920,-8.27,1.0859999999999999e-06
1459603917930,-8.27,0.0
1459603917940,-8.27,3.6200000000000004e-07
1459603917950,-8.27,0.0
1459603917960,-8.27,3.6200000000000004e-07
1459603917970,-8.27,3.6200000000000004e-07
1459603917980,-8.27,7.240000000000001e-07
1459603917990,-8.27,3.6200000000000004e-07
1459603918000,-8.27,3.6200000000000004e-07
1459603918010,-8.27,3.6200000000000004e-07
1459603918020,-8.27,3.6200000000000004e-07
1459603918030,-8.27,3.6200000000000004e-07
1459603918040,-8.27,3.6200000000000004e-07
1459603918050,-8.27,7.240000000000001e-07
1459603918060,-8.27,0.0
1459603918070,-8.27,7.240000000000001e-07
1459603918080,-8.27,3.6200000000000004e-07
1459603918090,-8.27,7.240000000000001e-07
1459603918100,-8.27,3.6200000000000004e-07
1459603918110,-8.27,7.240000000000001e-07
1459603918120,-8.27,7.240000000000001e-07
1459603918130,-8.27,0.0
1459603918140,-8.27,0.0
1459603918150,-8.27,0.0
1459603918160,-8.27,7.240000000000001e-07
1459603918170,-8.27,3.6200000000000004e-07
1459603918180,-8.27,3.6200000000000004e-07
1459603918190,-8.27,3.6200000000000004e-07
1459603918200,-8.27,7.240000000000001e-07
1459603918210,-8.27,0.0
1459603918220,-8.27,7.240000000000001e-07
1459603918230,-8.27,7.240000000000001e-07
1459603918240,-8.27,0.0
1459603918250,-8.27,7.240000000000001e-07
1459603918260,-8.27,0.0
1459603918270,-8.27,7.240000000000001e-07
1459603918280,-8.27,0.0
1459603918290,-8.27,0.0
1459603918300,-8.27,7.240000000000001e-07
1459603918310,-8.27,1.0859999999999999e-06
1459603918320,-8.27,0.0
1459603918330,-8.27,3.6200000000000004e-07
1459603918340,-8.27,0.0
