Timestamp,position,BLMTI.04L5.B1I10_TCTPH.4L5.B1
1459600200500,6.515,7.240000000000001e-07
1459600200510,6.515,0.0
1459600200520,6.515,7.240000000000001e-07
1459600200530,6.515,0.0
1459600200540,6.515,3.6200000000000004e-07
1459600200550,6.515,7.240000000000001e-07
1459600200560,6.515,0.0
1459600200570,6.515,0.0
1459600200580,6.515,0.0
1459600200590,6.515,3.6200000000000004e-07
1459600200600,6.515,3.6200000000000004e-07
1459600200610,6.515,0.0
1459600200620,6.515,0.0
1459600200630,6.515,7.240000000000001e-07
1459600200640,6.515,0.0
1459600200650,6.515,3.6200000000000004e-07
1459600200660,6.515,3.6200000000000004e-07
1459600200670,6.515,3.6200000000000004e-07
1459600200680,6.515,0.0
1459600200690,6.515,3.6200000000000004e-07
1459600200700,6.515,3.6200000000000004e-07
1459600200710,6.515,0.0
1459600200720,6.515,3.6200000000000004e-07
1459600200730,6.515,0.0
1459600200740,6.515,3.6200000000000004e-07
1459600200750,6.515,0.0
1459600200760,6.515,3.6200000000000004e-07
1459600200770,6.515,0.0
1459600200780,6.515,3.6200000000000004e-07
1459600200790,6.515,3.6200000000000004e-07
1459600200800,6.515,3.6200000000000004e-07
1459600200810,6.515,0.0
1459600200820,6.515,7.240000000000001e-07
1459600200830,6.515,0.0
1459600200840,6.515,7.240000000000001e-07
1459600200850,6.515,3.6200000000000004e-07
1459600200860,6.515,7.240000000000001e-07
1459600200870,6.515,0.0
1459600200880,6.515,3.6200000000000004e-07
1459600200890,6.515,0.0
1459600200900,6.515,3.6200000000000004e-07
1459600200910,6.515,0.0
1459600200920,6.515,0.0
1459600200930,6.515,3.6200000000000004e-07
1459600200940,6.515,0.0
1459600200950,6.515,3.6200000000000004e-07
1459600200960,6.515,0.0
1459600200970,6.515,3.6200000000000004e-07
1459600200980,6.515,3.6200000000000004e-07
1459600200990,6.515,0.0
1459600201000,6.515,0.0
1459600201010,6.515,0.0
1459600201020,6.515,0.0
1459600201030,6.515,7.240000000000001e-07
