Timestamp,position,BLMTI.04L8.B2I10_TCLIA.4L8
1459604763240,-9.895,7.240000000000001e-07
1459604763250,-9.895,0.0
1459604763260,-9.895,0.0
1459604763270,-9.895,0.0
1459604763280,-9.895,1.0859999999999999e-06
1459604763290,-9.895,0.0
1459604763300,-9.895,0.0
1459604763310,-9.895,7.240000000000001e-07
1459604763320,-9.895,3.6200000000000004e-07
1459604763330,-9.895,1.0859999999999999e-06
1459604763340,-9.895,0.0
1459604763350,-9.895,3.6200000000000004e-07
1459604763360,-9.895,7.240000000000001e-07
1459604763370,-9.895,7.240000000000001e-07
1459604763380,-9.895,0.0
1459604763390,-9.895,0.0
1459604763400,-9.895,0.0
1459604763410,-9.895,0.0
1459604763420,-9.895,0.0
1459604763430,-9.895,0.0
1459604763440,-9.895,0.0
1459604763450,-9.895,0.0
1459604763460,-9.895,7.240000000000001e-07
1459604763470,-9.895,3.6200000000000004e-07
1459604763480,-9.895,1.4480000000000002e-06
1459604763490,-9.895,3.6200000000000004e-07
1459604763500,-9.895,3.6200000000000004e-07
1459604763510,-9.895,1.4480000000000002e-06
1459604763520,-9.895,0.0
1459604763530,-9.895,0.0
1459604763540,-9.895,3.6200000000000004e-07
1459604763550,-9.895,0.0
1459604763560,-9.895,7.240000000000001e-07
1459604763570,-9.895,0.0
1459604763580,-9.895,0.0
1459604763590,-9.895,0.0
1459604763600,-9.895,7.240000000000001e-07
1459604763610,-9.895,0.0
1459604763620,-9.895,7.240000000000001e-07
1459604763630,-9.895,0.0
1459604763640,-9.895,7.240000000000001e-07
1459604763650,-9.895,0.0
1459604763660,-9.895,7.240000000000001e-07
1459604763670,-9.895,0.0
1459604763680,-9.895,1.0859999999999999e-06
1459604763690,-9.895,0.0
1459604763700,-9.895,0.0
1459604763710,-9.895,0.0
1459604763720,-9.895,0.0
1459604763730,-9.895,0.0
1459604763740,-9.895,7.240000000000001e-07
1459604763750,-9.895,3.6200000000000004e-07
1459604763760,-9.895,1.4480000000000002e-06
1459604763770,-9.895,0.0
1459604763780,-9.895,3.6200000000000004e-07
1459604763790,-9.895,0.0
1459604763800,-9.895,0.0
1459604763810,-9.895,0.0
1459604763820,-9.895,3.6200000000000004e-07
1459604763830,-9.895,0.0
1459604763840,-9.895,1.0859999999999999e-06
1459604763850,-9.895,1.0859999999999999e-06
1459604763860,-9.895,0.0
1459604763870,-9.895,0.0
1459604763880,-9.895,3.6200000000000004e-07
1459604763890,-9.895,0.0
1459604763900,-9.895,0.0
1459604763910,-9.895,3.6200000000000004e-07
1459604763920,-9.895,3.6200000000000004e-07
1459604763930,-9.895,3.6200000000000004e-07
1459604763940,-9.895,7.240000000000001e-07
1459604763950,-9.895,3.6200000000000004e-07
1459604763960,-9.895,0.0
1459604763970,-9.895,0.0
1459604763980,-9.895,7.240000000000001e-07
1459604763990,-9.895,0.0
1459604764000,-9.895,3.6200000000000004e-07
1459604764010,-9.895,2.5340000000000002e-06
1459604764020,-9.895,0.0
1459604764030,-9.895,1.0859999999999999e-06
1459604764040,-9.895,0.0
1459604764050,-9.895,0.0
1459604764060,-9.895,0.0
1459604764070,-9.895,0.0
1459604764080,-9.895,3.6200000000000004e-07
1459604764090,-9.895,0.0
1459604764100,-9.895,1.81e-06
1459604764110,-9.895,0.0
1459604764120,-9.895,7.240000000000001e-07
1459604764130,-9.895,0.0
1459604764140,-9.895,0.0
1459604764150,-9.895,0.0
1459604764160,-9.895,0.0
1459604764170,-9.895,0.0
1459604764180,-9.895,3.6200000000000004e-07
1459604764190,-9.895,0.0
1459604764200,-9.895,0.0
1459604764210,-9.895,0.0
1459604764220,-9.895,1.0859999999999999e-06
1459604764230,-9.895,0.0
1459604764240,-9.895,7.240000000000001e-07
1459604764250,-9.895,0.0
1459604764260,-9.895,0.0
1459604764270,-9.895,0.0
1459604764280,-9.895,3.6200000000000004e-07
1459604764290,-9.895,0.0
1459604764300,-9.895,3.6200000000000004e-07
1459604764310,-9.895,0.0
1459604764320,-9.895,0.0
1459604764330,-9.895,3.6200000000000004e-07
1459604764340,-9.895,0.0
1459604764350,-9.895,1.81e-06
1459604764360,-9.895,0.0
1459604764370,-9.895,0.0
1459604764380,-9.895,0.0
1459604764390,-9.895,0.0
1459604764400,-9.895,3.6200000000000004e-07
1459604764410,-9.895,7.240000000000001e-07
1459604764420,-9.895,7.240000000000001e-07
1459604764430,-9.895,0.0
1459604764440,-9.895,3.6200000000000004e-07
1459604764450,-9.895,3.6200000000000004e-07
1459604764460,-9.895,1.0859999999999999e-06
1459604764470,-9.895,0.0
1459604764480,-9.895,1.81e-06
1459604764490,-9.895,0.0
1459604764500,-9.895,0.0
1459604764510,-9.895,0.0
1459604764520,-9.895,0.0
1459604764530,-9.895,0.0
1459604764540,-9.895,3.6200000000000004e-07
1459604764550,-9.895,0.0
1459604764560,-9.895,3.6200000000000004e-07
1459604764570,-9.895,0.0
1459604764580,-9.895,0.0
1459604764590,-9.895,0.0
1459604764600,-9.895,7.240000000000001e-07
1459604764610,-9.895,7.240000000000001e-07
1459604764620,-9.895,1.0859999999999999e-06
1459604764630,-9.895,0.0
1459604764640,-9.895,0.0
1459604764650,-9.895,0.0
1459604764660,-9.895,0.0
1459604764670,-9.895,0.0
1459604764680,-9.895,0.0
1459604764690,-9.895,0.0
1459604764700,-9.895,0.0
1459604764710,-9.895,3.6200000000000004e-07
1459604764720,-9.895,0.0
1459604764730,-9.895,3.6200000000000004e-07
1459604764740,-9.895,0.0
1459604764750,-9.895,3.6200000000000004e-07
1459604764760,-9.895,3.6200000000000004e-07
1459604764770,-9.895,3.6200000000000004e-07
1459604764780,-9.895,1.4480000000000002e-06
1459604764790,-9.895,0.0
1459604764800,-9.895,0.0
1459604764810,-9.895,0.0
1459604764820,-9.895,0.0
1459604764830,-9.895,0.0
1459604764840,-9.895,7.240000000000001e-07
1459604764850,-9.895,0.0
1459604764860,-9.895,7.240000000000001e-07
1459604764870,-9.895,0.0
1459604764880,-9.895,1.4480000000000002e-06
1459604764890,-9.895,0.0
1459604764900,-9.895,0.0
1459604764910,-9.895,3.6200000000000004e-07
1459604764920,-9.895,0.0
1459604764930,-9.895,0.0
1459604764940,-9.895,7.240000000000001e-07
1459604764950,-9.895,0.0
1459604764960,-9.895,0.0
1459604764970,-9.895,0.0
1459604764980,-9.895,1.0859999999999999e-06
1459604764990,-9.895,0.0
1459604765000,-9.895,0.0
1459604765010,-9.895,0.0
1459604765020,-9.895,0.0
1459604765030,-9.895,0.0
1459604765040,-9.895,1.0859999999999999e-06
1459604765050,-9.895,3.6200000000000004e-07
1459604765060,-9.895,1.0859999999999999e-06
1459604765070,-9.895,0.0
1459604765080,-9.895,1.0859999999999999e-06
1459604765090,-9.895,0.0
1459604765100,-9.895,0.0
1459604765110,-9.895,0.0
1459604765120,-9.895,0.0
1459604765130,-9.895,0.0
1459604765140,-9.895,0.0
1459604765150,-9.895,3.6200000000000004e-07
1459604765160,-9.895,0.0
1459604765170,-9.895,1.0859999999999999e-06
1459604765180,-9.895,3.6200000000000004e-07
1459604765190,-9.895,3.6200000000000004e-07
1459604765200,-9.895,0.0
1459604765210,-9.895,0.0
1459604765220,-9.895,3.6200000000000004e-07
1459604765230,-9.895,0.0
1459604765240,-9.895,3.6200000000000004e-07
1459604765250,-9.895,0.0
1459604765260,-9.895,2.8960000000000003e-06
1459604765270,-9.895,0.0
1459604765280,-9.895,0.0
1459604765290,-9.895,0.0
1459604765300,-9.895,0.0
1459604765310,-9.895,0.0
1459604765320,-9.895,0.0
1459604765330,-9.895,0.0
1459604765340,-9.895,0.0
1459604765350,-9.895,0.0
1459604765360,-9.895,0.0
1459604765370,-9.895,0.0
1459604765380,-9.895,7.240000000000001e-07
1459604765390,-9.895,1.0859999999999999e-06
1459604765400,-9.895,1.0859999999999999e-06
1459604765410,-9.895,0.0
1459604765420,-9.895,3.6200000000000004e-07
1459604765430,-9.895,0.0
1459604765440,-9.895,1.81e-06
1459604765450,-9.895,0.0
1459604765460,-9.895,0.0
1459604765470,-9.895,3.6200000000000004e-07
1459604765480,-9.895,0.0
1459604765490,-9.895,0.0
1459604765500,-9.895,0.0
1459604765510,-9.895,0.0
1459604765520,-9.895,0.0
1459604765530,-9.895,2.1719999999999997e-06
1459604765540,-9.895,0.0
1459604765550,-9.895,0.0
1459604765560,-9.895,0.0
1459604765570,-9.895,0.0
1459604765580,-9.895,0.0
1459604765590,-9.895,3.6200000000000004e-07
1459604765600,-9.895,0.0
1459604765610,-9.895,0.0
1459604765620,-9.895,7.240000000000001e-07
1459604765630,-9.895,0.0
1459604765640,-9.895,0.0
1459604765650,-9.895,0.0
1459604765660,-9.895,0.0
1459604765670,-9.895,7.240000000000001e-07
1459604765680,-9.895,1.0859999999999999e-06
1459604765690,-9.895,7.240000000000001e-07
1459604765700,-9.895,0.0
1459604765710,-9.895,7.240000000000001e-07
1459604765720,-9.895,0.0
1459604765730,-9.895,1.0859999999999999e-06
1459604765740,-9.895,7.240000000000001e-07
1459604765750,-9.895,0.0
1459604765760,-9.895,0.0
1459604765770,-9.895,0.0
1459604765780,-9.895,3.6200000000000004e-07
1459604765790,-9.895,0.0
1459604765800,-9.895,0.0
1459604765810,-9.895,3.6200000000000004e-07
1459604765820,-9.895,7.240000000000001e-07
1459604765830,-9.895,0.0
1459604765840,-9.895,1.0859999999999999e-06
1459604765850,-9.895,0.0
1459604765860,-9.895,0.0
1459604765870,-9.895,1.0859999999999999e-06
1459604765880,-9.895,0.0
1459604765890,-9.895,3.6200000000000004e-07
1459604765900,-9.895,7.240000000000001e-07
1459604765910,-9.895,0.0
1459604765920,-9.895,0.0
1459604765930,-9.895,0.0
1459604765940,-9.895,3.6200000000000004e-07
1459604765950,-9.895,0.0
1459604765960,-9.895,0.0
1459604765970,-9.895,7.240000000000001e-07
1459604765980,-9.895,3.6200000000000004e-07
1459604765990,-9.895,0.0
1459604766000,-9.895,0.0
1459604766010,-9.895,1.0859999999999999e-06
1459604766020,-9.895,0.0
1459604766030,-9.895,0.0
1459604766040,-9.895,0.0
1459604766050,-9.895,0.0
1459604766060,-9.895,3.6200000000000004e-07
1459604766070,-9.895,0.0
1459604766080,-9.895,1.81e-06
1459604766090,-9.895,0.0
1459604766100,-9.895,3.6200000000000004e-07
1459604766110,-9.895,0.0
1459604766120,-9.895,3.6200000000000004e-07
1459604766130,-9.895,0.0
1459604766140,-9.895,0.0
1459604766150,-9.895,0.0
1459604766160,-9.895,7.240000000000001e-07
1459604766170,-9.895,0.0
1459604766180,-9.895,3.6200000000000004e-07
1459604766190,-9.895,1.4480000000000002e-06
1459604766200,-9.895,0.0
1459604766210,-9.895,7.240000000000001e-07
1459604766220,-9.895,7.240000000000001e-07
1459604766230,-9.895,0.0
1459604766240,-9.895,0.0
1459604766250,-9.895,0.0
1459604766260,-9.895,2.1719999999999997e-06
1459604766270,-9.895,0.0
1459604766280,-9.895,0.0
1459604766290,-9.895,0.0
1459604766300,-9.895,0.0
