Timestamp,position,BLMTI.04L3.B2E10_TCSG.4L3.B2
1459602909090,8.33,7.240000000000001e-07
1459602909100,8.33,3.6200000000000004e-07
1459602909110,8.33,3.6200000000000004e-07
1459602909120,8.33,0.0
1459602909130,8.33,1.0859999999999999e-06
1459602909140,8.33,0.0
1459602909150,8.33,0.0
1459602909160,8.33,0.0
1459602909170,8.33,7.240000000000001e-07
1459602909180,8.33,1.0859999999999999e-06
1459602909190,8.33,0.0
1459602909200,8.33,3.6200000000000004e-07
1459602909210,8.33,3.6200000000000004e-07
1459602909220,8.33,0.0
1459602909230,8.33,3.6200000000000004e-07
1459602909240,8.33,7.240000000000001e-07
1459602909250,8.33,3.6200000000000004e-07
1459602909260,8.33,0.0
1459602909270,8.33,7.240000000000001e-07
1459602909280,8.33,3.6200000000000004e-07
1459602909290,8.33,0.0
1459602909300,8.33,7.240000000000001e-07
1459602909310,8.33,3.6200000000000004e-07
1459602909320,8.33,3.6200000000000004e-07
1459602909330,8.33,0.0
1459602909340,8.33,7.240000000000001e-07
1459602909350,8.33,0.0
1459602909360,8.33,0.0
1459602909370,8.33,1.0859999999999999e-06
1459602909380,8.33,0.0
1459602909390,8.33,3.6200000000000004e-07
1459602909400,8.33,3.6200000000000004e-07
1459602909410,8.33,0.0
1459602909420,8.33,3.6200000000000004e-07
1459602909430,8.33,3.6200000000000004e-07
1459602909440,8.33,3.6200000000000004e-07
1459602909450,8.33,3.6200000000000004e-07
1459602909460,8.33,0.0
1459602909470,8.33,3.6200000000000004e-07
1459602909480,8.33,0.0
1459602909490,8.33,7.240000000000001e-07
1459602909500,8.33,0.0
1459602909510,8.33,1.0859999999999999e-06
1459602909520,8.33,0.0
1459602909530,8.33,3.6200000000000004e-07
1459602909540,8.33,1.0859999999999999e-06
1459602909550,8.33,7.240000000000001e-07
1459602909560,8.33,0.0
1459602909570,8.33,0.0
1459602909580,8.33,3.6200000000000004e-07
1459602909590,8.33,1.0859999999999999e-06
1459602909600,8.33,0.0
1459602909610,8.33,7.240000000000001e-07
1459602909620,8.33,0.0
1459602909630,8.33,0.0
1459602909640,8.33,7.240000000000001e-07
1459602909650,8.33,3.6200000000000004e-07
1459602909660,8.33,0.0
1459602909670,8.33,7.240000000000001e-07
1459602909680,8.33,0.0
1459602909690,8.33,3.6200000000000004e-07
1459602909700,8.33,7.240000000000001e-07
1459602909710,8.33,3.6200000000000004e-07
1459602909720,8.33,0.0
1459602909730,8.33,0.0
1459602909740,8.33,7.240000000000001e-07
1459602909750,8.33,7.240000000000001e-07
1459602909760,8.33,0.0
1459602909770,8.33,7.240000000000001e-07
1459602909780,8.33,3.6200000000000004e-07
1459602909790,8.33,3.6200000000000004e-07
1459602909800,8.33,0.0
1459602909810,8.33,3.6200000000000004e-07
1459602909820,8.33,7.240000000000001e-07
1459602909830,8.33,7.240000000000001e-07
1459602909840,8.33,0.0
1459602909850,8.33,3.6200000000000004e-07
1459602909860,8.33,0.0
1459602909870,8.33,7.240000000000001e-07
1459602909880,8.33,3.6200000000000004e-07
1459602909890,8.33,0.0
1459602909900,8.33,3.6200000000000004e-07
1459602909910,8.33,7.240000000000001e-07
1459602909920,8.33,0.0
1459602909930,8.33,3.6200000000000004e-07
1459602909940,8.33,0.0
1459602909950,8.33,7.240000000000001e-07
1459602909960,8.33,3.6200000000000004e-07
1459602909970,8.33,3.6200000000000004e-07
1459602909980,8.33,0.0
1459602909990,8.33,3.6200000000000004e-07
1459602910000,8.33,0.0
1459602910010,8.33,0.0
1459602910020,8.33,0.0
1459602910030,8.33,7.240000000000001e-07
1459602910040,8.33,3.6200000000000004e-07
1459602910050,8.33,3.6200000000000004e-07
1459602910060,8.33,3.6200000000000004e-07
1459602910070,8.33,0.0
1459602910080,8.33,0.0
1459602910090,8.33,3.6200000000000004e-07
1459602910100,8.33,7.240000000000001e-07
1459602910110,8.33,3.6200000000000004e-07
1459602910120,8.33,1.0859999999999999e-06
1459602910130,8.33,3.6200000000000004e-07
1459602910140,8.33,7.240000000000001e-07
1459602910150,8.33,7.240000000000001e-07
1459602910160,8.33,3.6200000000000004e-07
1459602910170,8.33,0.0
1459602910180,8.33,7.240000000000001e-07
1459602910190,8.33,3.6200000000000004e-07
1459602910200,8.33,0.0
1459602910210,8.33,0.0
1459602910220,8.33,3.6200000000000004e-07
1459602910230,8.33,7.240000000000001e-07
1459602910240,8.33,0.0
1459602910250,8.33,7.240000000000001e-07
1459602910260,8.33,3.6200000000000004e-07
1459602910270,8.33,7.240000000000001e-07
1459602910280,8.33,0.0
1459602910290,8.33,7.240000000000001e-07
1459602910300,8.33,0.0
1459602910310,8.33,7.240000000000001e-07
1459602910320,8.33,3.6200000000000004e-07
1459602910330,8.33,3.6200000000000004e-07
1459602910340,8.33,0.0
1459602910350,8.33,0.0
1459602910360,8.33,7.240000000000001e-07
1459602910370,8.33,7.240000000000001e-07
1459602910380,8.33,0.0
1459602910390,8.33,7.240000000000001e-07
1459602910400,8.33,1.0859999999999999e-06
1459602910410,8.33,0.0
1459602910420,8.33,0.0
1459602910430,8.33,0.0
1459602910440,8.33,3.6200000000000004e-07
1459602910450,8.33,7.240000000000001e-07
1459602910460,8.33,0.0
1459602910470,8.33,3.6200000000000004e-07
1459602910480,8.33,3.6200000000000004e-07
