Timestamp,position,BLMTI.05L3.B2E10_TCSG.A5L3.B2
1459602803800,-8.33,0.0
1459602803810,-8.33,0.0
1459602803820,-8.33,3.6200000000000004e-07
1459602803830,-8.33,3.6200000000000004e-07
1459602803840,-8.33,0.0
1459602803850,-8.33,3.6200000000000004e-07
1459602803860,-8.33,3.6200000000000004e-07
1459602803870,-8.33,3.6200000000000004e-07
1459602803880,-8.33,3.6200000000000004e-07
1459602803890,-8.33,3.6200000000000004e-07
1459602803900,-8.33,7.240000000000001e-07
1459602803910,-8.33,3.6200000000000004e-07
1459602803920,-8.33,7.240000000000001e-07
1459602803930,-8.33,0.0
1459602803940,-8.33,0.0
1459602803950,-8.33,7.240000000000001e-07
1459602803960,-8.33,3.6200000000000004e-07
1459602803970,-8.33,0.0
1459602803980,-8.33,0.0
1459602803990,-8.33,7.240000000000001e-07
1459602804000,-8.33,0.0
1459602804010,-8.33,3.6200000000000004e-07
1459602804020,-8.33,3.6200000000000004e-07
1459602804030,-8.33,3.6200000000000004e-07
1459602804040,-8.33,7.240000000000001e-07
1459602804050,-8.33,0.0
1459602804060,-8.33,3.6200000000000004e-07
1459602804070,-8.33,0.0
1459602804080,-8.33,7.240000000000001e-07
1459602804090,-8.33,0.0
1459602804100,-8.33,1.0859999999999999e-06
1459602804110,-8.33,0.0
1459602804120,-8.33,0.0
1459602804130,-8.33,3.6200000000000004e-07
1459602804140,-8.33,0.0
1459602804150,-8.33,0.0
1459602804160,-8.33,7.240000000000001e-07
1459602804170,-8.33,7.240000000000001e-07
1459602804180,-8.33,3.6200000000000004e-07
1459602804190,-8.33,3.6200000000000004e-07
1459602804200,-8.33,0.0
1459602804210,-8.33,3.6200000000000004e-07
1459602804220,-8.33,0.0
1459602804230,-8.33,3.6200000000000004e-07
1459602804240,-8.33,0.0
1459602804250,-8.33,3.6200000000000004e-07
1459602804260,-8.33,3.6200000000000004e-07
1459602804270,-8.33,0.0
1459602804280,-8.33,7.240000000000001e-07
1459602804290,-8.33,0.0
1459602804300,-8.33,3.6200000000000004e-07
1459602804310,-8.33,0.0
1459602804320,-8.33,3.6200000000000004e-07
1459602804330,-8.33,0.0
1459602804340,-8.33,1.0859999999999999e-06
1459602804350,-8.33,3.6200000000000004e-07
1459602804360,-8.33,7.240000000000001e-07
1459602804370,-8.33,0.0
1459602804380,-8.33,3.6200000000000004e-07
1459602804390,-8.33,3.6200000000000004e-07
1459602804400,-8.33,3.6200000000000004e-07
1459602804410,-8.33,3.6200000000000004e-07
1459602804420,-8.33,3.6200000000000004e-07
1459602804430,-8.33,3.6200000000000004e-07
1459602804440,-8.33,3.6200000000000004e-07
1459602804450,-8.33,0.0
1459602804460,-8.33,3.6200000000000004e-07
1459602804470,-8.33,3.6200000000000004e-07
1459602804480,-8.33,3.6200000000000004e-07
1459602804490,-8.33,7.240000000000001e-07
1459602804500,-8.33,7.240000000000001e-07
1459602804510,-8.33,3.6200000000000004e-07
1459602804520,-8.33,3.6200000000000004e-07
1459602804530,-8.33,0.0
1459602804540,-8.33,0.0
1459602804550,-8.33,7.240000000000001e-07
1459602804560,-8.33,0.0
1459602804570,-8.33,0.0
1459602804580,-8.33,7.240000000000001e-07
1459602804590,-8.33,7.240000000000001e-07
1459602804600,-8.33,0.0
1459602804610,-8.33,0.0
1459602804620,-8.33,3.6200000000000004e-07
1459602804630,-8.33,7.240000000000001e-07
1459602804640,-8.33,3.6200000000000004e-07
1459602804650,-8.33,0.0
1459602804660,-8.33,0.0
1459602804670,-8.33,0.0
1459602804680,-8.33,7.240000000000001e-07
1459602804690,-8.33,0.0
1459602804700,-8.33,0.0
1459602804710,-8.33,1.4480000000000002e-06
1459602804720,-8.33,0.0
1459602804730,-8.33,0.0
1459602804740,-8.33,3.6200000000000004e-07
1459602804750,-8.33,0.0
1459602804760,-8.33,3.6200000000000004e-07
1459602804770,-8.33,0.0
1459602804780,-8.33,7.240000000000001e-07
1459602804790,-8.33,0.0
1459602804800,-8.33,3.6200000000000004e-07
1459602804810,-8.33,0.0
1459602804820,-8.33,0.0
1459602804830,-8.33,3.6200000000000004e-07
1459602804840,-8.33,3.6200000000000004e-07
1459602804850,-8.33,7.240000000000001e-07
1459602804860,-8.33,3.6200000000000004e-07
1459602804870,-8.33,3.6200000000000004e-07
1459602804880,-8.33,3.6200000000000004e-07
1459602804890,-8.33,0.0
1459602804900,-8.33,3.6200000000000004e-07
1459602804910,-8.33,3.6200000000000004e-07
1459602804920,-8.33,3.6200000000000004e-07
1459602804930,-8.33,0.0
1459602804940,-8.33,7.240000000000001e-07
1459602804950,-8.33,0.0
1459602804960,-8.33,3.6200000000000004e-07
1459602804970,-8.33,0.0
1459602804980,-8.33,3.6200000000000004e-07
1459602804990,-8.33,0.0
1459602805000,-8.33,3.6200000000000004e-07
1459602805010,-8.33,0.0
1459602805020,-8.33,3.6200000000000004e-07
1459602805030,-8.33,1.0859999999999999e-06
1459602805040,-8.33,7.240000000000001e-07
1459602805050,-8.33,3.6200000000000004e-07
1459602805060,-8.33,0.0
1459602805070,-8.33,3.6200000000000004e-07
1459602805080,-8.33,7.240000000000001e-07
1459602805090,-8.33,0.0
1459602805100,-8.33,7.240000000000001e-07
1459602805110,-8.33,3.6200000000000004e-07
1459602805120,-8.33,3.6200000000000004e-07
1459602805130,-8.33,0.0
