Timestamp,position,BLMTI.06L7.B2I10_TCLA.A6L7.B2
1459606641620,8.7,3.6200000000000004e-07
1459606641630,8.7,3.6200000000000004e-07
1459606641640,8.7,7.240000000000001e-07
1459606641650,8.7,3.6200000000000004e-07
1459606641660,8.7,7.240000000000001e-07
1459606641670,8.7,1.0859999999999999e-06
1459606641680,8.7,3.6200000000000004e-07
1459606641690,8.7,0.0
1459606641700,8.7,7.240000000000001e-07
1459606641710,8.7,3.6200000000000004e-07
1459606641720,8.7,3.6200000000000004e-07
1459606641730,8.7,0.0
1459606641740,8.7,7.240000000000001e-07
1459606641750,8.7,3.6200000000000004e-07
1459606641760,8.7,1.0859999999999999e-06
1459606641770,8.7,0.0
1459606641780,8.7,3.6200000000000004e-07
1459606641790,8.7,3.6200000000000004e-07
1459606641800,8.7,3.6200000000000004e-07
1459606641810,8.7,1.0859999999999999e-06
1459606641820,8.7,0.0
1459606641830,8.7,3.6200000000000004e-07
1459606641840,8.7,1.0859999999999999e-06
1459606641850,8.7,3.6200000000000004e-07
1459606641860,8.7,7.240000000000001e-07
1459606641870,8.7,7.240000000000001e-07
1459606641880,8.7,3.6200000000000004e-07
1459606641890,8.7,7.240000000000001e-07
1459606641900,8.7,3.6200000000000004e-07
1459606641910,8.7,0.0
1459606641920,8.7,0.0
1459606641930,8.7,1.0859999999999999e-06
1459606641940,8.7,7.240000000000001e-07
1459606641950,8.7,7.240000000000001e-07
1459606641960,8.7,0.0
1459606641970,8.7,1.0859999999999999e-06
1459606641980,8.7,7.240000000000001e-07
1459606641990,8.7,3.6200000000000004e-07
1459606642000,8.7,3.6200000000000004e-07
1459606642010,8.7,0.0
1459606642020,8.7,1.0859999999999999e-06
1459606642030,8.7,0.0
1459606642040,8.7,0.0
1459606642050,8.7,1.0859999999999999e-06
1459606642060,8.7,0.0
1459606642070,8.7,0.0
1459606642080,8.7,3.6200000000000004e-07
1459606642090,8.7,3.6200000000000004e-07
1459606642100,8.7,0.0
1459606642110,8.7,3.6200000000000004e-07
1459606642120,8.7,3.6200000000000004e-07
1459606642130,8.7,0.0
1459606642140,8.7,1.4480000000000002e-06
1459606642150,8.7,0.0
1459606642160,8.7,3.6200000000000004e-07
1459606642170,8.7,0.0
1459606642180,8.7,1.4480000000000002e-06
1459606642190,8.7,3.6200000000000004e-07
1459606642200,8.7,3.6200000000000004e-07
1459606642210,8.7,7.240000000000001e-07
1459606642220,8.7,7.240000000000001e-07
1459606642230,8.7,0.0
1459606642240,8.7,7.240000000000001e-07
1459606642250,8.7,3.6200000000000004e-07
1459606642260,8.7,7.240000000000001e-07
1459606642270,8.7,3.6200000000000004e-07
1459606642280,8.7,1.0859999999999999e-06
1459606642290,8.7,3.6200000000000004e-07
1459606642300,8.7,1.0859999999999999e-06
1459606642310,8.7,1.0859999999999999e-06
1459606642320,8.7,1.4480000000000002e-06
1459606642330,8.7,7.240000000000001e-07
1459606642340,8.7,1.0859999999999999e-06
1459606642350,8.7,7.240000000000001e-07
1459606642360,8.7,7.240000000000001e-07
1459606642370,8.7,1.0859999999999999e-06
1459606642380,8.7,1.81e-06
1459606642390,8.7,3.6200000000000004e-07
1459606642400,8.7,1.0859999999999999e-06
1459606642410,8.7,1.0859999999999999e-06
1459606642420,8.7,1.0859999999999999e-06
1459606642430,8.7,7.240000000000001e-07
1459606642440,8.7,3.6200000000000004e-07
1459606642450,8.7,3.6200000000000004e-07
1459606642460,8.7,7.240000000000001e-07
1459606642470,8.7,7.240000000000001e-07
1459606642480,8.7,7.240000000000001e-07
1459606642490,8.7,3.6200000000000004e-07
1459606642500,8.7,1.0859999999999999e-06
1459606642510,8.7,0.0
1459606642520,8.7,1.0859999999999999e-06
1459606642530,8.7,3.6200000000000004e-07
1459606642540,8.7,7.240000000000001e-07
1459606642550,8.7,0.0
1459606642560,8.7,1.0859999999999999e-06
1459606642570,8.7,3.6200000000000004e-07
1459606642580,8.7,1.4480000000000002e-06
1459606642590,8.7,0.0
1459606642600,8.7,7.240000000000001e-07
1459606642610,8.7,3.6200000000000004e-07
1459606642620,8.7,1.0859999999999999e-06
1459606642630,8.7,0.0
1459606642640,8.7,3.6200000000000004e-07
1459606642650,8.7,7.240000000000001e-07
1459606642660,8.7,7.240000000000001e-07
1459606642670,8.7,7.240000000000001e-07
1459606642680,8.7,3.6200000000000004e-07
1459606642690,8.7,0.0
1459606642700,8.7,7.240000000000001e-07
1459606642710,8.7,0.0
1459606642720,8.7,3.6200000000000004e-07
1459606642730,8.7,3.6200000000000004e-07
1459606642740,8.7,7.240000000000001e-07
1459606642750,8.7,0.0
1459606642760,8.7,3.6200000000000004e-07
1459606642770,8.7,7.240000000000001e-07
