Timestamp,position,BLMTI.06L8.B2I10_TCLIB.6L8.B2
1459605083090,-9.72,7.240000000000001e-07
1459605083100,-9.72,0.0
1459605083110,-9.72,0.0
1459605083120,-9.72,0.0
1459605083130,-9.72,0.0
1459605083140,-9.72,3.6200000000000004e-07
1459605083150,-9.72,3.6200000000000004e-07
1459605083160,-9.72,3.6200000000000004e-07
1459605083170,-9.72,0.0
1459605083180,-9.72,3.6200000000000004e-07
1459605083190,-9.72,3.6200000000000004e-07
1459605083200,-9.72,0.0
1459605083210,-9.72,0.0
1459605083220,-9.72,0.0
1459605083230,-9.72,7.240000000000001e-07
1459605083240,-9.72,0.0
1459605083250,-9.72,3.6200000000000004e-07
1459605083260,-9.72,0.0
1459605083270,-9.72,3.6200000000000004e-07
1459605083280,-9.72,0.0
1459605083290,-9.72,1.4480000000000002e-06
1459605083300,-9.72,0.0
1459605083310,-9.72,0.0
1459605083320,-9.72,1.0859999999999999e-06
1459605083330,-9.72,0.0
1459605083340,-9.72,7.240000000000001e-07
1459605083350,-9.72,3.6200000000000004e-07
1459605083360,-9.72,3.6200000000000004e-07
1459605083370,-9.72,0.0
1459605083380,-9.72,3.6200000000000004e-07
1459605083390,-9.72,7.240000000000001e-07
1459605083400,-9.72,0.0
1459605083410,-9.72,0.0
1459605083420,-9.72,3.6200000000000004e-07
1459605083430,-9.72,0.0
1459605083440,-9.72,3.6200000000000004e-07
1459605083450,-9.72,3.6200000000000004e-07
1459605083460,-9.72,3.6200000000000004e-07
1459605083470,-9.72,3.6200000000000004e-07
1459605083480,-9.72,0.0
1459605083490,-9.72,3.6200000000000004e-07
1459605083500,-9.72,3.6200000000000004e-07
1459605083510,-9.72,0.0
1459605083520,-9.72,3.6200000000000004e-07
1459605083530,-9.72,3.6200000000000004e-07
1459605083540,-9.72,3.6200000000000004e-07
1459605083550,-9.72,0.0
1459605083560,-9.72,0.0
1459605083570,-9.72,3.6200000000000004e-07
1459605083580,-9.72,3.6200000000000004e-07
1459605083590,-9.72,3.6200000000000004e-07
1459605083600,-9.72,7.240000000000001e-07
1459605083610,-9.72,0.0
1459605083620,-9.72,0.0
1459605083630,-9.72,7.240000000000001e-07
1459605083640,-9.72,0.0
1459605083650,-9.72,7.240000000000001e-07
1459605083660,-9.72,0.0
1459605083670,-9.72,3.6200000000000004e-07
1459605083680,-9.72,3.6200000000000004e-07
1459605083690,-9.72,7.240000000000001e-07
1459605083700,-9.72,7.240000000000001e-07
1459605083710,-9.72,7.240000000000001e-07
1459605083720,-9.72,0.0
1459605083730,-9.72,0.0
1459605083740,-9.72,3.6200000000000004e-07
1459605083750,-9.72,3.6200000000000004e-07
1459605083760,-9.72,3.6200000000000004e-07
1459605083770,-9.72,7.240000000000001e-07
1459605083780,-9.72,3.6200000000000004e-07
1459605083790,-9.72,0.0
1459605083800,-9.72,3.6200000000000004e-07
1459605083810,-9.72,3.6200000000000004e-07
1459605083820,-9.72,3.6200000000000004e-07
1459605083830,-9.72,0.0
1459605083840,-9.72,7.240000000000001e-07
1459605083850,-9.72,0.0
1459605083860,-9.72,7.240000000000001e-07
1459605083870,-9.72,0.0
1459605083880,-9.72,0.0
1459605083890,-9.72,3.6200000000000004e-07
1459605083900,-9.72,3.6200000000000004e-07
1459605083910,-9.72,0.0
1459605083920,-9.72,0.0
1459605083930,-9.72,3.6200000000000004e-07
1459605083940,-9.72,7.240000000000001e-07
1459605083950,-9.72,1.0859999999999999e-06
1459605083960,-9.72,0.0
1459605083970,-9.72,0.0
1459605083980,-9.72,0.0
1459605083990,-9.72,3.6200000000000004e-07
1459605084000,-9.72,3.6200000000000004e-07
1459605084010,-9.72,7.240000000000001e-07
1459605084020,-9.72,0.0
1459605084030,-9.72,0.0
1459605084040,-9.72,3.6200000000000004e-07
1459605084050,-9.72,7.240000000000001e-07
1459605084060,-9.72,3.6200000000000004e-07
1459605084070,-9.72,3.6200000000000004e-07
1459605084080,-9.72,3.6200000000000004e-07
1459605084090,-9.72,3.6200000000000004e-07
1459605084100,-9.72,7.240000000000001e-07
1459605084110,-9.72,0.0
1459605084120,-9.72,3.6200000000000004e-07
1459605084130,-9.72,3.6200000000000004e-07
1459605084140,-9.72,3.6200000000000004e-07
1459605084150,-9.72,3.6200000000000004e-07
1459605084160,-9.72,3.6200000000000004e-07
1459605084170,-9.72,0.0
1459605084180,-9.72,7.240000000000001e-07
1459605084190,-9.72,3.6200000000000004e-07
1459605084200,-9.72,0.0
1459605084210,-9.72,3.6200000000000004e-07
1459605084220,-9.72,7.240000000000001e-07
1459605084230,-9.72,0.0
1459605084240,-9.72,3.6200000000000004e-07
1459605084250,-9.72,3.6200000000000004e-07
1459605084260,-9.72,0.0
1459605084270,-9.72,0.0
1459605084280,-9.72,7.240000000000001e-07
1459605084290,-9.72,0.0
1459605084300,-9.72,3.6200000000000004e-07
1459605084310,-9.72,0.0
1459605084320,-9.72,3.6200000000000004e-07
1459605084330,-9.72,0.0
1459605084340,-9.72,7.240000000000001e-07
1459605084350,-9.72,0.0
1459605084360,-9.72,0.0
1459605084370,-9.72,3.6200000000000004e-07
1459605084380,-9.72,3.6200000000000004e-07
1459605084390,-9.72,0.0
1459605084400,-9.72,3.6200000000000004e-07
1459605084410,-9.72,3.6200000000000004e-07
1459605084420,-9.72,7.240000000000001e-07
1459605084430,-9.72,1.0859999999999999e-06
1459605084440,-9.72,0.0
1459605084450,-9.72,0.0
1459605084460,-9.72,3.6200000000000004e-07
1459605084470,-9.72,3.6200000000000004e-07
1459605084480,-9.72,3.6200000000000004e-07
1459605084490,-9.72,7.240000000000001e-07
1459605084500,-9.72,0.0
1459605084510,-9.72,3.6200000000000004e-07
1459605084520,-9.72,7.240000000000001e-07
1459605084530,-9.72,0.0
1459605084540,-9.72,0.0
1459605084550,-9.72,3.6200000000000004e-07
1459605084560,-9.72,7.240000000000001e-07
1459605084570,-9.72,7.240000000000001e-07
1459605084580,-9.72,3.6200000000000004e-07
1459605084590,-9.72,0.0
1459605084600,-9.72,3.6200000000000004e-07
1459605084610,-9.72,3.6200000000000004e-07
1459605084620,-9.72,0.0
1459605084630,-9.72,7.240000000000001e-07
1459605084640,-9.72,0.0
1459605084650,-9.72,0.0
1459605084660,-9.72,0.0
1459605084670,-9.72,7.240000000000001e-07
1459605084680,-9.72,3.6200000000000004e-07
1459605084690,-9.72,3.6200000000000004e-07
1459605084700,-9.72,3.6200000000000004e-07
1459605084710,-9.72,3.6200000000000004e-07
1459605084720,-9.72,0.0
1459605084730,-9.72,7.240000000000001e-07
1459605084740,-9.72,3.6200000000000004e-07
1459605084750,-9.72,3.6200000000000004e-07
1459605084760,-9.72,3.6200000000000004e-07
1459605084770,-9.72,0.0
1459605084780,-9.72,3.6200000000000004e-07
1459605084790,-9.72,0.0
1459605084800,-9.72,3.6200000000000004e-07
1459605084810,-9.72,0.0
1459605084820,-9.72,7.240000000000001e-07
1459605084830,-9.72,3.6200000000000004e-07
1459605084840,-9.72,3.6200000000000004e-07
1459605084850,-9.72,0.0
1459605084860,-9.72,1.0859999999999999e-06
1459605084870,-9.72,0.0
1459605084880,-9.72,7.240000000000001e-07
1459605084890,-9.72,0.0
1459605084900,-9.72,3.6200000000000004e-07
1459605084910,-9.72,0.0
1459605084920,-9.72,3.6200000000000004e-07
1459605084930,-9.72,3.6200000000000004e-07
1459605084940,-9.72,3.6200000000000004e-07
1459605084950,-9.72,0.0
1459605084960,-9.72,1.4480000000000002e-06
1459605084970,-9.72,0.0
1459605084980,-9.72,0.0
1459605084990,-9.72,3.6200000000000004e-07
1459605085000,-9.72,7.240000000000001e-07
1459605085010,-9.72,0.0
1459605085020,-9.72,0.0
1459605085030,-9.72,0.0
1459605085040,-9.72,0.0
1459605085050,-9.72,3.6200000000000004e-07
1459605085060,-9.72,7.240000000000001e-07
1459605085070,-9.72,3.6200000000000004e-07
1459605085080,-9.72,0.0
1459605085090,-9.72,3.6200000000000004e-07
1459605085100,-9.72,3.6200000000000004e-07
1459605085110,-9.72,3.6200000000000004e-07
1459605085120,-9.72,3.6200000000000004e-07
1459605085130,-9.72,0.0
1459605085140,-9.72,3.6200000000000004e-07
1459605085150,-9.72,7.240000000000001e-07
1459605085160,-9.72,3.6200000000000004e-07
1459605085170,-9.72,3.6200000000000004e-07
1459605085180,-9.72,0.0
1459605085190,-9.72,0.0
1459605085200,-9.72,3.6200000000000004e-07
1459605085210,-9.72,3.6200000000000004e-07
1459605085220,-9.72,3.6200000000000004e-07
1459605085230,-9.72,0.0
1459605085240,-9.72,7.240000000000001e-07
1459605085250,-9.72,0.0
1459605085260,-9.72,7.240000000000001e-07
1459605085270,-9.72,3.6200000000000004e-07
1459605085280,-9.72,0.0
1459605085290,-9.72,3.6200000000000004e-07
1459605085300,-9.72,0.0
1459605085310,-9.72,3.6200000000000004e-07
1459605085320,-9.72,0.0
1459605085330,-9.72,3.6200000000000004e-07
1459605085340,-9.72,3.6200000000000004e-07
1459605085350,-9.72,3.6200000000000004e-07
1459605085360,-9.72,7.240000000000001e-07
1459605085370,-9.72,3.6200000000000004e-07
1459605085380,-9.72,0.0
1459605085390,-9.72,0.0
1459605085400,-9.72,0.0
1459605085410,-9.72,3.6200000000000004e-07
1459605085420,-9.72,3.6200000000000004e-07
1459605085430,-9.72,3.6200000000000004e-07
1459605085440,-9.72,0.0
1459605085450,-9.72,0.0
