Timestamp,position,BLMTI.04L2.B1E10_TCTPV.4L2.B1
1459604786590,9.04,3.6200000000000004e-07
1459604786600,9.04,0.0
1459604786610,9.04,3.6200000000000004e-07
1459604786620,9.04,0.0
1459604786630,9.04,3.6200000000000004e-07
1459604786640,9.04,0.0
1459604786650,9.04,7.240000000000001e-07
1459604786660,9.04,0.0
1459604786670,9.04,3.6200000000000004e-07
1459604786680,9.04,0.0
1459604786690,9.04,0.0
1459604786700,9.04,7.240000000000001e-07
1459604786710,9.04,3.6200000000000004e-07
1459604786720,9.04,7.240000000000001e-07
1459604786730,9.04,0.0
1459604786740,9.04,7.240000000000001e-07
1459604786750,9.04,7.240000000000001e-07
1459604786760,9.04,3.6200000000000004e-07
1459604786770,9.04,0.0
1459604786780,9.04,3.6200000000000004e-07
1459604786790,9.04,3.6200000000000004e-07
1459604786800,9.04,0.0
1459604786810,9.04,3.6200000000000004e-07
1459604786820,9.04,0.0
1459604786830,9.04,1.4480000000000002e-06
1459604786840,9.04,0.0
1459604786850,9.04,3.6200000000000004e-07
1459604786860,9.04,0.0
1459604786870,9.04,3.6200000000000004e-07
1459604786880,9.04,0.0
1459604786890,9.04,0.0
1459604786900,9.04,7.240000000000001e-07
1459604786910,9.04,0.0
1459604786920,9.04,7.240000000000001e-07
1459604786930,9.04,0.0
1459604786940,9.04,1.0859999999999999e-06
1459604786950,9.04,0.0
1459604786960,9.04,7.240000000000001e-07
1459604786970,9.04,3.6200000000000004e-07
1459604786980,9.04,3.6200000000000004e-07
1459604786990,9.04,0.0
1459604787000,9.04,3.6200000000000004e-07
1459604787010,9.04,1.0859999999999999e-06
1459604787020,9.04,0.0
1459604787030,9.04,1.0859999999999999e-06
1459604787040,9.04,0.0
1459604787050,9.04,3.6200000000000004e-07
1459604787060,9.04,0.0
1459604787070,9.04,3.6200000000000004e-07
1459604787080,9.04,0.0
1459604787090,9.04,3.6200000000000004e-07
1459604787100,9.04,0.0
1459604787110,9.04,7.240000000000001e-07
1459604787120,9.04,0.0
1459604787130,9.04,3.6200000000000004e-07
1459604787140,9.04,1.0859999999999999e-06
1459604787150,9.04,0.0
1459604787160,9.04,3.6200000000000004e-07
1459604787170,9.04,3.6200000000000004e-07
1459604787180,9.04,7.240000000000001e-07
1459604787190,9.04,0.0
1459604787200,9.04,1.0859999999999999e-06
1459604787210,9.04,0.0
1459604787220,9.04,0.0
1459604787230,9.04,1.0859999999999999e-06
1459604787240,9.04,0.0
1459604787250,9.04,3.6200000000000004e-07
1459604787260,9.04,3.6200000000000004e-07
1459604787270,9.04,1.0859999999999999e-06
1459604787280,9.04,0.0
1459604787290,9.04,0.0
1459604787300,9.04,0.0
1459604787310,9.04,3.6200000000000004e-07
1459604787320,9.04,3.6200000000000004e-07
1459604787330,9.04,7.240000000000001e-07
1459604787340,9.04,0.0
1459604787350,9.04,0.0
1459604787360,9.04,7.240000000000001e-07
1459604787370,9.04,0.0
1459604787380,9.04,0.0
1459604787390,9.04,0.0
1459604787400,9.04,3.6200000000000004e-07
1459604787410,9.04,3.6200000000000004e-07
1459604787420,9.04,7.240000000000001e-07
1459604787430,9.04,0.0
1459604787440,9.04,7.240000000000001e-07
1459604787450,9.04,7.240000000000001e-07
1459604787460,9.04,7.240000000000001e-07
1459604787470,9.04,7.240000000000001e-07
1459604787480,9.04,0.0
1459604787490,9.04,1.0859999999999999e-06
1459604787500,9.04,0.0
1459604787510,9.04,1.0859999999999999e-06
1459604787520,9.04,0.0
1459604787530,9.04,0.0
1459604787540,9.04,0.0
1459604787550,9.04,3.6200000000000004e-07
1459604787560,9.04,0.0
1459604787570,9.04,0.0
1459604787580,9.04,1.0859999999999999e-06
1459604787590,9.04,3.6200000000000004e-07
1459604787600,9.04,0.0
1459604787610,9.04,3.6200000000000004e-07
1459604787620,9.04,3.6200000000000004e-07
1459604787630,9.04,3.6200000000000004e-07
1459604787640,9.04,3.6200000000000004e-07
1459604787650,9.04,3.6200000000000004e-07
1459604787660,9.04,7.240000000000001e-07
1459604787670,9.04,7.240000000000001e-07
