Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1459604932910,-6.77,0.0
1459604932920,-6.77,7.240000000000001e-07
1459604932930,-6.77,0.0
1459604932940,-6.77,7.240000000000001e-07
1459604932950,-6.77,3.6200000000000004e-07
1459604932960,-6.77,0.0
1459604932970,-6.77,3.6200000000000004e-07
1459604932980,-6.77,7.240000000000001e-07
1459604932990,-6.77,0.0
1459604933000,-6.77,7.240000000000001e-07
1459604933010,-6.77,3.6200000000000004e-07
1459604933020,-6.77,3.6200000000000004e-07
1459604933030,-6.77,3.6200000000000004e-07
1459604933040,-6.77,3.6200000000000004e-07
1459604933050,-6.77,7.240000000000001e-07
1459604933060,-6.77,3.6200000000000004e-07
1459604933070,-6.77,0.0
1459604933080,-6.77,3.6200000000000004e-07
1459604933090,-6.77,0.0
1459604933100,-6.77,3.6200000000000004e-07
1459604933110,-6.77,0.0
1459604933120,-6.77,3.6200000000000004e-07
1459604933130,-6.77,3.6200000000000004e-07
1459604933140,-6.77,0.0
1459604933150,-6.77,7.240000000000001e-07
1459604933160,-6.77,3.6200000000000004e-07
1459604933170,-6.77,0.0
1459604933180,-6.77,1.4480000000000002e-06
1459604933190,-6.77,0.0
1459604933200,-6.77,3.6200000000000004e-07
1459604933210,-6.77,3.6200000000000004e-07
1459604933220,-6.77,0.0
1459604933230,-6.77,3.6200000000000004e-07
1459604933240,-6.77,3.6200000000000004e-07
1459604933250,-6.77,0.0
1459604933260,-6.77,7.240000000000001e-07
1459604933270,-6.77,0.0
1459604933280,-6.77,7.240000000000001e-07
1459604933290,-6.77,3.6200000000000004e-07
1459604933300,-6.77,7.240000000000001e-07
1459604933310,-6.77,3.6200000000000004e-07
1459604933320,-6.77,0.0
1459604933330,-6.77,0.0
1459604933340,-6.77,7.240000000000001e-07
1459604933350,-6.77,0.0
1459604933360,-6.77,7.240000000000001e-07
1459604933370,-6.77,0.0
1459604933380,-6.77,1.0859999999999999e-06
1459604933390,-6.77,0.0
1459604933400,-6.77,3.6200000000000004e-07
1459604933410,-6.77,7.240000000000001e-07
1459604933420,-6.77,7.240000000000001e-07
1459604933430,-6.77,7.240000000000001e-07
1459604933440,-6.77,3.6200000000000004e-07
1459604933450,-6.77,0.0
1459604933460,-6.77,3.6200000000000004e-07
1459604933470,-6.77,3.6200000000000004e-07
1459604933480,-6.77,3.6200000000000004e-07
1459604933490,-6.77,1.4480000000000002e-06
1459604933500,-6.77,0.0
1459604933510,-6.77,3.6200000000000004e-07
1459604933520,-6.77,1.0859999999999999e-06
1459604933530,-6.77,7.240000000000001e-07
1459604933540,-6.77,0.0
1459604933550,-6.77,3.6200000000000004e-07
1459604933560,-6.77,7.240000000000001e-07
1459604933570,-6.77,3.6200000000000004e-07
1459604933580,-6.77,3.6200000000000004e-07
1459604933590,-6.77,0.0
1459604933600,-6.77,7.240000000000001e-07
1459604933610,-6.77,0.0
1459604933620,-6.77,7.240000000000001e-07
1459604933630,-6.77,0.0
1459604933640,-6.77,3.6200000000000004e-07
1459604933650,-6.77,7.240000000000001e-07
1459604933660,-6.77,3.6200000000000004e-07
1459604933670,-6.77,0.0
1459604933680,-6.77,3.6200000000000004e-07
1459604933690,-6.77,0.0
1459604933700,-6.77,7.240000000000001e-07
1459604933710,-6.77,0.0
1459604933720,-6.77,0.0
1459604933730,-6.77,3.6200000000000004e-07
1459604933740,-6.77,7.240000000000001e-07
1459604933750,-6.77,1.0859999999999999e-06
1459604933760,-6.77,0.0
1459604933770,-6.77,0.0
1459604933780,-6.77,3.6200000000000004e-07
1459604933790,-6.77,3.6200000000000004e-07
1459604933800,-6.77,7.240000000000001e-07
1459604933810,-6.77,0.0
1459604933820,-6.77,1.0859999999999999e-06
1459604933830,-6.77,0.0
1459604933840,-6.77,1.0859999999999999e-06
1459604933850,-6.77,0.0
1459604933860,-6.77,3.6200000000000004e-07
1459604933870,-6.77,3.6200000000000004e-07
1459604933880,-6.77,7.240000000000001e-07
1459604933890,-6.77,0.0
1459604933900,-6.77,3.6200000000000004e-07
1459604933910,-6.77,0.0
1459604933920,-6.77,7.240000000000001e-07
1459604933930,-6.77,3.6200000000000004e-07
1459604933940,-6.77,3.6200000000000004e-07
1459604933950,-6.77,3.6200000000000004e-07
1459604933960,-6.77,7.240000000000001e-07
1459604933970,-6.77,3.6200000000000004e-07
1459604933980,-6.77,3.6200000000000004e-07
1459604933990,-6.77,0.0
1459604934000,-6.77,3.6200000000000004e-07
1459604934010,-6.77,3.6200000000000004e-07
1459604934020,-6.77,1.0859999999999999e-06
1459604934030,-6.77,0.0
1459604934040,-6.77,0.0
1459604934050,-6.77,3.6200000000000004e-07
1459604934060,-6.77,1.0859999999999999e-06
1459604934070,-6.77,3.6200000000000004e-07
1459604934080,-6.77,7.240000000000001e-07
1459604934090,-6.77,0.0
1459604934100,-6.77,3.6200000000000004e-07
1459604934110,-6.77,0.0
1459604934120,-6.77,0.0
1459604934130,-6.77,3.6200000000000004e-07
1459604934140,-6.77,3.6200000000000004e-07
1459604934150,-6.77,7.240000000000001e-07
1459604934160,-6.77,3.6200000000000004e-07
1459604934170,-6.77,7.240000000000001e-07
1459604934180,-6.77,0.0
1459604934190,-6.77,0.0
1459604934200,-6.77,7.240000000000001e-07
1459604934210,-6.77,3.6200000000000004e-07
1459604934220,-6.77,3.6200000000000004e-07
1459604934230,-6.77,3.6200000000000004e-07
1459604934240,-6.77,3.6200000000000004e-07
1459604934250,-6.77,0.0
1459604934260,-6.77,7.240000000000001e-07
1459604934270,-6.77,0.0
1459604934280,-6.77,7.240000000000001e-07
1459604934290,-6.77,0.0
1459604934300,-6.77,3.6200000000000004e-07
1459604934310,-6.77,0.0
1459604934320,-6.77,7.240000000000001e-07
1459604934330,-6.77,0.0
1459604934340,-6.77,0.0
1459604934350,-6.77,3.6200000000000004e-07
1459604934360,-6.77,7.240000000000001e-07
1459604934370,-6.77,0.0
1459604934380,-6.77,3.6200000000000004e-07
1459604934390,-6.77,3.6200000000000004e-07
1459604934400,-6.77,3.6200000000000004e-07
1459604934410,-6.77,0.0
1459604934420,-6.77,0.0
1459604934430,-6.77,3.6200000000000004e-07
1459604934440,-6.77,7.240000000000001e-07
1459604934450,-6.77,0.0
1459604934460,-6.77,1.0859999999999999e-06
1459604934470,-6.77,0.0
1459604934480,-6.77,3.6200000000000004e-07
1459604934490,-6.77,0.0
1459604934500,-6.77,0.0
1459604934510,-6.77,0.0
1459604934520,-6.77,3.6200000000000004e-07
1459604934530,-6.77,7.240000000000001e-07
1459604934540,-6.77,7.240000000000001e-07
1459604934550,-6.77,0.0
1459604934560,-6.77,7.240000000000001e-07
1459604934570,-6.77,0.0
1459604934580,-6.77,7.240000000000001e-07
1459604934590,-6.77,3.6200000000000004e-07
1459604934600,-6.77,3.6200000000000004e-07
1459604934610,-6.77,3.6200000000000004e-07
1459604934620,-6.77,0.0
1459604934630,-6.77,0.0
1459604934640,-6.77,7.240000000000001e-07
1459604934650,-6.77,0.0
1459604934660,-6.77,3.6200000000000004e-07
1459604934670,-6.77,0.0
1459604934680,-6.77,3.6200000000000004e-07
1459604934690,-6.77,3.6200000000000004e-07
1459604934700,-6.77,3.6200000000000004e-07
1459604934710,-6.77,3.6200000000000004e-07
1459604934720,-6.77,1.0859999999999999e-06
1459604934730,-6.77,0.0
1459604934740,-6.77,7.240000000000001e-07
1459604934750,-6.77,0.0
1459604934760,-6.77,0.0
1459604934770,-6.77,3.6200000000000004e-07
1459604934780,-6.77,3.6200000000000004e-07
1459604934790,-6.77,3.6200000000000004e-07
1459604934800,-6.77,7.240000000000001e-07
1459604934810,-6.77,0.0
1459604934820,-6.77,7.240000000000001e-07
1459604934830,-6.77,7.240000000000001e-07
1459604934840,-6.77,0.0
1459604934850,-6.77,3.6200000000000004e-07
1459604934860,-6.77,0.0
1459604934870,-6.77,0.0
1459604934880,-6.77,7.240000000000001e-07
1459604934890,-6.77,3.6200000000000004e-07
1459604934900,-6.77,7.240000000000001e-07
1459604934910,-6.77,0.0
1459604934920,-6.77,3.6200000000000004e-07
1459604934930,-6.77,3.6200000000000004e-07
1459604934940,-6.77,3.6200000000000004e-07
1459604934950,-6.77,3.6200000000000004e-07
1459604934960,-6.77,3.6200000000000004e-07
1459604934970,-6.77,3.6200000000000004e-07
1459604934980,-6.77,7.240000000000001e-07
1459604934990,-6.77,0.0
1459604935000,-6.77,0.0
1459604935010,-6.77,3.6200000000000004e-07
1459604935020,-6.77,7.240000000000001e-07
1459604935030,-6.77,0.0
1459604935040,-6.77,3.6200000000000004e-07
1459604935050,-6.77,0.0
1459604935060,-6.77,3.6200000000000004e-07
1459604935070,-6.77,0.0
1459604935080,-6.77,7.240000000000001e-07
1459604935090,-6.77,0.0
1459604935100,-6.77,3.6200000000000004e-07
1459604935110,-6.77,0.0
1459604935120,-6.77,0.0
1459604935130,-6.77,3.6200000000000004e-07
1459604935140,-6.77,3.6200000000000004e-07
1459604935150,-6.77,7.240000000000001e-07
1459604935160,-6.77,0.0
1459604935170,-6.77,3.6200000000000004e-07
1459604935180,-6.77,7.240000000000001e-07
1459604935190,-6.77,0.0
1459604935200,-6.77,1.0859999999999999e-06
1459604935210,-6.77,0.0
1459604935220,-6.77,0.0
1459604935230,-6.77,3.6200000000000004e-07
1459604935240,-6.77,0.0
1459604935250,-6.77,7.240000000000001e-07
