Timestamp,position,BLMTI.05R3.B1I10_TCLA.B5R3.B1
1459601431010,-9.295,0.0
1459601431020,-9.295,7.240000000000001e-07
1459601431030,-9.295,3.6200000000000004e-07
1459601431040,-9.295,0.0
1459601431050,-9.295,3.6200000000000004e-07
1459601431060,-9.295,0.0
1459601431070,-9.295,7.240000000000001e-07
1459601431080,-9.295,0.0
1459601431090,-9.295,0.0
1459601431100,-9.295,0.0
1459601431110,-9.295,3.6200000000000004e-07
1459601431120,-9.295,3.6200000000000004e-07
1459601431130,-9.295,3.6200000000000004e-07
1459601431140,-9.295,0.0
1459601431150,-9.295,1.0859999999999999e-06
1459601431160,-9.295,3.6200000000000004e-07
1459601431170,-9.295,7.240000000000001e-07
1459601431180,-9.295,0.0
1459601431190,-9.295,3.6200000000000004e-07
1459601431200,-9.295,0.0
1459601431210,-9.295,1.0859999999999999e-06
1459601431220,-9.295,0.0
1459601431230,-9.295,7.240000000000001e-07
1459601431240,-9.295,0.0
1459601431250,-9.295,0.0
1459601431260,-9.295,0.0
1459601431270,-9.295,1.0859999999999999e-06
1459601431280,-9.295,0.0
1459601431290,-9.295,0.0
1459601431300,-9.295,0.0
1459601431310,-9.295,7.240000000000001e-07
1459601431320,-9.295,7.240000000000001e-07
1459601431330,-9.295,3.6200000000000004e-07
1459601431340,-9.295,7.240000000000001e-07
1459601431350,-9.295,0.0
1459601431360,-9.295,7.240000000000001e-07
1459601431370,-9.295,7.240000000000001e-07
1459601431380,-9.295,0.0
1459601431390,-9.295,0.0
1459601431400,-9.295,0.0
1459601431410,-9.295,3.6200000000000004e-07
1459601431420,-9.295,3.6200000000000004e-07
1459601431430,-9.295,7.240000000000001e-07
1459601431440,-9.295,0.0
1459601431450,-9.295,0.0
1459601431460,-9.295,3.6200000000000004e-07
1459601431470,-9.295,0.0
1459601431480,-9.295,0.0
1459601431490,-9.295,7.240000000000001e-07
1459601431500,-9.295,3.6200000000000004e-07
1459601431510,-9.295,3.6200000000000004e-07
1459601431520,-9.295,0.0
1459601431530,-9.295,3.6200000000000004e-07
1459601431540,-9.295,0.0
1459601431550,-9.295,3.6200000000000004e-07
1459601431560,-9.295,3.6200000000000004e-07
1459601431570,-9.295,3.6200000000000004e-07
1459601431580,-9.295,0.0
1459601431590,-9.295,7.240000000000001e-07
1459601431600,-9.295,0.0
1459601431610,-9.295,7.240000000000001e-07
1459601431620,-9.295,0.0
1459601431630,-9.295,1.0859999999999999e-06
1459601431640,-9.295,0.0
1459601431650,-9.295,0.0
1459601431660,-9.295,3.6200000000000004e-07
1459601431670,-9.295,7.240000000000001e-07
1459601431680,-9.295,0.0
1459601431690,-9.295,1.0859999999999999e-06
1459601431700,-9.295,0.0
1459601431710,-9.295,1.4480000000000002e-06
1459601431720,-9.295,0.0
1459601431730,-9.295,0.0
1459601431740,-9.295,0.0
1459601431750,-9.295,7.240000000000001e-07
1459601431760,-9.295,0.0
1459601431770,-9.295,3.6200000000000004e-07
1459601431780,-9.295,3.6200000000000004e-07
1459601431790,-9.295,3.6200000000000004e-07
1459601431800,-9.295,3.6200000000000004e-07
1459601431810,-9.295,3.6200000000000004e-07
1459601431820,-9.295,0.0
1459601431830,-9.295,3.6200000000000004e-07
1459601431840,-9.295,1.0859999999999999e-06
1459601431850,-9.295,0.0
1459601431860,-9.295,3.6200000000000004e-07
1459601431870,-9.295,3.6200000000000004e-07
1459601431880,-9.295,3.6200000000000004e-07
1459601431890,-9.295,3.6200000000000004e-07
1459601431900,-9.295,0.0
1459601431910,-9.295,7.240000000000001e-07
1459601431920,-9.295,0.0
1459601431930,-9.295,3.6200000000000004e-07
1459601431940,-9.295,3.6200000000000004e-07
1459601431950,-9.295,0.0
1459601431960,-9.295,0.0
1459601431970,-9.295,7.240000000000001e-07
1459601431980,-9.295,3.6200000000000004e-07
1459601431990,-9.295,3.6200000000000004e-07
1459601432000,-9.295,0.0
1459601432010,-9.295,7.240000000000001e-07
1459601432020,-9.295,0.0
1459601432030,-9.295,7.240000000000001e-07
1459601432040,-9.295,3.6200000000000004e-07
1459601432050,-9.295,3.6200000000000004e-07
1459601432060,-9.295,3.6200000000000004e-07
1459601432070,-9.295,7.240000000000001e-07
1459601432080,-9.295,0.0
1459601432090,-9.295,3.6200000000000004e-07
1459601432100,-9.295,0.0
1459601432110,-9.295,7.240000000000001e-07
1459601432120,-9.295,0.0
1459601432130,-9.295,7.240000000000001e-07
1459601432140,-9.295,0.0
1459601432150,-9.295,1.0859999999999999e-06
1459601432160,-9.295,0.0
1459601432170,-9.295,1.4480000000000002e-06
1459601432180,-9.295,3.6200000000000004e-07
1459601432190,-9.295,7.240000000000001e-07
1459601432200,-9.295,0.0
1459601432210,-9.295,0.0
1459601432220,-9.295,0.0
1459601432230,-9.295,7.240000000000001e-07
1459601432240,-9.295,0.0
1459601432250,-9.295,7.240000000000001e-07
1459601432260,-9.295,0.0
1459601432270,-9.295,7.240000000000001e-07
1459601432280,-9.295,0.0
1459601432290,-9.295,7.240000000000001e-07
1459601432300,-9.295,0.0
1459601432310,-9.295,7.240000000000001e-07
1459601432320,-9.295,3.6200000000000004e-07
1459601432330,-9.295,0.0
1459601432340,-9.295,3.6200000000000004e-07
1459601432350,-9.295,1.0859999999999999e-06
1459601432360,-9.295,3.6200000000000004e-07
1459601432370,-9.295,0.0
1459601432380,-9.295,0.0
1459601432390,-9.295,7.240000000000001e-07
1459601432400,-9.295,3.6200000000000004e-07
1459601432410,-9.295,3.6200000000000004e-07
1459601432420,-9.295,0.0
1459601432430,-9.295,3.6200000000000004e-07
1459601432440,-9.295,0.0
1459601432450,-9.295,7.240000000000001e-07
1459601432460,-9.295,0.0
1459601432470,-9.295,7.240000000000001e-07
1459601432480,-9.295,0.0
1459601432490,-9.295,3.6200000000000004e-07
1459601432500,-9.295,0.0
1459601432510,-9.295,7.240000000000001e-07
1459601432520,-9.295,0.0
1459601432530,-9.295,7.240000000000001e-07
1459601432540,-9.295,0.0
1459601432550,-9.295,3.6200000000000004e-07
1459601432560,-9.295,0.0
1459601432570,-9.295,7.240000000000001e-07
1459601432580,-9.295,0.0
1459601432590,-9.295,7.240000000000001e-07
1459601432600,-9.295,0.0
1459601432610,-9.295,3.6200000000000004e-07
1459601432620,-9.295,0.0
1459601432630,-9.295,7.240000000000001e-07
1459601432640,-9.295,0.0
1459601432650,-9.295,0.0
1459601432660,-9.295,3.6200000000000004e-07
1459601432670,-9.295,7.240000000000001e-07
1459601432680,-9.295,0.0
1459601432690,-9.295,7.240000000000001e-07
1459601432700,-9.295,0.0
1459601432710,-9.295,7.240000000000001e-07
1459601432720,-9.295,3.6200000000000004e-07
1459601432730,-9.295,3.6200000000000004e-07
1459601432740,-9.295,0.0
1459601432750,-9.295,3.6200000000000004e-07
1459601432760,-9.295,3.6200000000000004e-07
1459601432770,-9.295,1.0859999999999999e-06
1459601432780,-9.295,0.0
1459601432790,-9.295,3.6200000000000004e-07
1459601432800,-9.295,0.0
1459601432810,-9.295,1.0859999999999999e-06
1459601432820,-9.295,0.0
1459601432830,-9.295,1.0859999999999999e-06
1459601432840,-9.295,0.0
1459601432850,-9.295,0.0
1459601432860,-9.295,0.0
1459601432870,-9.295,7.240000000000001e-07
1459601432880,-9.295,0.0
1459601432890,-9.295,1.0859999999999999e-06
1459601432900,-9.295,0.0
1459601432910,-9.295,3.6200000000000004e-07
1459601432920,-9.295,0.0
1459601432930,-9.295,7.240000000000001e-07
1459601432940,-9.295,0.0
1459601432950,-9.295,1.0859999999999999e-06
1459601432960,-9.295,0.0
1459601432970,-9.295,7.240000000000001e-07
1459601432980,-9.295,3.6200000000000004e-07
1459601432990,-9.295,7.240000000000001e-07
1459601433000,-9.295,0.0
1459601433010,-9.295,0.0
1459601433020,-9.295,3.6200000000000004e-07
1459601433030,-9.295,3.6200000000000004e-07
1459601433040,-9.295,0.0
1459601433050,-9.295,7.240000000000001e-07
1459601433060,-9.295,0.0
1459601433070,-9.295,1.0859999999999999e-06
1459601433080,-9.295,0.0
1459601433090,-9.295,3.6200000000000004e-07
1459601433100,-9.295,0.0
1459601433110,-9.295,3.6200000000000004e-07
1459601433120,-9.295,0.0
1459601433130,-9.295,3.6200000000000004e-07
1459601433140,-9.295,3.6200000000000004e-07
1459601433150,-9.295,7.240000000000001e-07
1459601433160,-9.295,0.0
1459601433170,-9.295,7.240000000000001e-07
1459601433180,-9.295,0.0
1459601433190,-9.295,7.240000000000001e-07
1459601433200,-9.295,0.0
1459601433210,-9.295,0.0
1459601433220,-9.295,0.0
1459601433230,-9.295,7.240000000000001e-07
1459601433240,-9.295,0.0
1459601433250,-9.295,1.0859999999999999e-06
1459601433260,-9.295,0.0
1459601433270,-9.295,7.240000000000001e-07
1459601433280,-9.295,0.0
1459601433290,-9.295,7.240000000000001e-07
1459601433300,-9.295,0.0
1459601433310,-9.295,3.6200000000000004e-07
1459601433320,-9.295,0.0
1459601433330,-9.295,3.6200000000000004e-07
1459601433340,-9.295,3.6200000000000004e-07
1459601433350,-9.295,0.0
1459601433360,-9.295,3.6200000000000004e-07
1459601433370,-9.295,0.0
1459601433380,-9.295,0.0
1459601433390,-9.295,1.0859999999999999e-06
1459601433400,-9.295,0.0
1459601433410,-9.295,3.6200000000000004e-07
1459601433420,-9.295,3.6200000000000004e-07
1459601433430,-9.295,7.240000000000001e-07
1459601433440,-9.295,0.0
1459601433450,-9.295,3.6200000000000004e-07
1459601433460,-9.295,0.0
1459601433470,-9.295,7.240000000000001e-07
1459601433480,-9.295,0.0
1459601433490,-9.295,7.240000000000001e-07
1459601433500,-9.295,0.0
1459601433510,-9.295,3.6200000000000004e-07
1459601433520,-9.295,0.0
1459601433530,-9.295,1.0859999999999999e-06
1459601433540,-9.295,0.0
1459601433550,-9.295,3.6200000000000004e-07
1459601433560,-9.295,3.6200000000000004e-07
1459601433570,-9.295,3.6200000000000004e-07
1459601433580,-9.295,0.0
1459601433590,-9.295,3.6200000000000004e-07
1459601433600,-9.295,0.0
1459601433610,-9.295,1.4480000000000002e-06
1459601433620,-9.295,0.0
1459601433630,-9.295,7.240000000000001e-07
1459601433640,-9.295,0.0
1459601433650,-9.295,1.0859999999999999e-06
1459601433660,-9.295,0.0
1459601433670,-9.295,0.0
1459601433680,-9.295,0.0
1459601433690,-9.295,0.0
1459601433700,-9.295,7.240000000000001e-07
1459601433710,-9.295,3.6200000000000004e-07
1459601433720,-9.295,3.6200000000000004e-07
1459601433730,-9.295,7.240000000000001e-07
1459601433740,-9.295,0.0
1459601433750,-9.295,3.6200000000000004e-07
1459601433760,-9.295,0.0
1459601433770,-9.295,7.240000000000001e-07
1459601433780,-9.295,0.0
