Timestamp,position,BLMTI.04L2.B1E10_TCTPV.4L2.B1
1459604793590,8.73,1.0859999999999999e-06
1459604793600,8.73,0.0
1459604793610,8.73,0.0
1459604793620,8.73,0.0
1459604793630,8.73,0.0
1459604793640,8.73,3.6200000000000004e-07
1459604793650,8.73,0.0
1459604793660,8.73,7.240000000000001e-07
1459604793670,8.73,0.0
1459604793680,8.73,7.240000000000001e-07
1459604793690,8.73,0.0
1459604793700,8.73,0.0
1459604793710,8.73,3.6200000000000004e-07
1459604793720,8.73,0.0
1459604793730,8.73,1.0859999999999999e-06
1459604793740,8.73,0.0
1459604793750,8.73,7.240000000000001e-07
1459604793760,8.73,0.0
1459604793770,8.73,3.6200000000000004e-07
1459604793780,8.73,0.0
1459604793790,8.73,1.4480000000000002e-06
1459604793800,8.73,0.0
1459604793810,8.73,0.0
1459604793820,8.73,0.0
1459604793830,8.73,0.0
1459604793840,8.73,3.6200000000000004e-07
1459604793850,8.73,0.0
1459604793860,8.73,3.6200000000000004e-07
1459604793870,8.73,0.0
1459604793880,8.73,7.240000000000001e-07
1459604793890,8.73,0.0
1459604793900,8.73,1.0859999999999999e-06
1459604793910,8.73,0.0
1459604793920,8.73,0.0
1459604793930,8.73,3.6200000000000004e-07
1459604793940,8.73,3.6200000000000004e-07
1459604793950,8.73,0.0
1459604793960,8.73,0.0
1459604793970,8.73,1.4480000000000002e-06
1459604793980,8.73,0.0
1459604793990,8.73,7.240000000000001e-07
1459604794000,8.73,0.0
1459604794010,8.73,3.6200000000000004e-07
1459604794020,8.73,0.0
1459604794030,8.73,0.0
1459604794040,8.73,7.240000000000001e-07
1459604794050,8.73,0.0
1459604794060,8.73,3.6200000000000004e-07
1459604794070,8.73,0.0
1459604794080,8.73,7.240000000000001e-07
1459604794090,8.73,0.0
1459604794100,8.73,7.240000000000001e-07
1459604794110,8.73,0.0
1459604794120,8.73,0.0
1459604794130,8.73,3.6200000000000004e-07
1459604794140,8.73,0.0
1459604794150,8.73,7.240000000000001e-07
1459604794160,8.73,0.0
1459604794170,8.73,3.6200000000000004e-07
1459604794180,8.73,3.6200000000000004e-07
1459604794190,8.73,1.4480000000000002e-06
1459604794200,8.73,0.0
1459604794210,8.73,3.6200000000000004e-07
1459604794220,8.73,0.0
1459604794230,8.73,3.6200000000000004e-07
1459604794240,8.73,3.6200000000000004e-07
1459604794250,8.73,3.6200000000000004e-07
1459604794260,8.73,7.240000000000001e-07
1459604794270,8.73,0.0
1459604794280,8.73,3.6200000000000004e-07
1459604794290,8.73,0.0
1459604794300,8.73,7.240000000000001e-07
1459604794310,8.73,0.0
1459604794320,8.73,3.6200000000000004e-07
1459604794330,8.73,7.240000000000001e-07
1459604794340,8.73,0.0
1459604794350,8.73,3.6200000000000004e-07
1459604794360,8.73,0.0
1459604794370,8.73,7.240000000000001e-07
1459604794380,8.73,0.0
1459604794390,8.73,0.0
1459604794400,8.73,0.0
1459604794410,8.73,1.0859999999999999e-06
1459604794420,8.73,0.0
1459604794430,8.73,3.6200000000000004e-07
1459604794440,8.73,0.0
1459604794450,8.73,3.6200000000000004e-07
1459604794460,8.73,0.0
1459604794470,8.73,3.6200000000000004e-07
1459604794480,8.73,3.6200000000000004e-07
1459604794490,8.73,0.0
1459604794500,8.73,3.6200000000000004e-07
1459604794510,8.73,0.0
1459604794520,8.73,7.240000000000001e-07
1459604794530,8.73,0.0
1459604794540,8.73,7.240000000000001e-07
1459604794550,8.73,0.0
1459604794560,8.73,7.240000000000001e-07
1459604794570,8.73,0.0
1459604794580,8.73,0.0
1459604794590,8.73,0.0
1459604794600,8.73,0.0
1459604794610,8.73,0.0
1459604794620,8.73,0.0
1459604794630,8.73,1.0859999999999999e-06
1459604794640,8.73,0.0
1459604794650,8.73,7.240000000000001e-07
1459604794660,8.73,0.0
1459604794670,8.73,0.0
1459604794680,8.73,3.6200000000000004e-07
1459604794690,8.73,3.6200000000000004e-07
1459604794700,8.73,7.240000000000001e-07
1459604794710,8.73,3.6200000000000004e-07
1459604794720,8.73,3.6200000000000004e-07
1459604794730,8.73,0.0
1459604794740,8.73,3.6200000000000004e-07
1459604794750,8.73,0.0
1459604794760,8.73,7.240000000000001e-07
1459604794770,8.73,0.0
1459604794780,8.73,3.6200000000000004e-07
1459604794790,8.73,7.240000000000001e-07
1459604794800,8.73,3.6200000000000004e-07
1459604794810,8.73,7.240000000000001e-07
1459604794820,8.73,0.0
1459604794830,8.73,7.240000000000001e-07
1459604794840,8.73,0.0
1459604794850,8.73,3.6200000000000004e-07
1459604794860,8.73,0.0
1459604794870,8.73,3.6200000000000004e-07
1459604794880,8.73,3.6200000000000004e-07
