Timestamp,position,BLMTI.04L8.B2I10_TCLIA.4L8
1459605250430,-9.035,3.6200000000000004e-07
1459605250440,-9.035,0.0
1459605250450,-9.035,7.240000000000001e-07
1459605250460,-9.035,0.0
1459605250470,-9.035,0.0
1459605250480,-9.035,0.0
1459605250490,-9.035,3.6200000000000004e-07
1459605250500,-9.035,0.0
1459605250510,-9.035,1.4480000000000002e-06
1459605250520,-9.035,0.0
1459605250530,-9.035,0.0
1459605250540,-9.035,0.0
1459605250550,-9.035,0.0
1459605250560,-9.035,3.6200000000000004e-07
1459605250570,-9.035,0.0
1459605250580,-9.035,3.6200000000000004e-07
1459605250590,-9.035,3.6200000000000004e-07
1459605250600,-9.035,0.0
1459605250610,-9.035,0.0
1459605250620,-9.035,7.240000000000001e-07
1459605250630,-9.035,1.4480000000000002e-06
1459605250640,-9.035,0.0
1459605250650,-9.035,1.0859999999999999e-06
1459605250660,-9.035,3.6200000000000004e-07
1459605250670,-9.035,1.0859999999999999e-06
1459605250680,-9.035,0.0
1459605250690,-9.035,7.240000000000001e-07
1459605250700,-9.035,0.0
1459605250710,-9.035,0.0
1459605250720,-9.035,0.0
1459605250730,-9.035,0.0
1459605250740,-9.035,0.0
1459605250750,-9.035,0.0
1459605250760,-9.035,1.0859999999999999e-06
1459605250770,-9.035,0.0
1459605250780,-9.035,0.0
1459605250790,-9.035,0.0
1459605250800,-9.035,0.0
1459605250810,-9.035,0.0
1459605250820,-9.035,7.240000000000001e-07
1459605250830,-9.035,3.6200000000000004e-07
1459605250840,-9.035,0.0
1459605250850,-9.035,3.6200000000000004e-07
1459605250860,-9.035,7.240000000000001e-07
1459605250870,-9.035,0.0
1459605250880,-9.035,0.0
1459605250890,-9.035,3.6200000000000004e-07
1459605250900,-9.035,0.0
1459605250910,-9.035,1.4480000000000002e-06
1459605250920,-9.035,0.0
1459605250930,-9.035,0.0
1459605250940,-9.035,0.0
1459605250950,-9.035,7.240000000000001e-07
1459605250960,-9.035,0.0
1459605250970,-9.035,1.0859999999999999e-06
1459605250980,-9.035,0.0
1459605250990,-9.035,0.0
1459605251000,-9.035,3.6200000000000004e-07
1459605251010,-9.035,3.6200000000000004e-07
1459605251020,-9.035,1.4480000000000002e-06
1459605251030,-9.035,3.6200000000000004e-07
1459605251040,-9.035,0.0
1459605251050,-9.035,7.240000000000001e-07
1459605251060,-9.035,0.0
1459605251070,-9.035,0.0
1459605251080,-9.035,0.0
1459605251090,-9.035,0.0
1459605251100,-9.035,0.0
1459605251110,-9.035,1.0859999999999999e-06
