Timestamp,position,BLMTI.04R7.B2I10_TCSG.B4R7.B2
1459604283510,9.16,1.0859999999999999e-06
1459604283520,9.16,0.0
1459604283530,9.16,0.0
1459604283540,9.16,7.240000000000001e-07
1459604283550,9.16,0.0
1459604283560,9.16,0.0
1459604283570,9.16,7.240000000000001e-07
1459604283580,9.16,1.4480000000000002e-06
1459604283590,9.16,7.240000000000001e-07
1459604283600,9.16,0.0
1459604283610,9.16,0.0
1459604283620,9.16,7.240000000000001e-07
1459604283630,9.16,0.0
1459604283640,9.16,1.0859999999999999e-06
1459604283650,9.16,0.0
1459604283660,9.16,0.0
1459604283670,9.16,1.4480000000000002e-06
1459604283680,9.16,0.0
1459604283690,9.16,1.4480000000000002e-06
1459604283700,9.16,0.0
1459604283710,9.16,7.240000000000001e-07
1459604283720,9.16,0.0
1459604283730,9.16,0.0
1459604283740,9.16,3.6200000000000004e-07
1459604283750,9.16,0.0
1459604283760,9.16,1.0859999999999999e-06
1459604283770,9.16,0.0
1459604283780,9.16,1.4480000000000002e-06
1459604283790,9.16,0.0
1459604283800,9.16,0.0
1459604283810,9.16,1.81e-06
1459604283820,9.16,0.0
1459604283830,9.16,2.1719999999999997e-06
1459604283840,9.16,0.0
1459604283850,9.16,0.0
1459604283860,9.16,0.0
1459604283870,9.16,1.0859999999999999e-06
1459604283880,9.16,0.0
1459604283890,9.16,7.240000000000001e-07
1459604283900,9.16,0.0
1459604283910,9.16,1.0859999999999999e-06
1459604283920,9.16,3.6200000000000004e-07
1459604283930,9.16,0.0
1459604283940,9.16,0.0
1459604283950,9.16,7.240000000000001e-07
1459604283960,9.16,1.81e-06
1459604283970,9.16,0.0
1459604283980,9.16,0.0
1459604283990,9.16,0.0
1459604284000,9.16,0.0
1459604284010,9.16,0.0
1459604284020,9.16,0.0
1459604284030,9.16,0.0
1459604284040,9.16,0.0
1459604284050,9.16,3.6200000000000004e-07
1459604284060,9.16,0.0
1459604284070,9.16,0.0
1459604284080,9.16,1.0859999999999999e-06
1459604284090,9.16,0.0
1459604284100,9.16,1.0859999999999999e-06
1459604284110,9.16,1.81e-06
1459604284120,9.16,1.0859999999999999e-06
1459604284130,9.16,1.4480000000000002e-06
1459604284140,9.16,1.81e-06
1459604284150,9.16,0.0
1459604284160,9.16,3.6200000000000004e-07
1459604284170,9.16,1.81e-06
1459604284180,9.16,0.0
1459604284190,9.16,0.0
1459604284200,9.16,3.6200000000000004e-07
1459604284210,9.16,1.81e-06
1459604284220,9.16,0.0
1459604284230,9.16,0.0
1459604284240,9.16,0.0
1459604284250,9.16,0.0
1459604284260,9.16,2.1719999999999997e-06
1459604284270,9.16,0.0
1459604284280,9.16,0.0
1459604284290,9.16,0.0
1459604284300,9.16,0.0
1459604284310,9.16,0.0
1459604284320,9.16,0.0
1459604284330,9.16,3.6200000000000004e-07
1459604284340,9.16,7.240000000000001e-07
1459604284350,9.16,0.0
1459604284360,9.16,1.0859999999999999e-06
1459604284370,9.16,0.0
1459604284380,9.16,0.0
1459604284390,9.16,0.0
1459604284400,9.16,0.0
1459604284410,9.16,0.0
1459604284420,9.16,0.0
1459604284430,9.16,0.0
1459604284440,9.16,7.240000000000001e-07
1459604284450,9.16,0.0
1459604284460,9.16,3.6200000000000004e-07
1459604284470,9.16,1.81e-06
1459604284480,9.16,0.0
1459604284490,9.16,0.0
1459604284500,9.16,0.0
1459604284510,9.16,0.0
1459604284520,9.16,3.6200000000000004e-07
1459604284530,9.16,3.258e-06
1459604284540,9.16,0.0
1459604284550,9.16,0.0
1459604284560,9.16,0.0
1459604284570,9.16,0.0
1459604284580,9.16,0.0
1459604284590,9.16,1.0859999999999999e-06
1459604284600,9.16,0.0
1459604284610,9.16,3.6200000000000004e-07
1459604284620,9.16,0.0
1459604284630,9.16,2.5340000000000002e-06
1459604284640,9.16,0.0
1459604284650,9.16,0.0
1459604284660,9.16,0.0
1459604284670,9.16,0.0
1459604284680,9.16,3.6200000000000004e-07
1459604284690,9.16,0.0
1459604284700,9.16,0.0
1459604284710,9.16,0.0
1459604284720,9.16,0.0
1459604284730,9.16,0.0
1459604284740,9.16,1.4480000000000002e-06
1459604284750,9.16,1.4480000000000002e-06
1459604284760,9.16,0.0
1459604284770,9.16,1.0859999999999999e-06
1459604284780,9.16,1.81e-06
1459604284790,9.16,0.0
1459604284800,9.16,3.6200000000000004e-07
1459604284810,9.16,0.0
1459604284820,9.16,0.0
1459604284830,9.16,0.0
1459604284840,9.16,0.0
1459604284850,9.16,0.0
1459604284860,9.16,0.0
1459604284870,9.16,3.6200000000000004e-07
1459604284880,9.16,0.0
1459604284890,9.16,0.0
1459604284900,9.16,1.0859999999999999e-06
1459604284910,9.16,0.0
1459604284920,9.16,3.6200000000000004e-07
1459604284930,9.16,3.6200000000000004e-07
1459604284940,9.16,1.4480000000000002e-06
1459604284950,9.16,1.0859999999999999e-06
1459604284960,9.16,0.0
1459604284970,9.16,0.0
1459604284980,9.16,1.81e-06
1459604284990,9.16,0.0
1459604285000,9.16,0.0
1459604285010,9.16,7.240000000000001e-07
1459604285020,9.16,1.81e-06
1459604285030,9.16,0.0
1459604285040,9.16,0.0
1459604285050,9.16,0.0
1459604285060,9.16,0.0
1459604285070,9.16,0.0
1459604285080,9.16,0.0
1459604285090,9.16,7.240000000000001e-07
1459604285100,9.16,3.6200000000000004e-07
1459604285110,9.16,0.0
1459604285120,9.16,1.4480000000000002e-06
1459604285130,9.16,7.240000000000001e-07
1459604285140,9.16,0.0
1459604285150,9.16,1.0859999999999999e-06
1459604285160,9.16,0.0
1459604285170,9.16,1.81e-06
1459604285180,9.16,0.0
1459604285190,9.16,1.4480000000000002e-06
1459604285200,9.16,0.0
1459604285210,9.16,0.0
1459604285220,9.16,0.0
1459604285230,9.16,0.0
1459604285240,9.16,3.6200000000000004e-07
1459604285250,9.16,3.6200000000000004e-07
1459604285260,9.16,7.240000000000001e-07
1459604285270,9.16,1.0859999999999999e-06
1459604285280,9.16,0.0
