Timestamp,position,BLMTI.04R5.B2I10_TCTPV.4R5.B2
1459604810140,-9.08,0.0
1459604810150,-9.08,3.6200000000000004e-07
1459604810160,-9.08,0.0
1459604810170,-9.08,0.0
1459604810180,-9.08,3.6200000000000004e-07
1459604810190,-9.08,3.6200000000000004e-07
1459604810200,-9.08,0.0
1459604810210,-9.08,1.0859999999999999e-06
1459604810220,-9.08,0.0
1459604810230,-9.08,0.0
1459604810240,-9.08,0.0
1459604810250,-9.08,7.240000000000001e-07
1459604810260,-9.08,3.6200000000000004e-07
1459604810270,-9.08,3.6200000000000004e-07
1459604810280,-9.08,0.0
1459604810290,-9.08,7.240000000000001e-07
1459604810300,-9.08,0.0
1459604810310,-9.08,3.6200000000000004e-07
1459604810320,-9.08,0.0
1459604810330,-9.08,1.4480000000000002e-06
1459604810340,-9.08,0.0
1459604810350,-9.08,3.6200000000000004e-07
1459604810360,-9.08,0.0
1459604810370,-9.08,0.0
1459604810380,-9.08,0.0
1459604810390,-9.08,3.6200000000000004e-07
1459604810400,-9.08,0.0
1459604810410,-9.08,3.6200000000000004e-07
1459604810420,-9.08,7.240000000000001e-07
1459604810430,-9.08,3.6200000000000004e-07
1459604810440,-9.08,0.0
1459604810450,-9.08,7.240000000000001e-07
1459604810460,-9.08,3.6200000000000004e-07
1459604810470,-9.08,3.6200000000000004e-07
1459604810480,-9.08,0.0
1459604810490,-9.08,3.6200000000000004e-07
1459604810500,-9.08,0.0
1459604810510,-9.08,3.6200000000000004e-07
1459604810520,-9.08,0.0
1459604810530,-9.08,7.240000000000001e-07
1459604810540,-9.08,0.0
1459604810550,-9.08,1.0859999999999999e-06
1459604810560,-9.08,0.0
1459604810570,-9.08,0.0
1459604810580,-9.08,7.240000000000001e-07
1459604810590,-9.08,0.0
1459604810600,-9.08,0.0
1459604810610,-9.08,3.6200000000000004e-07
1459604810620,-9.08,0.0
1459604810630,-9.08,3.6200000000000004e-07
1459604810640,-9.08,7.240000000000001e-07
1459604810650,-9.08,1.0859999999999999e-06
1459604810660,-9.08,0.0
1459604810670,-9.08,0.0
1459604810680,-9.08,3.6200000000000004e-07
1459604810690,-9.08,7.240000000000001e-07
1459604810700,-9.08,0.0
1459604810710,-9.08,3.6200000000000004e-07
1459604810720,-9.08,0.0
1459604810730,-9.08,7.240000000000001e-07
1459604810740,-9.08,0.0
1459604810750,-9.08,1.4480000000000002e-06
1459604810760,-9.08,0.0
1459604810770,-9.08,0.0
1459604810780,-9.08,0.0
1459604810790,-9.08,3.6200000000000004e-07
1459604810800,-9.08,0.0
1459604810810,-9.08,7.240000000000001e-07
1459604810820,-9.08,3.6200000000000004e-07
1459604810830,-9.08,7.240000000000001e-07
1459604810840,-9.08,3.6200000000000004e-07
1459604810850,-9.08,0.0
1459604810860,-9.08,0.0
1459604810870,-9.08,7.240000000000001e-07
1459604810880,-9.08,0.0
1459604810890,-9.08,7.240000000000001e-07
1459604810900,-9.08,0.0
1459604810910,-9.08,3.6200000000000004e-07
1459604810920,-9.08,0.0
1459604810930,-9.08,7.240000000000001e-07
1459604810940,-9.08,0.0
1459604810950,-9.08,0.0
1459604810960,-9.08,0.0
1459604810970,-9.08,1.0859999999999999e-06
1459604810980,-9.08,0.0
1459604810990,-9.08,7.240000000000001e-07
1459604811000,-9.08,0.0
1459604811010,-9.08,0.0
1459604811020,-9.08,0.0
1459604811030,-9.08,0.0
1459604811040,-9.08,7.240000000000001e-07
1459604811050,-9.08,3.6200000000000004e-07
1459604811060,-9.08,0.0
1459604811070,-9.08,1.0859999999999999e-06
1459604811080,-9.08,0.0
1459604811090,-9.08,3.6200000000000004e-07
1459604811100,-9.08,0.0
1459604811110,-9.08,3.6200000000000004e-07
1459604811120,-9.08,0.0
1459604811130,-9.08,3.6200000000000004e-07
1459604811140,-9.08,0.0
1459604811150,-9.08,3.6200000000000004e-07
1459604811160,-9.08,0.0
1459604811170,-9.08,1.0859999999999999e-06
1459604811180,-9.08,0.0
1459604811190,-9.08,0.0
1459604811200,-9.08,0.0
1459604811210,-9.08,7.240000000000001e-07
1459604811220,-9.08,3.6200000000000004e-07
1459604811230,-9.08,3.6200000000000004e-07
1459604811240,-9.08,0.0
1459604811250,-9.08,3.6200000000000004e-07
1459604811260,-9.08,7.240000000000001e-07
1459604811270,-9.08,0.0
1459604811280,-9.08,0.0
1459604811290,-9.08,0.0
1459604811300,-9.08,0.0
1459604811310,-9.08,3.6200000000000004e-07
1459604811320,-9.08,3.6200000000000004e-07
1459604811330,-9.08,3.6200000000000004e-07
1459604811340,-9.08,0.0
1459604811350,-9.08,1.0859999999999999e-06
1459604811360,-9.08,0.0
1459604811370,-9.08,0.0
1459604811380,-9.08,0.0
1459604811390,-9.08,7.240000000000001e-07
1459604811400,-9.08,0.0
1459604811410,-9.08,1.0859999999999999e-06
1459604811420,-9.08,0.0
1459604811430,-9.08,0.0
1459604811440,-9.08,0.0
1459604811450,-9.08,0.0
1459604811460,-9.08,3.6200000000000004e-07
1459604811470,-9.08,3.6200000000000004e-07
1459604811480,-9.08,0.0
