Timestamp,position,BLMTI.04R7.B2I10_TCSG.D4R7.B2
1459606837410,9.05,7.240000000000001e-07
1459606837420,9.05,1.0859999999999999e-06
1459606837430,9.05,3.6200000000000004e-07
1459606837440,9.05,3.6200000000000004e-07
1459606837450,9.05,1.4480000000000002e-06
1459606837460,9.05,3.6200000000000004e-07
1459606837470,9.05,7.240000000000001e-07
1459606837480,9.05,0.0
1459606837490,9.05,1.0859999999999999e-06
1459606837500,9.05,3.6200000000000004e-07
1459606837510,9.05,0.0
1459606837520,9.05,1.0859999999999999e-06
1459606837530,9.05,3.6200000000000004e-07
1459606837540,9.05,1.0859999999999999e-06
1459606837550,9.05,1.4480000000000002e-06
1459606837560,9.05,7.240000000000001e-07
1459606837570,9.05,7.240000000000001e-07
1459606837580,9.05,3.62e-06
1459606837590,9.05,0.0
1459606837600,9.05,1.0859999999999999e-06
1459606837610,9.05,0.0
1459606837620,9.05,1.0859999999999999e-06
1459606837630,9.05,1.81e-06
1459606837640,9.05,3.6200000000000004e-07
1459606837650,9.05,0.0
1459606837660,9.05,0.0
1459606837670,9.05,1.0859999999999999e-06
1459606837680,9.05,1.0859999999999999e-06
1459606837690,9.05,0.0
1459606837700,9.05,7.240000000000001e-07
1459606837710,9.05,3.6200000000000004e-07
1459606837720,9.05,0.0
1459606837730,9.05,1.4480000000000002e-06
1459606837740,9.05,1.0859999999999999e-06
1459606837750,9.05,7.240000000000001e-07
1459606837760,9.05,0.0
1459606837770,9.05,1.0859999999999999e-06
1459606837780,9.05,3.6200000000000004e-07
1459606837790,9.05,1.0859999999999999e-06
1459606837800,9.05,0.0
1459606837810,9.05,7.240000000000001e-07
1459606837820,9.05,0.0
1459606837830,9.05,1.4480000000000002e-06
1459606837840,9.05,7.240000000000001e-07
1459606837850,9.05,7.240000000000001e-07
1459606837860,9.05,1.81e-06
1459606837870,9.05,0.0
1459606837880,9.05,0.0
1459606837890,9.05,7.240000000000001e-07
1459606837900,9.05,0.0
1459606837910,9.05,2.8960000000000003e-06
1459606837920,9.05,0.0
1459606837930,9.05,0.0
1459606837940,9.05,7.240000000000001e-07
1459606837950,9.05,1.0859999999999999e-06
1459606837960,9.05,1.0859999999999999e-06
1459606837970,9.05,7.240000000000001e-07
1459606837980,9.05,0.0
1459606837990,9.05,4.343999999999999e-06
1459606838000,9.05,3.6200000000000004e-07
1459606838010,9.05,0.0
1459606838020,9.05,7.240000000000001e-07
1459606838030,9.05,3.6200000000000004e-07
1459606838040,9.05,0.0
1459606838050,9.05,0.0
1459606838060,9.05,3.6200000000000004e-07
1459606838070,9.05,7.240000000000001e-07
1459606838080,9.05,0.0
1459606838090,9.05,3.6200000000000004e-07
1459606838100,9.05,0.0
1459606838110,9.05,1.81e-06
1459606838120,9.05,0.0
1459606838130,9.05,3.6200000000000004e-07
1459606838140,9.05,7.240000000000001e-07
1459606838150,9.05,0.0
1459606838160,9.05,2.5340000000000002e-06
1459606838170,9.05,3.6200000000000004e-07
1459606838180,9.05,7.240000000000001e-07
1459606838190,9.05,0.0
1459606838200,9.05,1.0859999999999999e-06
1459606838210,9.05,3.6200000000000004e-07
1459606838220,9.05,7.240000000000001e-07
1459606838230,9.05,3.6200000000000004e-07
1459606838240,9.05,7.240000000000001e-07
1459606838250,9.05,1.0859999999999999e-06
1459606838260,9.05,7.240000000000001e-07
1459606838270,9.05,3.6200000000000004e-07
1459606838280,9.05,7.240000000000001e-07
1459606838290,9.05,0.0
1459606838300,9.05,7.240000000000001e-07
1459606838310,9.05,0.0
1459606838320,9.05,1.0859999999999999e-06
1459606838330,9.05,1.0859999999999999e-06
1459606838340,9.05,0.0
1459606838350,9.05,0.0
1459606838360,9.05,0.0
1459606838370,9.05,2.8960000000000003e-06
1459606838380,9.05,1.0859999999999999e-06
1459606838390,9.05,0.0
1459606838400,9.05,3.6200000000000004e-07
1459606838410,9.05,3.6200000000000004e-07
1459606838420,9.05,7.240000000000001e-07
1459606838430,9.05,0.0
1459606838440,9.05,1.0859999999999999e-06
1459606838450,9.05,1.4480000000000002e-06
1459606838460,9.05,0.0
1459606838470,9.05,0.0
1459606838480,9.05,0.0
1459606838490,9.05,1.0859999999999999e-06
1459606838500,9.05,1.81e-06
1459606838510,9.05,0.0
1459606838520,9.05,0.0
1459606838530,9.05,0.0
1459606838540,9.05,1.4480000000000002e-06
1459606838550,9.05,3.6200000000000004e-07
1459606838560,9.05,1.0859999999999999e-06
1459606838570,9.05,1.0859999999999999e-06
1459606838580,9.05,1.0859999999999999e-06
1459606838590,9.05,3.6200000000000004e-07
1459606838600,9.05,0.0
1459606838610,9.05,7.240000000000001e-07
1459606838620,9.05,3.6200000000000004e-07
1459606838630,9.05,1.0859999999999999e-06
1459606838640,9.05,7.240000000000001e-07
1459606838650,9.05,7.240000000000001e-07
1459606838660,9.05,3.6200000000000004e-07
1459606838670,9.05,2.1719999999999997e-06
1459606838680,9.05,1.81e-06
1459606838690,9.05,0.0
1459606838700,9.05,0.0
1459606838710,9.05,7.240000000000001e-07
1459606838720,9.05,7.240000000000001e-07
1459606838730,9.05,0.0
1459606838740,9.05,1.4480000000000002e-06
1459606838750,9.05,0.0
1459606838760,9.05,3.6200000000000004e-07
1459606838770,9.05,1.0859999999999999e-06
1459606838780,9.05,0.0
1459606838790,9.05,7.240000000000001e-07
1459606838800,9.05,3.6200000000000004e-07
1459606838810,9.05,1.0859999999999999e-06
1459606838820,9.05,7.240000000000001e-07
1459606838830,9.05,3.6200000000000004e-07
1459606838840,9.05,1.0859999999999999e-06
1459606838850,9.05,0.0
1459606838860,9.05,1.4480000000000002e-06
1459606838870,9.05,0.0
1459606838880,9.05,7.240000000000001e-07
1459606838890,9.05,0.0
1459606838900,9.05,1.81e-06
1459606838910,9.05,7.240000000000001e-07
1459606838920,9.05,0.0
1459606838930,9.05,1.4480000000000002e-06
1459606838940,9.05,1.81e-06
1459606838950,9.05,1.81e-06
1459606838960,9.05,0.0
1459606838970,9.05,0.0
1459606838980,9.05,0.0
1459606838990,9.05,2.5340000000000002e-06
1459606839000,9.05,0.0
1459606839010,9.05,0.0
1459606839020,9.05,7.240000000000001e-07
1459606839030,9.05,3.6200000000000004e-07
1459606839040,9.05,7.240000000000001e-07
1459606839050,9.05,3.6200000000000004e-07
1459606839060,9.05,1.81e-06
1459606839070,9.05,0.0
1459606839080,9.05,1.0859999999999999e-06
1459606839090,9.05,0.0
1459606839100,9.05,7.240000000000001e-07
1459606839110,9.05,3.6200000000000004e-07
1459606839120,9.05,1.4480000000000002e-06
1459606839130,9.05,3.6200000000000004e-07
1459606839140,9.05,7.240000000000001e-07
1459606839150,9.05,0.0
1459606839160,9.05,7.240000000000001e-07
1459606839170,9.05,0.0
1459606839180,9.05,1.0859999999999999e-06
1459606839190,9.05,1.0859999999999999e-06
1459606839200,9.05,1.4480000000000002e-06
1459606839210,9.05,3.6200000000000004e-07
1459606839220,9.05,1.4480000000000002e-06
1459606839230,9.05,1.0859999999999999e-06
1459606839240,9.05,3.6200000000000004e-07
1459606839250,9.05,1.0859999999999999e-06
1459606839260,9.05,3.6200000000000004e-07
1459606839270,9.05,0.0
1459606839280,9.05,1.0859999999999999e-06
1459606839290,9.05,1.0859999999999999e-06
1459606839300,9.05,0.0
1459606839310,9.05,1.0859999999999999e-06
1459606839320,9.05,7.240000000000001e-07
1459606839330,9.05,1.0859999999999999e-06
1459606839340,9.05,3.6200000000000004e-07
1459606839350,9.05,1.4480000000000002e-06
1459606839360,9.05,3.6200000000000004e-07
1459606839370,9.05,2.5340000000000002e-06
1459606839380,9.05,0.0
1459606839390,9.05,1.4480000000000002e-06
1459606839400,9.05,3.6200000000000004e-07
1459606839410,9.05,3.6200000000000004e-07
1459606839420,9.05,0.0
1459606839430,9.05,0.0
1459606839440,9.05,1.0859999999999999e-06
1459606839450,9.05,7.240000000000001e-07
1459606839460,9.05,1.81e-06
1459606839470,9.05,0.0
1459606839480,9.05,0.0
1459606839490,9.05,7.240000000000001e-07
1459606839500,9.05,1.81e-06
1459606839510,9.05,3.6200000000000004e-07
1459606839520,9.05,0.0
1459606839530,9.05,7.240000000000001e-07
1459606839540,9.05,1.81e-06
1459606839550,9.05,0.0
1459606839560,9.05,3.6200000000000004e-07
1459606839570,9.05,1.0859999999999999e-06
1459606839580,9.05,0.0
1459606839590,9.05,3.6200000000000004e-07
1459606839600,9.05,1.0859999999999999e-06
1459606839610,9.05,1.4480000000000002e-06
1459606839620,9.05,7.240000000000001e-07
1459606839630,9.05,0.0
1459606839640,9.05,7.240000000000001e-07
1459606839650,9.05,7.240000000000001e-07
1459606839660,9.05,1.0859999999999999e-06
1459606839670,9.05,7.240000000000001e-07
1459606839680,9.05,0.0
1459606839690,9.05,7.240000000000001e-07
1459606839700,9.05,7.240000000000001e-07
1459606839710,9.05,0.0
1459606839720,9.05,3.6200000000000004e-07
1459606839730,9.05,2.1719999999999997e-06
1459606839740,9.05,3.6200000000000004e-07
1459606839750,9.05,1.0859999999999999e-06
1459606839760,9.05,0.0
1459606839770,9.05,7.240000000000001e-07
1459606839780,9.05,7.240000000000001e-07
1459606839790,9.05,2.8960000000000003e-06
1459606839800,9.05,3.6200000000000004e-07
1459606839810,9.05,3.6200000000000004e-07
1459606839820,9.05,0.0
1459606839830,9.05,0.0
1459606839840,9.05,1.0859999999999999e-06
1459606839850,9.05,0.0
1459606839860,9.05,3.6200000000000004e-07
1459606839870,9.05,3.6200000000000004e-07
1459606839880,9.05,1.4480000000000002e-06
1459606839890,9.05,1.81e-06
1459606839900,9.05,0.0
1459606839910,9.05,0.0
1459606839920,9.05,1.0859999999999999e-06
1459606839930,9.05,1.0859999999999999e-06
1459606839940,9.05,3.6200000000000004e-07
1459606839950,9.05,1.4480000000000002e-06
1459606839960,9.05,0.0
1459606839970,9.05,1.81e-06
1459606839980,9.05,7.240000000000001e-07
1459606839990,9.05,7.240000000000001e-07
1459606840000,9.05,1.0859999999999999e-06
1459606840010,9.05,3.6200000000000004e-07
1459606840020,9.05,1.4480000000000002e-06
1459606840030,9.05,3.6200000000000004e-07
1459606840040,9.05,1.0859999999999999e-06
1459606840050,9.05,0.0
1459606840060,9.05,0.0
1459606840070,9.05,0.0
1459606840080,9.05,0.0
1459606840090,9.05,7.240000000000001e-07
1459606840100,9.05,7.240000000000001e-07
1459606840110,9.05,7.240000000000001e-07
1459606840120,9.05,0.0
1459606840130,9.05,1.4480000000000002e-06
1459606840140,9.05,1.81e-06
1459606840150,9.05,3.6200000000000004e-07
1459606840160,9.05,0.0
1459606840170,9.05,7.240000000000001e-07
1459606840180,9.05,0.0
1459606840190,9.05,1.0859999999999999e-06
1459606840200,9.05,7.240000000000001e-07
1459606840210,9.05,3.6200000000000004e-07
1459606840220,9.05,7.240000000000001e-07
1459606840230,9.05,3.6200000000000004e-07
1459606840240,9.05,3.6200000000000004e-07
1459606840250,9.05,0.0
1459606840260,9.05,7.240000000000001e-07
1459606840270,9.05,7.240000000000001e-07
1459606840280,9.05,2.1719999999999997e-06
1459606840290,9.05,0.0
1459606840300,9.05,0.0
1459606840310,9.05,0.0
1459606840320,9.05,1.0859999999999999e-06
1459606840330,9.05,0.0
1459606840340,9.05,0.0
1459606840350,9.05,7.240000000000001e-07
1459606840360,9.05,1.4480000000000002e-06
1459606840370,9.05,7.240000000000001e-07
1459606840380,9.05,3.6200000000000004e-07
1459606840390,9.05,1.4480000000000002e-06
1459606840400,9.05,7.240000000000001e-07
1459606840410,9.05,1.4480000000000002e-06
1459606840420,9.05,0.0
1459606840430,9.05,1.0859999999999999e-06
1459606840440,9.05,0.0
1459606840450,9.05,1.0859999999999999e-06
1459606840460,9.05,0.0
1459606840470,9.05,3.6200000000000004e-07
1459606840480,9.05,1.0859999999999999e-06
1459606840490,9.05,0.0
1459606840500,9.05,1.4480000000000002e-06
1459606840510,9.05,0.0
1459606840520,9.05,3.6200000000000004e-07
1459606840530,9.05,3.6200000000000004e-07
1459606840540,9.05,1.0859999999999999e-06
1459606840550,9.05,3.6200000000000004e-07
1459606840560,9.05,3.6200000000000004e-07
1459606840570,9.05,3.6200000000000004e-07
1459606840580,9.05,1.81e-06
1459606840590,9.05,1.4480000000000002e-06
1459606840600,9.05,1.0859999999999999e-06
1459606840610,9.05,0.0
1459606840620,9.05,0.0
1459606840630,9.05,7.240000000000001e-07
1459606840640,9.05,1.0859999999999999e-06
1459606840650,9.05,1.4480000000000002e-06
1459606840660,9.05,7.240000000000001e-07
1459606840670,9.05,0.0
1459606840680,9.05,1.0859999999999999e-06
1459606840690,9.05,0.0
1459606840700,9.05,7.240000000000001e-07
1459606840710,9.05,2.8960000000000003e-06
1459606840720,9.05,0.0
1459606840730,9.05,0.0
1459606840740,9.05,0.0
1459606840750,9.05,7.240000000000001e-07
1459606840760,9.05,3.6200000000000004e-07
1459606840770,9.05,7.240000000000001e-07
1459606840780,9.05,7.240000000000001e-07
1459606840790,9.05,1.81e-06
1459606840800,9.05,0.0
1459606840810,9.05,0.0
1459606840820,9.05,0.0
1459606840830,9.05,1.4480000000000002e-06
1459606840840,9.05,3.6200000000000004e-07
1459606840850,9.05,1.4480000000000002e-06
1459606840860,9.05,0.0
1459606840870,9.05,3.6200000000000004e-07
1459606840880,9.05,1.0859999999999999e-06
1459606840890,9.05,7.240000000000001e-07
1459606840900,9.05,1.0859999999999999e-06
1459606840910,9.05,7.240000000000001e-07
1459606840920,9.05,0.0
1459606840930,9.05,7.240000000000001e-07
1459606840940,9.05,0.0
1459606840950,9.05,7.240000000000001e-07
1459606840960,9.05,7.240000000000001e-07
1459606840970,9.05,3.6200000000000004e-07
1459606840980,9.05,1.4480000000000002e-06
1459606840990,9.05,7.240000000000001e-07
1459606841000,9.05,3.6200000000000004e-07
1459606841010,9.05,3.6200000000000004e-07
1459606841020,9.05,7.240000000000001e-07
1459606841030,9.05,3.6200000000000004e-07
1459606841040,9.05,1.0859999999999999e-06
1459606841050,9.05,0.0
1459606841060,9.05,2.5340000000000002e-06
1459606841070,9.05,1.4480000000000002e-06
1459606841080,9.05,1.4480000000000002e-06
1459606841090,9.05,0.0
1459606841100,9.05,0.0
1459606841110,9.05,1.0859999999999999e-06
1459606841120,9.05,0.0
1459606841130,9.05,0.0
1459606841140,9.05,3.6200000000000004e-07
1459606841150,9.05,1.0859999999999999e-06
1459606841160,9.05,1.0859999999999999e-06
1459606841170,9.05,3.6200000000000004e-07
1459606841180,9.05,1.0859999999999999e-06
1459606841190,9.05,7.240000000000001e-07
1459606841200,9.05,1.4480000000000002e-06
1459606841210,9.05,2.5340000000000002e-06
1459606841220,9.05,7.240000000000001e-07
1459606841230,9.05,7.240000000000001e-07
1459606841240,9.05,1.4480000000000002e-06
1459606841250,9.05,0.0
1459606841260,9.05,1.81e-06
1459606841270,9.05,0.0
1459606841280,9.05,3.6200000000000004e-07
1459606841290,9.05,1.4480000000000002e-06
1459606841300,9.05,0.0
1459606841310,9.05,3.6200000000000004e-07
1459606841320,9.05,7.240000000000001e-07
1459606841330,9.05,1.0859999999999999e-06
1459606841340,9.05,3.6200000000000004e-07
1459606841350,9.05,2.8960000000000003e-06
1459606841360,9.05,0.0
1459606841370,9.05,0.0
1459606841380,9.05,0.0
1459606841390,9.05,1.0859999999999999e-06
