Timestamp,position,BLMTI.05R3.B2E10_TCSG.5R3.B2
1459603048940,8.465,3.6200000000000004e-07
1459603048950,8.465,3.6200000000000004e-07
1459603048970,8.465,3.6200000000000004e-07
1459603048980,8.465,1.0859999999999999e-06
1459603048990,8.465,0.0
1459603049000,8.465,7.240000000000001e-07
1459603049010,8.465,0.0
1459603049020,8.465,1.4480000000000002e-06
1459603049030,8.465,0.0
1459603049040,8.465,7.240000000000001e-07
1459603049050,8.465,0.0
1459603049060,8.465,7.240000000000001e-07
1459603049070,8.465,0.0
1459603049080,8.465,7.240000000000001e-07
1459603049090,8.465,0.0
1459603049100,8.465,7.240000000000001e-07
1459603049110,8.465,3.6200000000000004e-07
1459603049120,8.465,0.0
1459603049130,8.465,3.6200000000000004e-07
1459603049140,8.465,7.240000000000001e-07
1459603049150,8.465,0.0
1459603049160,8.465,1.0859999999999999e-06
1459603049170,8.465,0.0
1459603049180,8.465,1.0859999999999999e-06
1459603049190,8.465,0.0
1459603049200,8.465,0.0
1459603049210,8.465,0.0
1459603049220,8.465,7.240000000000001e-07
1459603049230,8.465,0.0
1459603049240,8.465,3.6200000000000004e-07
1459603049250,8.465,0.0
1459603049260,8.465,1.81e-06
1459603049270,8.465,1.0859999999999999e-06
1459603049280,8.465,3.6200000000000004e-07
1459603049290,8.465,0.0
1459603049300,8.465,0.0
1459603049310,8.465,0.0
1459603049320,8.465,1.4480000000000002e-06
1459603049330,8.465,0.0
1459603049340,8.465,0.0
1459603049350,8.465,0.0
1459603049360,8.465,7.240000000000001e-07
1459603049370,8.465,0.0
1459603049380,8.465,7.240000000000001e-07
1459603049390,8.465,0.0
1459603049400,8.465,3.6200000000000004e-07
1459603049410,8.465,0.0
1459603049420,8.465,1.0859999999999999e-06
1459603049430,8.465,0.0
1459603049440,8.465,3.6200000000000004e-07
1459603049450,8.465,0.0
1459603049460,8.465,1.0859999999999999e-06
1459603049470,8.465,0.0
1459603049480,8.465,1.0859999999999999e-06
1459603049490,8.465,0.0
1459603049500,8.465,7.240000000000001e-07
1459603049510,8.465,0.0
1459603049520,8.465,3.6200000000000004e-07
1459603049530,8.465,3.6200000000000004e-07
1459603049540,8.465,3.6200000000000004e-07
1459603049550,8.465,0.0
1459603049560,8.465,7.240000000000001e-07
1459603049570,8.465,0.0
1459603049580,8.465,1.0859999999999999e-06
1459603049590,8.465,0.0
1459603049600,8.465,1.4480000000000002e-06
1459603049610,8.465,0.0
1459603049620,8.465,7.240000000000001e-07
1459603049630,8.465,3.6200000000000004e-07
1459603049640,8.465,3.6200000000000004e-07
1459603049650,8.465,0.0
1459603049660,8.465,7.240000000000001e-07
1459603049670,8.465,0.0
1459603049680,8.465,7.240000000000001e-07
1459603049690,8.465,3.6200000000000004e-07
1459603049700,8.465,3.6200000000000004e-07
1459603049710,8.465,0.0
1459603049720,8.465,7.240000000000001e-07
1459603049730,8.465,0.0
1459603049740,8.465,7.240000000000001e-07
1459603049750,8.465,0.0
1459603049760,8.465,1.0859999999999999e-06
1459603049770,8.465,0.0
1459603049780,8.465,7.240000000000001e-07
1459603049790,8.465,0.0
1459603049800,8.465,3.6200000000000004e-07
1459603049810,8.465,0.0
1459603049820,8.465,1.0859999999999999e-06
1459603049830,8.465,3.6200000000000004e-07
1459603049840,8.465,3.6200000000000004e-07
1459603049850,8.465,0.0
1459603049860,8.465,7.240000000000001e-07
1459603049870,8.465,3.6200000000000004e-07
1459603049880,8.465,1.4480000000000002e-06
1459603049890,8.465,0.0
1459603049900,8.465,0.0
1459603049910,8.465,0.0
1459603049920,8.465,1.0859999999999999e-06
1459603049930,8.465,0.0
1459603049940,8.465,0.0
1459603049950,8.465,0.0
1459603049960,8.465,1.4480000000000002e-06
1459603049970,8.465,0.0
1459603049980,8.465,0.0
1459603049990,8.465,0.0
1459603050000,8.465,2.1719999999999997e-06
1459603050010,8.465,0.0
1459603050020,8.465,0.0
