Timestamp,position,BLMTI.04L8.B1E10_TCTPV.4L8.B1
1459604768680,9.085,7.240000000000001e-07
1459604768690,9.085,3.6200000000000004e-07
1459604768700,9.085,3.6200000000000004e-07
1459604768710,9.085,0.0
1459604768720,9.085,3.6200000000000004e-07
1459604768730,9.085,0.0
1459604768740,9.085,7.240000000000001e-07
1459604768750,9.085,0.0
1459604768760,9.085,3.6200000000000004e-07
1459604768770,9.085,0.0
1459604768780,9.085,3.6200000000000004e-07
1459604768790,9.085,7.240000000000001e-07
1459604768800,9.085,0.0
1459604768810,9.085,3.6200000000000004e-07
1459604768820,9.085,7.240000000000001e-07
1459604768830,9.085,0.0
1459604768840,9.085,3.6200000000000004e-07
1459604768850,9.085,0.0
1459604768860,9.085,7.240000000000001e-07
1459604768870,9.085,0.0
1459604768880,9.085,7.240000000000001e-07
1459604768890,9.085,0.0
1459604768900,9.085,0.0
1459604768910,9.085,0.0
1459604768920,9.085,7.240000000000001e-07
1459604768930,9.085,3.6200000000000004e-07
1459604768940,9.085,3.6200000000000004e-07
1459604768950,9.085,0.0
1459604768960,9.085,3.6200000000000004e-07
1459604768970,9.085,0.0
1459604768980,9.085,0.0
1459604768990,9.085,1.0859999999999999e-06
1459604769000,9.085,1.0859999999999999e-06
1459604769010,9.085,0.0
1459604769020,9.085,3.6200000000000004e-07
1459604769030,9.085,0.0
1459604769040,9.085,3.6200000000000004e-07
1459604769050,9.085,0.0
1459604769060,9.085,0.0
1459604769070,9.085,3.6200000000000004e-07
1459604769080,9.085,1.0859999999999999e-06
1459604769090,9.085,0.0
1459604769100,9.085,0.0
1459604769110,9.085,3.6200000000000004e-07
1459604769120,9.085,1.0859999999999999e-06
1459604769130,9.085,0.0
1459604769140,9.085,0.0
1459604769150,9.085,0.0
1459604769160,9.085,7.240000000000001e-07
1459604769170,9.085,3.6200000000000004e-07
1459604769180,9.085,0.0
1459604769190,9.085,0.0
1459604769200,9.085,3.6200000000000004e-07
1459604769210,9.085,0.0
1459604769220,9.085,3.6200000000000004e-07
1459604769230,9.085,3.6200000000000004e-07
1459604769240,9.085,0.0
1459604769250,9.085,3.6200000000000004e-07
1459604769260,9.085,0.0
1459604769270,9.085,7.240000000000001e-07
1459604769280,9.085,3.6200000000000004e-07
1459604769290,9.085,3.6200000000000004e-07
1459604769300,9.085,3.6200000000000004e-07
1459604769310,9.085,1.0859999999999999e-06
1459604769320,9.085,0.0
1459604769330,9.085,3.6200000000000004e-07
1459604769340,9.085,3.6200000000000004e-07
1459604769350,9.085,0.0
1459604769360,9.085,7.240000000000001e-07
1459604769370,9.085,3.6200000000000004e-07
