Timestamp,position,BLMTI.06R7.B1E10_TCLA.D6R7.B1
1459602875170,7.65,7.240000000000001e-07
1459602875180,7.65,0.0
1459602875190,7.65,7.240000000000001e-07
1459602875200,7.65,0.0
1459602875210,7.65,3.6200000000000004e-07
1459602875220,7.65,3.6200000000000004e-07
1459602875230,7.65,3.6200000000000004e-07
1459602875240,7.65,0.0
1459602875250,7.65,1.0859999999999999e-06
1459602875260,7.65,0.0
1459602875270,7.65,0.0
1459602875280,7.65,0.0
1459602875290,7.65,7.240000000000001e-07
1459602875300,7.65,0.0
1459602875310,7.65,7.240000000000001e-07
1459602875320,7.65,0.0
1459602875330,7.65,1.0859999999999999e-06
1459602875340,7.65,0.0
1459602875350,7.65,3.6200000000000004e-07
1459602875360,7.65,7.240000000000001e-07
1459602875370,7.65,0.0
1459602875380,7.65,0.0
1459602875390,7.65,3.6200000000000004e-07
1459602875400,7.65,0.0
1459602875410,7.65,1.4480000000000002e-06
1459602875420,7.65,0.0
1459602875430,7.65,0.0
1459602875440,7.65,0.0
1459602875450,7.65,3.6200000000000004e-07
1459602875460,7.65,0.0
1459602875470,7.65,7.240000000000001e-07
1459602875480,7.65,0.0
1459602875490,7.65,0.0
1459602875500,7.65,0.0
1459602875510,7.65,3.6200000000000004e-07
1459602875520,7.65,3.6200000000000004e-07
1459602875530,7.65,7.240000000000001e-07
1459602875540,7.65,0.0
1459602875550,7.65,3.6200000000000004e-07
1459602875560,7.65,0.0
1459602875570,7.65,3.6200000000000004e-07
1459602875580,7.65,0.0
1459602875590,7.65,1.0859999999999999e-06
1459602875600,7.65,0.0
1459602875610,7.65,3.6200000000000004e-07
1459602875620,7.65,3.6200000000000004e-07
1459602875630,7.65,3.6200000000000004e-07
1459602875640,7.65,3.6200000000000004e-07
1459602875650,7.65,3.6200000000000004e-07
1459602875660,7.65,0.0
1459602875670,7.65,7.240000000000001e-07
1459602875680,7.65,0.0
1459602875690,7.65,3.6200000000000004e-07
1459602875700,7.65,3.6200000000000004e-07
1459602875710,7.65,0.0
1459602875720,7.65,3.6200000000000004e-07
1459602875730,7.65,7.240000000000001e-07
1459602875740,7.65,0.0
1459602875750,7.65,7.240000000000001e-07
1459602875760,7.65,0.0
1459602875770,7.65,3.6200000000000004e-07
1459602875780,7.65,3.6200000000000004e-07
1459602875790,7.65,3.6200000000000004e-07
1459602875800,7.65,3.6200000000000004e-07
1459602875810,7.65,7.240000000000001e-07
1459602875820,7.65,0.0
1459602875830,7.65,0.0
1459602875840,7.65,3.6200000000000004e-07
1459602875850,7.65,3.6200000000000004e-07
1459602875860,7.65,3.6200000000000004e-07
1459602875870,7.65,7.240000000000001e-07
1459602875880,7.65,0.0
1459602875890,7.65,3.6200000000000004e-07
1459602875900,7.65,0.0
1459602875910,7.65,3.6200000000000004e-07
1459602875920,7.65,3.6200000000000004e-07
1459602875930,7.65,7.240000000000001e-07
1459602875940,7.65,0.0
1459602875950,7.65,3.6200000000000004e-07
1459602875960,7.65,7.240000000000001e-07
1459602875970,7.65,0.0
1459602875980,7.65,3.6200000000000004e-07
1459602875990,7.65,7.240000000000001e-07
1459602876000,7.65,0.0
1459602876010,7.65,7.240000000000001e-07
1459602876020,7.65,0.0
1459602876030,7.65,0.0
1459602876040,7.65,3.6200000000000004e-07
1459602876050,7.65,7.240000000000001e-07
1459602876060,7.65,0.0
1459602876070,7.65,3.6200000000000004e-07
1459602876080,7.65,0.0
1459602876090,7.65,0.0
1459602876100,7.65,0.0
1459602876110,7.65,3.6200000000000004e-07
1459602876120,7.65,7.240000000000001e-07
1459602876130,7.65,7.240000000000001e-07
1459602876140,7.65,0.0
1459602876150,7.65,3.6200000000000004e-07
1459602876160,7.65,0.0
1459602876170,7.65,3.6200000000000004e-07
1459602876180,7.65,3.6200000000000004e-07
1459602876190,7.65,3.6200000000000004e-07
1459602876200,7.65,0.0
1459602876210,7.65,7.240000000000001e-07
1459602876220,7.65,0.0
1459602876230,7.65,3.6200000000000004e-07
1459602876240,7.65,7.240000000000001e-07
1459602876250,7.65,7.240000000000001e-07
1459602876260,7.65,0.0
1459602876270,7.65,7.240000000000001e-07
1459602876280,7.65,0.0
1459602876290,7.65,7.240000000000001e-07
1459602876300,7.65,0.0
1459602876310,7.65,1.0859999999999999e-06
1459602876320,7.65,0.0
1459602876330,7.65,7.240000000000001e-07
1459602876340,7.65,0.0
1459602876350,7.65,3.6200000000000004e-07
1459602876360,7.65,0.0
1459602876370,7.65,1.0859999999999999e-06
1459602876380,7.65,0.0
1459602876390,7.65,0.0
1459602876400,7.65,0.0
1459602876410,7.65,7.240000000000001e-07
1459602876420,7.65,3.6200000000000004e-07
1459602876430,7.65,1.0859999999999999e-06
1459602876440,7.65,0.0
1459602876450,7.65,3.6200000000000004e-07
1459602876460,7.65,0.0
1459602876470,7.65,7.240000000000001e-07
1459602876480,7.65,0.0
1459602876490,7.65,1.0859999999999999e-06
1459602876500,7.65,0.0
1459602876510,7.65,7.240000000000001e-07
1459602876520,7.65,0.0
1459602876530,7.65,3.6200000000000004e-07
