Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1459605217820,9.515,7.240000000000001e-07
1459605217830,9.515,0.0
1459605217840,9.515,3.6200000000000004e-07
1459605217850,9.515,0.0
1459605217860,9.515,3.6200000000000004e-07
1459605217870,9.515,0.0
1459605217880,9.515,7.240000000000001e-07
1459605217890,9.515,7.240000000000001e-07
1459605217900,9.515,3.6200000000000004e-07
1459605217910,9.515,3.6200000000000004e-07
1459605217920,9.515,7.240000000000001e-07
1459605217930,9.515,3.6200000000000004e-07
1459605217940,9.515,7.240000000000001e-07
1459605217950,9.515,0.0
1459605217960,9.515,7.240000000000001e-07
1459605217970,9.515,3.6200000000000004e-07
1459605217980,9.515,3.6200000000000004e-07
1459605217990,9.515,0.0
1459605218000,9.515,1.0859999999999999e-06
1459605218010,9.515,7.240000000000001e-07
1459605218020,9.515,0.0
1459605218030,9.515,3.6200000000000004e-07
1459605218040,9.515,0.0
1459605218050,9.515,3.6200000000000004e-07
1459605218060,9.515,3.6200000000000004e-07
1459605218070,9.515,7.240000000000001e-07
1459605218080,9.515,0.0
1459605218090,9.515,0.0
1459605218100,9.515,7.240000000000001e-07
1459605218110,9.515,3.6200000000000004e-07
1459605218120,9.515,3.6200000000000004e-07
1459605218130,9.515,0.0
1459605218140,9.515,7.240000000000001e-07
1459605218150,9.515,3.6200000000000004e-07
1459605218160,9.515,7.240000000000001e-07
1459605218170,9.515,0.0
1459605218180,9.515,3.6200000000000004e-07
1459605218190,9.515,3.6200000000000004e-07
1459605218200,9.515,3.6200000000000004e-07
1459605218210,9.515,0.0
1459605218220,9.515,0.0
1459605218230,9.515,3.6200000000000004e-07
1459605218240,9.515,3.6200000000000004e-07
1459605218250,9.515,0.0
1459605218260,9.515,3.6200000000000004e-07
1459605218270,9.515,3.6200000000000004e-07
1459605218280,9.515,3.6200000000000004e-07
1459605218290,9.515,1.0859999999999999e-06
1459605218300,9.515,0.0
1459605218310,9.515,0.0
1459605218320,9.515,3.6200000000000004e-07
1459605218330,9.515,0.0
1459605218340,9.515,7.240000000000001e-07
1459605218350,9.515,0.0
1459605218360,9.515,1.4480000000000002e-06
1459605218370,9.515,1.0859999999999999e-06
1459605218380,9.515,3.6200000000000004e-07
1459605218390,9.515,0.0
1459605218400,9.515,3.6200000000000004e-07
1459605218410,9.515,0.0
1459605218420,9.515,7.240000000000001e-07
1459605218430,9.515,0.0
1459605218440,9.515,7.240000000000001e-07
1459605218450,9.515,0.0
1459605218460,9.515,1.0859999999999999e-06
1459605218470,9.515,3.6200000000000004e-07
1459605218480,9.515,1.0859999999999999e-06
1459605218490,9.515,1.0859999999999999e-06
1459605218500,9.515,0.0
1459605218510,9.515,0.0
1459605218520,9.515,3.6200000000000004e-07
1459605218530,9.515,0.0
1459605218540,9.515,0.0
1459605218550,9.515,3.6200000000000004e-07
1459605218560,9.515,3.6200000000000004e-07
1459605218570,9.515,3.6200000000000004e-07
1459605218580,9.515,0.0
1459605218590,9.515,7.240000000000001e-07
1459605218600,9.515,7.240000000000001e-07
1459605218610,9.515,0.0
1459605218620,9.515,3.6200000000000004e-07
1459605218630,9.515,7.240000000000001e-07
1459605218640,9.515,3.6200000000000004e-07
1459605218650,9.515,0.0
1459605218660,9.515,1.4480000000000002e-06
1459605218670,9.515,0.0
1459605218680,9.515,3.6200000000000004e-07
1459605218690,9.515,0.0
1459605218700,9.515,7.240000000000001e-07
1459605218710,9.515,3.6200000000000004e-07
1459605218720,9.515,3.6200000000000004e-07
1459605218730,9.515,3.6200000000000004e-07
1459605218740,9.515,3.6200000000000004e-07
1459605218750,9.515,0.0
1459605218760,9.515,3.6200000000000004e-07
1459605218770,9.515,3.6200000000000004e-07
1459605218780,9.515,0.0
1459605218790,9.515,3.6200000000000004e-07
1459605218800,9.515,3.6200000000000004e-07
1459605218810,9.515,3.6200000000000004e-07
1459605218820,9.515,7.240000000000001e-07
1459605218830,9.515,0.0
1459605218840,9.515,7.240000000000001e-07
1459605218850,9.515,3.6200000000000004e-07
1459605218860,9.515,3.6200000000000004e-07
1459605218870,9.515,3.6200000000000004e-07
1459605218880,9.515,3.6200000000000004e-07
1459605218890,9.515,0.0
1459605218900,9.515,7.240000000000001e-07
1459605218910,9.515,0.0
1459605218920,9.515,7.240000000000001e-07
1459605218930,9.515,3.6200000000000004e-07
1459605218940,9.515,1.4480000000000002e-06
1459605218950,9.515,0.0
1459605218960,9.515,3.6200000000000004e-07
1459605218970,9.515,0.0
1459605218980,9.515,0.0
1459605218990,9.515,7.240000000000001e-07
1459605219000,9.515,3.6200000000000004e-07
1459605219010,9.515,7.240000000000001e-07
1459605219020,9.515,0.0
1459605219030,9.515,0.0
1459605219040,9.515,3.6200000000000004e-07
1459605219050,9.515,3.6200000000000004e-07
1459605219060,9.515,7.240000000000001e-07
1459605219070,9.515,3.6200000000000004e-07
1459605219080,9.515,3.6200000000000004e-07
1459605219090,9.515,3.6200000000000004e-07
1459605219100,9.515,7.240000000000001e-07
1459605219110,9.515,3.6200000000000004e-07
1459605219120,9.515,3.6200000000000004e-07
1459605219130,9.515,0.0
1459605219140,9.515,1.4480000000000002e-06
1459605219150,9.515,0.0
1459605219160,9.515,0.0
1459605219170,9.515,0.0
1459605219180,9.515,1.0859999999999999e-06
1459605219190,9.515,0.0
1459605219200,9.515,0.0
1459605219210,9.515,3.6200000000000004e-07
1459605219220,9.515,0.0
1459605219230,9.515,7.240000000000001e-07
1459605219240,9.515,3.6200000000000004e-07
1459605219250,9.515,3.6200000000000004e-07
1459605219260,9.515,7.240000000000001e-07
1459605219270,9.515,3.6200000000000004e-07
1459605219280,9.515,7.240000000000001e-07
1459605219290,9.515,7.240000000000001e-07
1459605219300,9.515,7.240000000000001e-07
1459605219310,9.515,0.0
1459605219320,9.515,3.6200000000000004e-07
1459605219330,9.515,3.6200000000000004e-07
1459605219340,9.515,1.0859999999999999e-06
1459605219350,9.515,0.0
1459605219360,9.515,3.6200000000000004e-07
1459605219370,9.515,0.0
1459605219380,9.515,1.4480000000000002e-06
1459605219390,9.515,0.0
1459605219400,9.515,3.6200000000000004e-07
1459605219410,9.515,1.0859999999999999e-06
1459605219420,9.515,0.0
1459605219430,9.515,3.6200000000000004e-07
1459605219440,9.515,3.6200000000000004e-07
1459605219450,9.515,3.6200000000000004e-07
1459605219460,9.515,3.6200000000000004e-07
