Timestamp,position,BLMTI.04R7.B2I10_TCSG.B4R7.B2
1459604360520,-9.03,0.0
1459604360530,-9.03,1.0859999999999999e-06
1459604360540,-9.03,3.982e-06
1459604360550,-9.03,3.982e-06
1459604360560,-9.03,1.4480000000000002e-06
1459604360570,-9.03,2.8960000000000003e-06
1459604360580,-9.03,2.1719999999999997e-06
1459604360590,-9.03,1.0859999999999999e-06
1459604360600,-9.03,1.81e-06
1459604360610,-9.03,3.6200000000000004e-07
1459604360620,-9.03,7.24e-06
1459604360630,-9.03,4.706e-06
1459604360640,-9.03,0.0
1459604360650,-9.03,2.8960000000000003e-06
1459604360660,-9.03,1.4480000000000002e-06
1459604360670,-9.03,5.43e-06
1459604360680,-9.03,1.0859999999999999e-06
1459604360690,-9.03,2.8960000000000003e-06
1459604360700,-9.03,1.81e-06
1459604360710,-9.03,5.43e-06
1459604360720,-9.03,5.0680000000000004e-06
1459604360730,-9.03,5.43e-06
1459604360740,-9.03,6.516e-06
1459604360750,-9.03,5.43e-06
1459604360760,-9.03,6.516e-06
1459604360770,-9.03,3.62e-06
1459604360780,-9.03,5.43e-06
1459604360790,-9.03,6.516e-06
1459604360800,-9.03,1.3032e-05
1459604360810,-9.03,1.3032e-05
1459604360820,-9.03,1.4842000000000001e-05
1459604360830,-9.03,1.3032e-05
1459604360840,-9.03,1.629e-05
1459604360850,-9.03,9.774e-06
1459604360860,-9.03,9.412e-06
1459604360870,-9.03,9.05e-06
1459604360880,-9.03,7.24e-06
1459604360890,-9.03,3.982e-06
1459604360900,-9.03,7.964e-06
1459604360910,-9.03,1.81e-06
1459604360920,-9.03,3.62e-06
1459604360930,-9.03,2.5340000000000002e-06
1459604360940,-9.03,5.0680000000000004e-06
1459604360950,-9.03,3.62e-06
1459604360960,-9.03,5.0680000000000004e-06
1459604360970,-9.03,4.343999999999999e-06
1459604360980,-9.03,4.706e-06
1459604360990,-9.03,3.982e-06
1459604361000,-9.03,6.154e-06
1459604361010,-9.03,1.4480000000000002e-06
1459604361020,-9.03,6.154e-06
1459604361030,-9.03,6.154e-06
1459604361040,-9.03,1.1945999999999999e-05
1459604361050,-9.03,1.0136000000000001e-05
1459604361060,-9.03,1.4118e-05
1459604361070,-9.03,1.3755999999999998e-05
1459604361080,-9.03,1.3032e-05
1459604361090,-9.03,1.086e-05
1459604361100,-9.03,7.964e-06
1459604361110,-9.03,5.792000000000001e-06
1459604361120,-9.03,3.62e-06
1459604361130,-9.03,3.982e-06
1459604361140,-9.03,2.5340000000000002e-06
1459604361150,-9.03,7.240000000000001e-07
1459604361160,-9.03,7.240000000000001e-07
1459604361170,-9.03,3.258e-06
1459604361180,-9.03,0.0
1459604361190,-9.03,1.81e-06
1459604361200,-9.03,7.240000000000001e-07
1459604361210,-9.03,2.1719999999999997e-06
1459604361220,-9.03,0.0
1459604361230,-9.03,2.8960000000000003e-06
1459604361240,-9.03,7.240000000000001e-07
1459604361250,-9.03,0.0
1459604361260,-9.03,1.0859999999999999e-06
1459604361270,-9.03,0.0
1459604361280,-9.03,0.0
1459604361290,-9.03,3.6200000000000004e-07
1459604361300,-9.03,3.6200000000000004e-07
1459604361310,-9.03,1.81e-06
1459604361320,-9.03,1.0859999999999999e-06
1459604361330,-9.03,1.0859999999999999e-06
1459604361340,-9.03,1.0859999999999999e-06
1459604361350,-9.03,0.0
1459604361360,-9.03,3.6200000000000004e-07
1459604361370,-9.03,0.0
1459604361380,-9.03,0.0
1459604361390,-9.03,1.0859999999999999e-06
1459604361400,-9.03,1.81e-06
1459604361410,-9.03,0.0
1459604361420,-9.03,1.0859999999999999e-06
1459604361430,-9.03,7.240000000000001e-07
1459604361440,-9.03,7.240000000000001e-07
1459604361450,-9.03,7.240000000000001e-07
1459604361460,-9.03,3.6200000000000004e-07
1459604361470,-9.03,1.81e-06
1459604361480,-9.03,0.0
1459604361490,-9.03,0.0
1459604361500,-9.03,1.81e-06
1459604361510,-9.03,0.0
1459604361520,-9.03,7.240000000000001e-07
1459604361530,-9.03,0.0
1459604361540,-9.03,1.4480000000000002e-06
1459604361550,-9.03,1.0859999999999999e-06
1459604361560,-9.03,1.4480000000000002e-06
1459604361570,-9.03,0.0
1459604361580,-9.03,3.6200000000000004e-07
1459604361590,-9.03,1.7014e-05
1459604361600,-9.03,2.5340000000000002e-06
1459604361610,-9.03,3.6200000000000004e-07
1459604361620,-9.03,3.6200000000000004e-07
1459604361630,-9.03,1.81e-06
1459604361640,-9.03,1.81e-06
1459604361650,-9.03,3.62e-06
1459604361660,-9.03,1.1584000000000001e-05
1459604361670,-9.03,5.0680000000000004e-06
1459604361680,-9.03,8.326e-06
1459604361690,-9.03,3.258e-06
1459604361700,-9.03,2.8960000000000003e-06
1459604361710,-9.03,2.8960000000000003e-06
1459604361720,-9.03,0.0
1459604361730,-9.03,7.240000000000001e-07
1459604361740,-9.03,3.258e-06
1459604361750,-9.03,1.0859999999999999e-06
1459604361760,-9.03,2.8960000000000003e-06
1459604361770,-9.03,2.1719999999999997e-06
1459604361780,-9.03,5.0680000000000004e-06
1459604361790,-9.03,7.240000000000001e-07
1459604361800,-9.03,2.8960000000000003e-06
1459604361810,-9.03,3.6200000000000004e-07
1459604361820,-9.03,3.982e-06
1459604361830,-9.03,2.8960000000000003e-06
1459604361840,-9.03,2.1719999999999997e-06
1459604361850,-9.03,1.81e-06
1459604361860,-9.03,6.154e-06
1459604361870,-9.03,3.258e-06
1459604361880,-9.03,6.516e-06
1459604361890,-9.03,2.5340000000000002e-06
1459604361900,-9.03,6.877999999999999e-06
1459604361910,-9.03,0.0
1459604361920,-9.03,2.8960000000000003e-06
1459604361930,-9.03,7.240000000000001e-07
1459604361940,-9.03,4.706e-06
1459604361950,-9.03,1.0859999999999999e-06
1459604361960,-9.03,2.5340000000000002e-06
1459604361970,-9.03,1.0859999999999999e-06
1459604361980,-9.03,7.240000000000001e-07
1459604361990,-9.03,2.1719999999999997e-06
1459604362000,-9.03,7.240000000000001e-07
1459604362010,-9.03,1.4480000000000002e-06
1459604362020,-9.03,7.240000000000001e-07
1459604362030,-9.03,7.240000000000001e-07
1459604362040,-9.03,1.81e-06
1459604362050,-9.03,1.4480000000000002e-06
1459604362060,-9.03,0.0
1459604362070,-9.03,0.0
1459604362080,-9.03,1.0859999999999999e-06
1459604362090,-9.03,0.0
1459604362100,-9.03,1.4480000000000002e-06
1459604362110,-9.03,0.0
1459604362120,-9.03,2.8960000000000003e-06
1459604362130,-9.03,3.6200000000000004e-07
1459604362140,-9.03,0.0
1459604362150,-9.03,1.81e-06
1459604362160,-9.03,1.0859999999999999e-06
1459604362170,-9.03,0.0
1459604362180,-9.03,3.258e-06
1459604362190,-9.03,0.0
