Timestamp,position,BLMTI.05R7.B1E10_TCSG.B5R7.B1
1459608100950,9.135,1.4480000000000002e-06
1459608100960,9.135,1.4480000000000002e-06
1459608100970,9.135,1.81e-06
1459608100980,9.135,3.6200000000000004e-07
1459608100990,9.135,1.81e-06
1459608101000,9.135,1.4480000000000002e-06
1459608101010,9.135,1.4480000000000002e-06
1459608101020,9.135,2.1719999999999997e-06
1459608101030,9.135,1.0859999999999999e-06
1459608101040,9.135,3.6200000000000004e-07
1459608101050,9.135,2.5340000000000002e-06
1459608101060,9.135,1.0859999999999999e-06
1459608101070,9.135,2.8960000000000003e-06
1459608101080,9.135,1.0859999999999999e-06
1459608101090,9.135,1.81e-06
1459608101100,9.135,2.1719999999999997e-06
1459608101110,9.135,2.8960000000000003e-06
1459608101120,9.135,1.81e-06
1459608101130,9.135,1.81e-06
1459608101140,9.135,2.1719999999999997e-06
1459608101150,9.135,1.0859999999999999e-06
1459608101160,9.135,2.1719999999999997e-06
1459608101170,9.135,1.81e-06
1459608101180,9.135,1.4480000000000002e-06
1459608101190,9.135,2.5340000000000002e-06
1459608101200,9.135,4.343999999999999e-06
1459608101210,9.135,3.982e-06
1459608101220,9.135,4.706e-06
1459608101230,9.135,6.516e-06
1459608101240,9.135,5.43e-06
1459608101250,9.135,7.24e-06
1459608101260,9.135,7.602e-06
1459608101270,9.135,7.24e-06
1459608101280,9.135,4.343999999999999e-06
1459608101290,9.135,8.326e-06
1459608101300,9.135,7.602e-06
1459608101310,9.135,6.877999999999999e-06
1459608101320,9.135,6.877999999999999e-06
1459608101330,9.135,4.343999999999999e-06
1459608101340,9.135,3.982e-06
1459608101350,9.135,5.0680000000000004e-06
1459608101360,9.135,2.1719999999999997e-06
1459608101370,9.135,3.62e-06
1459608101380,9.135,2.5340000000000002e-06
1459608101390,9.135,1.81e-06
1459608101400,9.135,1.81e-06
1459608101410,9.135,2.1719999999999997e-06
1459608101420,9.135,2.1719999999999997e-06
1459608101430,9.135,1.81e-06
1459608101440,9.135,1.81e-06
1459608101450,9.135,2.5340000000000002e-06
1459608101460,9.135,1.0859999999999999e-06
1459608101470,9.135,2.1719999999999997e-06
1459608101480,9.135,1.81e-06
1459608101490,9.135,2.1719999999999997e-06
1459608101500,9.135,1.4480000000000002e-06
1459608101510,9.135,2.5340000000000002e-06
1459608101520,9.135,1.0859999999999999e-06
1459608101530,9.135,3.982e-06
1459608101540,9.135,1.81e-06
1459608101550,9.135,2.1719999999999997e-06
1459608101560,9.135,2.1719999999999997e-06
1459608101570,9.135,1.81e-06
1459608101580,9.135,1.81e-06
1459608101590,9.135,2.8960000000000003e-06
1459608101600,9.135,2.1719999999999997e-06
1459608101610,9.135,2.1719999999999997e-06
1459608101620,9.135,1.0859999999999999e-06
1459608101630,9.135,2.5340000000000002e-06
1459608101640,9.135,7.240000000000001e-07
1459608101650,9.135,1.4480000000000002e-06
1459608101660,9.135,1.0859999999999999e-06
1459608101670,9.135,1.4480000000000002e-06
1459608101680,9.135,1.0859999999999999e-06
1459608101690,9.135,2.1719999999999997e-06
1459608101700,9.135,1.0859999999999999e-06
1459608101710,9.135,2.5340000000000002e-06
1459608101720,9.135,1.0859999999999999e-06
1459608101730,9.135,2.1719999999999997e-06
1459608101740,9.135,7.240000000000001e-07
1459608101750,9.135,1.81e-06
1459608101760,9.135,7.240000000000001e-07
1459608101770,9.135,2.1719999999999997e-06
1459608101780,9.135,3.6200000000000004e-07
1459608101790,9.135,1.4480000000000002e-06
1459608101800,9.135,7.240000000000001e-07
1459608101810,9.135,1.81e-06
1459608101820,9.135,2.8960000000000003e-06
1459608101830,9.135,3.6200000000000004e-07
1459608101840,9.135,1.4480000000000002e-06
1459608101850,9.135,1.81e-06
1459608101860,9.135,3.6200000000000004e-07
1459608101870,9.135,1.0859999999999999e-06
1459608101880,9.135,7.240000000000001e-07
1459608101890,9.135,7.240000000000001e-07
1459608101900,9.135,7.240000000000001e-07
1459608101910,9.135,1.0859999999999999e-06
1459608101920,9.135,1.0859999999999999e-06
1459608101930,9.135,1.0859999999999999e-06
1459608101940,9.135,0.0
1459608101950,9.135,1.4480000000000002e-06
1459608101960,9.135,0.0
1459608101970,9.135,1.81e-06
1459608101980,9.135,7.240000000000001e-07
1459608101990,9.135,1.0859999999999999e-06
1459608102000,9.135,7.240000000000001e-07
1459608102010,9.135,1.81e-06
1459608102020,9.135,1.4480000000000002e-06
1459608102030,9.135,2.8960000000000003e-06
1459608102040,9.135,2.8960000000000003e-06
1459608102050,9.135,3.982e-06
1459608102060,9.135,2.5340000000000002e-06
1459608102070,9.135,2.8960000000000003e-06
1459608102080,9.135,7.240000000000001e-07
1459608102090,9.135,3.258e-06
1459608102100,9.135,1.4480000000000002e-06
1459608102110,9.135,7.240000000000001e-07
1459608102120,9.135,7.240000000000001e-07
1459608102130,9.135,1.0859999999999999e-06
1459608102140,9.135,1.81e-06
1459608102150,9.135,1.0859999999999999e-06
1459608102160,9.135,1.0859999999999999e-06
1459608102170,9.135,7.240000000000001e-07
1459608102180,9.135,7.240000000000001e-07
1459608102190,9.135,1.0859999999999999e-06
1459608102200,9.135,7.240000000000001e-07
1459608102210,9.135,3.6200000000000004e-07
1459608102220,9.135,7.240000000000001e-07
1459608102230,9.135,1.0859999999999999e-06
1459608102240,9.135,1.0859999999999999e-06
1459608102250,9.135,7.240000000000001e-07
1459608102260,9.135,7.240000000000001e-07
1459608102270,9.135,1.4480000000000002e-06
1459608102280,9.135,7.240000000000001e-07
1459608102290,9.135,1.0859999999999999e-06
1459608102300,9.135,3.6200000000000004e-07
1459608102310,9.135,1.4480000000000002e-06
1459608102320,9.135,1.4480000000000002e-06
1459608102330,9.135,2.1719999999999997e-06
1459608102340,9.135,3.6200000000000004e-07
1459608102350,9.135,1.0859999999999999e-06
1459608102360,9.135,1.0859999999999999e-06
1459608102370,9.135,2.1719999999999997e-06
1459608102380,9.135,1.0859999999999999e-06
1459608102390,9.135,2.5340000000000002e-06
1459608102400,9.135,7.240000000000001e-07
1459608102410,9.135,1.4480000000000002e-06
1459608102420,9.135,2.1719999999999997e-06
1459608102430,9.135,3.6200000000000004e-07
1459608102440,9.135,1.0859999999999999e-06
1459608102450,9.135,1.4480000000000002e-06
1459608102460,9.135,3.6200000000000004e-07
1459608102470,9.135,1.0859999999999999e-06
1459608102480,9.135,7.240000000000001e-07
1459608102490,9.135,7.240000000000001e-07
1459608102500,9.135,3.6200000000000004e-07
1459608102510,9.135,1.4480000000000002e-06
1459608102520,9.135,1.4480000000000002e-06
1459608102530,9.135,2.1719999999999997e-06
1459608102540,9.135,7.240000000000001e-07
1459608102550,9.135,1.81e-06
1459608102560,9.135,7.240000000000001e-07
1459608102570,9.135,1.4480000000000002e-06
