Timestamp,position,BLMTI.06L3.B2E10_TCLA.6L3.B2
1459601804750,-6.785,1.0859999999999999e-06
1459601804760,-6.785,0.0
1459601804770,-6.785,0.0
1459601804780,-6.785,0.0
1459601804790,-6.785,0.0
1459601804800,-6.785,0.0
1459601804810,-6.785,3.6200000000000004e-07
1459601804820,-6.785,0.0
1459601804830,-6.785,0.0
1459601804840,-6.785,7.240000000000001e-07
1459601804850,-6.785,3.6200000000000004e-07
1459601804860,-6.785,3.6200000000000004e-07
1459601804870,-6.785,0.0
1459601804880,-6.785,0.0
1459601804890,-6.785,0.0
1459601804900,-6.785,3.6200000000000004e-07
1459601804910,-6.785,3.6200000000000004e-07
1459601804920,-6.785,0.0
1459601804930,-6.785,1.0859999999999999e-06
1459601804940,-6.785,7.240000000000001e-07
1459601804950,-6.785,1.0859999999999999e-06
1459601804960,-6.785,0.0
1459601804970,-6.785,3.6200000000000004e-07
1459601804980,-6.785,0.0
1459601804990,-6.785,3.6200000000000004e-07
1459601805000,-6.785,0.0
1459601805010,-6.785,0.0
1459601805020,-6.785,0.0
1459601805030,-6.785,0.0
1459601805040,-6.785,3.6200000000000004e-07
1459601805050,-6.785,0.0
1459601805060,-6.785,7.240000000000001e-07
1459601805070,-6.785,0.0
1459601805080,-6.785,1.0859999999999999e-06
1459601805090,-6.785,3.6200000000000004e-07
1459601805100,-6.785,0.0
1459601805110,-6.785,0.0
1459601805120,-6.785,0.0
1459601805130,-6.785,0.0
1459601805140,-6.785,3.6200000000000004e-07
1459601805150,-6.785,7.240000000000001e-07
1459601805160,-6.785,0.0
1459601805170,-6.785,1.0859999999999999e-06
1459601805180,-6.785,0.0
1459601805190,-6.785,3.6200000000000004e-07
1459601805200,-6.785,0.0
1459601805210,-6.785,3.6200000000000004e-07
1459601805220,-6.785,0.0
1459601805230,-6.785,0.0
1459601805240,-6.785,3.6200000000000004e-07
1459601805250,-6.785,3.6200000000000004e-07
1459601805260,-6.785,3.6200000000000004e-07
1459601805270,-6.785,0.0
1459601805280,-6.785,7.240000000000001e-07
1459601805290,-6.785,0.0
1459601805300,-6.785,1.0859999999999999e-06
1459601805310,-6.785,0.0
1459601805320,-6.785,0.0
1459601805330,-6.785,3.6200000000000004e-07
1459601805340,-6.785,3.6200000000000004e-07
1459601805350,-6.785,0.0
1459601805360,-6.785,3.6200000000000004e-07
1459601805370,-6.785,3.6200000000000004e-07
1459601805380,-6.785,0.0
1459601805390,-6.785,1.4480000000000002e-06
1459601805400,-6.785,0.0
1459601805410,-6.785,7.240000000000001e-07
1459601805420,-6.785,0.0
1459601805430,-6.785,7.240000000000001e-07
1459601805440,-6.785,0.0
1459601805450,-6.785,0.0
1459601805460,-6.785,3.6200000000000004e-07
1459601805470,-6.785,3.6200000000000004e-07
1459601805480,-6.785,7.240000000000001e-07
1459601805490,-6.785,0.0
1459601805500,-6.785,7.240000000000001e-07
1459601805510,-6.785,0.0
1459601805520,-6.785,7.240000000000001e-07
1459601805530,-6.785,3.6200000000000004e-07
1459601805540,-6.785,0.0
1459601805550,-6.785,0.0
1459601805560,-6.785,7.240000000000001e-07
1459601805570,-6.785,0.0
1459601805580,-6.785,0.0
1459601805590,-6.785,3.6200000000000004e-07
1459601805600,-6.785,7.240000000000001e-07
1459601805610,-6.785,7.240000000000001e-07
1459601805620,-6.785,3.6200000000000004e-07
1459601805630,-6.785,3.6200000000000004e-07
1459601805640,-6.785,0.0
1459601805650,-6.785,0.0
1459601805660,-6.785,0.0
1459601805670,-6.785,0.0
1459601805680,-6.785,3.6200000000000004e-07
1459601805690,-6.785,0.0
1459601805700,-6.785,3.6200000000000004e-07
1459601805710,-6.785,0.0
1459601805720,-6.785,3.6200000000000004e-07
1459601805730,-6.785,3.6200000000000004e-07
1459601805740,-6.785,7.240000000000001e-07
1459601805750,-6.785,3.6200000000000004e-07
1459601805760,-6.785,3.6200000000000004e-07
1459601805770,-6.785,0.0
1459601805780,-6.785,3.6200000000000004e-07
1459601805790,-6.785,3.6200000000000004e-07
1459601805800,-6.785,3.6200000000000004e-07
1459601805810,-6.785,0.0
1459601805820,-6.785,3.6200000000000004e-07
1459601805830,-6.785,3.6200000000000004e-07
1459601805840,-6.785,0.0
1459601805850,-6.785,0.0
1459601805860,-6.785,3.6200000000000004e-07
1459601805870,-6.785,7.240000000000001e-07
1459601805880,-6.785,3.6200000000000004e-07
1459601805890,-6.785,0.0
1459601805900,-6.785,0.0
1459601805910,-6.785,0.0
1459601805920,-6.785,7.240000000000001e-07
1459601805930,-6.785,0.0
1459601805940,-6.785,7.240000000000001e-07
1459601805950,-6.785,0.0
1459601805960,-6.785,0.0
1459601805970,-6.785,3.6200000000000004e-07
1459601805980,-6.785,3.6200000000000004e-07
1459601805990,-6.785,0.0
1459601806000,-6.785,0.0
1459601806010,-6.785,3.6200000000000004e-07
1459601806020,-6.785,0.0
1459601806030,-6.785,0.0
1459601806040,-6.785,0.0
1459601806050,-6.785,0.0
1459601806060,-6.785,0.0
1459601806070,-6.785,7.240000000000001e-07
1459601806080,-6.785,0.0
1459601806090,-6.785,3.6200000000000004e-07
1459601806100,-6.785,3.6200000000000004e-07
1459601806110,-6.785,3.6200000000000004e-07
1459601806120,-6.785,0.0
1459601806130,-6.785,3.6200000000000004e-07
1459601806140,-6.785,3.6200000000000004e-07
1459601806150,-6.785,3.6200000000000004e-07
1459601806160,-6.785,3.6200000000000004e-07
1459601806170,-6.785,0.0
1459601806180,-6.785,0.0
1459601806190,-6.785,0.0
1459601806200,-6.785,3.6200000000000004e-07
1459601806210,-6.785,0.0
1459601806220,-6.785,7.240000000000001e-07
1459601806230,-6.785,3.6200000000000004e-07
1459601806240,-6.785,1.0859999999999999e-06
1459601806250,-6.785,0.0
1459601806260,-6.785,0.0
1459601806270,-6.785,0.0
1459601806280,-6.785,3.6200000000000004e-07
1459601806290,-6.785,3.6200000000000004e-07
1459601806300,-6.785,3.6200000000000004e-07
1459601806310,-6.785,3.6200000000000004e-07
1459601806320,-6.785,3.6200000000000004e-07
1459601806330,-6.785,3.6200000000000004e-07
1459601806340,-6.785,3.6200000000000004e-07
1459601806350,-6.785,7.240000000000001e-07
1459601806360,-6.785,0.0
1459601806370,-6.785,3.6200000000000004e-07
1459601806380,-6.785,0.0
1459601806390,-6.785,3.6200000000000004e-07
1459601806400,-6.785,0.0
1459601806410,-6.785,7.240000000000001e-07
1459601806420,-6.785,3.6200000000000004e-07
1459601806430,-6.785,7.240000000000001e-07
1459601806440,-6.785,1.0859999999999999e-06
1459601806450,-6.785,0.0
1459601806460,-6.785,3.6200000000000004e-07
1459601806470,-6.785,0.0
1459601806480,-6.785,0.0
1459601806490,-6.785,0.0
1459601806500,-6.785,0.0
1459601806510,-6.785,0.0
1459601806520,-6.785,1.0859999999999999e-06
1459601806530,-6.785,3.6200000000000004e-07
1459601806540,-6.785,1.0859999999999999e-06
1459601806550,-6.785,1.0859999999999999e-06
1459601806560,-6.785,0.0
1459601806570,-6.785,7.240000000000001e-07
1459601806580,-6.785,0.0
1459601806590,-6.785,0.0
1459601806600,-6.785,0.0
1459601806610,-6.785,3.6200000000000004e-07
1459601806620,-6.785,0.0
1459601806630,-6.785,3.6200000000000004e-07
1459601806640,-6.785,7.240000000000001e-07
1459601806650,-6.785,3.6200000000000004e-07
1459601806660,-6.785,3.6200000000000004e-07
1459601806670,-6.785,0.0
1459601806680,-6.785,3.6200000000000004e-07
1459601806690,-6.785,0.0
1459601806700,-6.785,0.0
1459601806710,-6.785,3.6200000000000004e-07
1459601806720,-6.785,0.0
1459601806730,-6.785,0.0
1459601806740,-6.785,3.6200000000000004e-07
1459601806750,-6.785,0.0
1459601806760,-6.785,7.240000000000001e-07
1459601806770,-6.785,0.0
1459601806780,-6.785,3.6200000000000004e-07
1459601806790,-6.785,0.0
1459601806800,-6.785,0.0
1459601806810,-6.785,0.0
1459601806820,-6.785,0.0
1459601806830,-6.785,3.6200000000000004e-07
1459601806840,-6.785,0.0
1459601806850,-6.785,0.0
1459601806860,-6.785,3.6200000000000004e-07
1459601806870,-6.785,1.0859999999999999e-06
1459601806880,-6.785,0.0
1459601806890,-6.785,0.0
1459601806900,-6.785,7.240000000000001e-07
1459601806910,-6.785,0.0
1459601806920,-6.785,3.6200000000000004e-07
1459601806930,-6.785,0.0
1459601806940,-6.785,0.0
1459601806950,-6.785,0.0
1459601806960,-6.785,7.240000000000001e-07
1459601806970,-6.785,0.0
1459601806980,-6.785,3.6200000000000004e-07
1459601806990,-6.785,0.0
1459601807000,-6.785,0.0
1459601807010,-6.785,7.240000000000001e-07
1459601807020,-6.785,0.0
1459601807030,-6.785,7.240000000000001e-07
1459601807040,-6.785,0.0
1459601807050,-6.785,0.0
1459601807060,-6.785,0.0
1459601807070,-6.785,7.240000000000001e-07
1459601807080,-6.785,0.0
1459601807090,-6.785,0.0
1459601807100,-6.785,1.0859999999999999e-06
1459601807110,-6.785,0.0
1459601807120,-6.785,7.240000000000001e-07
1459601807130,-6.785,0.0
1459601807140,-6.785,3.6200000000000004e-07
1459601807150,-6.785,0.0
1459601807160,-6.785,0.0
1459601807170,-6.785,0.0
1459601807180,-6.785,3.6200000000000004e-07
1459601807190,-6.785,3.6200000000000004e-07
1459601807200,-6.785,7.240000000000001e-07
1459601807210,-6.785,3.6200000000000004e-07
1459601807220,-6.785,3.6200000000000004e-07
1459601807230,-6.785,7.240000000000001e-07
1459601807240,-6.785,0.0
1459601807250,-6.785,3.6200000000000004e-07
1459601807260,-6.785,0.0
1459601807270,-6.785,0.0
1459601807280,-6.785,7.240000000000001e-07
1459601807290,-6.785,0.0
1459601807300,-6.785,3.6200000000000004e-07
1459601807310,-6.785,0.0
1459601807320,-6.785,7.240000000000001e-07
1459601807330,-6.785,0.0
1459601807340,-6.785,7.240000000000001e-07
1459601807350,-6.785,0.0
1459601807360,-6.785,1.0859999999999999e-06
1459601807370,-6.785,7.240000000000001e-07
1459601807380,-6.785,3.6200000000000004e-07
1459601807390,-6.785,0.0
1459601807400,-6.785,0.0
1459601807410,-6.785,0.0
1459601807420,-6.785,3.6200000000000004e-07
1459601807430,-6.785,7.240000000000001e-07
1459601807440,-6.785,0.0
1459601807450,-6.785,0.0
1459601807460,-6.785,0.0
1459601807470,-6.785,1.0859999999999999e-06
1459601807480,-6.785,0.0
1459601807490,-6.785,0.0
1459601807500,-6.785,3.6200000000000004e-07
1459601807510,-6.785,0.0
1459601807520,-6.785,3.6200000000000004e-07
1459601807530,-6.785,0.0
1459601807540,-6.785,7.240000000000001e-07
1459601807550,-6.785,3.6200000000000004e-07
1459601807560,-6.785,7.240000000000001e-07
1459601807570,-6.785,0.0
1459601807580,-6.785,0.0
1459601807590,-6.785,3.6200000000000004e-07
1459601807600,-6.785,0.0
1459601807610,-6.785,0.0
1459601807620,-6.785,0.0
1459601807630,-6.785,3.6200000000000004e-07
1459601807640,-6.785,3.6200000000000004e-07
1459601807650,-6.785,0.0
1459601807660,-6.785,0.0
1459601807670,-6.785,0.0
1459601807680,-6.785,3.6200000000000004e-07
1459601807690,-6.785,3.6200000000000004e-07
1459601807700,-6.785,3.6200000000000004e-07
1459601807710,-6.785,0.0
1459601807720,-6.785,0.0
1459601807730,-6.785,0.0
1459601807740,-6.785,0.0
1459601807750,-6.785,0.0
1459601807760,-6.785,7.240000000000001e-07
1459601807770,-6.785,3.6200000000000004e-07
1459601807780,-6.785,3.6200000000000004e-07
1459601807790,-6.785,3.6200000000000004e-07
1459601807800,-6.785,0.0
1459601807810,-6.785,3.6200000000000004e-07
1459601807820,-6.785,0.0
1459601807830,-6.785,3.6200000000000004e-07
1459601807840,-6.785,3.6200000000000004e-07
1459601807850,-6.785,0.0
1459601807860,-6.785,3.6200000000000004e-07
1459601807870,-6.785,0.0
1459601807880,-6.785,3.6200000000000004e-07
1459601807890,-6.785,0.0
1459601807900,-6.785,3.6200000000000004e-07
1459601807910,-6.785,3.6200000000000004e-07
1459601807920,-6.785,7.240000000000001e-07
1459601807930,-6.785,0.0
1459601807940,-6.785,3.6200000000000004e-07
1459601807950,-6.785,7.240000000000001e-07
1459601807960,-6.785,1.0859999999999999e-06
1459601807970,-6.785,0.0
1459601807980,-6.785,0.0
1459601807990,-6.785,0.0
1459601808000,-6.785,3.6200000000000004e-07
1459601808010,-6.785,7.240000000000001e-07
1459601808020,-6.785,0.0
1459601808030,-6.785,3.6200000000000004e-07
1459601808040,-6.785,1.0859999999999999e-06
1459601808050,-6.785,7.240000000000001e-07
1459601808060,-6.785,0.0
1459601808070,-6.785,0.0
1459601808080,-6.785,3.6200000000000004e-07
1459601808090,-6.785,0.0
1459601808100,-6.785,7.240000000000001e-07
1459601808110,-6.785,0.0
1459601808120,-6.785,3.6200000000000004e-07
1459601808130,-6.785,0.0
1459601808140,-6.785,1.0859999999999999e-06
1459601808150,-6.785,3.6200000000000004e-07
1459601808160,-6.785,3.6200000000000004e-07
1459601808170,-6.785,0.0
1459601808180,-6.785,0.0
1459601808190,-6.785,0.0
1459601808200,-6.785,0.0
1459601808210,-6.785,0.0
1459601808220,-6.785,0.0
1459601808230,-6.785,1.0859999999999999e-06
1459601808240,-6.785,0.0
1459601808250,-6.785,7.240000000000001e-07
1459601808260,-6.785,7.240000000000001e-07
1459601808270,-6.785,3.6200000000000004e-07
1459601808280,-6.785,0.0
1459601808290,-6.785,0.0
1459601808300,-6.785,0.0
1459601808310,-6.785,0.0
1459601808320,-6.785,3.6200000000000004e-07
1459601808330,-6.785,3.6200000000000004e-07
1459601808340,-6.785,3.6200000000000004e-07
1459601808350,-6.785,0.0
1459601808360,-6.785,1.81e-06
1459601808370,-6.785,3.6200000000000004e-07
1459601808380,-6.785,0.0
1459601808390,-6.785,3.6200000000000004e-07
1459601808400,-6.785,0.0
1459601808410,-6.785,0.0
1459601808420,-6.785,0.0
1459601808430,-6.785,7.240000000000001e-07
1459601808440,-6.785,0.0
1459601808450,-6.785,1.0859999999999999e-06
1459601808460,-6.785,3.6200000000000004e-07
1459601808470,-6.785,0.0
1459601808480,-6.785,3.6200000000000004e-07
1459601808490,-6.785,3.6200000000000004e-07
1459601808500,-6.785,7.240000000000001e-07
1459601808510,-6.785,0.0
1459601808520,-6.785,3.6200000000000004e-07
1459601808530,-6.785,0.0
1459601808540,-6.785,3.6200000000000004e-07
1459601808550,-6.785,3.6200000000000004e-07
1459601808560,-6.785,0.0
1459601808570,-6.785,3.6200000000000004e-07
1459601808580,-6.785,3.6200000000000004e-07
1459601808590,-6.785,7.240000000000001e-07
1459601808600,-6.785,3.6200000000000004e-07
1459601808610,-6.785,7.240000000000001e-07
1459601808620,-6.785,3.6200000000000004e-07
1459601808630,-6.785,3.6200000000000004e-07
1459601808640,-6.785,0.0
1459601808650,-6.785,3.6200000000000004e-07
1459601808660,-6.785,0.0
1459601808670,-6.785,0.0
1459601808680,-6.785,3.6200000000000004e-07
1459601808690,-6.785,0.0
1459601808700,-6.785,7.240000000000001e-07
1459601808710,-6.785,0.0
1459601808720,-6.785,3.6200000000000004e-07
1459601808730,-6.785,0.0
1459601808740,-6.785,1.0859999999999999e-06
1459601808750,-6.785,0.0
1459601808760,-6.785,3.6200000000000004e-07
1459601808770,-6.785,0.0
1459601808780,-6.785,7.240000000000001e-07
1459601808790,-6.785,0.0
1459601808800,-6.785,0.0
1459601808810,-6.785,3.6200000000000004e-07
1459601808820,-6.785,7.240000000000001e-07
1459601808830,-6.785,0.0
1459601808840,-6.785,0.0
1459601808850,-6.785,0.0
1459601808860,-6.785,0.0
1459601808870,-6.785,7.240000000000001e-07
1459601808880,-6.785,0.0
1459601808890,-6.785,0.0
1459601808900,-6.785,0.0
1459601808910,-6.785,7.240000000000001e-07
1459601808920,-6.785,0.0
1459601808930,-6.785,0.0
1459601808940,-6.785,7.240000000000001e-07
1459601808950,-6.785,0.0
1459601808960,-6.785,7.240000000000001e-07
1459601808970,-6.785,0.0
1459601808980,-6.785,3.6200000000000004e-07
1459601808990,-6.785,3.6200000000000004e-07
1459601809000,-6.785,7.240000000000001e-07
1459601809010,-6.785,3.6200000000000004e-07
1459601809020,-6.785,3.6200000000000004e-07
1459601809030,-6.785,3.6200000000000004e-07
1459601809040,-6.785,3.6200000000000004e-07
1459601809050,-6.785,3.6200000000000004e-07
1459601809060,-6.785,3.6200000000000004e-07
1459601809070,-6.785,7.240000000000001e-07
1459601809080,-6.785,3.6200000000000004e-07
1459601809090,-6.785,3.6200000000000004e-07
1459601809100,-6.785,0.0
1459601809110,-6.785,3.6200000000000004e-07
1459601809120,-6.785,0.0
1459601809130,-6.785,3.6200000000000004e-07
1459601809140,-6.785,3.6200000000000004e-07
1459601809150,-6.785,3.6200000000000004e-07
1459601809160,-6.785,3.6200000000000004e-07
1459601809170,-6.785,3.6200000000000004e-07
1459601809180,-6.785,7.240000000000001e-07
1459601809190,-6.785,3.6200000000000004e-07
1459601809200,-6.785,3.6200000000000004e-07
1459601809210,-6.785,0.0
1459601809220,-6.785,7.240000000000001e-07
1459601809230,-6.785,0.0
1459601809240,-6.785,0.0
1459601809250,-6.785,0.0
1459601809260,-6.785,7.240000000000001e-07
1459601809270,-6.785,3.6200000000000004e-07
1459601809280,-6.785,3.6200000000000004e-07
1459601809290,-6.785,0.0
1459601809300,-6.785,0.0
1459601809310,-6.785,7.240000000000001e-07
1459601809320,-6.785,0.0
1459601809330,-6.785,3.6200000000000004e-07
1459601809340,-6.785,0.0
1459601809350,-6.785,7.240000000000001e-07
1459601809360,-6.785,0.0
1459601809370,-6.785,0.0
1459601809380,-6.785,1.0859999999999999e-06
1459601809390,-6.785,0.0
1459601809400,-6.785,7.240000000000001e-07
1459601809410,-6.785,3.6200000000000004e-07
1459601809420,-6.785,0.0
1459601809430,-6.785,0.0
1459601809440,-6.785,1.0859999999999999e-06
1459601809450,-6.785,0.0
1459601809460,-6.785,0.0
1459601809470,-6.785,0.0
1459601809480,-6.785,3.6200000000000004e-07
1459601809490,-6.785,7.240000000000001e-07
1459601809500,-6.785,3.6200000000000004e-07
1459601809510,-6.785,3.6200000000000004e-07
1459601809520,-6.785,3.6200000000000004e-07
1459601809530,-6.785,7.240000000000001e-07
1459601809540,-6.785,3.6200000000000004e-07
1459601809550,-6.785,3.6200000000000004e-07
1459601809560,-6.785,0.0
1459601809570,-6.785,0.0
1459601809580,-6.785,3.6200000000000004e-07
1459601809590,-6.785,0.0
1459601809600,-6.785,0.0
1459601809610,-6.785,0.0
1459601809620,-6.785,7.240000000000001e-07
1459601809630,-6.785,3.6200000000000004e-07
1459601809640,-6.785,1.0859999999999999e-06
1459601809650,-6.785,3.6200000000000004e-07
1459601809660,-6.785,7.240000000000001e-07
1459601809670,-6.785,0.0
1459601809680,-6.785,0.0
1459601809690,-6.785,0.0
1459601809700,-6.785,0.0
1459601809710,-6.785,7.240000000000001e-07
1459601809720,-6.785,7.240000000000001e-07
1459601809730,-6.785,0.0
1459601809740,-6.785,3.6200000000000004e-07
1459601809750,-6.785,0.0
1459601809760,-6.785,7.240000000000001e-07
1459601809770,-6.785,0.0
1459601809780,-6.785,0.0
1459601809790,-6.785,3.6200000000000004e-07
