Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1459603917840,7.285,3.6200000000000004e-07
1459603917850,7.285,7.240000000000001e-07
1459603917860,7.285,0.0
1459603917870,7.285,3.6200000000000004e-07
1459603917880,7.285,7.240000000000001e-07
1459603917890,7.285,3.6200000000000004e-07
1459603917900,7.285,3.6200000000000004e-07
1459603917910,7.285,0.0
1459603917920,7.285,1.0859999999999999e-06
1459603917930,7.285,0.0
1459603917940,7.285,3.6200000000000004e-07
1459603917950,7.285,0.0
1459603917960,7.285,3.6200000000000004e-07
1459603917970,7.285,3.6200000000000004e-07
1459603917980,7.285,7.240000000000001e-07
1459603917990,7.285,3.6200000000000004e-07
1459603918000,7.285,3.6200000000000004e-07
1459603918010,7.285,3.6200000000000004e-07
1459603918020,7.285,3.6200000000000004e-07
1459603918030,7.285,3.6200000000000004e-07
1459603918040,7.285,3.6200000000000004e-07
1459603918050,7.285,7.240000000000001e-07
1459603918060,7.285,0.0
1459603918070,7.285,7.240000000000001e-07
1459603918080,7.285,3.6200000000000004e-07
1459603918090,7.285,7.240000000000001e-07
1459603918100,7.285,3.6200000000000004e-07
1459603918110,7.285,7.240000000000001e-07
1459603918120,7.285,7.240000000000001e-07
1459603918130,7.285,0.0
1459603918140,7.285,0.0
1459603918150,7.285,0.0
1459603918160,7.285,7.240000000000001e-07
1459603918170,7.285,3.6200000000000004e-07
1459603918180,7.285,3.6200000000000004e-07
1459603918190,7.285,3.6200000000000004e-07
1459603918200,7.285,7.240000000000001e-07
1459603918210,7.285,0.0
1459603918220,7.285,7.240000000000001e-07
1459603918230,7.285,7.240000000000001e-07
1459603918240,7.285,0.0
1459603918250,7.285,7.240000000000001e-07
1459603918260,7.285,0.0
1459603918270,7.285,7.240000000000001e-07
1459603918280,7.285,0.0
1459603918290,7.285,0.0
1459603918300,7.285,7.240000000000001e-07
1459603918310,7.285,1.0859999999999999e-06
1459603918320,7.285,0.0
1459603918330,7.285,3.6200000000000004e-07
1459603918340,7.285,0.0
1459603918350,7.285,3.6200000000000004e-07
1459603918360,7.285,3.6200000000000004e-07
1459603918370,7.285,7.240000000000001e-07
1459603918380,7.285,7.240000000000001e-07
1459603918390,7.285,0.0
1459603918400,7.285,0.0
1459603918410,7.285,3.6200000000000004e-07
1459603918420,7.285,0.0
