Timestamp,position,BLMTI.04L8.B1E10_TCTPH.4L8.B1
1459602269810,4.48,0.0
1459602269820,4.48,3.6200000000000004e-07
1459602269830,4.48,7.240000000000001e-07
1459602269840,4.48,0.0
1459602269850,4.48,0.0
1459602269860,4.48,0.0
1459602269870,4.48,7.240000000000001e-07
1459602269880,4.48,0.0
1459602269890,4.48,3.6200000000000004e-07
1459602269900,4.48,0.0
1459602269910,4.48,0.0
1459602269920,4.48,7.240000000000001e-07
1459602269930,4.48,3.6200000000000004e-07
1459602269940,4.48,0.0
1459602269950,4.48,0.0
1459602269960,4.48,3.6200000000000004e-07
1459602269970,4.48,3.6200000000000004e-07
1459602269980,4.48,3.6200000000000004e-07
1459602269990,4.48,7.240000000000001e-07
1459602270000,4.48,0.0
1459602270010,4.48,3.6200000000000004e-07
1459602270020,4.48,0.0
1459602270030,4.48,3.6200000000000004e-07
1459602270040,4.48,0.0
1459602270050,4.48,7.240000000000001e-07
1459602270060,4.48,3.6200000000000004e-07
1459602270070,4.48,0.0
1459602270080,4.48,3.6200000000000004e-07
1459602270090,4.48,0.0
1459602270100,4.48,7.240000000000001e-07
1459602270110,4.48,0.0
1459602270120,4.48,3.6200000000000004e-07
1459602270130,4.48,3.6200000000000004e-07
1459602270140,4.48,0.0
1459602270150,4.48,3.6200000000000004e-07
1459602270160,4.48,0.0
1459602270170,4.48,7.240000000000001e-07
1459602270180,4.48,0.0
1459602270190,4.48,3.6200000000000004e-07
1459602270200,4.48,3.6200000000000004e-07
1459602270210,4.48,3.6200000000000004e-07
1459602270220,4.48,0.0
1459602270230,4.48,3.6200000000000004e-07
1459602270240,4.48,3.6200000000000004e-07
1459602270250,4.48,3.6200000000000004e-07
1459602270260,4.48,0.0
1459602270270,4.48,3.6200000000000004e-07
1459602270280,4.48,0.0
1459602270290,4.48,7.240000000000001e-07
1459602270300,4.48,3.6200000000000004e-07
1459602270310,4.48,3.6200000000000004e-07
1459602270320,4.48,0.0
1459602270330,4.48,3.6200000000000004e-07
1459602270340,4.48,0.0
1459602270350,4.48,7.240000000000001e-07
1459602270360,4.48,0.0
1459602270370,4.48,7.240000000000001e-07
1459602270380,4.48,0.0
1459602270390,4.48,1.0859999999999999e-06
1459602270400,4.48,0.0
1459602270410,4.48,0.0
1459602270420,4.48,0.0
1459602270430,4.48,3.6200000000000004e-07
1459602270440,4.48,0.0
1459602270450,4.48,1.0859999999999999e-06
1459602270460,4.48,0.0
1459602270470,4.48,0.0
1459602270480,4.48,0.0
1459602270490,4.48,3.6200000000000004e-07
1459602270500,4.48,3.6200000000000004e-07
1459602270510,4.48,0.0
1459602270520,4.48,0.0
1459602270530,4.48,3.6200000000000004e-07
1459602270540,4.48,7.240000000000001e-07
1459602270550,4.48,3.6200000000000004e-07
1459602270560,4.48,0.0
1459602270570,4.48,3.6200000000000004e-07
1459602270580,4.48,0.0
1459602270590,4.48,3.6200000000000004e-07
1459602270600,4.48,7.240000000000001e-07
1459602270610,4.48,0.0
1459602270620,4.48,7.240000000000001e-07
1459602270630,4.48,3.6200000000000004e-07
1459602270640,4.48,3.6200000000000004e-07
1459602270650,4.48,7.240000000000001e-07
1459602270660,4.48,0.0
1459602270670,4.48,0.0
1459602270680,4.48,0.0
1459602270690,4.48,7.240000000000001e-07
1459602270700,4.48,0.0
1459602270710,4.48,0.0
1459602270720,4.48,0.0
1459602270730,4.48,7.240000000000001e-07
1459602270740,4.48,0.0
1459602270750,4.48,3.6200000000000004e-07
1459602270760,4.48,7.240000000000001e-07
1459602270770,4.48,0.0
1459602270780,4.48,0.0
1459602270790,4.48,7.240000000000001e-07
1459602270800,4.48,0.0
1459602270810,4.48,0.0
1459602270820,4.48,0.0
1459602270830,4.48,3.6200000000000004e-07
1459602270840,4.48,3.6200000000000004e-07
1459602270850,4.48,0.0
1459602270860,4.48,0.0
1459602270870,4.48,0.0
1459602270880,4.48,3.6200000000000004e-07
1459602270890,4.48,3.6200000000000004e-07
1459602270900,4.48,7.240000000000001e-07
1459602270910,4.48,0.0
1459602270920,4.48,0.0
1459602270930,4.48,3.6200000000000004e-07
1459602270940,4.48,3.6200000000000004e-07
1459602270950,4.48,3.6200000000000004e-07
1459602270960,4.48,0.0
1459602270970,4.48,3.6200000000000004e-07
1459602270980,4.48,3.6200000000000004e-07
1459602270990,4.48,0.0
1459602271000,4.48,0.0
1459602271010,4.48,1.4480000000000002e-06
1459602271020,4.48,0.0
1459602271030,4.48,0.0
