Timestamp,position,BLMTI.04L2.B1E10_TCTPV.4L2.B1
1459604830570,-7.91,7.240000000000001e-07
1459604830580,-7.91,3.6200000000000004e-07
1459604830590,-7.91,7.240000000000001e-07
1459604830600,-7.91,3.6200000000000004e-07
1459604830610,-7.91,0.0
1459604830620,-7.91,3.6200000000000004e-07
1459604830630,-7.91,0.0
1459604830640,-7.91,3.6200000000000004e-07
1459604830650,-7.91,0.0
1459604830660,-7.91,3.6200000000000004e-07
1459604830670,-7.91,0.0
1459604830680,-7.91,7.240000000000001e-07
1459604830690,-7.91,3.6200000000000004e-07
1459604830700,-7.91,0.0
1459604830710,-7.91,3.6200000000000004e-07
1459604830720,-7.91,7.240000000000001e-07
1459604830730,-7.91,0.0
1459604830740,-7.91,0.0
1459604830750,-7.91,7.240000000000001e-07
1459604830760,-7.91,0.0
1459604830770,-7.91,0.0
1459604830780,-7.91,0.0
1459604830790,-7.91,1.0859999999999999e-06
1459604830800,-7.91,0.0
1459604830810,-7.91,3.6200000000000004e-07
1459604830820,-7.91,3.6200000000000004e-07
1459604830830,-7.91,0.0
1459604830840,-7.91,7.240000000000001e-07
1459604830850,-7.91,3.6200000000000004e-07
1459604830860,-7.91,7.240000000000001e-07
1459604830870,-7.91,0.0
1459604830880,-7.91,0.0
1459604830890,-7.91,0.0
1459604830900,-7.91,3.6200000000000004e-07
1459604830910,-7.91,0.0
1459604830920,-7.91,7.240000000000001e-07
1459604830930,-7.91,0.0
1459604830940,-7.91,3.6200000000000004e-07
1459604830950,-7.91,3.6200000000000004e-07
1459604830960,-7.91,3.6200000000000004e-07
1459604830970,-7.91,3.6200000000000004e-07
1459604830980,-7.91,0.0
1459604830990,-7.91,3.6200000000000004e-07
1459604831000,-7.91,3.6200000000000004e-07
1459604831010,-7.91,3.6200000000000004e-07
1459604831020,-7.91,0.0
1459604831030,-7.91,3.6200000000000004e-07
1459604831040,-7.91,3.6200000000000004e-07
1459604831050,-7.91,7.240000000000001e-07
1459604831060,-7.91,0.0
1459604831070,-7.91,0.0
1459604831080,-7.91,7.240000000000001e-07
1459604831090,-7.91,3.6200000000000004e-07
1459604831100,-7.91,3.6200000000000004e-07
1459604831110,-7.91,3.6200000000000004e-07
1459604831120,-7.91,0.0
1459604831130,-7.91,7.240000000000001e-07
1459604831140,-7.91,3.6200000000000004e-07
1459604831150,-7.91,0.0
1459604831160,-7.91,3.6200000000000004e-07
1459604831170,-7.91,0.0
1459604831180,-7.91,3.6200000000000004e-07
