Timestamp,position,BLMTI.06R7.B1E10_TCLA.A6R7.B1
1459607118910,-8.565,1.0859999999999999e-06
1459607118920,-8.565,1.4480000000000002e-06
1459607118930,-8.565,0.0
1459607118940,-8.565,1.0859999999999999e-06
1459607118950,-8.565,3.6200000000000004e-07
1459607118960,-8.565,1.0859999999999999e-06
1459607118970,-8.565,3.6200000000000004e-07
1459607118980,-8.565,1.0859999999999999e-06
1459607118990,-8.565,3.6200000000000004e-07
1459607119000,-8.565,1.81e-06
1459607119010,-8.565,7.240000000000001e-07
1459607119020,-8.565,1.4480000000000002e-06
1459607119030,-8.565,0.0
1459607119040,-8.565,1.4480000000000002e-06
1459607119050,-8.565,3.6200000000000004e-07
1459607119060,-8.565,1.4480000000000002e-06
1459607119070,-8.565,0.0
1459607119080,-8.565,1.0859999999999999e-06
1459607119090,-8.565,0.0
1459607119100,-8.565,1.0859999999999999e-06
1459607119110,-8.565,0.0
1459607119120,-8.565,1.0859999999999999e-06
1459607119130,-8.565,3.6200000000000004e-07
1459607119140,-8.565,1.0859999999999999e-06
1459607119150,-8.565,7.240000000000001e-07
1459607119160,-8.565,7.240000000000001e-07
1459607119170,-8.565,7.240000000000001e-07
1459607119180,-8.565,7.240000000000001e-07
1459607119190,-8.565,3.6200000000000004e-07
1459607119200,-8.565,1.0859999999999999e-06
1459607119210,-8.565,3.6200000000000004e-07
1459607119220,-8.565,7.240000000000001e-07
1459607119230,-8.565,1.0859999999999999e-06
1459607119240,-8.565,7.240000000000001e-07
1459607119250,-8.565,1.0859999999999999e-06
1459607119260,-8.565,1.4480000000000002e-06
1459607119270,-8.565,0.0
1459607119280,-8.565,1.4480000000000002e-06
1459607119290,-8.565,7.240000000000001e-07
1459607119300,-8.565,1.0859999999999999e-06
1459607119310,-8.565,3.6200000000000004e-07
1459607119320,-8.565,7.240000000000001e-07
1459607119330,-8.565,1.0859999999999999e-06
1459607119340,-8.565,7.240000000000001e-07
1459607119350,-8.565,3.6200000000000004e-07
