Timestamp,position,BLMTI.04R2.B2E10_TCTPV.4R2.B2
1459604837880,6.74,7.240000000000001e-07
1459604837890,6.74,3.6200000000000004e-07
1459604837900,6.74,0.0
1459604837910,6.74,7.240000000000001e-07
1459604837920,6.74,0.0
1459604837930,6.74,3.6200000000000004e-07
1459604837940,6.74,0.0
1459604837950,6.74,3.6200000000000004e-07
1459604837960,6.74,0.0
1459604837970,6.74,3.6200000000000004e-07
1459604837980,6.74,3.6200000000000004e-07
1459604837990,6.74,1.0859999999999999e-06
1459604838000,6.74,0.0
1459604838010,6.74,3.6200000000000004e-07
1459604838020,6.74,0.0
1459604838030,6.74,3.6200000000000004e-07
1459604838040,6.74,3.6200000000000004e-07
1459604838050,6.74,3.6200000000000004e-07
1459604838060,6.74,3.6200000000000004e-07
1459604838070,6.74,3.6200000000000004e-07
1459604838080,6.74,0.0
1459604838090,6.74,7.240000000000001e-07
1459604838100,6.74,3.6200000000000004e-07
1459604838110,6.74,0.0
1459604838120,6.74,3.6200000000000004e-07
1459604838130,6.74,7.240000000000001e-07
1459604838140,6.74,0.0
1459604838150,6.74,7.240000000000001e-07
1459604838160,6.74,7.240000000000001e-07
1459604838170,6.74,7.240000000000001e-07
1459604838180,6.74,3.6200000000000004e-07
1459604838190,6.74,3.6200000000000004e-07
1459604838200,6.74,0.0
1459604838210,6.74,0.0
1459604838220,6.74,7.240000000000001e-07
1459604838230,6.74,3.6200000000000004e-07
1459604838240,6.74,7.240000000000001e-07
1459604838250,6.74,0.0
1459604838260,6.74,7.240000000000001e-07
1459604838270,6.74,3.6200000000000004e-07
1459604838280,6.74,3.6200000000000004e-07
1459604838290,6.74,0.0
1459604838300,6.74,0.0
1459604838310,6.74,7.240000000000001e-07
1459604838320,6.74,3.6200000000000004e-07
1459604838330,6.74,7.240000000000001e-07
1459604838340,6.74,0.0
1459604838350,6.74,7.240000000000001e-07
1459604838360,6.74,0.0
1459604838370,6.74,7.240000000000001e-07
1459604838380,6.74,0.0
1459604838390,6.74,7.240000000000001e-07
1459604838400,6.74,0.0
1459604838410,6.74,0.0
1459604838420,6.74,7.240000000000001e-07
1459604838430,6.74,0.0
1459604838440,6.74,0.0
1459604838450,6.74,7.240000000000001e-07
