Timestamp,position,BLMTI.04L8.B1E10_TCTPV.4L8.B1
1459604771680,8.805,3.6200000000000004e-07
1459604771690,8.805,3.6200000000000004e-07
1459604771700,8.805,0.0
1459604771710,8.805,3.6200000000000004e-07
1459604771720,8.805,0.0
1459604771730,8.805,7.240000000000001e-07
1459604771740,8.805,3.6200000000000004e-07
1459604771750,8.805,0.0
1459604771760,8.805,3.6200000000000004e-07
1459604771770,8.805,1.0859999999999999e-06
1459604771780,8.805,3.6200000000000004e-07
1459604771790,8.805,0.0
1459604771800,8.805,0.0
1459604771810,8.805,3.6200000000000004e-07
1459604771820,8.805,0.0
1459604771830,8.805,1.0859999999999999e-06
1459604771840,8.805,0.0
1459604771850,8.805,0.0
1459604771860,8.805,3.6200000000000004e-07
1459604771870,8.805,3.6200000000000004e-07
1459604771880,8.805,0.0
1459604771890,8.805,3.6200000000000004e-07
1459604771900,8.805,3.6200000000000004e-07
1459604771910,8.805,0.0
1459604771920,8.805,7.240000000000001e-07
1459604771930,8.805,0.0
1459604771940,8.805,0.0
1459604771950,8.805,0.0
1459604771960,8.805,7.240000000000001e-07
1459604771970,8.805,3.6200000000000004e-07
1459604771980,8.805,0.0
1459604771990,8.805,0.0
1459604772000,8.805,0.0
1459604772010,8.805,3.6200000000000004e-07
1459604772020,8.805,3.6200000000000004e-07
1459604772030,8.805,0.0
1459604772040,8.805,7.240000000000001e-07
1459604772050,8.805,0.0
1459604772060,8.805,3.6200000000000004e-07
1459604772070,8.805,0.0
1459604772080,8.805,0.0
1459604772090,8.805,3.6200000000000004e-07
1459604772100,8.805,7.240000000000001e-07
1459604772110,8.805,0.0
1459604772120,8.805,3.6200000000000004e-07
1459604772130,8.805,3.6200000000000004e-07
1459604772140,8.805,7.240000000000001e-07
1459604772150,8.805,0.0
1459604772160,8.805,3.6200000000000004e-07
1459604772170,8.805,0.0
1459604772180,8.805,0.0
1459604772190,8.805,0.0
1459604772200,8.805,7.240000000000001e-07
1459604772210,8.805,7.240000000000001e-07
1459604772220,8.805,0.0
1459604772230,8.805,0.0
1459604772240,8.805,7.240000000000001e-07
1459604772250,8.805,0.0
1459604772260,8.805,3.6200000000000004e-07
1459604772270,8.805,0.0
1459604772280,8.805,0.0
1459604772290,8.805,1.0859999999999999e-06
1459604772300,8.805,0.0
1459604772310,8.805,3.6200000000000004e-07
1459604772320,8.805,3.6200000000000004e-07
1459604772330,8.805,0.0
1459604772340,8.805,3.6200000000000004e-07
1459604772350,8.805,3.6200000000000004e-07
1459604772360,8.805,3.6200000000000004e-07
1459604772370,8.805,7.240000000000001e-07
1459604772380,8.805,0.0
1459604772390,8.805,0.0
1459604772400,8.805,3.6200000000000004e-07
1459604772410,8.805,0.0
1459604772420,8.805,0.0
1459604772430,8.805,0.0
1459604772440,8.805,0.0
1459604772450,8.805,1.4480000000000002e-06
1459604772460,8.805,0.0
1459604772470,8.805,0.0
1459604772480,8.805,3.6200000000000004e-07
1459604772490,8.805,0.0
1459604772500,8.805,0.0
1459604772510,8.805,7.240000000000001e-07
1459604772520,8.805,0.0
1459604772530,8.805,3.6200000000000004e-07
1459604772540,8.805,3.6200000000000004e-07
1459604772550,8.805,3.6200000000000004e-07
1459604772560,8.805,0.0
1459604772570,8.805,0.0
1459604772580,8.805,0.0
1459604772590,8.805,3.6200000000000004e-07
1459604772600,8.805,3.6200000000000004e-07
1459604772610,8.805,7.240000000000001e-07
1459604772620,8.805,3.6200000000000004e-07
1459604772630,8.805,3.6200000000000004e-07
1459604772640,8.805,0.0
1459604772650,8.805,0.0
1459604772660,8.805,0.0
1459604772670,8.805,3.6200000000000004e-07
1459604772680,8.805,1.0859999999999999e-06
1459604772690,8.805,3.6200000000000004e-07
1459604772700,8.805,3.6200000000000004e-07
1459604772710,8.805,0.0
1459604772720,8.805,0.0
1459604772730,8.805,3.6200000000000004e-07
1459604772740,8.805,3.6200000000000004e-07
1459604772750,8.805,0.0
1459604772760,8.805,3.6200000000000004e-07
1459604772770,8.805,0.0
1459604772780,8.805,3.6200000000000004e-07
1459604772790,8.805,0.0
1459604772800,8.805,3.6200000000000004e-07
1459604772810,8.805,7.240000000000001e-07
1459604772820,8.805,0.0
1459604772830,8.805,0.0
1459604772840,8.805,0.0
1459604772850,8.805,0.0
1459604772860,8.805,7.240000000000001e-07
