Timestamp,position,BLMTI.06L7.B2I10_TCLA.A6L7.B2
1459606641620,-7.375,3.6200000000000004e-07
1459606641630,-7.375,3.6200000000000004e-07
1459606641640,-7.375,7.240000000000001e-07
1459606641650,-7.375,3.6200000000000004e-07
1459606641660,-7.375,7.240000000000001e-07
1459606641670,-7.375,1.0859999999999999e-06
1459606641680,-7.375,3.6200000000000004e-07
1459606641690,-7.375,0.0
1459606641700,-7.375,7.240000000000001e-07
1459606641710,-7.375,3.6200000000000004e-07
1459606641720,-7.375,3.6200000000000004e-07
1459606641730,-7.375,0.0
1459606641740,-7.375,7.240000000000001e-07
1459606641750,-7.375,3.6200000000000004e-07
1459606641760,-7.375,1.0859999999999999e-06
1459606641770,-7.375,0.0
1459606641780,-7.375,3.6200000000000004e-07
1459606641790,-7.375,3.6200000000000004e-07
1459606641800,-7.375,3.6200000000000004e-07
1459606641810,-7.375,1.0859999999999999e-06
1459606641820,-7.375,0.0
1459606641830,-7.375,3.6200000000000004e-07
1459606641840,-7.375,1.0859999999999999e-06
1459606641850,-7.375,3.6200000000000004e-07
1459606641860,-7.375,7.240000000000001e-07
1459606641870,-7.375,7.240000000000001e-07
1459606641880,-7.375,3.6200000000000004e-07
1459606641890,-7.375,7.240000000000001e-07
1459606641900,-7.375,3.6200000000000004e-07
1459606641910,-7.375,0.0
1459606641920,-7.375,0.0
1459606641930,-7.375,1.0859999999999999e-06
1459606641940,-7.375,7.240000000000001e-07
1459606641950,-7.375,7.240000000000001e-07
1459606641960,-7.375,0.0
1459606641970,-7.375,1.0859999999999999e-06
1459606641980,-7.375,7.240000000000001e-07
1459606641990,-7.375,3.6200000000000004e-07
1459606642000,-7.375,3.6200000000000004e-07
1459606642010,-7.375,0.0
1459606642020,-7.375,1.0859999999999999e-06
1459606642030,-7.375,0.0
1459606642040,-7.375,0.0
1459606642050,-7.375,1.0859999999999999e-06
1459606642060,-7.375,0.0
1459606642070,-7.375,0.0
1459606642080,-7.375,3.6200000000000004e-07
1459606642090,-7.375,3.6200000000000004e-07
1459606642100,-7.375,0.0
1459606642110,-7.375,3.6200000000000004e-07
1459606642120,-7.375,3.6200000000000004e-07
1459606642130,-7.375,0.0
1459606642140,-7.375,1.4480000000000002e-06
1459606642150,-7.375,0.0
1459606642160,-7.375,3.6200000000000004e-07
1459606642170,-7.375,0.0
1459606642180,-7.375,1.4480000000000002e-06
1459606642190,-7.375,3.6200000000000004e-07
1459606642200,-7.375,3.6200000000000004e-07
1459606642210,-7.375,7.240000000000001e-07
1459606642220,-7.375,7.240000000000001e-07
1459606642230,-7.375,0.0
1459606642240,-7.375,7.240000000000001e-07
1459606642250,-7.375,3.6200000000000004e-07
1459606642260,-7.375,7.240000000000001e-07
1459606642270,-7.375,3.6200000000000004e-07
1459606642280,-7.375,1.0859999999999999e-06
1459606642290,-7.375,3.6200000000000004e-07
1459606642300,-7.375,1.0859999999999999e-06
1459606642310,-7.375,1.0859999999999999e-06
1459606642320,-7.375,1.4480000000000002e-06
1459606642330,-7.375,7.240000000000001e-07
1459606642340,-7.375,1.0859999999999999e-06
1459606642350,-7.375,7.240000000000001e-07
1459606642360,-7.375,7.240000000000001e-07
1459606642370,-7.375,1.0859999999999999e-06
1459606642380,-7.375,1.81e-06
1459606642390,-7.375,3.6200000000000004e-07
1459606642400,-7.375,1.0859999999999999e-06
1459606642410,-7.375,1.0859999999999999e-06
1459606642420,-7.375,1.0859999999999999e-06
1459606642430,-7.375,7.240000000000001e-07
1459606642440,-7.375,3.6200000000000004e-07
1459606642450,-7.375,3.6200000000000004e-07
1459606642460,-7.375,7.240000000000001e-07
1459606642470,-7.375,7.240000000000001e-07
1459606642480,-7.375,7.240000000000001e-07
1459606642490,-7.375,3.6200000000000004e-07
1459606642500,-7.375,1.0859999999999999e-06
1459606642510,-7.375,0.0
1459606642520,-7.375,1.0859999999999999e-06
1459606642530,-7.375,3.6200000000000004e-07
1459606642540,-7.375,7.240000000000001e-07
1459606642550,-7.375,0.0
1459606642560,-7.375,1.0859999999999999e-06
1459606642570,-7.375,3.6200000000000004e-07
1459606642580,-7.375,1.4480000000000002e-06
1459606642590,-7.375,0.0
1459606642600,-7.375,7.240000000000001e-07
1459606642610,-7.375,3.6200000000000004e-07
1459606642620,-7.375,1.0859999999999999e-06
