Timestamp,position,BLMTI.06L7.B1E10_TCP.C6L7.B1
1459600655710,-5.97,0.0
1459600655720,-5.97,3.6200000000000004e-07
1459600655730,-5.97,7.240000000000001e-07
1459600655740,-5.97,7.240000000000001e-07
1459600655750,-5.97,0.0
1459600655760,-5.97,1.0859999999999999e-06
1459600655770,-5.97,0.0
1459600655780,-5.97,3.6200000000000004e-07
1459600655790,-5.97,3.6200000000000004e-07
1459600655800,-5.97,3.6200000000000004e-07
1459600655810,-5.97,3.6200000000000004e-07
1459600655820,-5.97,0.0
1459600655830,-5.97,7.240000000000001e-07
1459600655840,-5.97,0.0
1459600655850,-5.97,7.240000000000001e-07
1459600655860,-5.97,0.0
1459600655870,-5.97,0.0
1459600655880,-5.97,0.0
1459600655890,-5.97,7.240000000000001e-07
1459600655900,-5.97,3.6200000000000004e-07
1459600655910,-5.97,7.240000000000001e-07
1459600655920,-5.97,7.240000000000001e-07
1459600655930,-5.97,0.0
1459600655940,-5.97,3.6200000000000004e-07
1459600655950,-5.97,0.0
1459600655960,-5.97,7.240000000000001e-07
1459600655970,-5.97,0.0
1459600655980,-5.97,3.6200000000000004e-07
1459600655990,-5.97,3.6200000000000004e-07
1459600656000,-5.97,0.0
1459600656010,-5.97,3.6200000000000004e-07
1459600656020,-5.97,0.0
1459600656030,-5.97,0.0
1459600656040,-5.97,7.240000000000001e-07
1459600656050,-5.97,7.240000000000001e-07
1459600656060,-5.97,0.0
1459600656070,-5.97,3.6200000000000004e-07
1459600656080,-5.97,0.0
1459600656090,-5.97,7.240000000000001e-07
1459600656100,-5.97,0.0
1459600656110,-5.97,3.6200000000000004e-07
1459600656120,-5.97,7.240000000000001e-07
1459600656130,-5.97,0.0
1459600656140,-5.97,3.6200000000000004e-07
1459600656150,-5.97,3.6200000000000004e-07
1459600656160,-5.97,3.6200000000000004e-07
1459600656170,-5.97,3.6200000000000004e-07
1459600656180,-5.97,3.6200000000000004e-07
1459600656190,-5.97,0.0
1459600656200,-5.97,7.240000000000001e-07
1459600656210,-5.97,0.0
1459600656220,-5.97,3.6200000000000004e-07
1459600656230,-5.97,0.0
1459600656240,-5.97,7.240000000000001e-07
1459600656250,-5.97,0.0
1459600656260,-5.97,3.6200000000000004e-07
1459600656270,-5.97,3.6200000000000004e-07
1459600656280,-5.97,0.0
1459600656290,-5.97,7.240000000000001e-07
1459600656300,-5.97,3.6200000000000004e-07
1459600656310,-5.97,0.0
1459600656320,-5.97,3.6200000000000004e-07
1459600656330,-5.97,3.6200000000000004e-07
1459600656340,-5.97,0.0
1459600656350,-5.97,0.0
1459600656360,-5.97,3.6200000000000004e-07
1459600656370,-5.97,3.6200000000000004e-07
1459600656380,-5.97,3.6200000000000004e-07
1459600656390,-5.97,0.0
1459600656400,-5.97,7.240000000000001e-07
1459600656410,-5.97,7.240000000000001e-07
1459600656420,-5.97,0.0
1459600656430,-5.97,0.0
1459600656440,-5.97,7.240000000000001e-07
1459600656450,-5.97,3.6200000000000004e-07
1459600656460,-5.97,0.0
1459600656470,-5.97,0.0
1459600656480,-5.97,0.0
1459600656490,-5.97,7.240000000000001e-07
1459600656500,-5.97,0.0
1459600656510,-5.97,3.6200000000000004e-07
1459600656520,-5.97,3.6200000000000004e-07
1459600656530,-5.97,7.240000000000001e-07
1459600656540,-5.97,0.0
1459600656550,-5.97,3.6200000000000004e-07
1459600656560,-5.97,0.0
1459600656570,-5.97,7.240000000000001e-07
1459600656580,-5.97,0.0
1459600656590,-5.97,3.6200000000000004e-07
1459600656600,-5.97,3.6200000000000004e-07
1459600656610,-5.97,0.0
1459600656620,-5.97,3.6200000000000004e-07
1459600656630,-5.97,1.0859999999999999e-06
1459600656640,-5.97,0.0
1459600656650,-5.97,0.0
1459600656660,-5.97,7.240000000000001e-07
1459600656670,-5.97,0.0
1459600656680,-5.97,7.240000000000001e-07
1459600656690,-5.97,3.6200000000000004e-07
1459600656700,-5.97,0.0
1459600656710,-5.97,3.6200000000000004e-07
1459600656720,-5.97,3.6200000000000004e-07
1459600656730,-5.97,3.6200000000000004e-07
1459600656740,-5.97,3.6200000000000004e-07
1459600656750,-5.97,0.0
1459600656760,-5.97,0.0
1459600656770,-5.97,3.6200000000000004e-07
1459600656780,-5.97,3.6200000000000004e-07
1459600656790,-5.97,3.6200000000000004e-07
1459600656800,-5.97,0.0
1459600656810,-5.97,3.6200000000000004e-07
1459600656820,-5.97,3.6200000000000004e-07
1459600656830,-5.97,3.6200000000000004e-07
1459600656840,-5.97,3.6200000000000004e-07
1459600656850,-5.97,0.0
1459600656860,-5.97,3.6200000000000004e-07
1459600656870,-5.97,0.0
1459600656880,-5.97,3.6200000000000004e-07
1459600656890,-5.97,3.6200000000000004e-07
1459600656900,-5.97,7.240000000000001e-07
1459600656910,-5.97,0.0
1459600656920,-5.97,7.240000000000001e-07
1459600656930,-5.97,0.0
1459600656940,-5.97,7.240000000000001e-07
1459600656950,-5.97,0.0
1459600656960,-5.97,3.6200000000000004e-07
1459600656970,-5.97,0.0
1459600656980,-5.97,0.0
1459600656990,-5.97,3.6200000000000004e-07
1459600657000,-5.97,3.6200000000000004e-07
1459600657010,-5.97,3.6200000000000004e-07
1459600657020,-5.97,0.0
1459600657030,-5.97,3.6200000000000004e-07
1459600657040,-5.97,3.6200000000000004e-07
1459600657050,-5.97,3.6200000000000004e-07
1459600657060,-5.97,0.0
1459600657070,-5.97,7.240000000000001e-07
1459600657080,-5.97,0.0
1459600657090,-5.97,3.6200000000000004e-07
1459600657100,-5.97,0.0
1459600657110,-5.97,0.0
1459600657120,-5.97,0.0
1459600657130,-5.97,3.6200000000000004e-07
1459600657140,-5.97,3.6200000000000004e-07
1459600657150,-5.97,0.0
1459600657160,-5.97,7.240000000000001e-07
1459600657170,-5.97,0.0
1459600657180,-5.97,7.240000000000001e-07
1459600657190,-5.97,0.0
1459600657200,-5.97,1.4480000000000002e-06
1459600657210,-5.97,0.0
1459600657220,-5.97,3.6200000000000004e-07
1459600657230,-5.97,1.0859999999999999e-06
1459600657240,-5.97,0.0
1459600657250,-5.97,1.0859999999999999e-06
1459600657260,-5.97,7.240000000000001e-07
1459600657270,-5.97,3.6200000000000004e-07
1459600657280,-5.97,3.6200000000000004e-07
1459600657290,-5.97,7.240000000000001e-07
1459600657300,-5.97,0.0
1459600657310,-5.97,3.6200000000000004e-07
1459600657320,-5.97,7.240000000000001e-07
1459600657330,-5.97,0.0
1459600657340,-5.97,0.0
1459600657350,-5.97,3.6200000000000004e-07
1459600657360,-5.97,7.240000000000001e-07
1459600657370,-5.97,0.0
1459600657380,-5.97,0.0
1459600657390,-5.97,3.6200000000000004e-07
1459600657400,-5.97,0.0
1459600657410,-5.97,7.240000000000001e-07
1459600657420,-5.97,0.0
1459600657430,-5.97,0.0
1459600657440,-5.97,3.6200000000000004e-07
1459600657450,-5.97,3.6200000000000004e-07
1459600657460,-5.97,0.0
1459600657470,-5.97,1.0859999999999999e-06
1459600657480,-5.97,0.0
1459600657490,-5.97,7.240000000000001e-07
1459600657500,-5.97,0.0
1459600657510,-5.97,7.240000000000001e-07
1459600657520,-5.97,0.0
1459600657530,-5.97,7.240000000000001e-07
1459600657540,-5.97,0.0
1459600657550,-5.97,3.6200000000000004e-07
1459600657560,-5.97,3.6200000000000004e-07
1459600657570,-5.97,3.6200000000000004e-07
1459600657580,-5.97,3.6200000000000004e-07
1459600657590,-5.97,1.0859999999999999e-06
1459600657600,-5.97,0.0
1459600657610,-5.97,0.0
1459600657620,-5.97,0.0
1459600657630,-5.97,3.6200000000000004e-07
1459600657640,-5.97,3.6200000000000004e-07
1459600657650,-5.97,0.0
1459600657660,-5.97,7.240000000000001e-07
1459600657670,-5.97,0.0
1459600657680,-5.97,0.0
1459600657690,-5.97,3.6200000000000004e-07
1459600657700,-5.97,0.0
1459600657710,-5.97,7.240000000000001e-07
1459600657720,-5.97,0.0
1459600657730,-5.97,0.0
1459600657740,-5.97,0.0
1459600657750,-5.97,7.240000000000001e-07
1459600657760,-5.97,0.0
1459600657770,-5.97,0.0
1459600657780,-5.97,0.0
1459600657790,-5.97,3.6200000000000004e-07
1459600657800,-5.97,7.240000000000001e-07
1459600657810,-5.97,0.0
1459600657820,-5.97,0.0
1459600657830,-5.97,3.6200000000000004e-07
1459600657840,-5.97,0.0
1459600657850,-5.97,3.6200000000000004e-07
1459600657860,-5.97,0.0
1459600657870,-5.97,1.0859999999999999e-06
1459600657880,-5.97,0.0
1459600657890,-5.97,3.6200000000000004e-07
1459600657900,-5.97,0.0
1459600657910,-5.97,3.6200000000000004e-07
1459600657920,-5.97,7.240000000000001e-07
1459600657930,-5.97,3.6200000000000004e-07
1459600657940,-5.97,3.6200000000000004e-07
1459600657950,-5.97,0.0
1459600657960,-5.97,3.6200000000000004e-07
1459600657970,-5.97,0.0
1459600657980,-5.97,3.6200000000000004e-07
1459600657990,-5.97,3.6200000000000004e-07
1459600658000,-5.97,0.0
1459600658010,-5.97,7.240000000000001e-07
1459600658020,-5.97,0.0
1459600658030,-5.97,7.240000000000001e-07
1459600658040,-5.97,0.0
1459600658050,-5.97,0.0
1459600658060,-5.97,0.0
1459600658070,-5.97,0.0
1459600658080,-5.97,7.240000000000001e-07
1459600658090,-5.97,3.6200000000000004e-07
1459600658100,-5.97,0.0
1459600658110,-5.97,3.6200000000000004e-07
1459600658120,-5.97,0.0
1459600658130,-5.97,3.6200000000000004e-07
1459600658140,-5.97,3.6200000000000004e-07
1459600658150,-5.97,3.6200000000000004e-07
1459600658160,-5.97,0.0
1459600658170,-5.97,7.240000000000001e-07
1459600658180,-5.97,3.6200000000000004e-07
1459600658190,-5.97,0.0
1459600658200,-5.97,3.6200000000000004e-07
1459600658210,-5.97,0.0
