Timestamp,position,BLMTI.05L7.B2I10_TCSG.D5L7.B2
1459607342200,-8.72,7.240000000000001e-07
1459607342210,-8.72,7.240000000000001e-07
1459607342220,-8.72,7.240000000000001e-07
1459607342230,-8.72,7.240000000000001e-07
1459607342240,-8.72,0.0
1459607342250,-8.72,0.0
1459607342260,-8.72,0.0
1459607342270,-8.72,3.6200000000000004e-07
1459607342280,-8.72,3.6200000000000004e-07
1459607342290,-8.72,7.240000000000001e-07
1459607342300,-8.72,3.6200000000000004e-07
1459607342310,-8.72,7.240000000000001e-07
1459607342320,-8.72,1.0859999999999999e-06
1459607342330,-8.72,3.6200000000000004e-07
1459607342340,-8.72,0.0
1459607342350,-8.72,1.4480000000000002e-06
1459607342360,-8.72,0.0
1459607342370,-8.72,2.5340000000000002e-06
1459607342380,-8.72,0.0
1459607342390,-8.72,0.0
1459607342400,-8.72,0.0
1459607342410,-8.72,0.0
1459607342420,-8.72,7.240000000000001e-07
1459607342430,-8.72,7.240000000000001e-07
1459607342440,-8.72,0.0
1459607342450,-8.72,0.0
1459607342460,-8.72,7.240000000000001e-07
1459607342470,-8.72,1.4480000000000002e-06
1459607342480,-8.72,3.6200000000000004e-07
1459607342490,-8.72,0.0
1459607342500,-8.72,7.240000000000001e-07
1459607342510,-8.72,0.0
1459607342520,-8.72,7.240000000000001e-07
1459607342530,-8.72,0.0
1459607342540,-8.72,0.0
1459607342550,-8.72,1.4480000000000002e-06
1459607342560,-8.72,7.240000000000001e-07
1459607342570,-8.72,7.240000000000001e-07
1459607342580,-8.72,3.6200000000000004e-07
1459607342590,-8.72,1.0859999999999999e-06
1459607342600,-8.72,3.6200000000000004e-07
1459607342610,-8.72,7.240000000000001e-07
1459607342620,-8.72,0.0
1459607342630,-8.72,0.0
1459607342640,-8.72,3.6200000000000004e-07
1459607342650,-8.72,0.0
1459607342660,-8.72,7.240000000000001e-07
1459607342670,-8.72,3.6200000000000004e-07
1459607342680,-8.72,0.0
1459607342690,-8.72,1.0859999999999999e-06
1459607342700,-8.72,0.0
1459607342710,-8.72,0.0
1459607342720,-8.72,0.0
1459607342760,-8.72,3.6200000000000004e-07
1459607342770,-8.72,1.0859999999999999e-06
1459607342780,-8.72,0.0
1459607342790,-8.72,3.6200000000000004e-07
1459607342800,-8.72,3.6200000000000004e-07
1459607342810,-8.72,0.0
1459607342820,-8.72,3.6200000000000004e-07
1459607342830,-8.72,7.240000000000001e-07
1459607342840,-8.72,3.6200000000000004e-07
1459607342850,-8.72,0.0
1459607342860,-8.72,7.240000000000001e-07
1459607342870,-8.72,1.0859999999999999e-06
1459607342880,-8.72,3.6200000000000004e-07
1459607342890,-8.72,3.6200000000000004e-07
1459607342900,-8.72,1.4480000000000002e-06
1459607342910,-8.72,0.0
1459607342920,-8.72,7.240000000000001e-07
1459607342930,-8.72,0.0
1459607342940,-8.72,3.6200000000000004e-07
1459607342950,-8.72,3.6200000000000004e-07
1459607342960,-8.72,1.4480000000000002e-06
1459607342970,-8.72,1.81e-06
1459607342980,-8.72,0.0
1459607342990,-8.72,1.0859999999999999e-06
1459607343000,-8.72,1.81e-06
1459607343010,-8.72,1.0859999999999999e-06
1459607343020,-8.72,3.6200000000000004e-07
1459607343030,-8.72,3.6200000000000004e-07
1459607343040,-8.72,1.0859999999999999e-06
1459607343050,-8.72,7.240000000000001e-07
1459607343060,-8.72,7.240000000000001e-07
1459607343070,-8.72,0.0
1459607343080,-8.72,0.0
1459607343090,-8.72,0.0
1459607343100,-8.72,1.4480000000000002e-06
1459607343110,-8.72,0.0
1459607343120,-8.72,3.6200000000000004e-07
1459607343130,-8.72,0.0
1459607343140,-8.72,1.0859999999999999e-06
1459607343150,-8.72,1.0859999999999999e-06
1459607343160,-8.72,3.6200000000000004e-07
1459607343170,-8.72,0.0
1459607343180,-8.72,0.0
1459607343190,-8.72,1.0859999999999999e-06
1459607343200,-8.72,0.0
1459607343210,-8.72,0.0
1459607343220,-8.72,0.0
1459607343230,-8.72,1.81e-06
1459607343240,-8.72,0.0
1459607343250,-8.72,0.0
1459607343260,-8.72,0.0
1459607343270,-8.72,7.240000000000001e-07
1459607343280,-8.72,0.0
1459607343290,-8.72,0.0
1459607343300,-8.72,0.0
1459607343310,-8.72,0.0
1459607343320,-8.72,1.81e-06
1459607343330,-8.72,0.0
1459607343340,-8.72,7.240000000000001e-07
1459607343350,-8.72,0.0
1459607343360,-8.72,7.240000000000001e-07
1459607343370,-8.72,2.1719999999999997e-06
1459607343380,-8.72,0.0
1459607343390,-8.72,7.240000000000001e-07
1459607343400,-8.72,0.0
1459607343410,-8.72,0.0
1459607343420,-8.72,1.0859999999999999e-06
1459607343430,-8.72,0.0
1459607343440,-8.72,0.0
1459607343450,-8.72,0.0
1459607343460,-8.72,0.0
1459607343470,-8.72,0.0
1459607343480,-8.72,1.0859999999999999e-06
1459607343490,-8.72,3.6200000000000004e-07
1459607343500,-8.72,0.0
1459607343510,-8.72,3.6200000000000004e-07
1459607343520,-8.72,0.0
1459607343530,-8.72,0.0
1459607343540,-8.72,3.6200000000000004e-07
1459607343550,-8.72,1.4480000000000002e-06
1459607343560,-8.72,3.6200000000000004e-07
1459607343570,-8.72,1.0859999999999999e-06
1459607343580,-8.72,1.4480000000000002e-06
1459607343590,-8.72,1.0859999999999999e-06
1459607343600,-8.72,0.0
1459607343610,-8.72,0.0
1459607343620,-8.72,3.6200000000000004e-07
1459607343630,-8.72,0.0
1459607343640,-8.72,3.6200000000000004e-07
1459607343650,-8.72,2.5340000000000002e-06
1459607343660,-8.72,1.0859999999999999e-06
1459607343670,-8.72,3.6200000000000004e-07
1459607343680,-8.72,1.4480000000000002e-06
1459607343690,-8.72,0.0
1459607343700,-8.72,0.0
1459607343710,-8.72,0.0
1459607343720,-8.72,0.0
1459607343730,-8.72,0.0
1459607343740,-8.72,0.0
1459607343750,-8.72,0.0
1459607343760,-8.72,7.240000000000001e-07
1459607343770,-8.72,0.0
1459607343780,-8.72,3.6200000000000004e-07
1459607343790,-8.72,3.6200000000000004e-07
1459607343800,-8.72,3.6200000000000004e-07
1459607343810,-8.72,1.0859999999999999e-06
1459607343820,-8.72,7.240000000000001e-07
1459607343830,-8.72,1.4480000000000002e-06
1459607343840,-8.72,1.0859999999999999e-06
1459607343850,-8.72,0.0
1459607343860,-8.72,0.0
1459607343870,-8.72,0.0
1459607343880,-8.72,0.0
1459607343890,-8.72,7.240000000000001e-07
1459607343900,-8.72,0.0
1459607343910,-8.72,3.6200000000000004e-07
1459607343920,-8.72,1.0859999999999999e-06
1459607343930,-8.72,7.240000000000001e-07
1459607343940,-8.72,3.6200000000000004e-07
1459607343950,-8.72,0.0
1459607343960,-8.72,1.0859999999999999e-06
1459607343970,-8.72,3.6200000000000004e-07
1459607343980,-8.72,3.6200000000000004e-07
1459607343990,-8.72,3.6200000000000004e-07
1459607344000,-8.72,3.6200000000000004e-07
1459607344010,-8.72,7.240000000000001e-07
1459607344020,-8.72,0.0
1459607344030,-8.72,3.6200000000000004e-07
1459607344040,-8.72,3.6200000000000004e-07
1459607344050,-8.72,0.0
1459607344060,-8.72,3.6200000000000004e-07
1459607344070,-8.72,7.240000000000001e-07
1459607344080,-8.72,0.0
1459607344090,-8.72,1.0859999999999999e-06
1459607344100,-8.72,3.6200000000000004e-07
1459607344110,-8.72,3.6200000000000004e-07
1459607344120,-8.72,7.240000000000001e-07
1459607344130,-8.72,0.0
1459607344140,-8.72,0.0
1459607344150,-8.72,7.240000000000001e-07
1459607344160,-8.72,0.0
1459607344170,-8.72,7.240000000000001e-07
1459607344180,-8.72,7.240000000000001e-07
1459607344190,-8.72,1.0859999999999999e-06
1459607344200,-8.72,3.6200000000000004e-07
1459607344210,-8.72,7.240000000000001e-07
1459607344220,-8.72,7.240000000000001e-07
1459607344230,-8.72,1.0859999999999999e-06
1459607344240,-8.72,2.5340000000000002e-06
1459607344250,-8.72,7.240000000000001e-07
1459607344260,-8.72,3.6200000000000004e-07
1459607344270,-8.72,3.6200000000000004e-07
1459607344280,-8.72,0.0
1459607344290,-8.72,3.6200000000000004e-07
1459607344300,-8.72,0.0
1459607344310,-8.72,0.0
1459607344320,-8.72,0.0
1459607344330,-8.72,7.240000000000001e-07
1459607344340,-8.72,3.6200000000000004e-07
1459607344350,-8.72,0.0
1459607344360,-8.72,0.0
1459607344370,-8.72,0.0
1459607344380,-8.72,0.0
1459607344390,-8.72,0.0
1459607344400,-8.72,0.0
1459607344410,-8.72,0.0
1459607344420,-8.72,3.6200000000000004e-07
1459607344430,-8.72,0.0
1459607344440,-8.72,7.240000000000001e-07
1459607344450,-8.72,3.6200000000000004e-07
1459607344460,-8.72,0.0
1459607344470,-8.72,0.0
1459607344480,-8.72,7.240000000000001e-07
1459607344490,-8.72,7.240000000000001e-07
1459607344500,-8.72,0.0
1459607344510,-8.72,7.240000000000001e-07
1459607344520,-8.72,3.6200000000000004e-07
1459607344530,-8.72,3.6200000000000004e-07
1459607344540,-8.72,7.240000000000001e-07
1459607344550,-8.72,0.0
1459607344560,-8.72,7.240000000000001e-07
1459607344570,-8.72,3.6200000000000004e-07
1459607344580,-8.72,0.0
1459607344590,-8.72,3.6200000000000004e-07
1459607344600,-8.72,0.0
1459607344610,-8.72,1.0859999999999999e-06
1459607344620,-8.72,0.0
1459607344630,-8.72,3.6200000000000004e-07
1459607344640,-8.72,7.240000000000001e-07
1459607344650,-8.72,7.240000000000001e-07
1459607344660,-8.72,3.6200000000000004e-07
1459607344670,-8.72,3.6200000000000004e-07
1459607344680,-8.72,3.6200000000000004e-07
1459607344690,-8.72,7.240000000000001e-07
1459607344700,-8.72,0.0
1459607344710,-8.72,1.0859999999999999e-06
1459607344720,-8.72,0.0
1459607344730,-8.72,3.6200000000000004e-07
1459607344740,-8.72,0.0
1459607344750,-8.72,1.4480000000000002e-06
1459607344760,-8.72,3.6200000000000004e-07
1459607344770,-8.72,1.0859999999999999e-06
1459607344780,-8.72,0.0
1459607344790,-8.72,7.240000000000001e-07
1459607344800,-8.72,7.240000000000001e-07
1459607344810,-8.72,7.240000000000001e-07
1459607344820,-8.72,0.0
1459607344830,-8.72,3.6200000000000004e-07
1459607344840,-8.72,0.0
1459607344850,-8.72,7.240000000000001e-07
1459607344860,-8.72,1.0859999999999999e-06
1459607344870,-8.72,2.5340000000000002e-06
1459607344880,-8.72,3.6200000000000004e-07
