Timestamp,position,BLMTI.05R3.B2E10_TCSG.5R3.B2
1459603045940,9.135,1.0859999999999999e-06
1459603045950,9.135,0.0
1459603045960,9.135,3.6200000000000004e-07
1459603045970,9.135,0.0
1459603045980,9.135,1.4480000000000002e-06
1459603045990,9.135,0.0
1459603046000,9.135,3.6200000000000004e-07
1459603046010,9.135,0.0
1459603046020,9.135,3.6200000000000004e-07
1459603046030,9.135,0.0
1459603046040,9.135,3.6200000000000004e-07
1459603046050,9.135,0.0
1459603046060,9.135,2.5340000000000002e-06
1459603046070,9.135,0.0
1459603046080,9.135,0.0
1459603046090,9.135,0.0
1459603046100,9.135,0.0
1459603046110,9.135,0.0
1459603046120,9.135,1.0859999999999999e-06
1459603046130,9.135,0.0
1459603046140,9.135,0.0
1459603046150,9.135,0.0
1459603046160,9.135,7.240000000000001e-07
1459603046170,9.135,0.0
1459603046180,9.135,3.6200000000000004e-07
1459603046190,9.135,0.0
1459603046200,9.135,1.0859999999999999e-06
1459603046210,9.135,0.0
1459603046220,9.135,0.0
1459603046230,9.135,0.0
1459603046240,9.135,1.0859999999999999e-06
1459603046250,9.135,0.0
1459603046260,9.135,7.240000000000001e-07
1459603046270,9.135,0.0
1459603046280,9.135,0.0
1459603046290,9.135,0.0
1459603046300,9.135,1.4480000000000002e-06
1459603046310,9.135,0.0
1459603046320,9.135,3.6200000000000004e-07
1459603046330,9.135,0.0
1459603046340,9.135,3.6200000000000004e-07
1459603046350,9.135,3.6200000000000004e-07
1459603046360,9.135,3.6200000000000004e-07
1459603046370,9.135,7.240000000000001e-07
1459603046380,9.135,0.0
1459603046390,9.135,0.0
1459603046400,9.135,1.4480000000000002e-06
1459603046410,9.135,0.0
1459603046420,9.135,3.6200000000000004e-07
1459603046430,9.135,0.0
1459603046440,9.135,1.0859999999999999e-06
1459603046450,9.135,0.0
1459603046460,9.135,0.0
1459603046470,9.135,0.0
1459603046480,9.135,7.240000000000001e-07
1459603046490,9.135,3.6200000000000004e-07
1459603046500,9.135,0.0
1459603046510,9.135,0.0
1459603046520,9.135,7.240000000000001e-07
1459603046530,9.135,3.6200000000000004e-07
1459603046540,9.135,1.4480000000000002e-06
1459603046550,9.135,7.240000000000001e-07
1459603046560,9.135,7.240000000000001e-07
1459603046570,9.135,0.0
1459603046580,9.135,3.6200000000000004e-07
1459603046590,9.135,0.0
1459603046600,9.135,0.0
1459603046610,9.135,3.6200000000000004e-07
1459603046620,9.135,1.0859999999999999e-06
1459603046630,9.135,0.0
1459603046640,9.135,3.6200000000000004e-07
1459603046650,9.135,3.6200000000000004e-07
1459603046660,9.135,7.240000000000001e-07
1459603046670,9.135,0.0
1459603046680,9.135,7.240000000000001e-07
1459603046690,9.135,0.0
1459603046700,9.135,0.0
1459603046710,9.135,7.240000000000001e-07
1459603046720,9.135,7.240000000000001e-07
1459603046730,9.135,0.0
1459603046740,9.135,1.0859999999999999e-06
1459603046750,9.135,0.0
1459603046760,9.135,3.6200000000000004e-07
1459603046770,9.135,0.0
1459603046780,9.135,1.0859999999999999e-06
1459603046790,9.135,0.0
1459603046800,9.135,0.0
1459603046810,9.135,0.0
1459603046820,9.135,7.240000000000001e-07
1459603046830,9.135,0.0
1459603046840,9.135,3.6200000000000004e-07
1459603046850,9.135,3.6200000000000004e-07
1459603046860,9.135,7.240000000000001e-07
1459603046870,9.135,0.0
1459603046880,9.135,7.240000000000001e-07
1459603046890,9.135,0.0
1459603046900,9.135,0.0
1459603046910,9.135,0.0
1459603046920,9.135,1.4480000000000002e-06
1459603046930,9.135,0.0
1459603046940,9.135,3.6200000000000004e-07
1459603046950,9.135,0.0
1459603046960,9.135,1.0859999999999999e-06
1459603046970,9.135,0.0
1459603046980,9.135,7.240000000000001e-07
1459603046990,9.135,0.0
1459603047000,9.135,3.6200000000000004e-07
1459603047010,9.135,3.6200000000000004e-07
1459603047020,9.135,7.240000000000001e-07
1459603047030,9.135,0.0
1459603047040,9.135,7.240000000000001e-07
1459603047050,9.135,0.0
1459603047060,9.135,3.6200000000000004e-07
1459603047070,9.135,3.6200000000000004e-07
1459603047080,9.135,3.6200000000000004e-07
1459603047090,9.135,0.0
1459603047100,9.135,1.4480000000000002e-06
1459603047110,9.135,0.0
1459603047120,9.135,3.6200000000000004e-07
1459603047130,9.135,0.0
1459603047140,9.135,1.4480000000000002e-06
1459603047150,9.135,0.0
1459603047160,9.135,0.0
1459603047170,9.135,0.0
1459603047180,9.135,0.0
1459603047190,9.135,0.0
1459603047200,9.135,7.240000000000001e-07
1459603047210,9.135,0.0
1459603047220,9.135,1.4480000000000002e-06
1459603047230,9.135,0.0
1459603047240,9.135,3.6200000000000004e-07
1459603047250,9.135,0.0
1459603047260,9.135,7.240000000000001e-07
1459603047270,9.135,3.6200000000000004e-07
1459603047280,9.135,3.6200000000000004e-07
1459603047290,9.135,0.0
1459603047300,9.135,1.4480000000000002e-06
1459603047310,9.135,0.0
1459603047320,9.135,3.6200000000000004e-07
1459603047330,9.135,3.6200000000000004e-07
1459603047340,9.135,7.240000000000001e-07
1459603047350,9.135,0.0
1459603047360,9.135,1.0859999999999999e-06
1459603047370,9.135,0.0
1459603047380,9.135,0.0
1459603047390,9.135,3.6200000000000004e-07
1459603047400,9.135,1.0859999999999999e-06
1459603047410,9.135,0.0
1459603047420,9.135,0.0
1459603047430,9.135,0.0
1459603047440,9.135,3.6200000000000004e-07
1459603047450,9.135,7.240000000000001e-07
1459603047460,9.135,0.0
1459603047470,9.135,3.6200000000000004e-07
1459603047480,9.135,1.4480000000000002e-06
1459603047490,9.135,0.0
1459603047500,9.135,3.6200000000000004e-07
1459603047510,9.135,0.0
1459603047520,9.135,0.0
1459603047530,9.135,0.0
1459603047540,9.135,3.6200000000000004e-07
1459603047550,9.135,0.0
1459603047560,9.135,1.0859999999999999e-06
1459603047570,9.135,0.0
1459603047580,9.135,3.6200000000000004e-07
1459603047590,9.135,7.240000000000001e-07
1459603047600,9.135,0.0
1459603047610,9.135,0.0
1459603047620,9.135,3.6200000000000004e-07
1459603047630,9.135,0.0
1459603047640,9.135,7.240000000000001e-07
1459603047650,9.135,0.0
1459603047660,9.135,1.4480000000000002e-06
1459603047670,9.135,0.0
1459603047680,9.135,3.6200000000000004e-07
1459603047690,9.135,3.6200000000000004e-07
1459603047700,9.135,0.0
1459603047710,9.135,0.0
1459603047720,9.135,1.0859999999999999e-06
1459603047730,9.135,0.0
1459603047740,9.135,3.6200000000000004e-07
1459603047750,9.135,0.0
1459603047760,9.135,7.240000000000001e-07
1459603047770,9.135,0.0
1459603047780,9.135,7.240000000000001e-07
1459603047790,9.135,0.0
1459603047800,9.135,7.240000000000001e-07
1459603047810,9.135,0.0
1459603047820,9.135,7.240000000000001e-07
1459603047830,9.135,0.0
1459603047840,9.135,2.5340000000000002e-06
1459603047850,9.135,0.0
1459603047860,9.135,0.0
1459603047870,9.135,0.0
1459603047880,9.135,0.0
1459603047890,9.135,0.0
1459603047900,9.135,3.6200000000000004e-07
1459603047910,9.135,0.0
1459603047920,9.135,3.6200000000000004e-07
1459603047930,9.135,0.0
1459603047940,9.135,7.240000000000001e-07
1459603047950,9.135,0.0
1459603047960,9.135,7.240000000000001e-07
1459603047970,9.135,0.0
1459603047980,9.135,3.6200000000000004e-07
1459603047990,9.135,0.0
1459603048030,9.135,1.4480000000000002e-06
1459603048040,9.135,0.0
1459603048050,9.135,3.6200000000000004e-07
1459603048060,9.135,3.6200000000000004e-07
1459603048070,9.135,7.240000000000001e-07
1459603048080,9.135,0.0
1459603048090,9.135,7.240000000000001e-07
1459603048100,9.135,0.0
1459603048110,9.135,7.240000000000001e-07
1459603048120,9.135,0.0
1459603048130,9.135,1.0859999999999999e-06
1459603048140,9.135,0.0
1459603048150,9.135,1.0859999999999999e-06
1459603048160,9.135,0.0
1459603048170,9.135,0.0
1459603048180,9.135,0.0
1459603048190,9.135,7.240000000000001e-07
1459603048200,9.135,0.0
1459603048210,9.135,7.240000000000001e-07
1459603048220,9.135,0.0
1459603048230,9.135,1.0859999999999999e-06
1459603048240,9.135,0.0
1459603048250,9.135,7.240000000000001e-07
1459603048260,9.135,0.0
