Timestamp,position,BLMTI.06L3.B2E10_TCLA.6L3.B2
1459601802480,-7.23,0.0
1459601802490,-7.23,7.240000000000001e-07
1459601802500,-7.23,0.0
1459601802510,-7.23,3.6200000000000004e-07
1459601802520,-7.23,0.0
1459601802530,-7.23,3.6200000000000004e-07
1459601802540,-7.23,7.240000000000001e-07
1459601802550,-7.23,3.6200000000000004e-07
1459601802560,-7.23,3.6200000000000004e-07
1459601802570,-7.23,0.0
1459601802580,-7.23,7.240000000000001e-07
1459601802590,-7.23,0.0
1459601802600,-7.23,3.6200000000000004e-07
1459601802610,-7.23,0.0
1459601802620,-7.23,3.6200000000000004e-07
1459601802630,-7.23,3.6200000000000004e-07
1459601802640,-7.23,0.0
1459601802650,-7.23,7.240000000000001e-07
1459601802660,-7.23,0.0
1459601802670,-7.23,3.6200000000000004e-07
1459601802680,-7.23,0.0
1459601802690,-7.23,3.6200000000000004e-07
1459601802700,-7.23,0.0
1459601802710,-7.23,0.0
1459601802720,-7.23,0.0
1459601802730,-7.23,0.0
1459601802740,-7.23,0.0
1459601802750,-7.23,7.240000000000001e-07
1459601802760,-7.23,0.0
1459601802770,-7.23,3.6200000000000004e-07
1459601802780,-7.23,3.6200000000000004e-07
1459601802790,-7.23,0.0
1459601802800,-7.23,3.6200000000000004e-07
1459601802810,-7.23,0.0
1459601802820,-7.23,1.0859999999999999e-06
1459601802830,-7.23,0.0
1459601802840,-7.23,0.0
1459601802850,-7.23,3.6200000000000004e-07
1459601802860,-7.23,7.240000000000001e-07
1459601802870,-7.23,3.6200000000000004e-07
1459601802880,-7.23,0.0
1459601802890,-7.23,3.6200000000000004e-07
1459601802900,-7.23,0.0
1459601802910,-7.23,3.6200000000000004e-07
1459601802920,-7.23,3.6200000000000004e-07
1459601802930,-7.23,7.240000000000001e-07
1459601802940,-7.23,0.0
1459601802950,-7.23,3.6200000000000004e-07
1459601802960,-7.23,0.0
1459601802970,-7.23,3.6200000000000004e-07
1459601802980,-7.23,0.0
1459601802990,-7.23,0.0
1459601803000,-7.23,1.0859999999999999e-06
1459601803010,-7.23,0.0
1459601803020,-7.23,3.6200000000000004e-07
1459601803030,-7.23,0.0
1459601803040,-7.23,7.240000000000001e-07
1459601803050,-7.23,3.6200000000000004e-07
1459601803060,-7.23,3.6200000000000004e-07
1459601803070,-7.23,7.240000000000001e-07
1459601803080,-7.23,0.0
1459601803090,-7.23,0.0
1459601803100,-7.23,0.0
1459601803110,-7.23,0.0
1459601803120,-7.23,3.6200000000000004e-07
1459601803130,-7.23,1.0859999999999999e-06
1459601803140,-7.23,0.0
1459601803150,-7.23,3.6200000000000004e-07
1459601803160,-7.23,0.0
1459601803170,-7.23,0.0
1459601803180,-7.23,3.6200000000000004e-07
1459601803190,-7.23,3.6200000000000004e-07
1459601803200,-7.23,0.0
1459601803210,-7.23,3.6200000000000004e-07
1459601803220,-7.23,3.6200000000000004e-07
1459601803230,-7.23,0.0
1459601803240,-7.23,7.240000000000001e-07
1459601803250,-7.23,3.6200000000000004e-07
1459601803260,-7.23,3.6200000000000004e-07
1459601803270,-7.23,0.0
1459601803280,-7.23,0.0
1459601803290,-7.23,0.0
1459601803300,-7.23,3.6200000000000004e-07
1459601803310,-7.23,0.0
1459601803320,-7.23,3.6200000000000004e-07
1459601803330,-7.23,3.6200000000000004e-07
1459601803340,-7.23,0.0
1459601803350,-7.23,7.240000000000001e-07
1459601803360,-7.23,3.6200000000000004e-07
1459601803370,-7.23,7.240000000000001e-07
1459601803380,-7.23,0.0
1459601803390,-7.23,1.0859999999999999e-06
1459601803400,-7.23,0.0
1459601803410,-7.23,3.6200000000000004e-07
1459601803420,-7.23,0.0
1459601803430,-7.23,0.0
1459601803440,-7.23,3.6200000000000004e-07
1459601803450,-7.23,3.6200000000000004e-07
1459601803460,-7.23,3.6200000000000004e-07
1459601803470,-7.23,3.6200000000000004e-07
1459601803480,-7.23,0.0
1459601803490,-7.23,3.6200000000000004e-07
1459601803500,-7.23,3.6200000000000004e-07
1459601803510,-7.23,0.0
1459601803520,-7.23,0.0
1459601803530,-7.23,3.6200000000000004e-07
1459601803540,-7.23,1.0859999999999999e-06
1459601803550,-7.23,3.6200000000000004e-07
1459601803560,-7.23,0.0
1459601803570,-7.23,7.240000000000001e-07
1459601803580,-7.23,3.6200000000000004e-07
1459601803590,-7.23,7.240000000000001e-07
1459601803600,-7.23,0.0
1459601803610,-7.23,0.0
1459601803620,-7.23,3.6200000000000004e-07
1459601803630,-7.23,0.0
1459601803640,-7.23,0.0
1459601803650,-7.23,0.0
