Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1459605217820,7.725,7.240000000000001e-07
1459605217830,7.725,0.0
1459605217840,7.725,3.6200000000000004e-07
1459605217850,7.725,0.0
1459605217860,7.725,3.6200000000000004e-07
1459605217870,7.725,0.0
1459605217880,7.725,7.240000000000001e-07
1459605217890,7.725,7.240000000000001e-07
1459605217900,7.725,3.6200000000000004e-07
1459605217910,7.725,3.6200000000000004e-07
1459605217920,7.725,7.240000000000001e-07
1459605217930,7.725,3.6200000000000004e-07
1459605217940,7.725,7.240000000000001e-07
1459605217950,7.725,0.0
1459605217960,7.725,7.240000000000001e-07
1459605217970,7.725,3.6200000000000004e-07
1459605217980,7.725,3.6200000000000004e-07
1459605217990,7.725,0.0
1459605218000,7.725,1.0859999999999999e-06
1459605218010,7.725,7.240000000000001e-07
1459605218020,7.725,0.0
1459605218030,7.725,3.6200000000000004e-07
1459605218040,7.725,0.0
1459605218050,7.725,3.6200000000000004e-07
1459605218060,7.725,3.6200000000000004e-07
1459605218070,7.725,7.240000000000001e-07
1459605218080,7.725,0.0
1459605218090,7.725,0.0
1459605218100,7.725,7.240000000000001e-07
1459605218110,7.725,3.6200000000000004e-07
1459605218120,7.725,3.6200000000000004e-07
1459605218130,7.725,0.0
1459605218140,7.725,7.240000000000001e-07
1459605218150,7.725,3.6200000000000004e-07
1459605218160,7.725,7.240000000000001e-07
1459605218170,7.725,0.0
1459605218180,7.725,3.6200000000000004e-07
1459605218190,7.725,3.6200000000000004e-07
1459605218200,7.725,3.6200000000000004e-07
1459605218210,7.725,0.0
1459605218220,7.725,0.0
1459605218230,7.725,3.6200000000000004e-07
1459605218240,7.725,3.6200000000000004e-07
1459605218250,7.725,0.0
1459605218260,7.725,3.6200000000000004e-07
1459605218270,7.725,3.6200000000000004e-07
1459605218280,7.725,3.6200000000000004e-07
1459605218290,7.725,1.0859999999999999e-06
1459605218300,7.725,0.0
1459605218310,7.725,0.0
1459605218320,7.725,3.6200000000000004e-07
1459605218330,7.725,0.0
1459605218340,7.725,7.240000000000001e-07
1459605218350,7.725,0.0
1459605218360,7.725,1.4480000000000002e-06
1459605218370,7.725,1.0859999999999999e-06
1459605218380,7.725,3.6200000000000004e-07
1459605218390,7.725,0.0
1459605218400,7.725,3.6200000000000004e-07
