Timestamp,position,BLMTI.04L7.B1E10_TCSG.D4L7.B1
1459607380610,8.555,7.240000000000001e-07
1459607380620,8.555,0.0
1459607380630,8.555,3.6200000000000004e-07
1459607380640,8.555,7.240000000000001e-07
1459607380650,8.555,0.0
1459607380660,8.555,7.240000000000001e-07
1459607380670,8.555,0.0
1459607380680,8.555,1.0859999999999999e-06
1459607380690,8.555,0.0
1459607380700,8.555,7.240000000000001e-07
1459607380710,8.555,0.0
1459607380720,8.555,1.0859999999999999e-06
1459607380730,8.555,0.0
1459607380740,8.555,7.240000000000001e-07
1459607380750,8.555,0.0
1459607380760,8.555,0.0
1459607380770,8.555,3.6200000000000004e-07
1459607380780,8.555,7.240000000000001e-07
1459607380790,8.555,0.0
1459607380800,8.555,1.0859999999999999e-06
1459607380810,8.555,0.0
1459607380820,8.555,7.240000000000001e-07
1459607380830,8.555,0.0
1459607380840,8.555,1.0859999999999999e-06
1459607380850,8.555,3.6200000000000004e-07
1459607380860,8.555,3.6200000000000004e-07
1459607380870,8.555,0.0
1459607380880,8.555,7.240000000000001e-07
1459607380890,8.555,1.0859999999999999e-06
1459607380900,8.555,3.6200000000000004e-07
1459607380910,8.555,3.6200000000000004e-07
1459607380920,8.555,1.0859999999999999e-06
1459607380930,8.555,0.0
1459607380940,8.555,1.0859999999999999e-06
1459607380950,8.555,0.0
1459607380960,8.555,3.6200000000000004e-07
1459607380970,8.555,0.0
1459607380980,8.555,1.0859999999999999e-06
1459607380990,8.555,0.0
1459607381000,8.555,7.240000000000001e-07
1459607381010,8.555,3.6200000000000004e-07
1459607381020,8.555,1.0859999999999999e-06
1459607381030,8.555,0.0
1459607381040,8.555,1.0859999999999999e-06
1459607381050,8.555,0.0
1459607381060,8.555,7.240000000000001e-07
1459607381070,8.555,7.240000000000001e-07
1459607381080,8.555,0.0
1459607381090,8.555,0.0
1459607381100,8.555,7.240000000000001e-07
1459607381110,8.555,3.6200000000000004e-07
1459607381120,8.555,3.6200000000000004e-07
1459607381130,8.555,7.240000000000001e-07
1459607381140,8.555,3.6200000000000004e-07
1459607381150,8.555,0.0
1459607381160,8.555,3.6200000000000004e-07
1459607381170,8.555,3.6200000000000004e-07
1459607381180,8.555,7.240000000000001e-07
1459607381190,8.555,0.0
1459607381200,8.555,1.0859999999999999e-06
1459607381210,8.555,3.6200000000000004e-07
1459607381220,8.555,7.240000000000001e-07
1459607381230,8.555,3.6200000000000004e-07
1459607381240,8.555,7.240000000000001e-07
1459607381250,8.555,7.240000000000001e-07
1459607381260,8.555,0.0
1459607381270,8.555,3.6200000000000004e-07
1459607381280,8.555,7.240000000000001e-07
1459607381290,8.555,0.0
1459607381300,8.555,0.0
1459607381310,8.555,3.6200000000000004e-07
1459607381320,8.555,3.6200000000000004e-07
1459607381330,8.555,3.6200000000000004e-07
1459607381340,8.555,1.0859999999999999e-06
1459607381350,8.555,7.240000000000001e-07
1459607381360,8.555,7.240000000000001e-07
1459607381370,8.555,0.0
1459607381380,8.555,1.4480000000000002e-06
1459607381390,8.555,0.0
1459607381400,8.555,3.6200000000000004e-07
1459607381410,8.555,0.0
1459607381420,8.555,1.0859999999999999e-06
1459607381430,8.555,3.6200000000000004e-07
1459607381440,8.555,7.240000000000001e-07
1459607381450,8.555,3.6200000000000004e-07
1459607381460,8.555,7.240000000000001e-07
1459607381470,8.555,3.6200000000000004e-07
1459607381480,8.555,1.0859999999999999e-06
1459607381490,8.555,3.6200000000000004e-07
1459607381500,8.555,1.0859999999999999e-06
1459607381510,8.555,0.0
1459607381520,8.555,1.81e-06
1459607381530,8.555,0.0
1459607381540,8.555,7.240000000000001e-07
1459607381550,8.555,0.0
1459607381560,8.555,7.240000000000001e-07
1459607381570,8.555,0.0
1459607381580,8.555,7.240000000000001e-07
1459607381590,8.555,0.0
1459607381600,8.555,3.6200000000000004e-07
1459607381610,8.555,7.240000000000001e-07
1459607381620,8.555,3.6200000000000004e-07
1459607381630,8.555,3.6200000000000004e-07
1459607381640,8.555,0.0
1459607381650,8.555,0.0
1459607381660,8.555,1.0859999999999999e-06
1459607381670,8.555,0.0
1459607381680,8.555,3.6200000000000004e-07
