Timestamp,position,BLMTI.04L2.B1E10_TCTPV.4L2.B1
1459604825570,-8.0,7.240000000000001e-07
1459604825580,-8.0,0.0
1459604825590,-8.0,0.0
1459604825600,-8.0,0.0
1459604825610,-8.0,7.240000000000001e-07
1459604825620,-8.0,0.0
1459604825630,-8.0,0.0
1459604825640,-8.0,3.6200000000000004e-07
1459604825650,-8.0,3.6200000000000004e-07
1459604825660,-8.0,7.240000000000001e-07
1459604825670,-8.0,0.0
1459604825680,-8.0,1.0859999999999999e-06
1459604825690,-8.0,0.0
1459604825700,-8.0,7.240000000000001e-07
1459604825710,-8.0,0.0
1459604825720,-8.0,3.6200000000000004e-07
1459604825730,-8.0,0.0
1459604825740,-8.0,7.240000000000001e-07
1459604825750,-8.0,3.6200000000000004e-07
1459604825760,-8.0,7.240000000000001e-07
1459604825770,-8.0,0.0
1459604825780,-8.0,0.0
1459604825790,-8.0,0.0
1459604825800,-8.0,0.0
1459604825810,-8.0,7.240000000000001e-07
1459604825820,-8.0,0.0
1459604825830,-8.0,1.0859999999999999e-06
1459604825840,-8.0,0.0
1459604825850,-8.0,0.0
1459604825860,-8.0,3.6200000000000004e-07
1459604825870,-8.0,0.0
1459604825880,-8.0,3.6200000000000004e-07
1459604825890,-8.0,3.6200000000000004e-07
1459604825900,-8.0,3.6200000000000004e-07
1459604825910,-8.0,0.0
1459604825920,-8.0,7.240000000000001e-07
1459604825930,-8.0,3.6200000000000004e-07
1459604825940,-8.0,3.6200000000000004e-07
1459604825950,-8.0,0.0
1459604825960,-8.0,7.240000000000001e-07
1459604825970,-8.0,0.0
1459604825980,-8.0,3.6200000000000004e-07
1459604825990,-8.0,3.6200000000000004e-07
1459604826000,-8.0,3.6200000000000004e-07
1459604826010,-8.0,3.6200000000000004e-07
1459604826020,-8.0,0.0
1459604826030,-8.0,7.240000000000001e-07
1459604826040,-8.0,3.6200000000000004e-07
1459604826050,-8.0,7.240000000000001e-07
1459604826060,-8.0,0.0
1459604826070,-8.0,0.0
1459604826080,-8.0,7.240000000000001e-07
1459604826090,-8.0,3.6200000000000004e-07
1459604826100,-8.0,3.6200000000000004e-07
1459604826110,-8.0,0.0
1459604826120,-8.0,3.6200000000000004e-07
1459604826130,-8.0,3.6200000000000004e-07
1459604826140,-8.0,7.240000000000001e-07
1459604826150,-8.0,3.6200000000000004e-07
1459604826160,-8.0,0.0
1459604826170,-8.0,0.0
1459604826180,-8.0,7.240000000000001e-07
1459604826190,-8.0,7.240000000000001e-07
1459604826200,-8.0,0.0
1459604826210,-8.0,3.6200000000000004e-07
1459604826220,-8.0,7.240000000000001e-07
1459604826230,-8.0,0.0
1459604826240,-8.0,0.0
1459604826250,-8.0,3.6200000000000004e-07
1459604826260,-8.0,7.240000000000001e-07
1459604826270,-8.0,3.6200000000000004e-07
1459604826280,-8.0,0.0
1459604826290,-8.0,0.0
1459604826300,-8.0,7.240000000000001e-07
1459604826310,-8.0,3.6200000000000004e-07
1459604826320,-8.0,7.240000000000001e-07
1459604826330,-8.0,0.0
1459604826340,-8.0,3.6200000000000004e-07
1459604826350,-8.0,0.0
1459604826360,-8.0,3.6200000000000004e-07
1459604826370,-8.0,7.240000000000001e-07
1459604826380,-8.0,7.240000000000001e-07
1459604826390,-8.0,3.6200000000000004e-07
1459604826400,-8.0,3.6200000000000004e-07
1459604826410,-8.0,0.0
1459604826420,-8.0,7.240000000000001e-07
1459604826430,-8.0,0.0
1459604826440,-8.0,3.6200000000000004e-07
1459604826450,-8.0,3.6200000000000004e-07
1459604826460,-8.0,0.0
1459604826470,-8.0,3.6200000000000004e-07
1459604826480,-8.0,0.0
1459604826490,-8.0,7.240000000000001e-07
1459604826500,-8.0,3.6200000000000004e-07
1459604826510,-8.0,3.6200000000000004e-07
1459604826520,-8.0,7.240000000000001e-07
1459604826530,-8.0,0.0
1459604826540,-8.0,0.0
1459604826550,-8.0,7.240000000000001e-07
1459604826560,-8.0,7.240000000000001e-07
1459604826570,-8.0,0.0
1459604826580,-8.0,1.0859999999999999e-06
1459604826590,-8.0,0.0
1459604826600,-8.0,3.6200000000000004e-07
1459604826610,-8.0,0.0
1459604826620,-8.0,7.240000000000001e-07
1459604826630,-8.0,0.0
1459604826640,-8.0,3.6200000000000004e-07
1459604826650,-8.0,3.6200000000000004e-07
1459604826660,-8.0,0.0
1459604826670,-8.0,0.0
1459604826680,-8.0,0.0
1459604826690,-8.0,3.6200000000000004e-07
1459604826700,-8.0,0.0
1459604826710,-8.0,0.0
1459604826720,-8.0,7.240000000000001e-07
1459604826730,-8.0,0.0
1459604826740,-8.0,3.6200000000000004e-07
1459604826750,-8.0,7.240000000000001e-07
1459604826760,-8.0,0.0
1459604826770,-8.0,3.6200000000000004e-07
1459604826780,-8.0,3.6200000000000004e-07
1459604826790,-8.0,0.0
1459604826800,-8.0,7.240000000000001e-07
1459604826810,-8.0,0.0
1459604826820,-8.0,1.0859999999999999e-06
1459604826830,-8.0,0.0
1459604826840,-8.0,1.0859999999999999e-06
1459604826850,-8.0,0.0
1459604826860,-8.0,0.0
1459604826870,-8.0,0.0
1459604826880,-8.0,3.6200000000000004e-07
1459604826890,-8.0,7.240000000000001e-07
1459604826900,-8.0,0.0
1459604826910,-8.0,3.6200000000000004e-07
1459604826920,-8.0,0.0
1459604826930,-8.0,3.6200000000000004e-07
1459604826940,-8.0,7.240000000000001e-07
1459604826950,-8.0,7.240000000000001e-07
1459604826960,-8.0,3.6200000000000004e-07
1459604826970,-8.0,0.0
1459604826980,-8.0,3.6200000000000004e-07
1459604826990,-8.0,0.0
1459604827000,-8.0,1.0859999999999999e-06
1459604827010,-8.0,0.0
1459604827020,-8.0,0.0
1459604827030,-8.0,0.0
1459604827040,-8.0,1.0859999999999999e-06
1459604827050,-8.0,0.0
1459604827060,-8.0,0.0
1459604827070,-8.0,0.0
1459604827080,-8.0,3.6200000000000004e-07
1459604827090,-8.0,3.6200000000000004e-07
1459604827100,-8.0,3.6200000000000004e-07
1459604827110,-8.0,3.6200000000000004e-07
1459604827120,-8.0,0.0
1459604827130,-8.0,1.0859999999999999e-06
1459604827140,-8.0,0.0
1459604827150,-8.0,0.0
1459604827160,-8.0,0.0
1459604827170,-8.0,3.6200000000000004e-07
1459604827180,-8.0,7.240000000000001e-07
1459604827190,-8.0,0.0
1459604827200,-8.0,7.240000000000001e-07
1459604827210,-8.0,0.0
1459604827220,-8.0,0.0
1459604827230,-8.0,3.6200000000000004e-07
1459604827240,-8.0,1.0859999999999999e-06
1459604827250,-8.0,0.0
1459604827260,-8.0,0.0
1459604827270,-8.0,0.0
1459604827280,-8.0,1.0859999999999999e-06
1459604827290,-8.0,0.0
1459604827300,-8.0,0.0
1459604827310,-8.0,0.0
1459604827320,-8.0,3.6200000000000004e-07
1459604827330,-8.0,3.6200000000000004e-07
1459604827340,-8.0,3.6200000000000004e-07
1459604827350,-8.0,0.0
1459604827360,-8.0,7.240000000000001e-07
1459604827370,-8.0,1.0859999999999999e-06
1459604827380,-8.0,0.0
1459604827390,-8.0,0.0
1459604827400,-8.0,3.6200000000000004e-07
1459604827410,-8.0,3.6200000000000004e-07
1459604827420,-8.0,1.0859999999999999e-06
1459604827430,-8.0,0.0
1459604827440,-8.0,3.6200000000000004e-07
1459604827450,-8.0,3.6200000000000004e-07
