Timestamp,position,BLMTI.06L8.B2I10_TCLIB.6L8.B2
1459605085240,-7.515,7.240000000000001e-07
1459605085250,-7.515,0.0
1459605085260,-7.515,7.240000000000001e-07
1459605085270,-7.515,3.6200000000000004e-07
1459605085280,-7.515,0.0
1459605085290,-7.515,3.6200000000000004e-07
1459605085300,-7.515,0.0
1459605085310,-7.515,3.6200000000000004e-07
1459605085320,-7.515,0.0
1459605085330,-7.515,3.6200000000000004e-07
1459605085340,-7.515,3.6200000000000004e-07
1459605085350,-7.515,3.6200000000000004e-07
1459605085360,-7.515,7.240000000000001e-07
1459605085370,-7.515,3.6200000000000004e-07
1459605085380,-7.515,0.0
1459605085390,-7.515,0.0
1459605085400,-7.515,0.0
1459605085410,-7.515,3.6200000000000004e-07
1459605085420,-7.515,3.6200000000000004e-07
1459605085430,-7.515,3.6200000000000004e-07
1459605085440,-7.515,0.0
1459605085450,-7.515,0.0
1459605085460,-7.515,0.0
1459605085470,-7.515,7.240000000000001e-07
1459605085480,-7.515,0.0
1459605085490,-7.515,3.6200000000000004e-07
1459605085500,-7.515,3.6200000000000004e-07
1459605085510,-7.515,0.0
1459605085520,-7.515,3.6200000000000004e-07
1459605085530,-7.515,0.0
1459605085540,-7.515,3.6200000000000004e-07
1459605085550,-7.515,3.6200000000000004e-07
1459605085560,-7.515,0.0
1459605085570,-7.515,0.0
1459605085580,-7.515,0.0
1459605085590,-7.515,0.0
1459605085600,-7.515,3.6200000000000004e-07
1459605085610,-7.515,1.0859999999999999e-06
1459605085620,-7.515,3.6200000000000004e-07
1459605085630,-7.515,0.0
1459605085640,-7.515,3.6200000000000004e-07
1459605085650,-7.515,7.240000000000001e-07
1459605085660,-7.515,3.6200000000000004e-07
1459605085670,-7.515,0.0
1459605085680,-7.515,3.6200000000000004e-07
1459605085690,-7.515,0.0
1459605085700,-7.515,3.6200000000000004e-07
1459605085710,-7.515,0.0
1459605085720,-7.515,0.0
1459605085730,-7.515,7.240000000000001e-07
1459605085740,-7.515,0.0
1459605085750,-7.515,3.6200000000000004e-07
1459605085760,-7.515,1.0859999999999999e-06
1459605085770,-7.515,0.0
1459605085780,-7.515,0.0
1459605085790,-7.515,7.240000000000001e-07
1459605085800,-7.515,7.240000000000001e-07
1459605085810,-7.515,0.0
1459605085820,-7.515,0.0
1459605085830,-7.515,3.6200000000000004e-07
1459605085840,-7.515,0.0
1459605085850,-7.515,0.0
1459605085860,-7.515,3.6200000000000004e-07
1459605085870,-7.515,7.240000000000001e-07
1459605085880,-7.515,0.0
1459605085890,-7.515,0.0
1459605085900,-7.515,3.6200000000000004e-07
1459605085910,-7.515,3.6200000000000004e-07
1459605085920,-7.515,3.6200000000000004e-07
1459605085930,-7.515,0.0
1459605085940,-7.515,3.6200000000000004e-07
1459605085950,-7.515,0.0
1459605085960,-7.515,3.6200000000000004e-07
1459605085970,-7.515,0.0
1459605085980,-7.515,0.0
1459605085990,-7.515,1.0859999999999999e-06
1459605086000,-7.515,0.0
1459605086010,-7.515,0.0
1459605086020,-7.515,3.6200000000000004e-07
1459605086030,-7.515,0.0
1459605086040,-7.515,3.6200000000000004e-07
1459605086050,-7.515,3.6200000000000004e-07
1459605086060,-7.515,3.6200000000000004e-07
1459605086070,-7.515,3.6200000000000004e-07
1459605086080,-7.515,0.0
