Timestamp,position,BLMTI.04R8.B2E10_TCTPV.4R8.B2
1469990142420,8.25,0.0
1469990142430,8.25,0.0
1469990142440,8.25,1.0859999999999999e-06
1469990142450,8.25,0.0
1469990142460,8.25,1.0859999999999999e-06
1469990142470,8.25,0.0
1469990142480,8.25,3.6200000000000004e-07
1469990142490,8.25,0.0
1469990142500,8.25,3.6200000000000004e-07
1469990142510,8.25,0.0
1469990142520,8.25,7.240000000000001e-07
1469990142530,8.25,0.0
1469990142540,8.25,1.4480000000000002e-06
1469990142550,8.25,0.0
1469990142560,8.25,0.0
1469990142570,8.25,0.0
1469990142580,8.25,7.240000000000001e-07
1469990142590,8.25,0.0
1469990142600,8.25,3.6200000000000004e-07
1469990142610,8.25,0.0
1469990142620,8.25,7.240000000000001e-07
1469990142630,8.25,0.0
1469990142640,8.25,1.0859999999999999e-06
1469990142650,8.25,0.0
1469990142660,8.25,3.6200000000000004e-07
1469990142670,8.25,0.0
1469990142680,8.25,3.6200000000000004e-07
1469990142690,8.25,0.0
1469990142700,8.25,3.6200000000000004e-07
1469990142710,8.25,0.0
1469990142720,8.25,7.240000000000001e-07
1469990142730,8.25,0.0
1469990142740,8.25,7.240000000000001e-07
1469990142750,8.25,0.0
1469990142760,8.25,3.6200000000000004e-07
1469990142770,8.25,0.0
1469990142780,8.25,7.240000000000001e-07
1469990142790,8.25,0.0
1469990142800,8.25,3.6200000000000004e-07
1469990142810,8.25,0.0
1469990142820,8.25,1.0859999999999999e-06
1469990142830,8.25,0.0
1469990142840,8.25,3.6200000000000004e-07
1469990142850,8.25,0.0
1469990142860,8.25,1.0859999999999999e-06
1469990142870,8.25,0.0
1469990142880,8.25,0.0
1469990142890,8.25,0.0
1469990142900,8.25,1.0859999999999999e-06
1469990142910,8.25,0.0
1469990142920,8.25,3.6200000000000004e-07
1469990142930,8.25,0.0
1469990142940,8.25,7.240000000000001e-07
1469990142950,8.25,0.0
1469990142960,8.25,1.81e-06
1469990142970,8.25,0.0
1469990142980,8.25,0.0
1469990142990,8.25,0.0
1469990143000,8.25,0.0
1469990143010,8.25,0.0
1469990143020,8.25,7.240000000000001e-07
1469990143030,8.25,0.0
1469990143040,8.25,1.0859999999999999e-06
1469990143050,8.25,0.0
1469990143060,8.25,7.240000000000001e-07
1469990143070,8.25,0.0
1469990143080,8.25,0.0
1469990143090,8.25,0.0
1469990143100,8.25,1.0859999999999999e-06
1469990143110,8.25,0.0
1469990143120,8.25,3.6200000000000004e-07
1469990143130,8.25,0.0
1469990143140,8.25,7.240000000000001e-07
1469990143150,8.25,0.0
1469990143160,8.25,7.240000000000001e-07
1469990143170,8.25,0.0
1469990143180,8.25,1.0859999999999999e-06
1469990143190,8.25,0.0
1469990143200,8.25,7.240000000000001e-07
1469990143210,8.25,0.0
1469990143220,8.25,0.0
1469990143230,8.25,0.0
1469990143240,8.25,7.240000000000001e-07
1469990143250,8.25,0.0
1469990143260,8.25,1.0859999999999999e-06
1469990143270,8.25,0.0
1469990143280,8.25,7.240000000000001e-07
1469990143290,8.25,0.0
1469990143300,8.25,7.240000000000001e-07
1469990143310,8.25,0.0
1469990143320,8.25,0.0
1469990143330,8.25,0.0
1469990143340,8.25,7.240000000000001e-07
1469990143350,8.25,0.0
1469990143360,8.25,1.4480000000000002e-06
1469990143370,8.25,0.0
1469990143380,8.25,1.0859999999999999e-06
1469990143390,8.25,0.0
1469990143400,8.25,0.0
1469990143410,8.25,0.0
1469990143420,8.25,3.6200000000000004e-07
1469990143430,8.25,0.0
1469990143440,8.25,7.240000000000001e-07
1469990143450,8.25,0.0
1469990143460,8.25,7.240000000000001e-07
1469990143470,8.25,0.0
1469990143480,8.25,7.240000000000001e-07
1469990143490,8.25,0.0
1469990143500,8.25,3.6200000000000004e-07
1469990143510,8.25,0.0
1469990143520,8.25,7.240000000000001e-07
1469990143530,8.25,0.0
1469990143540,8.25,1.0859999999999999e-06
1469990143550,8.25,0.0
1469990143560,8.25,0.0
1469990143570,8.25,0.0
1469990143580,8.25,7.240000000000001e-07
1469990143590,8.25,0.0
1469990143600,8.25,3.6200000000000004e-07
1469990143610,8.25,0.0
1469990143620,8.25,1.4480000000000002e-06
1469990143630,8.25,0.0
1469990143640,8.25,0.0
1469990143650,8.25,0.0
1469990143660,8.25,1.0859999999999999e-06
