Timestamp,position,BLMTI.06R7.B2I10_TCP.D6R7.B2
1469983392900,-0.535,0.0
1469983392910,-0.535,1.81e-06
1469983392920,-0.535,0.0
1469983392930,-0.535,1.0859999999999999e-06
1469983392940,-0.535,0.0
1469983392950,-0.535,1.0859999999999999e-06
1469983392960,-0.535,0.0
1469983392970,-0.535,1.0859999999999999e-06
1469983392980,-0.535,0.0
1469983392990,-0.535,1.0859999999999999e-06
1469983393000,-0.535,0.0
1469983393010,-0.535,1.0859999999999999e-06
1469983393020,-0.535,0.0
1469983393030,-0.535,1.0859999999999999e-06
1469983393040,-0.535,0.0
1469983393050,-0.535,3.6200000000000004e-07
1469983393060,-0.535,0.0
1469983393070,-0.535,3.6200000000000004e-07
1469983393080,-0.535,0.0
1469983393090,-0.535,1.4480000000000002e-06
1469983393100,-0.535,0.0
1469983393110,-0.535,1.4480000000000002e-06
1469983393120,-0.535,0.0
1469983393130,-0.535,7.240000000000001e-07
1469983393140,-0.535,0.0
1469983393150,-0.535,1.0859999999999999e-06
1469983393160,-0.535,0.0
1469983393170,-0.535,1.0859999999999999e-06
1469983393180,-0.535,0.0
1469983393190,-0.535,1.0859999999999999e-06
1469983393200,-0.535,0.0
1469983393210,-0.535,3.6200000000000004e-07
1469983393220,-0.535,0.0
1469983393230,-0.535,1.0859999999999999e-06
1469983393240,-0.535,0.0
1469983393250,-0.535,7.240000000000001e-07
1469983393260,-0.535,0.0
1469983393270,-0.535,7.240000000000001e-07
1469983393280,-0.535,0.0
1469983393290,-0.535,7.240000000000001e-07
1469983393300,-0.535,0.0
1469983393310,-0.535,7.240000000000001e-07
1469983393320,-0.535,0.0
1469983393330,-0.535,1.0859999999999999e-06
1469983393340,-0.535,0.0
1469983393350,-0.535,3.6200000000000004e-07
1469983393360,-0.535,0.0
1469983393370,-0.535,1.4480000000000002e-06
1469983393380,-0.535,0.0
1469983393390,-0.535,1.0859999999999999e-06
1469983393400,-0.535,0.0
1469983393410,-0.535,1.4480000000000002e-06
1469983393420,-0.535,0.0
1469983393430,-0.535,3.6200000000000004e-07
1469983393440,-0.535,0.0
1469983393450,-0.535,7.240000000000001e-07
1469983393460,-0.535,0.0
1469983393470,-0.535,0.0
1469983393480,-0.535,0.0
1469983393490,-0.535,7.240000000000001e-07
1469983393500,-0.535,0.0
1469983393510,-0.535,3.6200000000000004e-07
1469983393520,-0.535,0.0
1469983393530,-0.535,1.0859999999999999e-06
1469983393540,-0.535,0.0
