Timestamp,position,BLMTI.04R1.B2I10_TCTPV.4R1.B2
1469994985950,-6.995,1.4480000000000002e-06
1469994985960,-6.995,3.6200000000000004e-07
1469994985970,-6.995,0.0
1469994985980,-6.995,3.6200000000000004e-07
1469994985990,-6.995,1.0859999999999999e-06
1469994986000,-6.995,4.343999999999999e-06
1469994986010,-6.995,1.0859999999999999e-06
1469994986020,-6.995,3.6200000000000004e-07
1469994986030,-6.995,0.0
1469994986040,-6.995,7.240000000000001e-07
1469994986050,-6.995,0.0
1469994986060,-6.995,0.0
1469994986070,-6.995,0.0
1469994986080,-6.995,0.0
1469994986090,-6.995,0.0
1469994986100,-6.995,7.240000000000001e-07
1469994986110,-6.995,3.6200000000000004e-07
1469994986120,-6.995,3.6200000000000004e-07
1469994986130,-6.995,3.6200000000000004e-07
1469994986140,-6.995,7.240000000000001e-07
1469994986150,-6.995,0.0
1469994986160,-6.995,0.0
1469994986170,-6.995,3.6200000000000004e-07
1469994986180,-6.995,0.0
1469994986190,-6.995,3.6200000000000004e-07
1469994986200,-6.995,0.0
1469994986210,-6.995,1.0859999999999999e-06
1469994986220,-6.995,2.1719999999999997e-06
1469994986230,-6.995,3.982e-06
1469994986240,-6.995,3.6200000000000004e-07
1469994986250,-6.995,0.0
1469994986260,-6.995,7.240000000000001e-07
1469994986270,-6.995,3.6200000000000004e-07
1469994986280,-6.995,7.240000000000001e-07
1469994986290,-6.995,3.6200000000000004e-07
1469994986300,-6.995,0.0
1469994986310,-6.995,0.0
1469994986320,-6.995,0.0
1469994986330,-6.995,7.240000000000001e-07
1469994986340,-6.995,0.0
1469994986350,-6.995,7.240000000000001e-07
1469994986360,-6.995,0.0
1469994986370,-6.995,0.0
1469994986380,-6.995,0.0
1469994986390,-6.995,7.240000000000001e-07
1469994986400,-6.995,3.6200000000000004e-07
1469994986410,-6.995,1.0859999999999999e-06
1469994986420,-6.995,0.0
1469994986430,-6.995,1.0859999999999999e-06
1469994986440,-6.995,0.0
1469994986450,-6.995,7.240000000000001e-07
1469994986460,-6.995,0.0
1469994986470,-6.995,0.0
1469994986480,-6.995,0.0
1469994986490,-6.995,1.0859999999999999e-06
1469994986500,-6.995,7.240000000000001e-07
1469994986510,-6.995,1.0859999999999999e-06
1469994986520,-6.995,0.0
1469994986530,-6.995,0.0
1469994986540,-6.995,7.240000000000001e-07
1469994986550,-6.995,1.0859999999999999e-06
1469994986560,-6.995,7.240000000000001e-07
1469994986570,-6.995,0.0
1469994986580,-6.995,0.0
1469994986590,-6.995,7.240000000000001e-07
1469994986600,-6.995,3.6200000000000004e-07
1469994986610,-6.995,3.6200000000000004e-07
1469994986620,-6.995,1.4480000000000002e-06
1469994986630,-6.995,3.6200000000000004e-07
1469994986640,-6.995,3.6200000000000004e-07
1469994986650,-6.995,1.4480000000000002e-06
1469994986660,-6.995,7.240000000000001e-07
1469994986670,-6.995,3.6200000000000004e-07
1469994986680,-6.995,5.0680000000000004e-06
1469994986690,-6.995,4.706e-06
1469994986700,-6.995,1.0859999999999999e-06
1469994986710,-6.995,1.0859999999999999e-06
1469994986720,-6.995,3.6200000000000004e-07
1469994986730,-6.995,0.0
1469994986740,-6.995,1.0859999999999999e-06
1469994986750,-6.995,0.0
1469994986760,-6.995,0.0
1469994986770,-6.995,0.0
1469994986780,-6.995,2.5340000000000002e-06
1469994986790,-6.995,0.0
1469994986800,-6.995,7.240000000000001e-07
1469994986810,-6.995,0.0
1469994986820,-6.995,0.0
1469994986830,-6.995,7.240000000000001e-07
1469994986840,-6.995,0.0
1469994986850,-6.995,0.0
1469994986860,-6.995,0.0
1469994986870,-6.995,0.0
1469994986880,-6.995,0.0
1469994986890,-6.995,0.0
1469994986900,-6.995,0.0
1469994986910,-6.995,0.0
1469994986920,-6.995,0.0
1469994986930,-6.995,1.81e-06
1469994986940,-6.995,1.4480000000000002e-06
1469994986950,-6.995,3.6200000000000004e-07
1469994986960,-6.995,1.4480000000000002e-06
1469994986970,-6.995,0.0
1469994986980,-6.995,0.0
