Timestamp,position,BLMTI.04L5.B1I10_TCTPH.4L5.B1
1494173423030,8.23,3.6200000000000004e-07
1494173423040,8.23,7.240000000000001e-07
1494173423050,8.23,7.240000000000001e-07
1494173423060,8.23,7.240000000000001e-07
1494173423070,8.23,0.0
1494173423080,8.23,7.240000000000001e-07
1494173423090,8.23,0.0
1494173423100,8.23,3.6200000000000004e-07
1494173423110,8.23,3.6200000000000004e-07
1494173423120,8.23,3.6200000000000004e-07
1494173423130,8.23,0.0
1494173423140,8.23,0.0
1494173423150,8.23,0.0
1494173423160,8.23,3.6200000000000004e-07
1494173423170,8.23,0.0
1494173423180,8.23,0.0
1494173423190,8.23,3.6200000000000004e-07
1494173423200,8.23,3.6200000000000004e-07
1494173423210,8.23,3.6200000000000004e-07
1494173423220,8.23,7.240000000000001e-07
1494173423230,8.23,3.6200000000000004e-07
1494173423240,8.23,3.6200000000000004e-07
1494173423250,8.23,0.0
1494173423260,8.23,1.0859999999999999e-06
1494173423270,8.23,3.6200000000000004e-07
1494173423280,8.23,1.0859999999999999e-06
1494173423290,8.23,0.0
1494173423300,8.23,7.240000000000001e-07
1494173423310,8.23,0.0
1494173423320,8.23,7.240000000000001e-07
1494173423330,8.23,0.0
1494173423340,8.23,0.0
1494173423350,8.23,3.6200000000000004e-07
1494173423360,8.23,3.6200000000000004e-07
1494173423370,8.23,3.6200000000000004e-07
1494173423380,8.23,3.6200000000000004e-07
1494173423390,8.23,3.6200000000000004e-07
1494173423400,8.23,3.6200000000000004e-07
1494173423410,8.23,3.6200000000000004e-07
1494173423420,8.23,3.6200000000000004e-07
1494173423430,8.23,0.0
1494173423440,8.23,7.240000000000001e-07
1494173423450,8.23,0.0
1494173423460,8.23,0.0
1494173423470,8.23,3.6200000000000004e-07
1494173423480,8.23,3.6200000000000004e-07
1494173423490,8.23,0.0
1494173423500,8.23,7.240000000000001e-07
1494173423510,8.23,3.6200000000000004e-07
1494173423520,8.23,3.6200000000000004e-07
1494173423530,8.23,0.0
1494173423540,8.23,3.6200000000000004e-07
1494173423550,8.23,3.6200000000000004e-07
1494173423560,8.23,0.0
1494173423570,8.23,0.0
1494173423580,8.23,3.6200000000000004e-07
1494173423590,8.23,3.6200000000000004e-07
1494173423600,8.23,0.0
1494173423610,8.23,3.6200000000000004e-07
1494173423620,8.23,3.6200000000000004e-07
1494173423630,8.23,3.6200000000000004e-07
1494173423640,8.23,3.6200000000000004e-07
1494173423650,8.23,0.0
1494173423660,8.23,0.0
1494173423670,8.23,3.6200000000000004e-07
1494173423680,8.23,0.0
1494173423690,8.23,0.0
1494173423700,8.23,7.240000000000001e-07
1494173423710,8.23,3.6200000000000004e-07
1494173423720,8.23,3.6200000000000004e-07
1494173423730,8.23,0.0
1494173423740,8.23,3.6200000000000004e-07
1494173423750,8.23,0.0
1494173423760,8.23,3.6200000000000004e-07
1494173423770,8.23,3.6200000000000004e-07
1494173423780,8.23,3.6200000000000004e-07
1494173423790,8.23,0.0
