Timestamp,position,BLMTI.04L5.B1I10_TCTPH.4L5.B1
1494173330030,9.935,0.0
1494173330040,9.935,7.240000000000001e-07
1494173330050,9.935,3.6200000000000004e-07
1494173330060,9.935,0.0
1494173330070,9.935,0.0
1494173330080,9.935,3.6200000000000004e-07
1494173330090,9.935,0.0
1494173330100,9.935,7.240000000000001e-07
1494173330110,9.935,0.0
1494173330120,9.935,3.6200000000000004e-07
1494173330130,9.935,0.0
1494173330140,9.935,3.6200000000000004e-07
1494173330150,9.935,0.0
1494173330160,9.935,7.240000000000001e-07
1494173330170,9.935,0.0
1494173330180,9.935,0.0
1494173330190,9.935,0.0
1494173330200,9.935,7.240000000000001e-07
1494173330210,9.935,0.0
1494173330220,9.935,3.6200000000000004e-07
1494173330230,9.935,0.0
1494173330240,9.935,3.6200000000000004e-07
1494173330250,9.935,3.6200000000000004e-07
1494173330260,9.935,7.240000000000001e-07
1494173330270,9.935,0.0
1494173330280,9.935,0.0
1494173330290,9.935,7.240000000000001e-07
1494173330300,9.935,3.6200000000000004e-07
1494173330310,9.935,0.0
1494173330320,9.935,7.240000000000001e-07
1494173330330,9.935,3.6200000000000004e-07
1494173330340,9.935,3.6200000000000004e-07
1494173330350,9.935,7.240000000000001e-07
1494173330360,9.935,3.6200000000000004e-07
1494173330370,9.935,3.6200000000000004e-07
1494173330380,9.935,0.0
1494173330390,9.935,7.240000000000001e-07
1494173330400,9.935,0.0
1494173330410,9.935,0.0
1494173330420,9.935,0.0
1494173330430,9.935,7.240000000000001e-07
1494173330440,9.935,7.240000000000001e-07
1494173330450,9.935,3.6200000000000004e-07
1494173330460,9.935,7.240000000000001e-07
1494173330470,9.935,3.6200000000000004e-07
1494173330480,9.935,3.6200000000000004e-07
1494173330490,9.935,3.6200000000000004e-07
1494173330500,9.935,3.6200000000000004e-07
1494173330510,9.935,0.0
1494173330520,9.935,3.6200000000000004e-07
1494173330530,9.935,3.6200000000000004e-07
1494173330540,9.935,1.0859999999999999e-06
1494173330550,9.935,3.6200000000000004e-07
1494173330560,9.935,0.0
1494173330570,9.935,0.0
1494173330580,9.935,1.0859999999999999e-06
1494173330590,9.935,7.240000000000001e-07
1494173330600,9.935,0.0
1494173330610,9.935,3.6200000000000004e-07
1494173330620,9.935,0.0
1494173330630,9.935,3.6200000000000004e-07
1494173330640,9.935,3.6200000000000004e-07
1494173330650,9.935,7.240000000000001e-07
1494173330660,9.935,3.6200000000000004e-07
1494173330670,9.935,3.6200000000000004e-07
1494173330680,9.935,1.0859999999999999e-06
1494173330690,9.935,0.0
1494173330700,9.935,7.240000000000001e-07
1494173330710,9.935,0.0
1494173330720,9.935,3.6200000000000004e-07
1494173330730,9.935,7.240000000000001e-07
1494173330740,9.935,0.0
1494173330750,9.935,0.0
1494173330760,9.935,0.0
1494173330770,9.935,0.0
1494173330780,9.935,7.240000000000001e-07
1494173330790,9.935,7.240000000000001e-07
1494173330800,9.935,3.6200000000000004e-07
1494173330810,9.935,0.0
1494173330820,9.935,3.6200000000000004e-07
1494173330830,9.935,0.0
1494173330840,9.935,3.6200000000000004e-07
1494173330850,9.935,0.0
1494173330860,9.935,0.0
1494173330870,9.935,7.240000000000001e-07
1494173330880,9.935,3.6200000000000004e-07
1494173330890,9.935,3.6200000000000004e-07
1494173330900,9.935,3.6200000000000004e-07
1494173330910,9.935,0.0
1494173330920,9.935,3.6200000000000004e-07
1494173330930,9.935,0.0
1494173330940,9.935,3.6200000000000004e-07
1494173330950,9.935,0.0
1494173330960,9.935,3.6200000000000004e-07
1494173330970,9.935,3.6200000000000004e-07
1494173330980,9.935,0.0
1494173330990,9.935,7.240000000000001e-07
1494173331000,9.935,0.0
1494173331010,9.935,0.0
1494173331020,9.935,3.6200000000000004e-07
1494173331030,9.935,3.6200000000000004e-07
1494173331040,9.935,3.6200000000000004e-07
1494173331050,9.935,3.6200000000000004e-07
1494173331060,9.935,3.6200000000000004e-07
1494173331070,9.935,3.6200000000000004e-07
1494173331080,9.935,0.0
1494173331090,9.935,0.0
1494173331100,9.935,3.6200000000000004e-07
1494173331110,9.935,0.0
1494173331120,9.935,3.6200000000000004e-07
1494173331130,9.935,1.0859999999999999e-06
1494173331140,9.935,0.0
1494173331150,9.935,0.0
1494173331160,9.935,7.240000000000001e-07
1494173331170,9.935,7.240000000000001e-07
1494173331180,9.935,0.0
1494173331190,9.935,0.0
1494173331200,9.935,0.0
1494173331210,9.935,3.6200000000000004e-07
1494173331220,9.935,3.6200000000000004e-07
1494173331230,9.935,3.6200000000000004e-07
1494173331240,9.935,3.6200000000000004e-07
1494173331250,9.935,0.0
1494173331260,9.935,0.0
1494173331270,9.935,3.6200000000000004e-07
1494173331280,9.935,7.240000000000001e-07
1494173331290,9.935,3.6200000000000004e-07
1494173331300,9.935,3.6200000000000004e-07
1494173331310,9.935,3.6200000000000004e-07
1494173331320,9.935,7.240000000000001e-07
1494173331330,9.935,7.240000000000001e-07
1494173331340,9.935,7.240000000000001e-07
1494173331350,9.935,3.6200000000000004e-07
1494173331360,9.935,3.6200000000000004e-07
1494173331370,9.935,0.0
1494173331380,9.935,3.6200000000000004e-07
1494173331390,9.935,0.0
1494173331400,9.935,7.240000000000001e-07
1494173331410,9.935,3.6200000000000004e-07
1494173331420,9.935,3.6200000000000004e-07
1494173331430,9.935,0.0
1494173331440,9.935,7.240000000000001e-07
1494173331450,9.935,7.240000000000001e-07
1494173331460,9.935,3.6200000000000004e-07
1494173331470,9.935,0.0
1494173331480,9.935,3.6200000000000004e-07
1494173331490,9.935,3.6200000000000004e-07
1494173331500,9.935,3.6200000000000004e-07
1494173331510,9.935,7.240000000000001e-07
1494173331520,9.935,0.0
1494173331530,9.935,3.6200000000000004e-07
1494173331540,9.935,7.240000000000001e-07
1494173331550,9.935,0.0
1494173331560,9.935,3.6200000000000004e-07
1494173331570,9.935,0.0
1494173331580,9.935,3.6200000000000004e-07
1494173331590,9.935,0.0
1494173331600,9.935,1.0859999999999999e-06
1494173331610,9.935,0.0
1494173331620,9.935,3.6200000000000004e-07
1494173331630,9.935,0.0
1494173331640,9.935,3.6200000000000004e-07
1494173331650,9.935,0.0
1494173331660,9.935,3.6200000000000004e-07
1494173331670,9.935,3.6200000000000004e-07
1494173331680,9.935,0.0
1494173331690,9.935,3.6200000000000004e-07
1494173331700,9.935,7.240000000000001e-07
1494173331710,9.935,0.0
1494173331720,9.935,7.240000000000001e-07
1494173331730,9.935,0.0
1494173331740,9.935,3.6200000000000004e-07
1494173331750,9.935,7.240000000000001e-07
1494173331760,9.935,0.0
1494173331770,9.935,7.240000000000001e-07
1494173331780,9.935,3.6200000000000004e-07
1494173331790,9.935,7.240000000000001e-07
1494173331800,9.935,3.6200000000000004e-07
1494173331810,9.935,0.0
1494173331820,9.935,3.6200000000000004e-07
1494173331830,9.935,0.0
1494173331840,9.935,0.0
1494173331850,9.935,7.240000000000001e-07
1494173331860,9.935,0.0
1494173331870,9.935,3.6200000000000004e-07
1494173331880,9.935,0.0
1494173331890,9.935,3.6200000000000004e-07
1494173331900,9.935,0.0
1494173331910,9.935,3.6200000000000004e-07
1494173331920,9.935,3.6200000000000004e-07
1494173331930,9.935,0.0
1494173331940,9.935,7.240000000000001e-07
1494173331950,9.935,3.6200000000000004e-07
1494173331960,9.935,3.6200000000000004e-07
1494173331970,9.935,3.6200000000000004e-07
1494173331980,9.935,3.6200000000000004e-07
1494173331990,9.935,3.6200000000000004e-07
1494173332000,9.935,0.0
1494173332010,9.935,3.6200000000000004e-07
1494173332020,9.935,0.0
1494173332030,9.935,0.0
1494173332040,9.935,3.6200000000000004e-07
1494173332050,9.935,0.0
1494173332060,9.935,3.6200000000000004e-07
1494173332070,9.935,0.0
1494173332080,9.935,7.240000000000001e-07
1494173332090,9.935,7.240000000000001e-07
1494173332100,9.935,0.0
1494173332110,9.935,3.6200000000000004e-07
1494173332120,9.935,0.0
1494173332130,9.935,0.0
1494173332140,9.935,0.0
1494173332150,9.935,3.6200000000000004e-07
1494173332160,9.935,3.6200000000000004e-07
1494173332170,9.935,3.6200000000000004e-07
1494173332180,9.935,3.6200000000000004e-07
1494173332190,9.935,3.6200000000000004e-07
1494173332200,9.935,0.0
1494173332210,9.935,0.0
1494173332220,9.935,7.240000000000001e-07
1494173332230,9.935,3.6200000000000004e-07
1494173332240,9.935,3.6200000000000004e-07
1494173332250,9.935,3.6200000000000004e-07
1494173332260,9.935,7.240000000000001e-07
1494173332270,9.935,3.6200000000000004e-07
1494173332280,9.935,3.6200000000000004e-07
1494173332290,9.935,3.6200000000000004e-07
1494173332300,9.935,1.0859999999999999e-06
1494173332310,9.935,3.6200000000000004e-07
1494173332320,9.935,0.0
1494173332330,9.935,0.0
1494173332340,9.935,0.0
1494173332350,9.935,0.0
1494173332360,9.935,0.0
1494173332370,9.935,0.0
1494173332380,9.935,0.0
1494173332390,9.935,3.6200000000000004e-07
1494173332400,9.935,3.6200000000000004e-07
1494173332410,9.935,0.0
1494173332420,9.935,7.240000000000001e-07
1494173332460,9.935,0.0
1494173332470,9.935,0.0
1494173332480,9.935,0.0
1494173332490,9.935,3.6200000000000004e-07
1494173332500,9.935,0.0
1494173332510,9.935,0.0
1494173332520,9.935,3.6200000000000004e-07
1494173332530,9.935,3.6200000000000004e-07
1494173332540,9.935,3.6200000000000004e-07
1494173332550,9.935,3.6200000000000004e-07
1494173332560,9.935,3.6200000000000004e-07
1494173332570,9.935,3.6200000000000004e-07
1494173332580,9.935,3.6200000000000004e-07
1494173332590,9.935,0.0
1494173332600,9.935,3.6200000000000004e-07
1494173332610,9.935,3.6200000000000004e-07
1494173332620,9.935,3.6200000000000004e-07
1494173332630,9.935,0.0
1494173332640,9.935,3.6200000000000004e-07
1494173332650,9.935,3.6200000000000004e-07
1494173332660,9.935,0.0
1494173332670,9.935,0.0
1494173332680,9.935,3.6200000000000004e-07
1494173332690,9.935,3.6200000000000004e-07
1494173332700,9.935,0.0
1494173332710,9.935,0.0
1494173332720,9.935,3.6200000000000004e-07
1494173332730,9.935,7.240000000000001e-07
1494173332740,9.935,3.6200000000000004e-07
1494173332750,9.935,0.0
1494173332760,9.935,3.6200000000000004e-07
1494173332770,9.935,3.6200000000000004e-07
1494173332780,9.935,0.0
1494173332790,9.935,3.6200000000000004e-07
1494173332800,9.935,0.0
1494173332810,9.935,3.6200000000000004e-07
1494173332820,9.935,3.6200000000000004e-07
1494173332830,9.935,3.6200000000000004e-07
1494173332840,9.935,3.6200000000000004e-07
1494173332850,9.935,3.6200000000000004e-07
1494173332860,9.935,7.240000000000001e-07
1494173332870,9.935,0.0
1494173332880,9.935,3.6200000000000004e-07
1494173332890,9.935,0.0
1494173332900,9.935,0.0
1494173332910,9.935,0.0
1494173332920,9.935,0.0
1494173332930,9.935,3.6200000000000004e-07
1494173332940,9.935,3.6200000000000004e-07
1494173332950,9.935,0.0
1494173332960,9.935,0.0
1494173332970,9.935,0.0
1494173332980,9.935,3.6200000000000004e-07
1494173332990,9.935,3.6200000000000004e-07
1494173333000,9.935,3.6200000000000004e-07
1494173333010,9.935,0.0
1494173333020,9.935,7.240000000000001e-07
1494173333030,9.935,0.0
1494173333040,9.935,0.0
1494173333050,9.935,3.6200000000000004e-07
1494173333060,9.935,0.0
1494173333070,9.935,7.240000000000001e-07
1494173333080,9.935,7.240000000000001e-07
1494173333090,9.935,0.0
1494173333100,9.935,3.6200000000000004e-07
1494173333110,9.935,3.6200000000000004e-07
1494173333120,9.935,7.240000000000001e-07
1494173333130,9.935,0.0
1494173333140,9.935,3.6200000000000004e-07
1494173333150,9.935,0.0
1494173333160,9.935,7.240000000000001e-07
1494173333170,9.935,0.0
1494173333180,9.935,7.240000000000001e-07
1494173333190,9.935,0.0
1494173333200,9.935,7.240000000000001e-07
1494173333210,9.935,7.240000000000001e-07
1494173333220,9.935,3.6200000000000004e-07
1494173333230,9.935,0.0
1494173333240,9.935,3.6200000000000004e-07
1494173333250,9.935,3.6200000000000004e-07
1494173333260,9.935,0.0
1494173333270,9.935,1.0859999999999999e-06
1494173333280,9.935,0.0
1494173333290,9.935,0.0
1494173333300,9.935,7.240000000000001e-07
1494173333310,9.935,0.0
1494173333320,9.935,3.6200000000000004e-07
1494173333330,9.935,3.6200000000000004e-07
1494173333340,9.935,3.6200000000000004e-07
1494173333350,9.935,0.0
1494173333360,9.935,0.0
1494173333370,9.935,3.6200000000000004e-07
1494173333380,9.935,7.240000000000001e-07
1494173333390,9.935,0.0
1494173333400,9.935,0.0
1494173333410,9.935,3.6200000000000004e-07
1494173333420,9.935,3.6200000000000004e-07
1494173333430,9.935,3.6200000000000004e-07
1494173333440,9.935,3.6200000000000004e-07
1494173333450,9.935,7.240000000000001e-07
1494173333460,9.935,7.240000000000001e-07
1494173333470,9.935,0.0
1494173333480,9.935,3.6200000000000004e-07
1494173333490,9.935,3.6200000000000004e-07
1494173333500,9.935,3.6200000000000004e-07
1494173333510,9.935,7.240000000000001e-07
1494173333520,9.935,0.0
1494173333530,9.935,0.0
1494173333540,9.935,0.0
1494173333550,9.935,3.6200000000000004e-07
1494173333560,9.935,7.240000000000001e-07
1494173333570,9.935,3.6200000000000004e-07
1494173333580,9.935,3.6200000000000004e-07
1494173333590,9.935,3.6200000000000004e-07
1494173333600,9.935,0.0
1494173333610,9.935,0.0
1494173333620,9.935,7.240000000000001e-07
1494173333630,9.935,3.6200000000000004e-07
1494173333640,9.935,0.0
1494173333650,9.935,3.6200000000000004e-07
1494173333660,9.935,0.0
1494173333670,9.935,0.0
1494173333680,9.935,1.0859999999999999e-06
1494173333690,9.935,3.6200000000000004e-07
1494173333700,9.935,3.6200000000000004e-07
1494173333710,9.935,3.6200000000000004e-07
1494173333720,9.935,3.6200000000000004e-07
1494173333730,9.935,7.240000000000001e-07
1494173333740,9.935,0.0
1494173333750,9.935,7.240000000000001e-07
1494173333760,9.935,7.240000000000001e-07
1494173333770,9.935,0.0
1494173333780,9.935,3.6200000000000004e-07
1494173333790,9.935,3.6200000000000004e-07
1494173333800,9.935,0.0
1494173333810,9.935,3.6200000000000004e-07
1494173333820,9.935,7.240000000000001e-07
1494173333830,9.935,0.0
1494173333840,9.935,0.0
1494173333850,9.935,0.0
1494173333860,9.935,1.0859999999999999e-06
1494173333870,9.935,3.6200000000000004e-07
1494173333880,9.935,0.0
1494173333890,9.935,0.0
1494173333900,9.935,3.6200000000000004e-07
1494173333910,9.935,3.6200000000000004e-07
1494173333920,9.935,3.6200000000000004e-07
1494173333930,9.935,0.0
1494173333940,9.935,3.6200000000000004e-07
1494173333950,9.935,3.6200000000000004e-07
1494173333960,9.935,3.6200000000000004e-07
1494173333970,9.935,3.6200000000000004e-07
1494173333980,9.935,0.0
1494173333990,9.935,3.6200000000000004e-07
1494173334000,9.935,7.240000000000001e-07
1494173334010,9.935,0.0
1494173334020,9.935,7.240000000000001e-07
1494173334030,9.935,3.6200000000000004e-07
1494173334040,9.935,3.6200000000000004e-07
1494173334050,9.935,3.6200000000000004e-07
1494173334060,9.935,3.6200000000000004e-07
1494173334070,9.935,0.0
1494173334080,9.935,7.240000000000001e-07
1494173334090,9.935,0.0
1494173334100,9.935,0.0
1494173334110,9.935,3.6200000000000004e-07
1494173334120,9.935,0.0
1494173334130,9.935,7.240000000000001e-07
1494173334140,9.935,0.0
1494173334150,9.935,0.0
1494173334160,9.935,1.4480000000000002e-06
1494173334170,9.935,0.0
1494173334180,9.935,3.6200000000000004e-07
1494173334190,9.935,3.6200000000000004e-07
1494173334200,9.935,3.6200000000000004e-07
1494173334210,9.935,7.240000000000001e-07
1494173334220,9.935,3.6200000000000004e-07
1494173334230,9.935,3.6200000000000004e-07
1494173334240,9.935,0.0
1494173334250,9.935,3.6200000000000004e-07
1494173334260,9.935,3.6200000000000004e-07
1494173334270,9.935,3.6200000000000004e-07
1494173334280,9.935,0.0
1494173334290,9.935,0.0
1494173334300,9.935,7.240000000000001e-07
1494173334310,9.935,3.6200000000000004e-07
1494173334320,9.935,3.6200000000000004e-07
1494173334330,9.935,3.6200000000000004e-07
1494173334340,9.935,3.6200000000000004e-07
1494173334350,9.935,0.0
1494173334360,9.935,0.0
1494173334370,9.935,3.6200000000000004e-07
1494173334380,9.935,3.6200000000000004e-07
1494173334390,9.935,7.240000000000001e-07
1494173334400,9.935,0.0
1494173334410,9.935,7.240000000000001e-07
1494173334420,9.935,0.0
1494173334430,9.935,7.240000000000001e-07
1494173334440,9.935,3.6200000000000004e-07
1494173334450,9.935,3.6200000000000004e-07
1494173334460,9.935,0.0
1494173334470,9.935,7.240000000000001e-07
1494173334480,9.935,7.240000000000001e-07
1494173334490,9.935,0.0
1494173334500,9.935,7.240000000000001e-07
1494173334510,9.935,3.6200000000000004e-07
1494173334520,9.935,3.6200000000000004e-07
1494173334530,9.935,3.6200000000000004e-07
1494173334540,9.935,3.6200000000000004e-07
1494173334550,9.935,0.0
1494173334560,9.935,7.240000000000001e-07
1494173334570,9.935,7.240000000000001e-07
1494173334580,9.935,3.6200000000000004e-07
1494173334590,9.935,0.0
1494173334600,9.935,3.6200000000000004e-07
1494173334610,9.935,0.0
1494173334620,9.935,1.0859999999999999e-06
1494173334630,9.935,0.0
1494173334640,9.935,7.240000000000001e-07
1494173334650,9.935,0.0
1494173334660,9.935,3.6200000000000004e-07
1494173334670,9.935,0.0
1494173334680,9.935,3.6200000000000004e-07
1494173334690,9.935,3.6200000000000004e-07
1494173334700,9.935,7.240000000000001e-07
1494173334710,9.935,3.6200000000000004e-07
1494173334720,9.935,3.6200000000000004e-07
1494173334730,9.935,0.0
1494173334740,9.935,7.240000000000001e-07
1494173334750,9.935,0.0
1494173334760,9.935,3.6200000000000004e-07
1494173334770,9.935,0.0
1494173334780,9.935,3.6200000000000004e-07
1494173334790,9.935,3.6200000000000004e-07
1494173334800,9.935,7.240000000000001e-07
1494173334810,9.935,3.6200000000000004e-07
1494173334820,9.935,7.240000000000001e-07
1494173334830,9.935,3.6200000000000004e-07
1494173334840,9.935,3.6200000000000004e-07
1494173334850,9.935,0.0
1494173334860,9.935,3.6200000000000004e-07
1494173334870,9.935,3.6200000000000004e-07
1494173334880,9.935,0.0
1494173334890,9.935,3.6200000000000004e-07
1494173334900,9.935,0.0
1494173334910,9.935,0.0
1494173334920,9.935,0.0
1494173334930,9.935,0.0
1494173334940,9.935,3.6200000000000004e-07
1494173334950,9.935,3.6200000000000004e-07
1494173334960,9.935,0.0
1494173334970,9.935,3.6200000000000004e-07
1494173334980,9.935,0.0
1494173334990,9.935,0.0
1494173335000,9.935,0.0
1494173335010,9.935,0.0
1494173335020,9.935,3.6200000000000004e-07
1494173335030,9.935,7.240000000000001e-07
1494173335040,9.935,3.6200000000000004e-07
1494173335050,9.935,0.0
1494173335060,9.935,3.6200000000000004e-07
1494173335070,9.935,0.0
1494173335080,9.935,3.6200000000000004e-07
1494173335090,9.935,3.6200000000000004e-07
1494173335100,9.935,3.6200000000000004e-07
1494173335110,9.935,3.6200000000000004e-07
1494173335120,9.935,0.0
1494173335130,9.935,3.6200000000000004e-07
1494173335140,9.935,3.6200000000000004e-07
1494173335150,9.935,3.6200000000000004e-07
1494173335160,9.935,0.0
1494173335170,9.935,0.0
1494173335180,9.935,3.6200000000000004e-07
1494173335190,9.935,3.6200000000000004e-07
1494173335200,9.935,0.0
1494173335210,9.935,3.6200000000000004e-07
1494173335220,9.935,1.0859999999999999e-06
1494173335230,9.935,3.6200000000000004e-07
1494173335240,9.935,3.6200000000000004e-07
1494173335250,9.935,7.240000000000001e-07
1494173335260,9.935,3.6200000000000004e-07
1494173335270,9.935,7.240000000000001e-07
1494173335280,9.935,0.0
1494173335290,9.935,3.6200000000000004e-07
1494173335300,9.935,3.6200000000000004e-07
1494173335310,9.935,3.6200000000000004e-07
1494173335320,9.935,0.0
1494173335330,9.935,3.6200000000000004e-07
1494173335340,9.935,0.0
1494173335350,9.935,3.6200000000000004e-07
1494173335360,9.935,7.240000000000001e-07
1494173335370,9.935,3.6200000000000004e-07
1494173335380,9.935,3.6200000000000004e-07
1494173335390,9.935,3.6200000000000004e-07
1494173335400,9.935,7.240000000000001e-07
1494173335410,9.935,0.0
1494173335420,9.935,7.240000000000001e-07
1494173335430,9.935,3.6200000000000004e-07
1494173335440,9.935,3.6200000000000004e-07
1494173335450,9.935,0.0
1494173335460,9.935,3.6200000000000004e-07
1494173335470,9.935,3.6200000000000004e-07
1494173335480,9.935,7.240000000000001e-07
1494173335490,9.935,0.0
1494173335500,9.935,7.240000000000001e-07
1494173335510,9.935,0.0
1494173335520,9.935,0.0
1494173335530,9.935,1.0859999999999999e-06
1494173335540,9.935,0.0
1494173335550,9.935,3.6200000000000004e-07
1494173335560,9.935,3.6200000000000004e-07
1494173335570,9.935,0.0
1494173335580,9.935,1.0859999999999999e-06
1494173335590,9.935,0.0
1494173335600,9.935,0.0
1494173335610,9.935,3.6200000000000004e-07
1494173335620,9.935,0.0
1494173335630,9.935,7.240000000000001e-07
1494173335640,9.935,3.6200000000000004e-07
1494173335650,9.935,7.240000000000001e-07
1494173335660,9.935,0.0
1494173335670,9.935,3.6200000000000004e-07
1494173335680,9.935,7.240000000000001e-07
1494173335690,9.935,0.0
1494173335700,9.935,3.6200000000000004e-07
