Timestamp,position,BLMTI.04L5.B1I10_TCTPH.4L5.B1
1494173400490,9.01,0.0
1494173400500,9.01,3.6200000000000004e-07
1494173400510,9.01,7.240000000000001e-07
1494173400520,9.01,0.0
1494173400530,9.01,0.0
1494173400540,9.01,7.240000000000001e-07
1494173400550,9.01,3.6200000000000004e-07
1494173400560,9.01,7.240000000000001e-07
1494173400570,9.01,0.0
1494173400580,9.01,0.0
1494173400590,9.01,7.240000000000001e-07
1494173400600,9.01,3.6200000000000004e-07
1494173400610,9.01,3.6200000000000004e-07
1494173400620,9.01,0.0
1494173400630,9.01,7.240000000000001e-07
1494173400640,9.01,0.0
1494173400650,9.01,3.6200000000000004e-07
1494173400660,9.01,3.6200000000000004e-07
1494173400670,9.01,7.240000000000001e-07
1494173400680,9.01,3.6200000000000004e-07
1494173400690,9.01,3.6200000000000004e-07
1494173400700,9.01,3.6200000000000004e-07
1494173400710,9.01,0.0
1494173400720,9.01,0.0
1494173400730,9.01,3.6200000000000004e-07
1494173400740,9.01,3.6200000000000004e-07
1494173400750,9.01,0.0
1494173400760,9.01,7.240000000000001e-07
1494173400770,9.01,3.6200000000000004e-07
1494173400780,9.01,0.0
1494173400790,9.01,0.0
1494173400800,9.01,7.240000000000001e-07
1494173400810,9.01,3.6200000000000004e-07
1494173400820,9.01,3.6200000000000004e-07
1494173400830,9.01,3.6200000000000004e-07
1494173400840,9.01,7.240000000000001e-07
1494173400850,9.01,0.0
1494173400860,9.01,7.240000000000001e-07
1494173400870,9.01,3.6200000000000004e-07
1494173400880,9.01,3.6200000000000004e-07
1494173400890,9.01,0.0
1494173400900,9.01,7.240000000000001e-07
1494173400910,9.01,3.6200000000000004e-07
1494173400920,9.01,3.6200000000000004e-07
1494173400930,9.01,3.6200000000000004e-07
1494173400940,9.01,3.6200000000000004e-07
1494173400950,9.01,0.0
1494173400960,9.01,0.0
1494173400970,9.01,3.6200000000000004e-07
1494173400980,9.01,3.6200000000000004e-07
1494173400990,9.01,3.6200000000000004e-07
1494173401000,9.01,0.0
1494173401010,9.01,0.0
1494173401020,9.01,3.6200000000000004e-07
1494173401030,9.01,0.0
1494173401040,9.01,0.0
1494173401050,9.01,3.6200000000000004e-07
1494173401060,9.01,3.6200000000000004e-07
1494173401070,9.01,0.0
1494173401080,9.01,3.6200000000000004e-07
1494173401090,9.01,7.240000000000001e-07
1494173401100,9.01,3.6200000000000004e-07
1494173401110,9.01,3.6200000000000004e-07
1494173401120,9.01,0.0
1494173401130,9.01,3.6200000000000004e-07
