Timestamp,position,BLMTI.04L6.B2I11_TCSP.A4L6.B2
1493560728800,-7.615,7.240000000000001e-07
1493560728810,-7.615,7.240000000000001e-07
1493560728820,-7.615,7.240000000000001e-07
1493560728830,-7.615,3.6200000000000004e-07
1493560728840,-7.615,7.240000000000001e-07
1493560728850,-7.615,7.240000000000001e-07
1493560728860,-7.615,7.240000000000001e-07
1493560728870,-7.615,1.81e-06
1493560728880,-7.615,1.0859999999999999e-06
1493560728890,-7.615,1.81e-06
1493560728900,-7.615,1.4480000000000002e-06
1493560728910,-7.615,2.5340000000000002e-06
1493560728920,-7.615,2.1719999999999997e-06
1493560728930,-7.615,1.0859999999999999e-06
1493560728940,-7.615,7.240000000000001e-07
1493560728950,-7.615,7.240000000000001e-07
1493560728960,-7.615,1.0859999999999999e-06
1493560728970,-7.615,7.240000000000001e-07
1493560728980,-7.615,1.0859999999999999e-06
1493560728990,-7.615,1.0859999999999999e-06
1493560729000,-7.615,1.81e-06
1493560729010,-7.615,3.258e-06
1493560729020,-7.615,5.0680000000000004e-06
1493560729030,-7.615,5.0680000000000004e-06
1493560729040,-7.615,4.343999999999999e-06
1493560729050,-7.615,1.81e-06
1493560729060,-7.615,2.5340000000000002e-06
1493560729070,-7.615,1.81e-06
1493560729080,-7.615,1.4480000000000002e-06
1493560729090,-7.615,3.6200000000000004e-07
1493560729100,-7.615,1.0859999999999999e-06
1493560729110,-7.615,1.4480000000000002e-06
1493560729120,-7.615,2.1719999999999997e-06
1493560729130,-7.615,7.240000000000001e-07
1493560729140,-7.615,1.4480000000000002e-06
1493560729150,-7.615,7.240000000000001e-07
1493560729160,-7.615,7.240000000000001e-07
1493560729170,-7.615,1.81e-06
1493560729180,-7.615,2.1719999999999997e-06
1493560729190,-7.615,2.1719999999999997e-06
1493560729200,-7.615,1.81e-06
1493560729210,-7.615,1.0859999999999999e-06
1493560729220,-7.615,1.4480000000000002e-06
1493560729230,-7.615,0.0
1493560729240,-7.615,7.240000000000001e-07
1493560729250,-7.615,1.0859999999999999e-06
1493560729260,-7.615,1.4480000000000002e-06
1493560729270,-7.615,3.6200000000000004e-07
1493560729280,-7.615,1.0859999999999999e-06
1493560729290,-7.615,7.240000000000001e-07
